Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page,Kategorie
"""So viel Schmerz, der nicht vergessen werden darf""",21022022_08:18,https://www.sueddeutsche.de/muenchen/dachau/dachau-swetlana-tichanowskaja-kz-gedenkstaette-1.5533846,Dachau,,"Von Isabell Gielisch, Dachau","Die belarussische Oppositionsführerin Sviatlana Tsikhanouskaya richtet sich bei ihrem Besuch der KZ-Gedenkstätte Dachau mit deutlichen Worten an die Machthaber in ihrer Heimat.
                        
                            Von Isabell Gielisch, Dachau",21022022,Sueddeutsche,muenchen
Steinmeier für engere Partnerschaft Europas mit Afrika,21022022_08:15,https://www.sueddeutsche.de/politik/bundespraesident-steinmeier-fuer-engere-partnerschaft-europas-mit-afrika-dpa.urn-newsml-dpa-com-20090101-220221-99-220892,Bundespräsident,dpa,,,21022022,Sueddeutsche,politik
Wie können wir noch helfen?,21022022_08:13,https://www.sueddeutsche.de/muenchen/afghanistan-abasha-hilfsorganisation-evakuierung-1.5533747,Afghanistan unter den Taliban,,Von Celine Weiser,"Seit 2019 unterstützten Saskia Kuzlik und Tamara Ehm ein Projekt in Afghanistan. Doch als die Taliban an die Macht kamen, geriet alles ins Wanken. Die beiden Studentinnen konnten nicht untätig bleiben.
                        
                            Von Celine Weiser",21022022,Sueddeutsche,muenchen
Wohnkomplex in Essen brennt aus,21022022_08:09,https://www.sueddeutsche.de/panorama/braende-wohnkomplex-in-essen-brennt-aus-dpa.urn-newsml-dpa-com-20090101-220221-99-220914,Brände,dpa,,,21022022,Sueddeutsche,panorama
Polizei schickt neuen Roboterhund in Essener Brandruine,21022022_08:08,https://www.sueddeutsche.de/panorama/braende-essen-polizei-schickt-neuen-roboterhund-in-essener-brandruine-dpa.urn-newsml-dpa-com-20090101-220221-99-228538,Brände - Essen,dpa,,,21022022,Sueddeutsche,panorama
VW-Abgasskandal: BGH urteilt pro Restschadenersatz,21022022_08:07,https://www.sueddeutsche.de/panorama/prozesse-vw-abgasskandal-bgh-urteilt-pro-restschadenersatz-dpa.urn-newsml-dpa-com-20090101-220221-99-221063,Prozesse,dpa,,,21022022,Sueddeutsche,panorama
Neue Studie: Die meisten Corona-Toten im Krankenhaus starben am Virus,21022022_08:07,https://www.sueddeutsche.de/politik/corona-aktuell-covid-faelle-todesursache-australien-1.5533259,Meldungen zum Coronavirus,,Nachrichten aus Deutschland und aller Welt,"In 86 Prozent der obduzierten Fälle sei Covid-19 tatsächlich auch die zugrundeliegende Todesursache gewesen, heißt es im Fachmagazin ""The Lancet"". Australien lässt nach mehr als 700 Tagen wieder Touristen ins Land. 
                        
                            Nachrichten aus Deutschland und aller Welt",21022022,Sueddeutsche,politik
"""Ein Bayern-Spiel ist kein unbedingter Pflichttermin mehr""",21022022_08:07,https://www.sueddeutsche.de/muenchen/fussball-bundesliga-fans-augustiner-buergerheim-1.5533763,Fußball-Fans und Corona,,Von Thomas Becker,"Angst vor Ansteckung, Sperrstunde nach der ersten Halbzeit: Während der Pandemie haben sich viele Fans vom Fußball entfremdet. Ihnen geht es nicht so sehr um die Millionäre auf dem Rasen, sondern um die Gemeinschaft. Ein Besuch am Stammtisch. 

                        
                            Von Thomas Becker",21022022,Sueddeutsche,muenchen
"""Ich habe es nicht begreifen können""",21022022_08:06,https://www.sueddeutsche.de/muenchen/fuerstenfeldbruck/fuerstenfeldbruck-olympiaattentat-olympia-attentat-muenchen-olympische-spiele-1972-fliegerbauer-1.5533631,Olympia-Attentat,,,"Anton Fliegerbauer, Neffe des 1972 beim Olympia-Attentat getöteten Polizeibeamten, hat seinen Onkel nicht kennenlernen können. Für den 43 Jahre alten Diakon hat das Gedenken an die Opfer eine besondere Bedeutung",21022022,Sueddeutsche,muenchen
Backhaus zufrieden mit Vorschlag zur EU-Agrarpolitik,21022022_08:05,https://www.sueddeutsche.de/wirtschaft/agrar-schwerin-backhaus-zufrieden-mit-vorschlag-zur-eu-agrarpolitik-dpa.urn-newsml-dpa-com-20090101-220221-99-229160,Agrar - Schwerin,dpa,,,21022022,Sueddeutsche,wirtschaft
