Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page
"Abwehr macht Tore, Rückkehrer Silas Hoffnung: VfB atmet auf",27112021_07:23,https://www.sueddeutsche.de/sport/fussball-stuttgart-abwehr-macht-tore-rueckkehrer-silas-hoffnung-vfb-atmet-auf-dpa.urn-newsml-dpa-com-20090101-211126-99-159741,Fußball - Stuttgart,dpa,,,27112021,Sueddeutsche
Schwer verletzte 69-Jährige in Nordhausen gefunden,27112021_07:22,https://www.sueddeutsche.de/panorama/polizei-nordhausen-schwer-verletzte-69-jaehrige-in-nordhausen-gefunden-dpa.urn-newsml-dpa-com-20090101-211127-99-162206,Polizei - Nordhausen,dpa,,,27112021,Sueddeutsche
NHL: Sturm feiert Kantersieg - Stützle verliert,27112021_07:21,https://www.sueddeutsche.de/sport/eishockey-nhl-sturm-feiert-kantersieg-stuetzle-verliert-dpa.urn-newsml-dpa-com-20090101-211127-99-161873,Eishockey,dpa,,,27112021,Sueddeutsche
Ethiker plädiert für Impfpflicht mit harten Strafen,27112021_07:21,https://www.sueddeutsche.de/gesundheit/gesundheit-jena-ethiker-plaediert-fuer-impfpflicht-mit-harten-strafen-dpa.urn-newsml-dpa-com-20090101-211127-99-161990,Gesundheit - Jena,dpa,,,27112021,Sueddeutsche
Brand in ehemaligem Erfurter Schlachthof,27112021_07:19,https://www.sueddeutsche.de/panorama/braende-berlin-brand-in-ehemaligem-erfurter-schlachthof-dpa.urn-newsml-dpa-com-20090101-211127-99-161988,Brände - Berlin,dpa,,,27112021,Sueddeutsche
Weniger Strafbefehlsverfahren in Hessen,27112021_07:18,https://www.sueddeutsche.de/panorama/justiz-wiesbaden-weniger-strafbefehlsverfahren-in-hessen-dpa.urn-newsml-dpa-com-20090101-211127-99-161984,Justiz - Wiesbaden,dpa,,,27112021,Sueddeutsche
Hessen: Pflicht zur Elementarschadenversicherung skeptisch,27112021_07:17,https://www.sueddeutsche.de/panorama/unwetter-wiesbaden-hessen-pflicht-zur-elementarschadenversicherung-skeptisch-dpa.urn-newsml-dpa-com-20090101-211127-99-161983,Unwetter - Wiesbaden,dpa,,,27112021,Sueddeutsche
Frau bei Unfall auf der A7 tödlich verletzt: Vollsperrung,27112021_07:14,https://www.sueddeutsche.de/panorama/unfaelle-frau-bei-unfall-auf-der-a7-toedlich-verletzt-vollsperrung-dpa.urn-newsml-dpa-com-20090101-211126-99-159017,Unfälle,dpa,,,27112021,Sueddeutsche
Zahl der Einbürgerungsanträge steigt in Sachsen-Anhalt,27112021_07:12,https://www.sueddeutsche.de/politik/migration-halle-saale-zahl-der-einbuergerungsantraege-steigt-in-sachsen-anhalt-dpa.urn-newsml-dpa-com-20090101-211127-99-161977,Migration - Halle (Saale),dpa,,,27112021,Sueddeutsche
Grüne wollen sich in Sachsen-Anhalt neu aufstellen,27112021_07:10,https://www.sueddeutsche.de/politik/parteien-magdeburg-gruene-wollen-sich-in-sachsen-anhalt-neu-aufstellen-dpa.urn-newsml-dpa-com-20090101-211126-99-157396,Parteien - Magdeburg,dpa,,,27112021,Sueddeutsche
44-jähriger Autofahrer prallt gegen Baum,27112021_07:09,https://www.sueddeutsche.de/panorama/unfaelle-trossin-44-jaehriger-autofahrer-prallt-gegen-baum-dpa.urn-newsml-dpa-com-20090101-211127-99-161970,Unfälle - Trossin,dpa,,,27112021,Sueddeutsche
Nachschub an Corona-Tests: Angebot am Markt wird weniger,27112021_07:05,https://www.sueddeutsche.de/gesundheit/gesundheit-schwerin-nachschub-an-corona-tests-angebot-am-markt-wird-weniger-dpa.urn-newsml-dpa-com-20090101-211127-99-161968,Gesundheit - Schwerin,dpa,,,27112021,Sueddeutsche
dokumentART: Preise werden vergeben,27112021_07:03,https://www.sueddeutsche.de/kultur/film-neubrandenburg-dokumentart-preise-werden-vergeben-dpa.urn-newsml-dpa-com-20090101-211126-99-157392,Film - Neubrandenburg,dpa,,,27112021,Sueddeutsche
Verschärfte Corona-Regeln in Berlin von Samstag an in Kraft,27112021_07:02,https://www.sueddeutsche.de/gesundheit/gesundheit-berlin-verschaerfte-corona-regeln-in-berlin-von-samstag-an-in-kraft-dpa.urn-newsml-dpa-com-20090101-211126-99-157389,Gesundheit - Berlin,dpa,,,27112021,Sueddeutsche
Ohne Alibi gegen Augsburg: Hertha braucht Heimsieg,27112021_07:01,https://www.sueddeutsche.de/sport/fussball-berlin-ohne-alibi-gegen-augsburg-hertha-braucht-heimsieg-dpa.urn-newsml-dpa-com-20090101-211126-99-157388,Fußball - Berlin,dpa,,,27112021,Sueddeutsche
Auto kracht gegen Baum: Mann stirbt bei Unfall auf B112,27112021_07:00,https://www.sueddeutsche.de/panorama/unfaelle-jaenschwalde-auto-kracht-gegen-baum-mann-stirbt-bei-unfall-auf-b112-dpa.urn-newsml-dpa-com-20090101-211127-99-161965,Unfälle - Jänschwalde,dpa,,,27112021,Sueddeutsche
Rückkehrer Silas macht Hoffnung: VfB atmet auf,27112021_06:55,https://www.sueddeutsche.de/sport/fussball-rueckkehrer-silas-macht-hoffnung-vfb-atmet-auf-dpa.urn-newsml-dpa-com-20090101-211127-99-161934,Fußball,dpa,,,27112021,Sueddeutsche
"Fußball-Bundesliga am Samstag: Sechs Spiele, sechs Köpfe",27112021_06:27,https://www.sueddeutsche.de/sport/fussball-fussball-bundesliga-am-samstag-sechs-spiele-sechs-koepfe-dpa.urn-newsml-dpa-com-20090101-211126-99-158567,Fußball,dpa,,,27112021,Sueddeutsche
Das bringt der Wintersport am Samstag,27112021_06:26,https://www.sueddeutsche.de/sport/biathlon-das-bringt-der-wintersport-am-samstag-dpa.urn-newsml-dpa-com-20090101-211126-99-159060,Biathlon,dpa,,,27112021,Sueddeutsche
Davis-Cup-Endrunde: Tennis-Team fordert Djokovic heraus,27112021_06:25,https://www.sueddeutsche.de/sport/tennis-davis-cup-endrunde-tennis-team-fordert-djokovic-heraus-dpa.urn-newsml-dpa-com-20090101-211126-99-159238,Tennis,dpa,,,27112021,Sueddeutsche
Bundestrainerin schwärmt von Stürmerinnen Schüller und Brand,27112021_06:24,https://www.sueddeutsche.de/sport/fussball-bundestrainerin-schwaermt-von-stuermerinnen-schueller-und-brand-dpa.urn-newsml-dpa-com-20090101-211126-99-159300,Fußball,dpa,,,27112021,Sueddeutsche
"DFL-Chef Seifert hält DFB für ""dysfunktional""",27112021_06:23,https://www.sueddeutsche.de/sport/fussball-dfl-chef-seifert-haelt-dfb-fuer-dysfunktional-dpa.urn-newsml-dpa-com-20090101-211126-99-159413,Fußball,dpa,,,27112021,Sueddeutsche
Von Geisterkulisse bis volles Haus: Corona spaltet die Liga,27112021_06:22,https://www.sueddeutsche.de/sport/fussball-von-geisterkulisse-bis-volles-haus-corona-spaltet-die-liga-dpa.urn-newsml-dpa-com-20090101-211126-99-155112,Fußball,dpa,,,27112021,Sueddeutsche
Musical-Titan Sondheim gestorben,27112021_04:58,https://www.sueddeutsche.de/kultur/musical-stephen-sondheim-usa-broadway-1.5474721,Broadway,,,"Der Komponist und Lyriker hat unter anderem die Texte zu Musical-Welthits wie die ""West Side Story"" geschrieben. Sondheim gilt als Wegbereiter des modernen Musicals in den USA. Er wurde 91 Jahre alt.",27112021,Sueddeutsche
Lesbos: Asylsuchende müssen in Übergangslagern überwintern,27112021_04:25,https://www.sueddeutsche.de/politik/eu-lesbos-asylsuchende-muessen-in-uebergangslagern-ueberwintern-dpa.urn-newsml-dpa-com-20090101-211127-99-161409,EU,dpa,,,27112021,Sueddeutsche
