Titel,URL,Date_Info,News_page,Kategorie,author
Advent in Pandemiezeiten: So setzt Corona der Weihnachtsmann-Branche zu,https://www.spiegel.de/karriere/corona-pandemie-so-setzt-covid-19-den-weihnachtsmann-unter-druck-a-e2bbe20f-bd7a-4c5a-96a5-3065f277164d,04122021_12:41 ,Spiegel,karriere,
Wir drehen eine Runde: Today Sunshine M2: Kleiner Sonnenschein,https://www.spiegel.de/auto/today-sunshine-m2-im-video-test-kleiner-sonnenschein-a-d25d2a82-7e78-4c32-8bda-fb22c1c185b0,04122021_12:40 ,Spiegel,auto,Ein Video von Jürgen Pander und Niko Bünten
Nach Wahlverlust: Laschet will sich Außenpolitik widmen,https://www.spiegel.de/politik/deutschland/interview-mit-der-sueddeutschen-zeitung-laschet-will-sich-aussenpolitik-widmen-a-4baa515e-4ed9-440d-aae3-fd9e14ddc84d,04122021_12:24 ,Spiegel,politik,
Die Geschichte von der Vernichtung eines Syrien-Helfers: Tödliche Intrigen,https://www.spiegel.de/ausland/syrien-weisshelme-und-die-organisation-mayday-rescue-toedliche-intrigen-a-067d3efd-0e40-4a8c-bb6d-611465353ff0,04122021_12:13 ,Spiegel,ausland,Von Christoph Reuter
NRW-Ministerpräsident Hendrik Wüst: Mutmacher in eigener Sache,https://www.spiegel.de/politik/deutschland/nrw-ministerpraesident-hendrik-wuest-mutmacher-in-eigener-sache-a-a6b3d513-d86c-484a-91d3-f044fd29d77f,04122021_12:09 ,Spiegel,politik,Von Lukas Eberle und Christian Teevs
Suche nach dem Ursprung der Mutante: Das Omikron-Rätsel,https://www.spiegel.de/wissenschaft/medizin/coronavirus-was-ueber-den-ursprung-von-omikron-bekannt-ist-a-e568f498-c646-45a6-8e2f-011c75b518bf,04122021_12:04 ,Spiegel,wissenschaft,Von Julia Merlot
Dortmund gegen die Bayern: Das Möchtegern-Topspiel,https://www.spiegel.de/sport/fussball/fussball-bundesliga-borussia-dortmund-gegen-den-fc-bayern-muenchen-das-moechtegern-topspiel-a-63d13b9a-80f9-44f4-8949-a179bf5df513,04122021_11:55 ,Spiegel,sport,Von Danial Montazeri
Zwangssterilisation indigener Frauen: Vorerst kein Prozess gegen Perus Ex-Präsident Fujimori,https://www.spiegel.de/geschichte/peru-alberto-fujimori-vor-gericht-wegen-zwangssterilisationen-von-indigenen-a-2d4cc919-cf44-4782-94f8-1bb05da7bec9,04122021_11:35 ,Spiegel,geschichte,
Podcast »Inside Austria«: Was von der Ära Sebastian Kurz bleibt – und wie es weitergeht,https://www.spiegel.de/ausland/sebastian-kurz-ruecktritt-was-bedeutet-das-fuer-oesterreich-podcast-a-2b9a9076-b94a-42a5-abef-a549510fe175,04122021_10:53 ,Spiegel,ausland,Von Zsolt Wilhelm und Lucia Heisterkamp
Kollabierender Karibikstaat Haiti: Im permanenten Ausnahmezustand,https://www.spiegel.de/ausland/haiti-ein-land-im-permanenten-ausnahmezustand-a-d5853f85-b405-403e-aa52-9e61ca1795a1,04122021_09:37 ,Spiegel,ausland,Von Rodrigo Abd (Fotos) und Nicola Abé
Allesschneider und Brotmesser im Test: Was für Aufschneider!,https://www.spiegel.de/tests/kueche/allesschneider-und-brotmesser-im-test-a-2c691acc-c571-4c91-9188-083926ce8b60,04122021_09:31 ,Spiegel,tests,Von Peter Wagner
"Ratgeber-Kolumne: Wie sage ich meinem besten Freund, dass er sich in die falsche Frau verliebt hat?",https://www.spiegel.de/psychologie/verliebt-in-die-falsche-frau-wie-sage-ich-meinem-besten-freund-dass-er-sich-ungluecklich-macht-a-5f3ebc6e-d96a-4447-a1e0-aa83306b1e15,04122021_09:31 ,Spiegel,psychologie,Aufgezeichnet von Detlef Hacke
Suche nach der Weltformel: Die fünfte Dimension,https://www.spiegel.de/wissenschaft/natur/suche-nach-der-weltformel-die-lese-empfehlungen-der-woche-aus-der-wissenschaftsredaktion-des-spiegel-kopie-a-309879ac-11bd-4600-a6a7-9945791a02c0,04122021_09:30 ,Spiegel,wissenschaft,
500. NHL-Partie für deutschen Superstar: Draisaitl trifft bei Jubiläumsspiel – und darf doch nicht jubeln,https://www.spiegel.de/sport/eishockey/nhl-leon-draisaitl-trifft-bei-jubilaeumsspiel-und-darf-doch-nicht-jubeln-a-302d5268-028e-4f5f-bfb2-316b653ded7f,04122021_09:23 ,Spiegel,sport,
Parlamentarische Geschäftsführerin: Irene Mihalic bewirbt sich um Schaltstelle in Grünenfraktion,https://www.spiegel.de/politik/deutschland/die-gruenen-irene-mihalic-bewirbt-sich-um-schaltstelle-in-fraktion-a-02387c6f-d127-41f2-8b4f-3d0cc0363899,04122021_09:15 ,Spiegel,politik,Von Jonas Schaible
Vorschlag von NRW-Ministerpräsident: Wüst wünscht sich Unionspolitikerin als Bundespräsidentin,https://www.spiegel.de/politik/deutschland/hendrik-wuest-cdu-sollte-frau-als-bundespraesidentin-vorschlagen-a-f62ae244-f4c5-401e-9b57-1f22b0b28022,04122021_09:11 ,Spiegel,politik,
Grimma in Sachsen: Fackelprotest vor Wohnhaus von Gesundheitsministerin Köpping,https://www.spiegel.de/politik/deutschland/sachsen-corona-protest-mit-fackeln-vor-wohnhaus-von-petra-koepping-a-cac2c68f-5c5a-4158-a08f-6ee28091709b,04122021_08:56 ,Spiegel,politik,
Die Lage am Morgen: Woher kommt diese Feigheit vor dem Volk?,https://www.spiegel.de/politik/deutschland/news-corona-ampel-olaf-scholz-cdu-frankreich-a-ef55a6ca-1bb9-42ce-9c80-a453d86e386d,04122021_08:28 ,Spiegel,politik,
Coronamaßnahmen: Ampel will Schließung von Restaurants ermöglichen,https://www.spiegel.de/politik/deutschland/coronavirus-ampel-will-schliessung-von-restaurants-ermoeglichen-a-8a8dbceb-097e-4650-bdf1-4efb2d3489f3,04122021_08:24 ,Spiegel,politik,
Designierte Familienministerin: Anne Spiegel entscheidet sich für Spitzenbeamtin als Staatssekretärin,https://www.spiegel.de/politik/deutschland/anne-spiegel-gruene-kuenftige-familienministerin-entscheidet-sich-fuer-spitzenbeamtin-a-369c2d1c-dd2b-4e21-887b-0d76e349af9e,04122021_08:18 ,Spiegel,politik,Von Valerie Höhne
+++ Corona-News +++: Sieben-Tage-Inzidenz erneut leicht gestiegen,https://www.spiegel.de/wissenschaft/medizin/corona-news-am-samstag-sieben-tage-inzidenz-steigt-leicht-auf-442-7-a-7ad8a7c8-95fc-412a-8cc4-14e02f925bd8,04122021_07:37 ,Spiegel,wissenschaft,
Drastisch steigende Preise: Warum die Gasanbieter keine neuen Kunden wollen,https://www.spiegel.de/wirtschaft/service/gaspreise-warum-die-gasanbieter-keine-neuen-kunden-wollen-kolumne-a-b444d20b-2bdb-4735-8c4f-d999ab64c78e,04122021_07:23 ,Spiegel,wirtschaft,
Die Bilder der Woche: Die Affen sind los,https://www.spiegel.de/panorama/die-bilder-der-woche-die-affen-sind-los-a-36ce01df-4784-4dd1-aa8e-61d3bad17a2e,04122021_07:15 ,Spiegel,panorama,
Schöner schreiben: An diesem Satz stimmt alles,https://www.spiegel.de/kultur/mariana-leky-was-man-von-hier-aus-sehen-kann-an-diesem-satz-stimmt-alles-deutsch-kolumne-a-7a162f0c-014b-462a-a758-3818d5e40ab5,04122021_07:14 ,Spiegel,kultur,
DDR-Flucht eines Lokführers: Mit Volldampf aus der Diktatur,https://www.spiegel.de/geschichte/ddr-flucht-des-lokfuehrers-harry-deterling-1961-mit-volldampf-aus-der-diktatur-a-e8ebbdc8-496a-4714-9c12-54c4d3a415bb,04122021_07:13 ,Spiegel,geschichte,Von Katja Iken
Scholz nimmt Kampf gegen Pandemie auf: »Da hat er Flagge gezeigt«,https://www.spiegel.de/politik/deutschland/olaf-scholz-coronapandemie-erschwert-machtuebernahme-a-627b5c01-c235-4d8f-beeb-ee34a045578b,04122021_07:11 ,Spiegel,politik,"Eine Videoanalyse von Martin Knobbe, Marco Kasang und Caroline Drees (Video)"
Kapitulation vor Regelbrechern: Corona-Sonderweg in die Sackgasse,https://www.spiegel.de/panorama/gesellschaft/corona-sachsens-sonderweg-in-die-sackgasse-a-9cb7cbc2-d7bc-448c-b3c5-363bbc5f6b36,04122021_07:11 ,Spiegel,panorama,Ein Gastbeitrag von Michael Kraske
