Titel,URL,Date_Info,News_page
Energiekrise: Niederländische Regierung besorgt über deutschen Gasbedarf,https://www.spiegel.de/wirtschaft/energiekrise-deutschland-braucht-mehr-erdgas-aus-niederlaendischem-erdbeben-feld-a-7116ce34-be76-4d54-9674-395f5ab1f817,10012022_13:41 ,Spiegel
Corona-Wirrwarr um Tennisstar: »Djoković hat gewonnen«,https://www.spiegel.de/ausland/novak-djokovic-gericht-in-australien-erlaubt-einreise-a-3883682e-f398-45dd-b5ea-fdc98582e7a4,10012022_13:34 ,Spiegel
Sommer 2022: Wie die Queen ihr 70-jähriges Thronjubiläum feiern will,https://www.spiegel.de/panorama/leute/royals-wie-die-queen-ihr-70-jaehriges-thronjubilaeum-feiern-will-a-3008e504-ae46-4112-954d-94c0ef648f6d,10012022_13:23 ,Spiegel
Große Geste im US-Eisschnelllauf: Weltmeisterin Bowe schenkt Konkurrentin den Olympia-Startplatz,https://www.spiegel.de/sport/wintersport/eisschnelllauf-weltmeisterin-brittany-bowe-schenkt-konkurrentin-den-olympia-startplatz-a-09aab7fe-8be5-4cad-8041-2d113dbb125b,10012022_13:18 ,Spiegel
"Angebliche Coronavariante auf Zypern: Nein, Sie müssen sich keine Sorgen wegen »Deltakron« machen",https://www.spiegel.de/wissenschaft/medizin/corona-variante-nein-sie-muessen-sich-keine-sorgen-wegen-deltakron-machen-a-a6dc4d76-8fb8-457e-8490-e0c7dcf78224,10012022_13:15 ,Spiegel
Amon-Ra St. Brown in der NFL: »Der Junge ist besser als Gold«,https://www.spiegel.de/sport/amon-ra-st-brown-in-der-nfl-der-junge-ist-besser-als-gold-a-e2308c89-1cc1-4443-8b25-62badfa18064,10012022_13:07 ,Spiegel
Geheimnis um »Mondhütte« gelüftet: »Jadehase 2« besucht Hasen aus Stein,https://www.spiegel.de/wissenschaft/weltall/mond-sonde-jadehase-2-fotografiert-hasenfoermigen-stein-a-6e0756cc-f3b1-4999-a807-c460b92fcbf4,10012022_12:59 ,Spiegel
Unruhen in Kasachstan: Soldaten tragen Blauhelme – Uno übermittelt offiziell »Bedenken«,https://www.spiegel.de/ausland/kasachstan-uno-aeussert-bedenken-ueber-sicherheitskraefte-mit-blauhelmen-a-c0d85782-fa8d-49cd-8d61-33dc7454bd92,10012022_12:56 ,Spiegel
Konzern vor dem Aus: Schiffbauer MV Werften stellt Insolvenzantrag,https://www.spiegel.de/wirtschaft/mv-werften-angeschlagener-konzern-kuendigt-insolvenzantrag-an-a-a652fa02-6215-4df1-9de5-9f093d13e91b,10012022_12:44 ,Spiegel
Justizminister plant Regeln zur Legalisierung: Cannabisverkäufer sollen Süchtige erkennen können,https://www.spiegel.de/panorama/gesellschaft/cannabis-legalisierung-verkaeufer-sollen-laut-marco-buschmann-suechtige-erkennen-koennen-a-d2452c95-2ed3-4017-9aa4-78adeee6c54b,10012022_12:43 ,Spiegel
Fahrradwege im Winter: Verschwendet die Politik Milliarden für ein Schönwetter-Verkehrsmittel?,https://www.spiegel.de/auto/fahrradwege-der-staat-investiert-milliarden-ist-das-geldverschwendung-a-c1e8fe35-7c5b-402a-9a67-88ca0104035c,10012022_12:33 ,Spiegel
Pandemiemaßnahme in Uganda: Kinder dürfen nach 83 Wochen wieder in die Schule,https://www.spiegel.de/panorama/bildung/uganda-kinder-duerfen-nach-83-wochen-wieder-in-die-schule-a-76e3e140-d929-43db-8b3c-9ca85e2a03a0,10012022_12:32 ,Spiegel
Streit über die Arbeit der Polizeibehörde Europol: Europas Datenmonster,https://www.spiegel.de/ausland/europaeische-polizeibehoerde-europol-europas-datenmonster-a-751264bd-152c-4e49-82e3-cc84a10c22ab,10012022_12:29 ,Spiegel
"Omikron-Welle: Was sollte ich tun, wenn meine Corona-Warn-App rot wird?",https://www.spiegel.de/netzwelt/apps/corona-warn-app-was-sollte-ich-tun-wenn-ich-eine-rote-warnmeldung-habe-a-8642ce1d-f588-4309-8f53-973550d79786,10012022_12:15 ,Spiegel
70 Prozent der Passagiere vermeintlich positiv: Coronatests an Flughafen in Indien waren offenbar fehlerhaft,https://www.spiegel.de/panorama/indien-70-prozent-der-passagiere-corona-positiv-tests-an-flughafen-offenbar-fehlerhaft-a-32c2db37-de70-407f-9b3a-9487fa113da1,10012022_12:14 ,Spiegel
Nato-Generalsekretär zu Gesprächen in Genf: Stoltenberg warnt Russland vor militärischer Aggression gegen die Ukraine,https://www.spiegel.de/ausland/nato-jens-stoltenberg-warnt-russland-vor-militaerischer-aggression-gegen-die-ukraine-a-3a87bfab-a722-4514-a3a2-bb3ac9ce2173,10012022_12:08 ,Spiegel
Abschied von Charly Hübner: Rostocker »Polizeiruf«-Folge holt Rekordquote,https://www.spiegel.de/kultur/tv/abschied-von-charly-huebner-polizeiruf-folge-holt-rekordquote-a-e73c0208-3ff7-40ed-ae14-9880f49f294e,10012022_11:42 ,Spiegel
Umstrittene Gerichtsentscheidung: Djoković-Bruder spricht von »großer Niederlage für die australische Regierung«,https://www.spiegel.de/sport/tennis/novak-djokovic-bruder-spricht-von-grosser-niederlage-fuer-die-australische-regierung-a-1db5177e-88c7-432b-9e21-f2401159b27c,10012022_11:39 ,Spiegel
Angriffe auf Zivilisten in Äthiopien: Uno-Hilfsorganisationen ziehen sich aus Konfliktregion Tigray zurück,https://www.spiegel.de/ausland/aethiopien-hilfsorganisation-ziehen-sich-aus-konfliktregion-tigray-zurueck-a-de564249-98ca-4f2e-bcbd-ed390564d309,10012022_11:10 ,Spiegel
Urteil im Fall Djoković: Der Scheinsieg des Egoisten,https://www.spiegel.de/sport/tennis/novak-djokovic-der-scheinsieg-des-egoisten-a-88bf689f-8c9c-47fb-80de-f90ad4c9196a,10012022_11:04 ,Spiegel
"Soziale Arbeit, Mathematik und Co.: Die zweitbeliebtesten Studienfächer – und was man über sie wissen muss",https://www.spiegel.de/start/mathematik-oder-chemie-studieren-voraussetzungen-inhalte-berufsaussichten-a-0bb73809-8811-471e-bfa3-d32bc25e757a,10012022_10:53 ,Spiegel
Debatte im Bundestag: CDU-Politiker Ploß bringt Sondersitzung für Impfpflicht-Entscheidung ins Gespräch,https://www.spiegel.de/politik/deutschland/impfpflicht-im-bundestag-christoph-ploss-bringt-sondersitzung-ins-gespraech-a-a9522e81-7694-4ca8-a54f-d495537bb564,10012022_10:45 ,Spiegel
Großbrand in New York: »Feuerwehrleute fanden auf jedem Stockwerk Opfer«,https://www.spiegel.de/panorama/gesellschaft/new-york-mindestens-19-tote-bei-hausbrand-in-der-bronx-amateurvideos-zeigen-ausmass-a-55e06167-ff17-4b3f-a385-57505ddb29a5,10012022_10:44 ,Spiegel
Chaotische Evakuierung: Am Flughafen Kabul übergebenes Baby ist wieder bei seiner Familie,https://www.spiegel.de/panorama/gesellschaft/afghanistan-am-flughafen-kabul-uebergebenes-baby-ist-wieder-bei-seiner-familie-a-2381f365-1659-4d6b-bf13-5bdbdf237711,10012022_10:31 ,Spiegel
Nervennahrung: Heute gibt es Spaghetti mit Meatballs,https://www.spiegel.de/stil/rezept-fuer-spaghetti-mit-meatballs-a-285f8239-c97a-488c-b761-4815a8dd70ec,10012022_10:29 ,Spiegel
Hohe Kosten für Holz und Stahl: Baupreise steigen so stark wie seit 51 Jahren nicht mehr,https://www.spiegel.de/wirtschaft/baupreise-steigen-wegen-hoher-materialkosten-so-stark-wie-1970-nicht-mehr-a-c69aaa1f-8123-4df7-87bb-cb781c47b695,10012022_10:09 ,Spiegel
Nach tagelangen Unruhen: Kasachstans Präsident spricht von »versuchtem Staatsstreich«,https://www.spiegel.de/ausland/kasachstan-praesident-kassym-schormat-tokajew-spricht-von-versuchtem-staatsstreich-a-58db501b-fb2c-477d-994d-857f1b196d46,10012022_09:49 ,Spiegel
Kalifornien: Polizisten ziehen Pilot aus verunglückter Cessna – Flugzeug wird Sekunden später von Zug erfasst,https://www.spiegel.de/panorama/gesellschaft/los-angeles-polizisten-retten-verunglueckten-piloten-flugzeug-wird-sekunden-spaeter-von-zug-erfasst-a-cdc7ea28-3864-4334-b860-d3fa17e36279,10012022_09:37 ,Spiegel
Krimi-Vote: Wie gefiel Ihnen der Abschieds-»Polizeiruf« von Charly Hübner?,https://www.spiegel.de/kultur/tv/polizeiruf-mit-charly-huebner-wie-gefiel-ihnen-der-abschied-von-kommissar-bukow-a-75c97f46-ac19-4634-9edc-50eb66a069ee,10012022_09:35 ,Spiegel
Pandemieverlierer: Jedes siebte Unternehmen befürchtet Pleite wegen Corona,https://www.spiegel.de/wirtschaft/unternehmen/corona-pandemie-jedes-siebte-unternehmen-befuerchtet-pleite-wegen-corona-a-9a064599-66f6-4965-a632-c162aa9e146b,10012022_09:04 ,Spiegel
