Titel,URL,Date_Info,News_page,Kategorie,author
Erinnerungen an den Rockstar: Meat Loaf – Bilder eines Rock-Lebens,https://www.spiegel.de/kultur/musik/meat-loaf-gestorben-bilder-eines-rock-lebens-a-a80df952-c85a-4ba2-9ec7-3d01f1a2cbec,21012022_12:22 ,Spiegel,kultur,
Ex-Kanzlerin: Merkel lehnt Ehrenvorsitz der CDU ab,https://www.spiegel.de/politik/deutschland/cdu-angela-merkel-lehnt-ehrenvorsitz-ab-a-ac2d6928-d399-4f34-86fa-deae9b51499f,21012022_12:17 ,Spiegel,politik,
Coronavirus: Warum genesen nicht gleich genesen ist,https://www.spiegel.de/gesundheit/coronavirus-warum-genesen-nicht-gleich-genesen-ist-a-b4f27106-ddb1-444c-a55a-2f9b21463843,21012022_12:14 ,Spiegel,gesundheit,Von Nina Weber
Pandemiepolitik der Bundesregierung: Wann kommen wir hier raus – und wie?,https://www.spiegel.de/politik/corona-in-deutschland-ende-in-sicht-ist-omikron-fluch-oder-segen-a-4c745609-4c34-4b2b-9b06-34d71d9175c6,21012022_12:12 ,Spiegel,politik,
Alte und neue CDU-Führung: Merkel sagt Dinner mit Merz ab,https://www.spiegel.de/politik/deutschland/angela-merkel-sagt-abendessen-mit-friedrich-merz-ab-a-b1731926-3689-473e-a5d2-df66d301fba9,21012022_12:00 ,Spiegel,politik,
Tötung von 2000 Nagern angeordnet: Hongkong warnt Tierfreunde vor Behinderung von Hamster-Keulaktion,https://www.spiegel.de/panorama/corona-bei-hamstern-hongkong-warnt-tierfreunde-vor-behinderung-von-keulaktion-a-c6468070-6891-496a-bd20-93c3adf0fe2a,21012022_11:56 ,Spiegel,panorama,
»Islamischer Staat«: Mehr als ein Dutzend Tote bei IS-Angriffen im Irak und in Syrien,https://www.spiegel.de/ausland/islamischer-staat-mehr-als-ein-dutzend-tote-bei-is-angriffen-im-irak-und-in-syrien-a-e42fb00d-5329-410d-8225-19c7c267d941,21012022_11:54 ,Spiegel,ausland,
Baden-Württemberg: Gericht kippt 2G-Regel an Hochschulen,https://www.spiegel.de/panorama/bildung/corona-in-baden-wuerttemberg-verwaltungsgerichtshof-kippt-2g-regel-an-hochschulen-nach-klage-eines-studenten-a-760a1921-213c-40ed-84f5-716fd517bd8e,21012022_11:51 ,Spiegel,panorama,
Transplantationstechnik: US-Mediziner verpflanzen erstmals erfolgreich Schweinenieren,https://www.spiegel.de/wissenschaft/medizin/transplantationstechnik-us-mediziner-verpflanzen-erstmals-erfolgreich-schweine-nieren-a-44df3947-7ea6-424e-8722-6d080afe1de0,21012022_11:47 ,Spiegel,wissenschaft,
Australian Open: Alexander Zverev kämpft sich mit russischen Flüchen ins Achtelfinale,https://www.spiegel.de/sport/tennis/australian-open-alexander-zverev-steht-im-achtelfinale-a-474c05e5-1bdd-4183-a1ac-f611882ca173,21012022_11:46 ,Spiegel,sport,
