Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page
Frostige Temperaturen in Berlin und Brandenburg,06032022_08:23,https://www.sueddeutsche.de/panorama/wetter-berlin-frostige-temperaturen-in-berlin-und-brandenburg-dpa.urn-newsml-dpa-com-20090101-220306-99-405401,Wetter - Berlin,dpa,,,06032022,Sueddeutsche
Der einst schnellste Golfer des Planeten,06032022_08:22,https://www.sueddeutsche.de/muenchen/baierbrunn-golf-rekord-usa-geschwindigkeit-1.5536972,US-Wettbewerb,,"Von Thomas Becker, Baierbrunn","Martin Borgmeier will den Ball nicht ins Loch kriegen, sondern weit und schnell nach vorne dreschen - das nennt man Long drive. Dabei hat er schon ein Rekordschlag hingelegt.
                        
                            Von Thomas Becker, Baierbrunn",06032022,Sueddeutsche
"""Ich will gewinnen"": Malik Harris singt für Deutschland",06032022_08:21,https://www.sueddeutsche.de/kultur/fernsehen-berlin-ich-will-gewinnen-malik-harris-singt-fuer-deutschland-dpa.urn-newsml-dpa-com-20090101-220305-99-393632,Fernsehen - Berlin,dpa,,,06032022,Sueddeutsche
Tödliche Droge in Champagnerflasche: Spur im Ausland,06032022_08:20,https://www.sueddeutsche.de/bayern/kriminalitaet-weiden-in-der-oberpfalz-toedliche-droge-in-champagnerflasche-spur-im-ausland-dpa.urn-newsml-dpa-com-20090101-220306-99-404743,Kriminalität - Weiden in der Oberpfalz,dpa,,,06032022,Sueddeutsche
Erste Landwirte pflanzen Frühkartoffeln,06032022_08:20,https://www.sueddeutsche.de/wirtschaft/agrar-hannover-erste-landwirte-pflanzen-fruehkartoffeln-dpa.urn-newsml-dpa-com-20090101-220306-99-404775,Agrar - Hannover,dpa,,,06032022,Sueddeutsche
Orthopäde warnt vor Gefahr durch Zeckenstiche,06032022_08:18,https://www.sueddeutsche.de/gesundheit/gesundheit-osnabrueck-orthopaede-warnt-vor-gefahr-durch-zeckenstiche-dpa.urn-newsml-dpa-com-20090101-220306-99-404776,Gesundheit - Osnabrück,dpa,,,06032022,Sueddeutsche
Warnstreiks in bayerischen Kindergärten am Frauentag,06032022_08:17,https://www.sueddeutsche.de/bayern/soziales-muenchen-warnstreiks-in-bayerischen-kindergaerten-am-frauentag-dpa.urn-newsml-dpa-com-20090101-220306-99-404744,Soziales - München,dpa,,,06032022,Sueddeutsche
Roboter-Labor soll Angst vor digitaler Technik nehmen,06032022_08:16,https://www.sueddeutsche.de/wissen/technik-vechta-roboter-labor-soll-angst-vor-digitaler-technik-nehmen-dpa.urn-newsml-dpa-com-20090101-220306-99-404777,Technik - Vechta,dpa,,,06032022,Sueddeutsche
Pflegemängel: Whistleblower-Hotline soll am Montag starten,06032022_08:16,https://www.sueddeutsche.de/bayern/krankheiten-muenchen-pflegemaengel-whistleblower-hotline-soll-am-montag-starten-dpa.urn-newsml-dpa-com-20090101-220306-99-404745,Krankheiten - München,dpa,,,06032022,Sueddeutsche
Corona-Hilfe der Bundeswehr wegen Ukraine-Krieg auf Kippe,06032022_08:14,https://www.sueddeutsche.de/gesundheit/gesundheit-hannover-corona-hilfe-der-bundeswehr-wegen-ukraine-krieg-auf-kippe-dpa.urn-newsml-dpa-com-20090101-220306-99-404778,Gesundheit - Hannover,dpa,,,06032022,Sueddeutsche
Die Not wird existenziell,06032022_08:13,https://www.sueddeutsche.de/sport/bundesliga-hertha-bsc-frankfurt-1.5541922,Hertha BSC,,"Von Javier Cáceres, Berlin","Häme, giftige Selbstkritik, keine Punkte: Nach dem 1:4 gegen die Frankfurter Eintracht beträgt der Vorsprung der seit Dezember sieglosen Berliner auf einen Abstiegsplatz nur noch einen Zähler. Trainer Korkut gehen die Argumente aus. 
                        
                            Von Javier Cáceres, Berlin",06032022,Sueddeutsche
Handwerkers spätes Siegtor: Nürnberg ringt Hamburger nieder,06032022_08:12,https://www.sueddeutsche.de/bayern/fussball-nuernberg-handwerkers-spaetes-siegtor-nuernberg-ringt-hamburger-nieder-dpa.urn-newsml-dpa-com-20090101-220306-99-404748,Fußball - Nürnberg,dpa,,,06032022,Sueddeutsche
Neue Schulwoche startet mit reduzierter Corona-Testpflicht,06032022_08:09,https://www.sueddeutsche.de/bildung/bildung-hannover-neue-schulwoche-startet-mit-reduzierter-corona-testpflicht-dpa.urn-newsml-dpa-com-20090101-220306-99-404779,Bildung - Hannover,dpa,,,06032022,Sueddeutsche
Scheune bei Ankum abgebrannt: Halbe Million Euro Schaden,06032022_08:07,https://www.sueddeutsche.de/panorama/braende-ankum-scheune-bei-ankum-abgebrannt-halbe-million-euro-schaden-dpa.urn-newsml-dpa-com-20090101-220306-99-404782,Brände - Ankum,dpa,,,06032022,Sueddeutsche
Männeranteil in sächsischen Kitas: Nicht hoch genug?,06032022_08:07,https://www.sueddeutsche.de/bildung/bildung-dresden-maenneranteil-in-saechsischen-kitas-nicht-hoch-genug-dpa.urn-newsml-dpa-com-20090101-220306-99-404703,Bildung - Dresden,dpa,,,06032022,Sueddeutsche
Mehr als 80 Designerschuhe im Museum Weißenfels zu sehen,06032022_08:03,https://www.sueddeutsche.de/kultur/ausstellungen-weissenfels-mehr-als-80-designerschuhe-im-museum-weissenfels-zu-sehen-dpa.urn-newsml-dpa-com-20090101-220306-99-404704,Ausstellungen - Weißenfels,dpa,,,06032022,Sueddeutsche
"Etwa 1500 Menschen bei ""Friedenstag"" in Chemnitz",06032022_08:00,https://www.sueddeutsche.de/politik/kommunen-chemnitz-etwa-1500-menschen-bei-friedenstag-in-chemnitz-dpa.urn-newsml-dpa-com-20090101-220305-99-398951,Kommunen - Chemnitz,dpa,,,06032022,Sueddeutsche
Was bricht Putin?,06032022_08:00,https://www.sueddeutsche.de/meinung/putin-krieg-ukraine-russland-ausweg-1.5541766,Krieg in der Ukraine,,Von Stefan Kornelius,"Meinung
                    
                    
                        Mit Sanktionen hat der Westen Russland massiv unter Druck gesetzt. Putins Truppen jedoch richten sich auf einen langen Zermürbungskrieg ein. Kann der russische Präsident überhaupt noch zurück? Über die Optionen und das, was besonders wirkungsvoll sein könnte.
                        
                            Von Stefan Kornelius",06032022,Sueddeutsche
Unbekannte stehlen Süßigkeiten aus Snackautomat,06032022_07:56,https://www.sueddeutsche.de/panorama/kriminalitaet-hildesheim-unbekannte-stehlen-suessigkeiten-aus-snackautomat-dpa.urn-newsml-dpa-com-20090101-220306-99-404781,Kriminalität - Hildesheim,dpa,,,06032022,Sueddeutsche
Auto prallt gegen Baum: Fahrer stirbt,06032022_07:55,https://www.sueddeutsche.de/panorama/unfaelle-wiefelstede-auto-prallt-gegen-baum-fahrer-stirbt-dpa.urn-newsml-dpa-com-20090101-220306-99-404780,Unfälle - Wiefelstede,dpa,,,06032022,Sueddeutsche
"Frost, Nebel und Wolken in Niedersachsen und Bremen",06032022_07:54,https://www.sueddeutsche.de/panorama/wetter-hannover-frost-nebel-und-wolken-in-niedersachsen-und-bremen-dpa.urn-newsml-dpa-com-20090101-220306-99-404772,Wetter - Hannover,dpa,,,06032022,Sueddeutsche
Drei Schwerverletzte bei Frontalzusammenstoß in Warburg,06032022_07:51,https://www.sueddeutsche.de/wirtschaft/verkehr-warburg-drei-schwerverletzte-bei-frontalzusammenstoss-in-warburg-dpa.urn-newsml-dpa-com-20090101-220306-99-404768,Verkehr - Warburg,dpa,,,06032022,Sueddeutsche
NRW plant 10-Jahres-Obergrenze für Erschließungsbeiträge,06032022_07:50,https://www.sueddeutsche.de/politik/kommunen-duesseldorf-nrw-plant-10-jahres-obergrenze-fuer-erschliessungsbeitraege-dpa.urn-newsml-dpa-com-20090101-220306-99-404770,Kommunen - Düsseldorf,dpa,,,06032022,Sueddeutsche
Brauchen wir wirklich eine stärkere Bundeswehr?,06032022_07:45,https://www.sueddeutsche.de/projekte/artikel/politik/brauchen-wir-wirklich-eine-staerkere-bundeswehr-e484576/,Aufrüstung,,"Von Alexander Gutsfeld (Essay), Federico Delfrati (Illustrationen)","Unser Autor war immer gegen Aufrüstung. Doch der Krieg in der Ukraine stellt alte Gewissheiten auf den Prüfstand. Er fragt sich: Was ist die richtige Antwort auf die aktuelle Sicherheitslage in Europa?
                        
                            Von Alexander Gutsfeld (Essay), Federico Delfrati (Illustrationen)",06032022,Sueddeutsche
