Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page
Spahn: Impfpflicht löst unser aktuelles Problem nicht,23112021_15:16,https://www.sueddeutsche.de/politik/corona-aktuell-deutschland-impfpflicht-debatte-spahn-1.5469776,Meldungen zum Coronavirus,,Nachrichten aus Deutschland,"Der geschäftsführende Gesundheitsminister bleibt skeptisch, viele Juristen halten eine verpflichtende Schutzimpfung für verfassungsgemäß. Die Labore geraten mancherorts an ihre Grenzen.
                        
                            Nachrichten aus Deutschland",23112021,Sueddeutsche
Der verlorene Sohn,23112021_15:15,https://www.sueddeutsche.de/panorama/italien-mafia-kalabrien-ndrangheta-kinder-1.5470945,Italienische Mafia,,"Von Oliver Meiler, Rom","Rocco Molè galt einmal als Musterbeispiel für den Ausstieg von Kindern aus der kalabrischen Mafia. Als 16-Jähriger blieb er drei Jahre in einem Hilfsprogramm. Dann wurde ""Roccuccio"" selber zum brutalen Boss.
                        
                            Von Oliver Meiler, Rom",23112021,Sueddeutsche
Frankreich schmiedet Aktionsplan gegen Fangewalt in Stadien,23112021_15:13,https://www.sueddeutsche.de/sport/fussball-frankreich-schmiedet-aktionsplan-gegen-fangewalt-in-stadien-dpa.urn-newsml-dpa-com-20090101-211123-99-112772,Fußball,dpa,,,23112021,Sueddeutsche
Zwischen Wut und Resignation,23112021_15:13,https://www.sueddeutsche.de/politik/oesterreich-corona-lockdown-impfpflicht-video-1.5470907,Österreich,,Videokolumne von Cathrin Kahlweit,"Video
                    
                    
                        Lockdown auch für Geimpfte und Impfpflicht ab Februar: Die österreichische Regierung hat die Notbremse gezogen, selbst konservative Medien werfen ihr Staatsversagen vor. Über die Stimmung im Land.
                        
                            Videokolumne von Cathrin Kahlweit",23112021,Sueddeutsche
"Campino kündigt ""Vollgas und Dauerfeuer"" an",23112021_15:11,https://www.sueddeutsche.de/muenchen/muenchen-die-toten-hosen-olympiastadion-konzert-1.5470980,"""Die Toten Hosen"" in München",,Von Michael Zirnstein,"""Die Toten Hosen"" kommen im Juni 2022 ins Münchner Olympiastadion. Der Vorverkauf startet am 24. November.
                        
                            Von Michael Zirnstein",23112021,Sueddeutsche
Christian Brand trainiert vorerst Werder,23112021_15:11,https://www.sueddeutsche.de/sport/fussball-christian-brand-trainiert-vorerst-werder-dpa.urn-newsml-dpa-com-20090101-211123-99-112627,Fußball,dpa,,,23112021,Sueddeutsche
"""Die letzten zwei Jahre waren die Hölle""",23112021_15:11,https://www.sueddeutsche.de/muenchen/muenchen-olympiastadion-superbloom-festival-open-air-1.5470212,Superbloom-Festival,,Interview von Michael Zirnstein,"""Superbloom"" soll nach zwei Absagen endlich im Münchner Olympiapark steigen. Als Zugnummern für das kunterbunte Open-Air hat die Programmdirektorin Fruzsina Szep nun David Guetta, ""AnnenMayKantereit"" und Zoe Wees bekannt gegeben.
                        
                            Interview von Michael Zirnstein",23112021,Sueddeutsche
Millionenvergleich für verärgerte Telekom-Anleger,23112021_15:09,https://www.sueddeutsche.de/wirtschaft/telekom-anleger-prozess-telekom-aktie-1.5471183,Geldanlage,,"Von Victor Gojdka, Frankfurt","17 000 Privatanleger klagen gegen den Telefonkonzern. Nun macht das Oberlandesgericht Frankfurt den Weg frei für eine gütliche Lösung. Und die fällt überraschend üppig aus.
                        
                            Von Victor Gojdka, Frankfurt",23112021,Sueddeutsche
Niederlande verlegen Corona-Patienten nach Deutschland,23112021_15:08,https://www.sueddeutsche.de/gesundheit/gesundheit-rotterdam-niederlande-verlegen-corona-patienten-nach-deutschland-dpa.urn-newsml-dpa-com-20090101-211123-99-109347,Gesundheit - Rotterdam,dpa,,,23112021,Sueddeutsche
Köpping: Bald Überschreiten der 1000er-Marke bei Inzidenz,23112021_15:07,https://www.sueddeutsche.de/gesundheit/gesundheit-dresden-koepping-bald-ueberschreiten-der-1000er-marke-bei-inzidenz-dpa.urn-newsml-dpa-com-20090101-211123-99-112659,Gesundheit - Dresden,dpa,,,23112021,Sueddeutsche
Tod von Ted Herold: Fahrlässiger Umgang mit offener Flamme,23112021_15:06,https://www.sueddeutsche.de/kultur/musik-dortmund-tod-von-ted-herold-fahrlaessiger-umgang-mit-offener-flamme-dpa.urn-newsml-dpa-com-20090101-211123-99-112564,Musik - Dortmund,dpa,,,23112021,Sueddeutsche
Dreyer hält Debatte über Impfpflicht für notwendig,23112021_15:06,https://www.sueddeutsche.de/gesundheit/gesundheit-mainz-dreyer-haelt-debatte-ueber-impfpflicht-fuer-notwendig-dpa.urn-newsml-dpa-com-20090101-211123-99-104535,Gesundheit - Mainz,dpa,,,23112021,Sueddeutsche
AfD-Antrag: Sondersitzung in Brandenburg am Donnerstag,23112021_15:05,https://www.sueddeutsche.de/politik/landtag-potsdam-afd-antrag-sondersitzung-in-brandenburg-am-donnerstag-dpa.urn-newsml-dpa-com-20090101-211123-99-112612,Landtag - Potsdam,dpa,,,23112021,Sueddeutsche
Saarländische SPD-Chefin Rehlinger für Impfpflicht,23112021_15:05,https://www.sueddeutsche.de/gesundheit/gesundheit-saarbruecken-saarlaendische-spd-chefin-rehlinger-fuer-impfpflicht-dpa.urn-newsml-dpa-com-20090101-211123-99-112560,Gesundheit - Saarbrücken,dpa,,,23112021,Sueddeutsche
Landrat will Wolf abschießen lassen,23112021_15:04,https://www.sueddeutsche.de/bayern/bayern-traunstein-wolf-schafe-landrat-1.5470322,Streit um Raubtier,,"Von Christian Sebald, Traunstein","Ein Wolf hat im Landkreis Traunstein fünf Schafe gerissen. CSU-Politiker Siegfried Walch fordert daher den Abschuss des Tiers. Doch ist das gerechtfertigt?
                        
                            Von Christian Sebald, Traunstein",23112021,Sueddeutsche
Söder: Habe Dynamik und Tempo der vierten Welle nicht gesehen,23112021_15:04,https://www.sueddeutsche.de/bayern/corona-bayern-aktuell-regeln-soeder-landtag-livestream-1.5469766,Coronavirus-Newsblog für Bayern,,Alle Entwicklungen im Überblick,"Live
                    
                    
                        Zudem verteidigt Bayerns Ministerpräsident in seiner Regierungserklärung die Verschärfung der Corona-Maßnahmen. Nun soll der Landtag darüber abstimmen. Verfolgen Sie die Debatte im Livestream.
                        
                            Alle Entwicklungen im Überblick",23112021,Sueddeutsche
Werder-Interimstrainer positiv getestet: Brand übernimmt,23112021_15:03,https://www.sueddeutsche.de/sport/fussball-bremen-werder-interimstrainer-positiv-getestet-brand-uebernimmt-dpa.urn-newsml-dpa-com-20090101-211123-99-112567,Fußball - Bremen,dpa,,,23112021,Sueddeutsche
Inflationssorgen belasten Dax,23112021_15:03,https://www.sueddeutsche.de/wirtschaft/boersen-inflationssorgen-belasten-dax-dpa.urn-newsml-dpa-com-20090101-211123-99-107137,Börsen,dpa,,,23112021,Sueddeutsche
Probephase für Frauen-Nacht-Taxi wird verlängert,23112021_15:01,https://www.sueddeutsche.de/muenchen/muenchen-frauen-nacht-taxi-projekt-sicherheit-app-1.5471029,Sicherheit in München,,Von Anna Hoben,"Bisher wurden zwar nur 1000 Gutscheine eingelöst. Da Ausgehen in Pandemie-Zeiten aber für viele kaum ein Thema gewesen ist, wird das Pilotprojekt fortgeführt - vielleicht bald sogar als Handy-App.
                        
                            Von Anna Hoben",23112021,Sueddeutsche
Eiskunstläuferin Schott erfüllt Olympia-Norm,23112021_15:01,https://www.sueddeutsche.de/sport/eiskunstlauf-eiskunstlaeuferin-schott-erfuellt-olympia-norm-dpa.urn-newsml-dpa-com-20090101-211123-99-112307,Eiskunstlauf,dpa,,,23112021,Sueddeutsche
"""Pokémon Go"": Niantic mit neun Milliarden Dollar bewertet",23112021_15:01,https://www.sueddeutsche.de/service/internet-pokmon-go-niantic-mit-neun-milliarden-dollar-bewertet-dpa.urn-newsml-dpa-com-20090101-211123-99-110609,Internet,dpa,,,23112021,Sueddeutsche
IG BCE fordert deutlich mehr Geld für Chemiebeschäftigte,23112021_15:01,https://www.sueddeutsche.de/karriere/tarife-hannover-ig-bce-fordert-deutlich-mehr-geld-fuer-chemiebeschaeftigte-dpa.urn-newsml-dpa-com-20090101-211123-99-109669,Tarife - Hannover,dpa,,,23112021,Sueddeutsche
Wöller sieht nach illegalen Demos keinen Kontrollverlust,23112021_15:00,https://www.sueddeutsche.de/gesundheit/gesundheit-dresden-woeller-sieht-nach-illegalen-demos-keinen-kontrollverlust-dpa.urn-newsml-dpa-com-20090101-211123-99-112506,Gesundheit - Dresden,dpa,,,23112021,Sueddeutsche
Elf Verdächtige wegen Handels mit mehr als 200 Kilo Drogen,23112021_15:00,https://www.sueddeutsche.de/panorama/kriminalitaet-stuttgart-elf-verdaechtige-wegen-handels-mit-mehr-als-200-kilo-drogen-dpa.urn-newsml-dpa-com-20090101-211123-99-112500,Kriminalität - Stuttgart,dpa,,,23112021,Sueddeutsche
Der Tausendsassa,23112021_14:59,https://www.sueddeutsche.de/medien/volker-lechtenbrink-nachruf-1.5471066,Nachruf,,Von Martin Zips,"Volker Lechtenbrink, Schauspieler, Sänger, Moderator - sein Antrieb schien für ein Leben nicht auszureichen. 
                        
                            Von Martin Zips",23112021,Sueddeutsche
Polizei Dresden stockt Kapazitäten für Corona-Kontrollen auf,23112021_14:59,https://www.sueddeutsche.de/gesundheit/krankheiten-dresden-polizei-dresden-stockt-kapazitaeten-fuer-corona-kontrollen-auf-dpa.urn-newsml-dpa-com-20090101-211123-99-112257,Krankheiten - Dresden,dpa,,,23112021,Sueddeutsche
Trainer und Kapitän positiv: Schock vor Leipzigs Finale,23112021_14:59,https://www.sueddeutsche.de/sport/fussball-trainer-und-kapitaen-positiv-schock-vor-leipzigs-finale-dpa.urn-newsml-dpa-com-20090101-211123-99-112173,Fußball,dpa,,,23112021,Sueddeutsche
Welche verschärften Corona-Regeln nun in Bayern gelten,23112021_14:58,https://www.sueddeutsche.de/bayern/corona-regeln-bayern-aktuell-1.4878824,Corona-Krise im Freistaat,,Von Max Ferstl und Kassian Stroh,"Treffen von Ungeimpften werden begrenzt, in Kultur und Freizeit gilt fast überall 2 G plus und in Hotspots müssen viele Einrichtungen schließen. Ein Überblick über die neuen Corona-Maßnahmen.
                        
                            Von Max Ferstl und Kassian Stroh",23112021,Sueddeutsche
Karneval wegen rasant steigender Infektionen abgesagt,23112021_14:58,https://www.sueddeutsche.de/kultur/brauchtum-damme-karneval-wegen-rasant-steigender-infektionen-abgesagt-dpa.urn-newsml-dpa-com-20090101-211123-99-112488,Brauchtum - Damme,dpa,,,23112021,Sueddeutsche
91-Jährige vergisst Topf: Hoher Schaden und Evakuierung,23112021_14:57,https://www.sueddeutsche.de/panorama/braende-neustadt-glewe-91-jaehrige-vergisst-topf-hoher-schaden-und-evakuierung-dpa.urn-newsml-dpa-com-20090101-211123-99-112483,Brände - Neustadt-Glewe,dpa,,,23112021,Sueddeutsche
"Tschentscher: Impfpflicht möglich, aber nicht vordringlich",23112021_14:56,https://www.sueddeutsche.de/gesundheit/gesundheit-hamburg-tschentscher-impfpflicht-moeglich-aber-nicht-vordringlich-dpa.urn-newsml-dpa-com-20090101-211123-99-110910,Gesundheit - Hamburg,dpa,,,23112021,Sueddeutsche
Gericht: Betriebsratswahl bei Lieferdienst Gorillas rechtens,23112021_14:56,https://www.sueddeutsche.de/karriere/arbeit-berlin-gericht-betriebsratswahl-bei-lieferdienst-gorillas-rechtens-dpa.urn-newsml-dpa-com-20090101-211123-99-112422,Arbeit - Berlin,dpa,,,23112021,Sueddeutsche
Söder: Habe Dynamik und Tempo der Welle nicht gesehen,23112021_14:55,https://www.sueddeutsche.de/bayern/gesundheit-muenchen-soeder-habe-dynamik-und-tempo-der-welle-nicht-gesehen-dpa.urn-newsml-dpa-com-20090101-211123-99-112440,Gesundheit - München,dpa,,,23112021,Sueddeutsche
Corona-Sorgen um Handballerinnen Bölk und Stolle,23112021_14:55,https://www.sueddeutsche.de/sport/handball-corona-sorgen-um-handballerinnen-boelk-und-stolle-dpa.urn-newsml-dpa-com-20090101-211123-99-112363,Handball,dpa,,,23112021,Sueddeutsche
