Titel,URL,Date_Info,News_page
Waffenausfuhren auf Rekordniveau: Baerbock dringt auf schärfere Regeln für Rüstungsexporte,https://www.spiegel.de/politik/deutschland/annalena-baerbock-dringt-auf-schaerfere-regeln-fuer-ruestungsexporte-a-430482fd-146f-4450-bd3d-c62abb6a5420,26122021_12:03 ,Spiegel
Schöne Bescherung: Verona Pooth an Heiligabend bestohlen,https://www.spiegel.de/panorama/leute/verona-pooth-an-heiligabend-ausgeraubt-schoene-bescherung-a-af40cdf5-1aed-4eec-84d0-f777794b1d86,26122021_11:43 ,Spiegel
Cartoons der Woche: »Tut mir leid. Versuchen Sie es nächstes Jahr noch mal!«,https://www.spiegel.de/kultur/literatur/cartoons-der-woche-von-thomas-plassmann-und-klaus-stuttmann-a-746f64f9-7be9-4794-9c23-51914358756b,26122021_11:06 ,Spiegel
Wintertransfers des FC Bayern: »Unser Kader ist top besetzt«,https://www.spiegel.de/sport/fussball/fc-bayern-muenchen-in-der-winterpause-unser-kader-ist-top-besetzt-a-e821746d-44e8-48c1-9502-a62de104202c,26122021_10:57 ,Spiegel
Bayerns Gesundheitsminister: Holetschek bringt höhere Kassenbeiträge bei Impfpflicht-Verstößen ins Spiel,https://www.spiegel.de/politik/deutschland/klaus-holetschek-bringt-hoehere-kassenbeitraege-bei-verstoessen-gegen-impfpflicht-ins-spiel-a-460c0a0b-a12b-4b1b-91f5-b44e0ed1e882,26122021_10:49 ,Spiegel
"Peter Tschentscher über Corona-Protest in Hamburg: »Wir können nicht erwarten, dass 100 Prozent der Menschen überzeugt sind«",https://www.spiegel.de/politik/deutschland/peter-tschentscher-ueber-corona-protest-in-hamburg-koennen-nicht-erwarten-dass-100-prozent-ueberzeugt-sind-a-6df25f26-10f9-4b37-80fb-e2e47bc5eb13,26122021_10:44 ,Spiegel
Vierschanzentournee: Geiger führt deutsches Aufgebot an,https://www.spiegel.de/sport/wintersport/skispringen-karl-geiger-fuehrt-deutsches-tournee-aufgebot-an-a-e0161343-190b-4d59-bb92-54b712dd94dc,26122021_10:41 ,Spiegel
Zum Tod Desmond Tutus: Das Lachen des Siegers,https://www.spiegel.de/ausland/desmond-tutu-nachruf-auf-friedensnobelpreistraeger-aus-suedafrika-a-980baddb-ecd4-4184-843d-d30234b6992d,26122021_10:25 ,Spiegel
»Alles auf null gestellt»: Harting-Brüder haben sich versöhnt,https://www.spiegel.de/sport/leichtathletik-robert-und-christoph-harting-wieder-versoehnt-alles-auf-null-gestellt-a-e3e42d6e-1e85-44e1-9838-81142d3e6d20,26122021_10:20 ,Spiegel
"Pläne von Agrarminister Özdemir: Weniger Tiere, mehr Hanf",https://www.spiegel.de/politik/deutschland/cem-oezdemir-sagt-hanf-boom-voraus-und-will-weniger-nutztiere-in-deutschland-a-78761edb-a6f4-4283-9488-a1fb5cf2a194,26122021_09:31 ,Spiegel
NFL: Rodgers schnappt sich Favres Touchdown-Rekord,https://www.spiegel.de/sport/nfl-aaran-rodgers-schnappt-sich-brett-favres-touchdown-rekord-a-2163b989-c53a-4c5e-bf09-d37bd05f3325,26122021_09:24 ,Spiegel
