Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page,Kategorie
Österreich verschärft Corona-Regeln für die Einreise,17112021_09:08,https://www.sueddeutsche.de/bayern/gesundheit-wien-oesterreich-verschaerft-corona-regeln-fuer-die-einreise-dpa.urn-newsml-dpa-com-20090101-211117-99-30840,Gesundheit - Wien,dpa,,,17112021,Sueddeutsche,bayern
Auftragsbestand in Industrie auf Höchststand,17112021_09:06,https://www.sueddeutsche.de/wirtschaft/industrie-auftragsbestand-in-industrie-auf-hoechststand-dpa.urn-newsml-dpa-com-20090101-211117-99-29967,Industrie,dpa,,,17112021,Sueddeutsche,wirtschaft
Dax weiter auf dem Weg nach oben,17112021_09:05,https://www.sueddeutsche.de/wirtschaft/boersen-dax-weiter-auf-dem-weg-nach-oben-dpa.urn-newsml-dpa-com-20090101-211117-99-30276,Börsen,dpa,,,17112021,Sueddeutsche,wirtschaft
Südwest-Tourismus schrumpft wegen Corona weiter,17112021_09:05,https://www.sueddeutsche.de/service/statistik-stuttgart-suedwest-tourismus-schrumpft-wegen-corona-weiter-dpa.urn-newsml-dpa-com-20090101-211117-99-30775,Statistik - Stuttgart,dpa,,,17112021,Sueddeutsche,service
Zwei mutmaßliche Drogendealer gefasst,17112021_09:00,https://www.sueddeutsche.de/panorama/kriminalitaet-germersheim-zwei-mutmassliche-drogendealer-gefasst-dpa.urn-newsml-dpa-com-20090101-211117-99-30746,Kriminalität - Germersheim,dpa,,,17112021,Sueddeutsche,panorama
Britney Spears: Werde mich für andere einsetzen,17112021_08:57,https://www.sueddeutsche.de/leben/leute-britney-spears-werde-mich-fuer-andere-einsetzen-dpa.urn-newsml-dpa-com-20090101-211117-99-30652,Leute,dpa,,,17112021,Sueddeutsche,leben
Biker bei Zusammenstoß mit Auto schwer verletzt,17112021_08:56,https://www.sueddeutsche.de/panorama/unfaelle-heiningen-biker-bei-zusammenstoss-mit-auto-schwer-verletzt-dpa.urn-newsml-dpa-com-20090101-211117-99-30680,Unfälle - Heiningen,dpa,,,17112021,Sueddeutsche,panorama
Nach Vorwürfen gegen Übergriff: Osaka besorgt um Peng Shuai,17112021_08:55,https://www.sueddeutsche.de/sport/tennis-nach-vorwuerfen-gegen-uebergriff-osaka-besorgt-um-peng-shuai-dpa.urn-newsml-dpa-com-20090101-211117-99-30598,Tennis,dpa,,,17112021,Sueddeutsche,sport
Van Gaal drückt auf die Wahlwiederholung,17112021_08:55,https://www.sueddeutsche.de/sport/fussball-wm-niederlande-norwegen-van-gaal-rollstuhl-1.5466109,WM-Ticket für die Niederlande,,Von Ulrich Hartmann,"Von der Tribüne aus dirigiert der Bondscoach die Niederlande zur WM - per Handy, aus dem Rollstuhl. Er spricht von einem ""brillant"" umgesetzten Plan, doch es war ziemlich knapp.
                        
                            Von Ulrich Hartmann",17112021,Sueddeutsche,sport
Weiterhin graues Herbstwetter in NRW,17112021_08:54,https://www.sueddeutsche.de/panorama/wetter-essen-weiterhin-graues-herbstwetter-in-nrw-dpa.urn-newsml-dpa-com-20090101-211117-99-30665,Wetter - Essen,dpa,,,17112021,Sueddeutsche,panorama
