Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page,Kategorie
Frankfurter Flughafen sichert sich Windstrom aus der Nordsee,10122021_12:47,https://www.sueddeutsche.de/wirtschaft/luftverkehr-frankfurt-am-main-frankfurter-flughafen-sichert-sich-windstrom-aus-der-nordsee-dpa.urn-newsml-dpa-com-20090101-211210-99-330762,Luftverkehr - Frankfurt am Main,dpa,,,10122021,Sueddeutsche,wirtschaft
Silvesterparty am Brandenburger Tor als TV-Show geplant,10122021_12:45,https://www.sueddeutsche.de/service/jahreswechsel-berlin-silvesterparty-am-brandenburger-tor-als-tv-show-geplant-dpa.urn-newsml-dpa-com-20090101-211210-99-332032,Jahreswechsel - Berlin,dpa,,,10122021,Sueddeutsche,service
Scholz und Macron äußern sich zur deutsch-französischen Zusammenarbeit,10122021_12:45,https://www.sueddeutsche.de/politik/bundesregierung-news-scholz-esken-1.5483826,Bundesregierung,,Nachrichten zum Start der neuen Regierung,"Live
                    
                    
                        Zwei Tage nach seiner Vereidigung als Bundeskanzler ist Scholz zu seiner ersten Auslandsreise nach Paris aufgebrochen. Verfolgen Sie die gemeinsame Pressekonferenz nach dem Treffen in Kürze im Livestream. 
                        
                            Nachrichten zum Start der neuen Regierung",10122021,Sueddeutsche,politik
"Ringer Stäbler warnt Kimmich vor ""steinigem Weg""",10122021_12:45,https://www.sueddeutsche.de/bayern/fussball-koeln-ringer-staebler-warnt-kimmich-vor-steinigem-weg-dpa.urn-newsml-dpa-com-20090101-211210-99-331415,Fußball - Köln,dpa,,,10122021,Sueddeutsche,bayern
Neuer Höchststand bei Corona-Infektionen: 5033 Fälle,10122021_12:44,https://www.sueddeutsche.de/gesundheit/gesundheit-potsdam-neuer-hoechststand-bei-corona-infektionen-5033-faelle-dpa.urn-newsml-dpa-com-20090101-211210-99-331993,Gesundheit - Potsdam,dpa,,,10122021,Sueddeutsche,gesundheit
Kinderärzte halten Stiko-Empfehlung für angemessen,10122021_12:44,https://www.sueddeutsche.de/wissen/wissenschaft-kinderaerzte-halten-stiko-empfehlung-fuer-angemessen-dpa.urn-newsml-dpa-com-20090101-211210-99-330696,Wissenschaft,dpa,,,10122021,Sueddeutsche,wissen
Staatsanwaltschaft erhebt Anklage wegen Bundeswehr-Moorbrand,10122021_12:43,https://www.sueddeutsche.de/panorama/braende-meppen-staatsanwaltschaft-erhebt-anklage-wegen-bundeswehr-moorbrand-dpa.urn-newsml-dpa-com-20090101-211210-99-331953,Brände - Meppen,dpa,,,10122021,Sueddeutsche,panorama
Köllner über Mölders: Unzufrieden mit Leistung,10122021_12:41,https://www.sueddeutsche.de/bayern/fussball-muenchen-koellner-ueber-moelders-unzufrieden-mit-leistung-dpa.urn-newsml-dpa-com-20090101-211210-99-331416,Fußball - München,dpa,,,10122021,Sueddeutsche,bayern
Der VfB kann wieder auf Verteidiger Kempf zurückgreifen,10122021_12:39,https://www.sueddeutsche.de/sport/fussball-der-vfb-kann-wieder-auf-verteidiger-kempf-zurueckgreifen-dpa.urn-newsml-dpa-com-20090101-211210-99-331892,Fußball,dpa,,,10122021,Sueddeutsche,sport
Personalmangel führt wieder zu Verpätungen am Flughafen BER,10122021_12:38,https://www.sueddeutsche.de/wirtschaft/luftverkehr-schoenefeld-personalmangel-fuehrt-wieder-zu-verpaetungen-am-flughafen-ber-dpa.urn-newsml-dpa-com-20090101-211210-99-331001,Luftverkehr - Schönefeld,dpa,,,10122021,Sueddeutsche,wirtschaft
Forscher: Coronavirus befällt das menschliche Stresssystem,10122021_12:37,https://www.sueddeutsche.de/gesundheit/gesundheit-dresden-forscher-coronavirus-befaellt-das-menschliche-stresssystem-dpa.urn-newsml-dpa-com-20090101-211210-99-331915,Gesundheit - Dresden,dpa,,,10122021,Sueddeutsche,gesundheit
Bombenanschläge: Südtiroler nach 50 Jahren begnadigt,10122021_12:37,https://www.sueddeutsche.de/bayern/autonomie-bombenanschlaege-suedtiroler-nach-50-jahren-begnadigt-dpa.urn-newsml-dpa-com-20090101-211210-99-331417,Autonomie,dpa,,,10122021,Sueddeutsche,bayern
Bislang 68 Covid-Patienten nach Norddeutschland verlegt,10122021_12:36,https://www.sueddeutsche.de/gesundheit/gesundheit-hannover-bislang-68-covid-patienten-nach-norddeutschland-verlegt-dpa.urn-newsml-dpa-com-20090101-211210-99-331784,Gesundheit - Hannover,dpa,,,10122021,Sueddeutsche,gesundheit
Berater Raiola: Noch kein Entschluss über Haaland-Wechsel,10122021_12:36,https://www.sueddeutsche.de/sport/fussball-berater-raiola-noch-kein-entschluss-ueber-haaland-wechsel-dpa.urn-newsml-dpa-com-20090101-211210-99-331835,Fußball,dpa,,,10122021,Sueddeutsche,sport
Einen Schritt weiter: Eintracht darf wieder träumen,10122021_11:32,https://www.sueddeutsche.de/sport/fussball-einen-schritt-weiter-eintracht-darf-wieder-traeumen-dpa.urn-newsml-dpa-com-20090101-211210-99-331831,Fußball,dpa,,,10122021,Sueddeutsche,sport
Rot-Grün will mit CDU und Linke epidemische Notlage erklären,10122021_11:32,https://www.sueddeutsche.de/politik/buergerschaft-hamburg-rot-gruen-will-mit-cdu-und-linke-epidemische-notlage-erklaeren-dpa.urn-newsml-dpa-com-20090101-211210-99-331846,Bürgerschaft - Hamburg,dpa,,,10122021,Sueddeutsche,politik
"""Einheit und Anstand""",10122021_11:32,https://www.sueddeutsche.de/panorama/leute-einheit-und-anstand-1.5484973,Leute,,,"Hillary Clinton hält eine ungehaltene Rede, ein italienischer Zahnarzt ist beim Impfen mit einem Silikon-Arm aufgeflogen, und İlkay Gündoğan hat seinen ""Mensch fürs Leben"" gefunden.",10122021,Sueddeutsche,panorama
Ex-Mönch Bilgri plant kirchliche Hochzeit mit seinem Mann,10122021_11:32,https://www.sueddeutsche.de/bayern/gesellschaft-muenchen-ex-moench-bilgri-plant-kirchliche-hochzeit-mit-seinem-mann-dpa.urn-newsml-dpa-com-20090101-211210-99-330771,Gesellschaft - München,dpa,,,10122021,Sueddeutsche,bayern
Viertes deutsche Mobilfunknetz entsteht,10122021_11:30,https://www.sueddeutsche.de/wirtschaft/telekommunikation-viertes-deutsche-mobilfunknetz-entsteht-dpa.urn-newsml-dpa-com-20090101-211210-99-331351,Telekommunikation,dpa,,,10122021,Sueddeutsche,wirtschaft
Mann schmuggelt Gold in Krippenfiguren nach Deutschland,10122021_11:30,https://www.sueddeutsche.de/panorama/kriminalitaet-duesseldorf-mann-schmuggelt-gold-in-krippenfiguren-nach-deutschland-dpa.urn-newsml-dpa-com-20090101-211210-99-331820,Kriminalität - Düsseldorf,dpa,,,10122021,Sueddeutsche,panorama
Vizekanzler Habeck wirbt für Impfpflicht,10122021_11:29,https://www.sueddeutsche.de/politik/parteien-berlin-vizekanzler-habeck-wirbt-fuer-impfpflicht-dpa.urn-newsml-dpa-com-20090101-211210-99-331772,Parteien - Berlin,dpa,,,10122021,Sueddeutsche,politik
Bilder des Tages,10122021_11:27,https://www.sueddeutsche.de/kultur/fotografie-bilder-des-tages-dpa.urn-newsml-dpa-com-20090101-211210-99-325593,Fotografie,dpa,,,10122021,Sueddeutsche,kultur
"Nagelsmann über seine Arbeit: ""Claims"" klar abstecken",10122021_11:27,https://www.sueddeutsche.de/bayern/fussball-muenchen-nagelsmann-ueber-seine-arbeit-claims-klar-abstecken-dpa.urn-newsml-dpa-com-20090101-211210-99-330772,Fußball - München,dpa,,,10122021,Sueddeutsche,bayern
"""Stoff für Legenden"" - Formel 1 vor dem Giganten-Showdown",10122021_11:27,https://www.sueddeutsche.de/sport/motorsport-stoff-fuer-legenden-formel-1-vor-dem-giganten-showdown-dpa.urn-newsml-dpa-com-20090101-211210-99-331122,Motorsport,dpa,,,10122021,Sueddeutsche,sport
Veranstaltungen sollen stärker beschränkt werden,10122021_11:27,https://www.sueddeutsche.de/gesundheit/gesundheit-erfurt-veranstaltungen-sollen-staerker-beschraenkt-werden-dpa.urn-newsml-dpa-com-20090101-211210-99-331752,Gesundheit - Erfurt,dpa,,,10122021,Sueddeutsche,gesundheit
"Dulig: Abbaupläne von Alstom ""völlig unakzeptabel""",10122021_11:24,https://www.sueddeutsche.de/wirtschaft/bahn-dresden-dulig-abbauplaene-von-alstom-voellig-unakzeptabel-dpa.urn-newsml-dpa-com-20090101-211210-99-331697,Bahn - Dresden,dpa,,,10122021,Sueddeutsche,wirtschaft
Raiola: Noch kein Entschluss über Haaland-Wechsel im Winter,10122021_11:24,https://www.sueddeutsche.de/sport/fussball-raiola-noch-kein-entschluss-ueber-haaland-wechsel-im-winter-dpa.urn-newsml-dpa-com-20090101-211210-99-331685,Fußball,dpa,,,10122021,Sueddeutsche,sport
Urteil: Assange droht Auslieferung an die USA,10122021_11:22,https://www.sueddeutsche.de/panorama/justiz-urteil-assange-droht-auslieferung-an-die-usa-dpa.urn-newsml-dpa-com-20090101-211210-99-326421,Justiz,dpa,,,10122021,Sueddeutsche,panorama
Nürnberg Ice Tigers verlegen zwei Heimspiele ins neue Jahr,10122021_11:22,https://www.sueddeutsche.de/bayern/eishockey-nuernberg-nuernberg-ice-tigers-verlegen-zwei-heimspiele-ins-neue-jahr-dpa.urn-newsml-dpa-com-20090101-211210-99-330773,Eishockey - Nürnberg,dpa,,,10122021,Sueddeutsche,bayern
"Ach, Menschheit",10122021_11:22,https://www.sueddeutsche.de/kultur/don-t-look-up-netflix-film-1.5484943,"""Don't Look Up"" im Kino und auf Netflix",,Von David Steinitz,"Sind wir als Spezies zu blöd, uns selbst zu retten? Die Weltuntergangskomödie ""Don't Look Up"" mit Leonardo DiCaprio und Jennifer Lawrence ist die perfekte Satire für den Pandemiewinter.
                        
                            Von David Steinitz",10122021,Sueddeutsche,kultur
Mord im Berliner Wettbüro: Revisionsverfahren Mitte Januar,10122021_11:21,https://www.sueddeutsche.de/panorama/prozesse-leipzig-mord-im-berliner-wettbuero-revisionsverfahren-mitte-januar-dpa.urn-newsml-dpa-com-20090101-211210-99-331667,Prozesse - Leipzig,dpa,,,10122021,Sueddeutsche,panorama
