Titel,URL,Date_Info,News_page
Der Staat muss unter Umständen zahlen: Entschädigung für verpassten Flug nach langer Wartezeit bei Sicherheitskontrolle,https://www.spiegel.de/wirtschaft/service/entschaedigung-fuer-verpassten-flug-nach-langer-wartezeit-bei-sicherheitskontrolle-a-1d2321c4-92ab-404f-9bd8-233c48c3c45f,03022022_13:00 ,Spiegel
Winterspiele in Peking: Biathlet Lesser provoziert mit Kritik an Olympiaprämien,https://www.spiegel.de/sport/olympia/olympia-2022-biathlet-erik-lesser-provoziert-mit-kritik-an-olympiapraemien-a-a068a90f-73eb-4ada-905e-e67a6823ccb1,03022022_12:59 ,Spiegel
+++Livestream+++: So will die katholische Kirche Missbrauch aufarbeiten,https://www.spiegel.de/panorama/so-will-die-katholische-kirche-missbrauch-aufarbeiten-a-ebf1d8ac-b19f-445f-8e0d-8820b0cbc095,03022022_12:57 ,Spiegel
Ex-Trump-Berater bei US-Folge von »The Masked Singer«: Auftritt von Rudy Giuliani schockt Juroren,https://www.spiegel.de/kultur/tv/rudy-giuliani-in-the-masked-singer-juroren-verlassen-aus-protest-die-buehne-a-ec70f94c-872c-46b4-8533-72daf9bce14e,03022022_12:43 ,Spiegel
Mögliche Steuerhinterziehung bei Kunden: Razzia bei PricewaterhouseCoopers,https://www.spiegel.de/wirtschaft/unternehmen/pricewaterhousecoopers-razzia-bei-a-a9909d65-1509-4fd4-a2d3-ac88f855feb2,03022022_12:35 ,Spiegel
Brand in Pforzheim: Kühlschrank fängt Feuer – sechs Menschen schwer verletzt,https://www.spiegel.de/panorama/pforzheim-kuehlschrank-faengt-feuer-sechs-menschen-schwer-verletzt-a-9604c01e-ae6b-4553-8b59-c91149fc21dc,03022022_12:34 ,Spiegel
Wegen Hasspostings: Facebook muss Gerichtsurteil auf seiner Startseite veröffentlichen,https://www.spiegel.de/netzwelt/web/facebook-muss-gerichtsurteil-auf-seiner-startseite-veroeffentlichen-a-409ec4d8-4c0e-43f1-bde6-6ac5caba7b13,03022022_12:33 ,Spiegel
RKI-Erhebung: Niedrigere Impfquote bei Migranten – trotz höherer Bereitschaft,https://www.spiegel.de/politik/deutschland/coronaimpfungen-niedrigere-quote-migranten-trotz-hoeherer-impfbereitschaft-a-e40c118f-8a07-463e-9491-10159add709f,03022022_12:28 ,Spiegel
Erdogans Geldpolitik: Inflation in Türkei kratzt an 50-Prozent-Marke,https://www.spiegel.de/wirtschaft/soziales/inflation-in-tuerkei-kratzt-an-50-prozent-marke-a-3c3ecd5d-9448-4e32-9d54-630ec48615f8,03022022_12:26 ,Spiegel
Vor Synodalversammlung: Zentralkomitee deutscher Katholiken begrüßt Forderung nach Abschaffung des Pflichtzölibats,https://www.spiegel.de/panorama/gesellschaft/zentralkomitee-deutscher-katholiken-begruesst-forderung-nach-abschaffung-des-pflichtzoelibats-a-f4fef955-709e-4a8a-832c-dbcad8607a9c,03022022_12:22 ,Spiegel
