Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page,Kategorie
Landesforsten erwarten steigende Holzpreise,11012022_04:15,https://www.sueddeutsche.de/wirtschaft/forstwirtschaft-landesforsten-erwarten-steigende-holzpreise-dpa.urn-newsml-dpa-com-20090101-220111-99-662096,Forstwirtschaft,dpa,,,11012022,Sueddeutsche,wirtschaft
Protestveranstaltungen gegen Corona-Regeln,11012022_04:14,https://www.sueddeutsche.de/politik/demonstrationen-protestveranstaltungen-gegen-corona-regeln-dpa.urn-newsml-dpa-com-20090101-220110-99-660212,Demonstrationen,dpa,,,11012022,Sueddeutsche,politik
Brand: Zehn Bewohner und ein Feuerwehrmann im Krankenhaus,11012022_04:13,https://www.sueddeutsche.de/panorama/braende-leverkusen-brand-zehn-bewohner-und-ein-feuerwehrmann-im-krankenhaus-dpa.urn-newsml-dpa-com-20090101-220111-99-662091,Brände - Leverkusen,dpa,,,11012022,Sueddeutsche,panorama
Bericht: Kommende Woche Gipfeltreffen über Haalands Zukunft,11012022_04:12,https://www.sueddeutsche.de/sport/fussball-dortmund-bericht-kommende-woche-gipfeltreffen-ueber-haalands-zukunft-dpa.urn-newsml-dpa-com-20090101-220111-99-662093,Fußball - Dortmund,dpa,,,11012022,Sueddeutsche,sport
Mehrere Proteste gegen Corona-Politik: Festnahmen,11012022_04:10,https://www.sueddeutsche.de/politik/demonstrationen-braunschweig-mehrere-proteste-gegen-corona-politik-festnahmen-dpa.urn-newsml-dpa-com-20090101-220110-99-660520,Demonstrationen - Braunschweig,dpa,,,11012022,Sueddeutsche,politik
Hessen erfüllt Anteil an Gesundheitsdienst-Pakt,11012022_04:09,https://www.sueddeutsche.de/gesundheit/gesundheit-wiesbaden-hessen-erfuellt-anteil-an-gesundheitsdienst-pakt-dpa.urn-newsml-dpa-com-20090101-220111-99-662083,Gesundheit - Wiesbaden,dpa,,,11012022,Sueddeutsche,gesundheit
"Kohlgraf: Predigten durch Nichtgeweihte ein ""Knackpunkt""",11012022_04:08,https://www.sueddeutsche.de/panorama/kirche-mainz-kohlgraf-predigten-durch-nichtgeweihte-ein-knackpunkt-dpa.urn-newsml-dpa-com-20090101-220111-99-662084,Kirche - Mainz,dpa,,,11012022,Sueddeutsche,panorama
Nachbarschaftstreit: 23-Jähriger lebensgefährlich verletzt,11012022_04:07,https://www.sueddeutsche.de/panorama/kriminalitaet-kelsterbach-nachbarschaftstreit-23-jaehriger-lebensgefaehrlich-verletzt-dpa.urn-newsml-dpa-com-20090101-220111-99-662085,Kriminalität - Kelsterbach,dpa,,,11012022,Sueddeutsche,panorama
Mehrere Leichtverletzte bei Wohnungsbrand,11012022_04:05,https://www.sueddeutsche.de/panorama/braende-frankfurt-am-main-mehrere-leichtverletzte-bei-wohnungsbrand-dpa.urn-newsml-dpa-com-20090101-220110-99-660244,Brände - Frankfurt am Main,dpa,,,11012022,Sueddeutsche,panorama
Darf ich den Lkw privat fahren?,11012022_04:05,https://www.sueddeutsche.de/karriere/jobcoach-arbeitsrecht-lkw-fahrer-fahrerkarte-1.5501135,SZ-Jobcoach,,Von Ina Reinsch,"Leser Bernd S. ist mit seinem Dienstfahrzeug manchmal mehrere Tage unterwegs. Darf er es nach Feierabend noch für Einkäufe nutzen?
                        
                            Von Ina Reinsch",11012022,Sueddeutsche,karriere
