Titel,Overline,Date_Info,Kategorie,URL,detailed_informations,bild_plus,Zugriff_Datum,News_page
Kölns Schildergasse ist die Shopping-Queen,Einkaufsmeile Nummer 1,2022-01-11 20:26:17,Köln,/regional/koeln/koeln-aktuell/europas-top-einkaufsmeile-koelns-schildergasse-ist-die-shopping-queen-78794334.bild.html,"
                                Keine Einkaufsstraße in Europa hat so viel Publikum wie die Kölner Schildergasse.",False,12012022,Bild
No-Look-Hacken-Tunnel-Tor von Liverpool-Star,"Lecker, lecker, lecker!",2022-01-11,Fußball,"https://www.bild.de/video/clip/sport-videos/fa-cup-no-look-hacken-tunnel-tor-von-liverpool-star-firmino-61dd8575fbf70d2ff677170c-78791058,auto=true.bild.html","
                                Klopps Liverpool-Star Roberto Firmino mit Traumtor im FA Cup.",False,12012022,Bild
Werner kann mit Boss-Duo planen,Kapitän und Vize fit,2022-01-11 15:55:45,Bundesliga,/sport/fussball/fussball/werder-bremen-toprak-und-bittencourt-fit-boss-duo-wieder-da-78791296.bild.html,"
                                Die Chefs sind wieder da! Ömer Toprak und Leo Bittencourt sind fit für Fortuna.",False,12012022,Bild
Olympia-Star stirbt bei Autounfall,Er wurde nur 29 Jahre,2022-01-12 12:06:33,Sport-Mix,/sport/mehr-sport/basketball/leichtathletik-er-wurde-nur-29-jahre-alt-olympia-star-stirbt-bei-autounfall-78799302.bild.html,"
                                Tragische Todesnachricht aus der Leichtathletik. Deon Lendore stirbt bei einem Frontal-Crash.",False,12012022,Bild
Das Todesrätsel  um „Danny Tanner“,Bob Saget (†65) ,2022-01-12 10:52:00,Leute,/unterhaltung/leute/leute/full-house-star-bob-saget-65-das-todesraetsel-um-danny-tanner-78775190.bild.html,"
                                Der Tod von Saget, der als „Full House“-Papa Danny Tanner berühmt wurde, wirft Fragen auf.",False,12012022,Bild
Wegen 3G! Amtsmitarbeiter mit Pistole bedroht,Thüringen,2022-01-12 09:11:03,Thüringen,/regional/thueringen/thueringen-aktuell/thueringen-wegen-3g-amtsmitarbeiter-mit-pistole-bedroht-78797430.bild.html,"
                                In Weimar hat ein Mann einen Mitarbeiter des Landesverwaltungsamtes mit einer Pistole bedroht",False,12012022,Bild
Ärger am Isemarkt,Parkplatz-Irrsinn,2022-01-12 06:12:50,Hamburg,/regional/hamburg/hamburg-aktuell/parkplatz-irrsinn-in-hamburg-aerger-am-isemarkt-78787642.bild.html,"
                                Seit Januar müssen Hamburger für ihren Anwohner-Parkschein noch tiefer in die Tasche greifen.",False,12012022,Bild
Witze-Feuerwerk vom neuen Uni-Prof,Eckart von Hirschhausen,2022-01-11 20:10:35,Frankfurt,/regional/frankfurt/frankfurt-aktuell/eckart-von-hirschhausen-witze-feuerwerk-vom-neuen-uni-prof-78794696.bild.html,"
                                Deutschlands lustigster Arzt ist Uni-Professor! So witzig startete Eckart von Hirschhausen",False,12012022,Bild
Bayern-Star vor Überraschungs-Rückkehr,Hoffnung für Nagelsmann,2022-01-11 17:55:00,Bundesliga,/bild-plus/sport/fussball/fussball/bayern-muenchen-ueberraschung-fuer-nagelsmann-bayern-star-vor-rueckkehr-78786308.bild.html,"
                                Am Montag trainierte Manuel Neuer wieder. Jetzt gibt es weitere gute News bei Bayern.",True,12012022,Bild
NFL-Verteidiger fängt besser als die meisten Receiver,Rückwarts mit einer Hand,2022-01-11,Sport,"/video/clip/video/playbook-nfl-verteidiger-faengt-besser-als-die-meisten-receiver-78791392,auto=true.bild.html","
                                Paulson Adebo mit der Interception des Jahres. Der Cornerback schnappt seinem Gegenspieler den Ball im Rückwärtslaufen mit einer Hand weg.",False,12012022,Bild
 Das Mord-Geheimnis um Dorin V. (43),"1 Mord, 7 Fragen",2022-01-12 12:04:21,Leipzig,/regional/leipzig/leipzig-news/mord-leipzig-der-raetselhafte-tod-von-dorin-v-78784020.bild.html,"
                                Die Fassungslosigkeit über den Mord an der 43 Jahre alten Dorin V. hat Leipzig erfasst. ",False,12012022,Bild
Das sind die Playoffs der NFL,Road to Super Bowl,2022-01-12 10:46:52,American Football,/sport/american-football/nfl/super-bowl-2022-das-sind-die-playoffs-der-nfl-78729086.bild.html,"
                                Die NFL-Playoffs sind da! BILD liefert Ihnen alle Infos bis zum Super Bowl",False,12012022,Bild
Verfolgung aller Corona-Fälle nicht mehr möglich,Berliner Ämter am Limit,2022-01-12 09:10:24,Berlin,/regional/berlin/berlin-aktuell/berliner-verfolgung-aller-corona-faelle-nicht-mehr-moeglich-78797100.bild.html,"
                                Die Hauptstadt bereitet sich auf den Krisenmodus vor.",False,12012022,Bild
„Ich habe nicht vorsätzlich falsche Zahlen präsentiert“,Bürgermeister unter Druck,2022-01-12 06:12:42,Hamburg,/regional/hamburg/hamburg-aktuell/buergermeister-unter-druck-ich-habe-nicht-vorsaetzlich-falsche-zahlen-praesentie-78786442.bild.html,"
                                Seitdem Jahresende steht Bürgermeister Peter Tschentscher (55) mächtig unter Druck.",False,12012022,Bild
Russland baut seinen Einfluss eiskalt aus,Putins Weltkarte der Macht,2022-01-11 20:06:00,Politik Ausland,/politik/ausland/politik-ausland/waehrend-sich-die-usa-zurueckziehen-russland-baut-seinen-einfluss-aus-78783754.bild.html,"
                                Seit gestern verhandeln die USA und Russland in der Schweiz über die Zukunft der Ukraine.",False,12012022,Bild
Gladbach holt Ginter-Nachfolger!,Er kommt im Winter,2022-01-11 17:55:48,Bundesliga,/bild-plus/sport/fussball/fussball/transfer-borussia-moenchengladbach-holt-nachfolger-fuer-matthias-ginter-78789372.bild.html,"
                                Die Borussia schlägt auf dem Transfermarkt zu! Der Nachfolger für Matthias Ginter kommt schon im Winter.",True,12012022,Bild
So groß sind Kölns Chancen wirklich!,Nach Völlers Euro-Ansage,2022-01-11 15:44:55,Bundesliga,/sport/fussball/fussball/1-fc-koeln-rudi-voeller-mit-euro-ansage-so-gross-sind-koelns-chancen-wirklich-78791598.bild.html,"
                                Kann der 1. FC Köln wirklich nach 2016/2017 wieder die Europa League schaffen?",False,12012022,Bild
"„Ich weiß nicht, warum er sich nicht impfen will“",Mama Djokovic,2022-01-12 11:58:50,Sport-Mix,/sport/mehr-sport/tennis/novak-djokovic-jetzt-spricht-mama-dijana-er-ist-doch-kein-moerder-78796562.bild.html,"
                                Dijana Djokovic, die Mutter von Novak Djokovic, sieht bei ihrem Sohn keine Schuld.",False,12012022,Bild
Sex im TV – jetzt   kommt das Baby!,Kuppelshow-Bilanz 2021,2022-01-12 10:45:03,TV,/bild-plus/unterhaltung/tv/tv/kuppelshow-bilanz-2021-sex-im-tv-jetzt-kommt-das-baby-78670366.bild.html,"
                                Große Gefühle – oder doch nur Fake für die Quote? Das wurde aus den Dating-Show-Paaren.",True,12012022,Bild
Mutiger Aufritt bei Corona-Demo,In Karlsruhe,2022-01-12,News Inland,"https://www.bild.de/video/clip/video/ganz-schoen-mutig-er-informiert-impfgegner-ueber-freie-impfplaetze-78786004,auto=true.bild.html","
                                Ein Mann bekommt bei einer Corona-Demo das Mikro – und informiert über freie Impfplätze in der Stadt.",False,12012022,Bild
»Die nächsten 2-4 Wochen werden sehr anstrengend,UKE-Intensiv-Chef,2022-01-12 06:12:37,Hamburg,/regional/hamburg/hamburg-aktuell/uke-intensiv-chef-die-naechsten-2-4-wochen-werden-sehr-anstrengend-78787632.bild.html,"
                                Prof. Dr. Stefan Kluge (53) vom UKE spricht im Interview über die Pandemie in Hamburg.",False,12012022,Bild
Dummer Elphi-Spruch von Tschentscher,Hamburgs Fan-Ärger,2022-01-11 20:02:49,2. Bundesliga,/sport/fussball/fussball/hsv-st-pauli-dummer-elphi-spruch-von-buergermeister-tschentscher-78794752.bild.html,"
                                2000 Besucher in der Elbphilharmonie, leere Ränge im Sport. Das sagt der Bürgermeister.",False,12012022,Bild
Wann Sie mit dem Stromwechsel noch warten sollten,"Hohe Preise, Kündigung",2022-01-11 17:54:28,Ratgeber,/bild-plus/ratgeber/leben-und-wissen-verbraucherportal/verbraucherportal/stromanbieter-kuendigung-wann-sie-mit-dem-wechsel-noch-warten-sollten-78776856.bild.html,"
                                Einige erhöhen einfach die Preise, andere kündigen bzw. melden Insolvenz an. ",True,12012022,Bild
Gleich zu Beginn trat Palina ins Fettnäpfchen,„Quizgiganten“,2022-01-11 15:35:26,TV,/unterhaltung/tv/tv/gipfel-der-quizgiganten-mit-jauch-palina-rojinski-trat-ins-fettnaepfchen-78785428.bild.html,"
                                Palina Rojinski feierte Premiere mit der Show „Gipfel der Quizgiganten“.",False,12012022,Bild
TV-Show enthüllt  geheime Löw-Protokolle,Es geht um neuen Job,2022-01-12 11:57:35,Fussball,/sport/fussball/fussball-international/facetime-telefonat-enthuellt-fenerbahce-praesident-koc-lockt-loew-mit-oezil-78789020.bild.html,"
                                Fenerbahce und Jogi Löw (61) – es wird immer irrer. Jetzt taucht ein Protokoll auf.  ",False,12012022,Bild
Wer mit dem Vegansinn ein Schweinegeld verdient,Milliarden-Boom,2022-01-12 10:44:26,Wirtschaft,/bild-plus/geld/wirtschaft/wirtschaft/vegan-boomt-sie-erraten-nie-wer-richtig-vom-vegansinn-profitiert-78762014.bild.html,"
                                Ohne Tierprodukte ins neue Jahr: Das ist das Motto des „Veganuary“. Doch wer profitiert?",True,12012022,Bild
Mit Molke die Pfunde   schmelzen lassen,Gesund und kalorienarm,2022-01-12 09:00:43,Diät,/ratgeber/diaet/infos/molke-diaet-abnehmen-durch-milchprodukte-68894862.bild.html,"
                                Molke ist wird schon lange als Heilmittel genutzt. Wie man damit gesund abnehmen kann.",False,12012022,Bild
Dressel  beerdigt Projekt,Filz-Verdacht,2022-01-12 06:12:32,Hamburg,/regional/hamburg/hamburg-aktuell/filz-verdacht-dressel-beerdigt-projekt-78787690.bild.html,"
                                Hat Finanzsenator Andreas Dressel (47) einem Parteifreund einen Auftrag zugeschanzt?",False,12012022,Bild
Wechselt Vettel wirklich zu Mercedes?,Hamilton-Nachfolger,2022-01-11 20:01:21,Formel 1,/sport/motorsport/motorsport/formel-1-wechselt-vettel-wirklich-zu-mercedes-immer-wieder-faellt-sein-name-78787288.bild.html,"
                                Seit dem umstrittenen WM-Finale von Abu Dhabi ist Hamilton weitestgehend abgetaucht.",False,12012022,Bild
Traumurlaub endet mit bösem Erwachen,Von wegen Einladung...,2022-01-11 17:54:22,Ruhrgebiet,/regional/ruhrgebiet/koeln-aktuell/siegen-traumurlaub-auf-malediven-entpuppt-sich-als-betrug-78791434.bild.html,"
                                Ein Malediven-Urlaub entpuppte sich für vier junge Menschen aus Siegen als Betrug.",False,12012022,Bild
Karriere-Ende bei Real!,Toni Kroos,2022-01-11 15:32:25,Fussball,/sport/fussball/fussball-international/toni-kroos-karriere-ende-bei-real-madrid-78786400.bild.html,"
                                Kroos will seine Karriere bei Real beenden. Wann es soweit sein soll und auf was es ihm dabei ankommt.",False,12012022,Bild
Daten-Abgriff durch Behörden hat nun Konsequenzen,Luca-App missbraucht,2022-01-12 11:55:38,Politik Inland,/politik/inland/politik-inland/luca-app-missbraucht-daten-abgriff-durch-behoerden-hat-konsequenzen-78794550.bild.html,"
                                Der Daten-Abgriff durch Mainzer Ermittlungsbehörden über die Luca-App hat ein Nachspiel. ",False,12012022,Bild
"Wie ich merke, dass mein Hund trauert",Tierärztin Dr. Marquardt,2022-01-12 10:44:07,BILD kämpft für Sie!,/bild-plus/sparfochs/bild-kaempft/bild-kaempft-fuer-sie/tieraerztin-dr-marquardt-wie-ich-merke-dass-mein-hund-trauert-78797370.bild.html,"
                                Können Tiere – genauso wie wir Menschen – trauern?  Veterinärin Dr. Marquardt klärt auf.",True,12012022,Bild
Ministerium will Sachsens First Lady befördern,"8266,80-Euro-Job",2022-01-12 08:51:44,Dresden,/regional/dresden/dresden-aktuell/8266-80-euro-job-ministerium-will-sachsens-first-lady-befoerdern-78795718.bild.html,"
                                Laut BILD-Infos sollen leitende Beamte heute befördert werden. Begünstigte soll auch Annett Hofmann (45) sein, Ehefrau von Sachsens Ministerpräsident Michael Kretschmer (46, CDU).",False,12012022,Bild
4 Millionen Jahresgehalt   haben Ginter enttäuscht,So kam es zum Krach!,2022-01-12 04:00:46,Bundesliga,/bild-plus/sport/fussball/fussball/borussia-moenchengladbach-das-krach-protokoll-um-matthias-ginter-78791496.bild.html,"
                                Matthias Ginter verkündete seinen Gladbach-Abschied selbst! Der Krach-Report.",True,12012022,Bild
Eintrachts heißeste Winter-Gerüchte im BILD-Check,"Kolo Muani, Younes & Co",2022-01-11 19:52:42,Bundesliga,/sport/fussball/fussball/kolo-muani-younes-co-eintrachts-heisseste-winter-geruechte-im-check-78794734.bild.html,"
                                BILD gibt den Überblick über die wichtigsten bei Eintracht.",False,12012022,Bild
Aber Laimer wohl erst  gegen Bayern fit,Drei Leipziger zurück,2022-01-11 17:40:21,Bundesliga,/sport/fussball/fussball/drei-leipziger-zurueck-aber-laimer-wohl-erst-gegen-bayern-fit-78793208.bild.html,"
                                Nach seinem Rückschlag gegen Mainz kämpft Konrad Laimer von RB Leipzig um sein Comeback. ",False,12012022,Bild
"Randale bei Corona-Demos, Journalist geschlagen",Montagabend in Sachsen,2022-01-11 15:31:15,Dresden,/regional/dresden/dresden-aktuell/montagabend-in-sachsen-randale-bei-corona-demo-journalist-geschlagen-78785102.bild.html,"
                                Am Rande einer Corona-Demo flogen in Bautzen Leuchtfackeln auf Polizisten.",False,12012022,Bild
Ich lasse mir das Leben nicht mehr von Corona bestimmen,Autor Jan Fleischhauer,2022-01-12,,"/video/clip/video/jan-fleischhauer-lasse-mir-das-leben-nicht-mehr-von-corona-bestimmen-78792644,auto=true.bild.html","
                                „Ich bin raus“, gab Jan Fleischhauer am Sonntag bekannt. Er habe keine Lust mehr, sich das Leben von Corona bestimmen zu lassen.",False,12012022,Bild
So schwammig reagiert der DFB auf Missbrauchs-Skandal ,Jugendtrainer in U-Haft,2022-01-12 10:40:55,Frankfurt,/bild-plus/regional/frankfurt/frankfurt-aktuell/missbrauchs-skandal-beim-sv-wehen-wiesbaden-so-reagiert-der-dfb-78788078.bild.html,"
                                Jugendtrainer Sven B. (34) soll neun Jungen missbraucht haben. Jetzt äußert sich der DFB.",True,12012022,Bild
Dürr schlängelt sich aufs Podest,Shiffrin siegt in Schladming,2022-01-12 08:51:58,,/sport/wintersport/wintersport/ski-alpin-lena-duerr-wird-dritte-beim-nachtslalom-von-schladming-78796000.bild.html,"
                                Lena Dürr (30) ist in Top-Form für Olympia!  Die Deutsche fährt in Schladming auf Platz 3.",False,12012022,Bild
Bayern-Bosse rechnen mit DIESEM Star-Abschied,"Coman-Verlängerung, aber….",2022-01-12 04:00:49,Bundesliga,/bild-plus/sport/fussball/fussball/fc-bayern-coman-vor-verlaengerung-aber-bosse-rechnen-mit-seinem-abschied-78791998.bild.html,"
                                Die Bayern-Bosse bereiten sich auf einen Star-Abgang vor. ",True,12012022,Bild
Australien-Moderatoren  beleidigen Djokovic!,Live im TV,2022-01-11 19:49:15,Sport-Mix,/sport/mehr-sport/tennis/novak-djokovic-sie-wussten-nicht-dass-sie-live-sind-moderatoren-beleidigen-djoko-78790010.bild.html,"
                                Eklat im australischen TV! Zwei Moderatoren von „Channel 7“ haben Novak Djokovic live beleidigt.",False,12012022,Bild
Darum rückt er sein  Handy nicht raus,Alec Baldwin,2022-01-11 17:38:40,Leute,/unterhaltung/leute/leute/alex-baldwin-warum-rueckt-er-sein-handy-nicht-raus-78785996.bild.html,"
                                Nach der „Rust“-Tragödie versprach Alec Baldwin eigentlich, mit der Justiz zu kooperieren.",False,12012022,Bild
Robben-Boom auf Helgoland,Zum Kugeln!,2022-01-11 15:24:13,Hamburg,/regional/hamburg/hamburg-aktuell/zum-kugeln-robben-boom-auf-helgoland-78787732.bild.html,"
                                Neuer Höchststand bei den Kegelrobbengeburten auf Helgoland!",False,12012022,Bild
Sieben Tore für  unser Stadion!,Stadt will Studie,2022-01-12 11:52:26,Nürnberg,/regional/nuernberg/nuernberg-news/stadt-will-machbarkeitsstudie-club-stadion-wird-umgebaut-78792146.bild.html,"
                                Nürnberg – Die Stadt will beim Stadion Ernst machen! Eine Machbarkeitsstudie kommt.",False,12012022,Bild
Wenn aus Fiktion  plötzlich Realität wird,TV-Serie „Sløborn“,2022-01-12 10:39:25,TV,/unterhaltung/tv/leute/slborn-auf-zdfneo-ueber-toedliches-virus-wenn-fiktion-ploetzlich-realitaet-wird-78766096.bild.html,"
                                Die fiktive Serie „Sløborn“ über ein Virus wurde gedreht, als Corona noch kein Thema war.",False,12012022,Bild
Liebesdrama um den Rama,Attacke auf den Thai-König,2022-01-12,Leute,"https://www.bild.de/video/clip/video/attacke-auf-den-thai-koenig-liebesdrama-um-den-rama-78785326,auto=true.bild.html","
                                Beim Blitzbesuch von Thaikönig Rama X. wollte eine Frau dem Monarchen an die Wäsche.",False,12012022,Bild
DFL warnte Bayern  vorm Corona-Chaos,Dokumente beweisen!,2022-01-12 04:00:50,Bundesliga,/bild-plus/sport/fussball/fussball/bayern-muenchen-dfl-warnte-klub-vorm-corona-chaos-78792030.bild.html,"
                                Beim 1:2 der Bayern gegen Gladbach am letzten Freitag fehlten neun Stars.",True,12012022,Bild
Liebesdrama um den Rama!,Attacke auf Thai-König,2022-01-11 19:44:19,Royals,/unterhaltung/royals/royals/thai-koenig-attacke-auf-den-monarchen-liebesdrama-um-den-rama-78780970.bild.html,"
                                Beim Blitzbesuch von Thaikönig Rama X. wollte eine Frau dem Monarchen an die Wäsche.",False,12012022,Bild
Warum Bobic am liebsten Whatsapp verbieten würde,Was ist denn da los?,2022-01-11 17:35:21,Bundesliga,/sport/fussball/fussball/was-denn-da-los-warum-bobic-am-liebsten-whatsapp-verbieten-wuerde-78787130.bild.html,"
                                Hertha-Manager Fredi Bobic würde in der Transfer-Phase am liebsten Whatsapp verbannen.",False,12012022,Bild
Hapag-Lloyd-Lok schnauft durch Nordamerika,Zum Reederei-Jubiläum,2022-01-11 15:23:51,Hamburg,/regional/hamburg/hamburg-aktuell/zum-reederei-jubilaeum-hapag-lloyd-lok-schnauft-durch-nordamerika-78790868.bild.html,"
                                Ein Stückchen Hamburg rollt und tutet jetzt durch endlose Prärien von Nordamerika.",False,12012022,Bild
Arzt soll falsche Impfnachweise ausgestellt haben,Praxis geschlossen,2022-01-12 11:52:23,Stuttgart,/regional/stuttgart/stuttgart-aktuell/betrug-arzt-soll-falsche-impfnachweise-ausgestellt-haben-78799428.bild.html,"
                                Tübingen – Ein Arzt soll Menschen Corona-Impfnachweise ausgestellt haben – ohne Impfung.",False,12012022,Bild
Die Luxus-Lofts der Dschungelcamper,Filip flippt aus,2022-01-12 10:38:28,TV - Dschungelcamp,/unterhaltung/tv/tv/dschungelcamp-2022-filip-pavlovic-flippt-wegen-luxus-hotel-in-suedafrika-aus-78790526.bild.html,"
                                Für die einen ist es Arbeit, für die anderen einfach der geilste bezahlte Urlaub der Welt.",False,12012022,Bild
Nachholspiele  während Olympia?,Um die DEL-Saison zu sichern,2022-01-12 08:46:28,Sport-Mix,/sport/mehr-sport/eishockey/um-die-del-saison-zu-sichern-nachholspiele-waehrend-olympia-78797278.bild.html,"
                                Corona macht auch vor den Eishockeyspielern nicht halt. Schon 30 DEL-Spiele mussten auf einen unbestimmten Zeitpunkt verlegt werden....",False,12012022,Bild
Für 50 Euro leben wie Maximilian Schell,Alm-Hütte der Film-Ikone,2022-01-11 23:43:35,Leute,/unterhaltung/leute/leute/maximilian-schells-witwe-vermietet-seine-almhuette-fuer-50-euro-die-nacht-78795224.bild.html,"
                                2014 starb Film-Star Maximilian Schell. Er hinterließ seiner Frau Iva sein Alm-Anwesen.",False,12012022,Bild
Diese Neuheiten bekommt WhatsApp,Bequemer und besser,2022-01-11 19:40:19,Handy,/bild-plus/digital/smartphone-und-tablet/handy-und-telefon/2022-wird-bequemer-und-besser-diese-neuheiten-bekommt-whatsapp-78785992.bild.html,"
                                2022 wird der Messenger viele neue Funktionen bekommen. BILD zeigt die wichtigsten.",True,12012022,Bild
Der Prinz von Bel-Air kommt zurück,Erster Trailer,2022-01-11,Kino,"https://www.bild.de/video/clip/kino/filmtrailer-bel-air-78790344,auto=true.bild.html","
                                Die berühmte Serie „Der Prinz von Bel-Air“ kommt zurück. Der erste Trailer ist dramatisch.",False,12012022,Bild
"Vater floh mit Kindern, vergaß Tür zu schließen",17 Tote bei Brand,2022-01-11 15:20:53,News Ausland,/news/ausland/news-ausland/17-tote-bei-brand-in-new-yorker-bronx-vater-floh-mit-kindern-vergass-tuer-zu-sch-78786578.bild.html,"
                                In Mamadou Wagues Wohnung brach das Feuer aus. Er rettet seine Kinder und Frau und floh.",False,12012022,Bild
Bewaffnete Täter überfallen Sparkasse,Bank ausgeraubt,2022-01-12 11:51:14,Hannover,/regional/hannover/hannover-aktuell/bank-ausgeraubt-bewaffnete-taeter-ueberfallen-sparkasse-78799048.bild.html,"
                                In Süd-Niedersachsen haben zwei Männer eine Sparkasse überfallen und sind auf der Flucht.",False,12012022,Bild
Auto katapultiert sich in Parklücke,Einparken-Extrem,2022-01-12,News Ausland,"https://www.bild.de/video/clip/news-ausland/ueber-drei-autos-hinweg-extrem-einparken-in-china-78797518,auto=true.bild.html","
                                Dieser Verkehrsunfall hätte auch schlimmer ausgehen können! So ist er einfach ein viraler Hit, durch das zufällig gute „Einparken“.",False,12012022,Bild
Spott und Kritik für Göring-Eckardt-Vorschlag,Wirbel um Parlaments-Poeten,2022-01-12 08:39:18,Politik Inland,/politik/inland/politik-inland/wirbel-um-parlaments-dichter-spot-und-kritik-fuer-goering-eckardt-78795488.bild.html,"
                                Riesendebatte in der Hauptstadt: Braucht der Bundestag wirklich einen Parlaments-Dichter?",False,12012022,Bild
Airlines wollen Party-Influencer nicht nach Hause fliegen,Nach Sex-Sause im Flieger,2022-01-11 23:15:09,News Ausland,/news/ausland/politik-ausland/party-influencer-aus-kanada-haengen-in-mexiko-fest-airlines-wollen-party-influen-78794700.bild.html,"
                                Kanadische Influencer hatten mit einer exzessiven Flugzeugparty Kritik auf sich gezogen. Jetzt sitzen sie in Mexiko fest.",False,12012022,Bild
Nach vielen Jahren hat es plötzlich gefunkt,Sky Du Mont (74) verliebt,2022-01-11 19:39:30,Leute,/unterhaltung/leute/leute/sky-du-mont-im-siebten-himmel-sie-kennen-sich-schon-viele-jahre-78791054.bild.html,"
                                Sky du Mont ist frisch verliebt! War es Liebe auf den ersten Blick? Nicht wirklich!",False,12012022,Bild
Hat Ehepaar drei Pferde gequält?,Prozess-Auftakt,2022-01-11 17:35:23,Frankfurt,/bild-plus/regional/frankfurt/frankfurt-aktuell/prozess-auftakt-hat-ehepaar-drei-pferde-gequaelt-78792588.bild.html,"
                                Vorwurf der Staatsanwaltschaft: Verstoß gegen das Tierschutzgesetz.",True,12012022,Bild
Desirée Nick legt im Zoff gegen Olivia Jones nach,Vorsicht Zicken-Zone,2022-01-11 15:18:46,Leute,/unterhaltung/leute/leute/vorsicht-zicken-zone-desire-nick-legt-im-zoff-gegen-olivia-jones-nach-78783274.bild.html,"
                                TV-Stars Désirée Nick und Olivia Jones haben mächtig Zoff!",False,12012022,Bild
Pralle Ähnlichkeit mit  Mama Kim,Basinger-Tochter,2022-01-12 11:48:49,Leute,/unterhaltung/leute/leute/kim-basinger-tochter-ireland-postet-sexy-instagram-foto-78797786.bild.html,"
                                Kim Basinger wurde in den 80ern zum Sex-Symbol – ihre Tochter sorgt jetzt für Schnappatmung.",False,12012022,Bild
Echter Pokal bei „Wer stiehlt mir die Show?“,Fußball-Wahnsinn!,2022-01-12 10:31:22,TV,/unterhaltung/tv/leute/wer-stiehlt-mir-die-show-mark-forster-bringt-lautern-pokal-ins-studio-78793492.bild.html,"
                                Echtes Stadion-Feeling bei „Wer stiehlt mir die Show“ am Dienstagabend!",False,12012022,Bild
"Von der Salami bleiben mir 1,24 Euro",Preis-Explosion trifft Metzger,2022-01-12 08:34:46,Leipzig,/regional/leipzig/leipzig-news/fleische-und-energie-teurer-wie-die-preis-explosion-metzger-baecker-und-kunden-t-78794714.bild.html,"
                                Fleisch muss in Deutschland teurer werden, sagt Bundeslandwirtschaftsminister Cem Özdemir (56, Grüne).",False,12012022,Bild
Polizei jagt gelben Geisterfahrer-Smart,Auf Autobahn umgedreht,2022-01-11 23:06:34,Thüringen,/regional/thueringen/thueringen-aktuell/fahndung-in-thueringen-polizei-jagt-gelbem-geisterfahrer-smart-76169610.bild.html,"
                                Die Autobahnpolizei Thüringen jagt per Fahndung eine Frau mit einem kleinen gelben Flitzer, die zur Geisterfahrerin wurde.",False,12012022,Bild
Neuzugang kannte Lieberknecht nicht,Darmstadts Leipold,2022-01-11 19:39:02,2. Bundesliga,/sport/fussball/fussball/darmstadts-leipold-neuzugang-kannte-lieberknecht-nicht-78794600.bild.html,"
                                Torsten, wer? Darmstadts Neuzugang André Leipold  kannte Anrufer Lieberknecht nicht!",False,12012022,Bild
Designer Samuel Gärtner sagt Modenschau ab,Live-Talk statt Live-Walk,2022-01-11 17:32:16,Frankfurt,/regional/frankfurt/frankfurt-leute/live-talk-statt-live-walk-designer-samuel-gaertner-sagt-modenschau-ab-78793184.bild.html,"
                                Kurz vorm Start der FFW 2022 muss auch Designer Samuel Gärtner (23) seine Modenschau absagen.",False,12012022,Bild
Staatsanwalt zum angeblichen Brückner-Alibi,Im Fall Maddie,2022-01-11 15:17:35,News Inland,/news/inland/news-inland/im-fall-maddie-mccann-das-sagt-der-staatsanwalt-zum-angeblichen-brueckner-alibi-78783596.bild.html,"
                                Eine TV-Doku behauptet, Brückner hätte ein Alibi. Dem widersprechen nun die Ermittler.",False,12012022,Bild
Silvester-Mob attackiert  deutsche Studentinnen,Übergriffe in Mailand,2022-01-12,News Ausland,"https://www.bild.de/video/clip/video/uebergriffe-in-mailand-silvester-mob-attackiert-deutsche-studentinnen-78796720,auto=true.bild.html","
                                Die Bilder erinnern an die Horror-Nacht von Köln Silvester 2015/16.",False,12012022,Bild
Im Lockdown kam mir die Liebe abhanden,„Bachelor“-Kandidatin,2022-01-12 10:16:26,Leipzig,/regional/leipzig/leipzig-news/bachelor-kandidatin-irina-aus-leipzig-im-lockdown-kam-mir-die-liebe-abhanden-78798020.bild.html,"
                                Im verflixten siebten Jahr, mitten im zweiten Lockdown ging ihre Beziehung in die Brüche. ",False,12012022,Bild
Wird Zerina die neue Miss Germany?,Dessauerin im Halbfinale,2022-01-12 08:34:06,Sachsen-Anhalt,/regional/sachsen-anhalt/sachsen-anhalt-news/miss-germany-wahl-dessauerin-schon-im-halbfinale-78797168.bild.html,"
                                Für 12 000 Frauen ist der Traum vom Miss-Titel bereits vorbei, Zerina Kaps träumt weiter. ",False,12012022,Bild
Friedrich kommt SOFORT aus Berlin,Ginter-Nachfolger,2022-01-11 22:52:28,Bundesliga,/sport/fussball/fussball/borussia-moenchengladbach-marvin-friedrich-kommt-sofort-aus-berlin-78796278.bild.html,"
                                Gladbach schlägt auf dem Transfermarkt zu und holt Friedrich als Ginter-Nachfolger.",False,12012022,Bild
Ihr Sex Tape  geht in Serie,„Pam and Tommy“,2022-01-11 19:36:28,TV,/unterhaltung/tv/tv/pam-and-tommy-ihr-sex-tape-geht-in-serie-78788246.bild.html,"
                                Die Serie „Pam and Tommy“ beleuchtet die Love Story von Pamela Anderson und Tommy Lee.",False,12012022,Bild
Der Killer richtete Sascha auf meinem Sofa hin,Kopfschuss-Mord,2022-01-11 17:31:20,Hamburg,/bild-plus/regional/hamburg/hamburg-aktuell/kopfschuss-mord-jetzt-spricht-der-werkstatt-boss-der-killer-richtete-sascha-auf-78776570.bild.html,"
                                Auf einem Sofa in seiner Firma fand Artjem Heinze (43) die Leiche eines Freundes!",True,12012022,Bild
