Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page
Rauschgift und illegale Waffen in der Wohnung,24012022_20:47,https://www.sueddeutsche.de/muenchen/freising/paunzhausen-rauschgift-und-illegale-waffen-in-der-wohnung-1.5514175,Paunzhausen,,,,25012022,Sueddeutsche
Wertstoffcontainer werden versetzt,24012022_20:47,https://www.sueddeutsche.de/muenchen/freising/pulling-wertstoffcontainer-werden-versetzt-1.5514199,Pulling,,,,25012022,Sueddeutsche
Prozesstag mit skurrilen Wendungen,24012022_20:47,https://www.sueddeutsche.de/muenchen/freising/landshut-kranzberg-prozesstag-mit-skurrilen-wendungen-1.5514195,Landshut/Kranzberg,,"Von Alexander Kappen, Landshut/Kranzberg","Die Landshuter Verhandlung um einen versuchten Mord auf einem Kranzberger Reiterhof gegen zwei Brüder ist um einige  Absurditäten reicher
                        
                            Von Alexander Kappen, Landshut/Kranzberg",25012022,Sueddeutsche
30 Coronafälle in Asylbewerberheim,24012022_20:47,https://www.sueddeutsche.de/muenchen/freising/steigenden-inzidenz-im-landkreis-30-coronafaelle-in-asylbewerberheim-1.5514173,Steigenden Inzidenz im Landkreis ,,,,25012022,Sueddeutsche
Drei Bäume müssen weg,24012022_20:47,https://www.sueddeutsche.de/muenchen/freising/stein-park-schulen-drei-baeume-muessen-weg-1.5514190,Stein-Park-Schulen,,,Ausbau der General-von-Stein-Straße beginnt bald,25012022,Sueddeutsche
Polizist erschnüffelt Poser mit Joint,24012022_20:47,https://www.sueddeutsche.de/muenchen/freising/freising-moosburg-joint-selfie-polizist-uniform-foto-drogen-1.5514465,Moosburg,,Von Kerstin Vogel,"Wer verbotene Substanzen qualmt und dabei ein Selfie macht, sollte sich besser nicht neben einen Bundespolizisten stellen.
                        
                            Von Kerstin Vogel",25012022,Sueddeutsche
Der Tradition verpflichtet,24012022_20:47,https://www.sueddeutsche.de/muenchen/erding/dorfener-hemadlenzn-planen-spaziergang-der-tradition-verpflichtet-1.5514392,"Dorfener Hemadlenzn planen ""Spaziergang""",,"Von Thomas Daller, Dorfen","Der Hemadlenzenumzug ist nicht abgesagt, lediglich die Karnevalsgesellschaft tritt nicht als Veranstalter auf. Eine kleine Gruppe Dorfener will an dem Brauch jedoch festhalten und plant ihn als unangemeldeten ""Spaziergang""
                        
                            Von Thomas Daller, Dorfen",25012022,Sueddeutsche
Montessori-Schule stellt sich im Netz vor,24012022_20:47,https://www.sueddeutsche.de/muenchen/erding/oberding-montessori-schule-stellt-sich-im-netz-vor-1.5514297,Oberding,,,,25012022,Sueddeutsche
51-Jähriger versagt beim Einparken,24012022_20:47,https://www.sueddeutsche.de/muenchen/erding/erding-51-jaehriger-versagt-beim-einparken-1.5514398,Erding,,,,25012022,Sueddeutsche
Medienberaterin stellt Smartwatches vor,24012022_20:47,https://www.sueddeutsche.de/muenchen/erding/cafe-digital-medienberaterin-stellt-smartwatches-vor-1.5514299,Café Digital,,,,25012022,Sueddeutsche
