Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page,Kategorie
Feiertagsfahrverbot wird für Hilfsgütertransport ausgesetzt,03032022_15:45,https://www.sueddeutsche.de/politik/konflikte-hannover-feiertagsfahrverbot-wird-fuer-hilfsguetertransport-ausgesetzt-dpa.urn-newsml-dpa-com-20090101-220303-99-372079,Konflikte - Hannover,dpa,,,03032022,Sueddeutsche,politik
"NRW bietet innerbetriebliche Ausbildung für ""Pflege-Guides""",03032022_15:42,https://www.sueddeutsche.de/gesundheit/gesundheit-duesseldorf-nrw-bietet-innerbetriebliche-ausbildung-fuer-pflege-guides-dpa.urn-newsml-dpa-com-20090101-220303-99-370824,Gesundheit - Düsseldorf,dpa,,,03032022,Sueddeutsche,gesundheit
Urban will juristisch gegen Genesenen-Status vorgehen,03032022_15:42,https://www.sueddeutsche.de/gesundheit/gesundheit-dresden-urban-will-juristisch-gegen-genesenen-status-vorgehen-dpa.urn-newsml-dpa-com-20090101-220303-99-372051,Gesundheit - Dresden,dpa,,,03032022,Sueddeutsche,gesundheit
Welche Waffen die Ukraine erhält,03032022_15:41,https://www.sueddeutsche.de/politik/ukraine-waffenlieferungen-risiken-europa-1.5540831,Krieg gegen Russland,,"Von Matthias Kolb, Paul-Anton Krüger und Mike Szymanski","Auf einmal schicken die Europäer jede Menge Militärgerät in die Ukraine. Wer liefert was - und warum birgt die Unterstützung auch Risiken?
                        
                            Von Matthias Kolb, Paul-Anton Krüger und Mike Szymanski",03032022,Sueddeutsche,politik
Sieben Thüringer mit Verdienstorden ausgezeichnet,03032022_15:39,https://www.sueddeutsche.de/leben/auszeichnungen-erfurt-sieben-thueringer-mit-verdienstorden-ausgezeichnet-dpa.urn-newsml-dpa-com-20090101-220303-99-372000,Auszeichnungen - Erfurt,dpa,,,03032022,Sueddeutsche,leben
EU einig bei vorübergehendem Schutz für Kriegsflüchtlinge aus Ukraine,03032022_15:39,https://www.sueddeutsche.de/politik/eu-eu-einig-bei-voruebergehendem-schutz-fuer-kriegsfluechtlinge-aus-ukraine-dpa.urn-newsml-dpa-com-20090101-220303-99-372007,EU,dpa,,,03032022,Sueddeutsche,politik
Demo und Gebet für Frieden in Europa,03032022_15:37,https://www.sueddeutsche.de/muenchen/dachau/dachau-demo-ukraine-1.5540833,Krieg in der Ukraine,,"Von Thomas Radlmaier, Dachau","Die Dachauer Jugendorganisationen rufen zu einer Demo am Rathausplatz auf. Die Versöhnungskirche betet für ukrainische KZ-Überlebende.
                        
                            Von Thomas Radlmaier, Dachau",03032022,Sueddeutsche,muenchen
"Spekulationen beendet: Jacht ""Dilbar"" nicht beschlagnahmt",03032022_15:37,https://www.sueddeutsche.de/wirtschaft/schifffahrt-hamburg-spekulationen-beendet-jacht-dilbar-nicht-beschlagnahmt-dpa.urn-newsml-dpa-com-20090101-220303-99-370568,Schifffahrt - Hamburg,dpa,,,03032022,Sueddeutsche,wirtschaft
Land will ausländische Arbeitskräfte besser unterstützen,03032022_15:37,https://www.sueddeutsche.de/karriere/arbeit-erfurt-land-will-auslaendische-arbeitskraefte-besser-unterstuetzen-dpa.urn-newsml-dpa-com-20090101-220303-99-361943,Arbeit - Erfurt,dpa,,,03032022,Sueddeutsche,karriere
"""Ein unersetzlicher Verlust""",03032022_15:37,https://www.sueddeutsche.de/kultur/ukraine-krieg-marija-prymatschenko-museum-iwankiw-1.5540677,Krieg in der Ukraine,,Von Catrin Lorch,"Die Raketen, die das Museum in Iwankiw zerstörten, vernichteten auch Werke von Marija Prymatschenko, einer der liebenswürdigsten Menschen der ukrainischen Kunstgeschichte. 
                        
                            Von Catrin Lorch",03032022,Sueddeutsche,kultur
