Titel,URL,Date_Info,News_page,Kategorie,author
Unwetterwarnung: Orkanböen ziehen über Deutschland – Schule fällt am Donnerstag in NRW aus,https://www.spiegel.de/panorama/wetter-unwetterwarnung-orkanboeen-ziehen-ueber-deutschland-schule-faellt-am-donnerstag-in-nrw-aus-a-7f503bcb-502e-4ee7-8a22-4276646ceab9,16022022_12:35 ,Spiegel,panorama,
Etikette im Bundestag: Bundestagspräsidentin Bas will künftig weniger duzen,https://www.spiegel.de/politik/deutschland/baerbel-bas-bundestagspraesidentin-will-kuenftig-weniger-duzen-a-4eb1074b-a604-4c2f-b2c2-45d6f05d4832,16022022_12:25 ,Spiegel,politik,
Vorwurf des Drogenschmuggels: Honduranischer Ex-Präsident stellt sich der Polizei,https://www.spiegel.de/ausland/honduras-gesuchter-ex-praesident-juan-orlando-hernandez-stellt-sich-polizei-a-586ec40e-ca11-4d4f-af1d-6e7b515d4f82,16022022_12:19 ,Spiegel,ausland,
Wegen Verhältnis mit Jeff Zucker: CNN-Marketing-Chefin Allison Gollust tritt zurück,https://www.spiegel.de/kultur/cnn-marketing-chefin-allison-gollust-tritt-wegen-verhaeltnis-mit-jeff-zucker-zurueck-a-f663eb9c-d7c6-42e5-85f7-8a3c906d5757,16022022_12:16 ,Spiegel,kultur,
Inflation in Europa: EZB-Direktorin Schnabel spricht von erhöhtem Risiko,https://www.spiegel.de/wirtschaft/inflation-ezb-direktorin-isabel-schnabel-sieht-erhoehtes-risiko-bei-zu-spaetem-handeln-a-d8f0a5db-5f2b-409c-ae4c-9153277d9282,16022022_12:12 ,Spiegel,wirtschaft,
SEK-Einsatz in Garbsen: 39-Jähriger soll nicht wegen Taser-Einsatz gestorben sein,https://www.spiegel.de/panorama/justiz/sek-einsatz-in-garbsen-39-jaehriger-soll-nicht-wegen-taser-einsatz-gestorben-sein-a-012ae089-e64b-4eda-9084-551cb9c7f9e3,16022022_12:10 ,Spiegel,panorama,
Achtzigerjahre-Teenieschwarm: Popstar Ralf »Bummi« Bursy ist tot,https://www.spiegel.de/kultur/musik/ralf-bummi-bursy-gestorben-popstar-in-der-ddr-eh-die-liebe-stirbt-a-6a353419-d6c0-4ac4-a67a-2fb13ebff3f7,16022022_11:31 ,Spiegel,kultur,
Neues Stufenmodell: Regierung will Mieter beim CO₂-Preis deutlich entlasten,https://www.spiegel.de/wirtschaft/bundesregierung-will-mieter-beim-co-preis-deutlich-entlasten-a-87b544bb-ca49-4c34-b44f-183971bb4353,16022022_11:27 ,Spiegel,wirtschaft,Von Henning Jauernig und Stefan Schultz
"Sturmflut 1962: »Aufstehen, aufstehen, wir saufen ab!«",https://www.spiegel.de/geschichte/sturmflut-1962-in-hamburg-aufstehen-wir-saufen-ab-a-5025a565-278f-41da-904e-a60758ec898d,16022022_11:15 ,Spiegel,geschichte,Von Katja Iken
Lars Windhorst kritisiert Führung von Hertha BSC: »Ich lasse mir von niemandem 375 Millionen Euro verbrennen«,https://www.spiegel.de/wirtschaft/unternehmen/lars-windhorst-gegen-hertha-bsc-lasse-mir-von-niemandem-375-millionen-euro-verbrennen-a-66039f84-d373-4809-b552-d56ff458cc09,16022022_11:02 ,Spiegel,wirtschaft,
