Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page,Kategorie
Freie Wähler wollen Staatsanwältin im U-Ausschuss anhören,17122021_09:57,https://www.sueddeutsche.de/politik/landtag-mainz-freie-waehler-wollen-staatsanwaeltin-im-u-ausschuss-anhoeren-dpa.urn-newsml-dpa-com-20090101-211217-99-419644,Landtag - Mainz,dpa,,,17122021,Sueddeutsche,politik
"Corona-Inzidenz in Sachsen-Anhalt sinkt auf 699,8",17122021_09:57,https://www.sueddeutsche.de/gesundheit/gesundheit-corona-inzidenz-in-sachsen-anhalt-sinkt-auf-6998-dpa.urn-newsml-dpa-com-20090101-211217-99-419643,Gesundheit,dpa,,,17122021,Sueddeutsche,gesundheit
"""Weil man sich wie ein Stück Fleisch vorkommt""",17122021_09:54,https://www.sueddeutsche.de/wirtschaft/sexuelle-belaestigung-arbeitsplatz-praktikum-trainee-befristung-metoo-1.5490010,Belästigung am Arbeitsplatz,,Von Helena Ott,"Bedrängt und betatscht: Sexuelle Belästigung trifft besonders Berufseinsteigerinnen. Was junge Frauen erleben, was Chefs oft falsch machen - und warum Männer im Büro zum Täter werden.
                        
                            Von Helena Ott",17122021,Sueddeutsche,wirtschaft
Pandemie erhöht Arbeitsbelastung in Verwaltung,17122021_09:52,https://www.sueddeutsche.de/gesundheit/gesundheit-pandemie-erhoeht-arbeitsbelastung-in-verwaltung-dpa.urn-newsml-dpa-com-20090101-211217-99-419096,Gesundheit,dpa,,,17122021,Sueddeutsche,gesundheit
Putin und wir,17122021_09:51,https://www.sueddeutsche.de/kultur/bernard-henry-levy-putin-ukraine-1.5488428,Ukraine-Konflikt,,Gastbeitrag von Bernard-Henri Lévy,"Mit seiner Drohung, in die Ukraine einzumarschieren, destabilisiert Putin ganz Europa. Natürlich weiß er das.
                        
                            Gastbeitrag von Bernard-Henri Lévy",17122021,Sueddeutsche,kultur
Sie schaffen das,17122021_09:50,https://www.sueddeutsche.de/leben/corona-resilienz-pandemie-optimismus-akzeptanz-panik-lebenshilfe-1.5489131,Resilienz in der Pandemie,,Essay von Christina Berndt,"Wie kommen wir am besten durch den zweiten Corona-Winter? Man könnte das alles als Attacke auf das persönliche Wohlbefinden betrachten - sollte man aber nicht. Ein Aufruf, realistisch zu bleiben und das Gute zu würdigen.
                        
                            Essay von Christina Berndt",17122021,Sueddeutsche,leben
Organisationen: Fast 200 Migranten aus Seenot gerettet,17122021_09:48,https://www.sueddeutsche.de/politik/fluechtlinge-organisationenfast-200-migranten-aus-seenot-gerettet-dpa.urn-newsml-dpa-com-20090101-211217-99-419368,Flüchtlinge,dpa,,,17122021,Sueddeutsche,politik
Craigs letzter Bond war erfolgreichster Kinofilm 2021,17122021_09:43,https://www.sueddeutsche.de/kultur/film-craigs-letzter-bond-war-erfolgreichster-kinofilm-2021-dpa.urn-newsml-dpa-com-20090101-211217-99-419261,Film,dpa,,,17122021,Sueddeutsche,kultur
Ermittlungen zu vergifteten Säuglingen in Ulm eingestellt,17122021_09:42,https://www.sueddeutsche.de/panorama/kriminalitaet-ulm-ermittlungen-zu-vergifteten-saeuglingen-in-ulm-eingestellt-dpa.urn-newsml-dpa-com-20090101-211217-99-419355,Kriminalität - Ulm,dpa,,,17122021,Sueddeutsche,panorama
EU droht Russland mit Vergeltung,17122021_09:41,https://www.sueddeutsche.de/panorama/eu-droht-russland-mit-vergeltung-1.5490098,,,,"Video
                    
                    
                        Beim ersten Mal gleich ein Marathon: Die EU-Gipfelpremiere von Kanzler Scholz zieht sich bis in die Nacht. Die EU-Staaten warnen Russland eindringlich.",17122021,Sueddeutsche,panorama
