Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page,Kategorie
Vor fünf Jahren tötete Amri 11 Menschen auf Berliner Weihnachtsmarkt,19122021_12:15,https://www.sueddeutsche.de/panorama/vor-fuenf-jahren-toetete-amri-11-menschen-auf-berliner-weihnachtsmarkt-1.5491295,,,,"Video
                    
                    
                        Der Islamist Anis Amri klaute einen Lkw aus Polen, der mit 25 Tonnen Baustahl beladen war. Damit fuhr er in die Menschenmenge auf dem Weihnachtsmarkt am Breitscheidplatz.",19122021,Sueddeutsche,panorama
Taubitz sichert sich Rodel-Weltcupsieg vor Egle,19122021_12:15,https://www.sueddeutsche.de/sport/rodeln-taubitz-sichert-sich-rodel-weltcupsieg-vor-egle-dpa.urn-newsml-dpa-com-20090101-211219-99-441038,Rodeln,dpa,,,19122021,Sueddeutsche,sport
Wer gewinnt den Massenstart?,19122021_12:14,https://liveticker.sueddeutsche.de/wintersport/biathlon/annecy/2021-12-19-damen.html,Biathlon,,Das Rennen im Liveticker,"Live
                    
                    
                        Im französischen Le Grand-Bornand steht das erste Massenstartrennen der Saison an. Das deutsche Frauen-Team ist auf nur zwei Starterinnen geschrumpft.
                        
                            Das Rennen im Liveticker",19122021,Sueddeutsche,wintersport
Einzelhändler von Weihnachtsgeschäft enttäuscht,19122021_12:09,https://www.sueddeutsche.de/wirtschaft/einzelhandel-einzelhaendler-von-weihnachtsgeschaeft-enttaeuscht-dpa.urn-newsml-dpa-com-20090101-211219-99-440935,Einzelhandel,dpa,,,19122021,Sueddeutsche,wirtschaft
Omikron greift in Europa rasant um sich,19122021_11:57,https://www.sueddeutsche.de/leben/tourismus-omikron-greift-in-europa-rasant-um-sich-dpa.urn-newsml-dpa-com-20090101-211219-99-437354,Tourismus,dpa,,,19122021,Sueddeutsche,leben
22-Jähriger nach Schlägerei im Koma: Tatverdächtige in Haft,19122021_11:57,https://www.sueddeutsche.de/bayern/kriminalitaet-aschaffenburg-22-jaehriger-nach-schlaegerei-im-koma-tatverdaechtige-in-haft-dpa.urn-newsml-dpa-com-20090101-211218-99-434708,Kriminalität - Aschaffenburg,dpa,,,19122021,Sueddeutsche,bayern
"Gibt es etwas Gutes in Wladimir Putin, Kira Jarmysch?",19122021_11:54,https://sz-magazin.sueddeutsche.de/sagen-sie-jetzt-nichts/interview-kira-jarmysch-pressesprecherin-alexey-nawalny-91017,Sagen Sie jetzt nichts,,,"Die Pressesprecherin von Alexej Nawalny im Interview ohne Worte über ihr politisches Engagement, ihren Sieg bei der Intelligenz-Olympiade und die Frage, was sie am russischen Präsidenten besonders lächerlich findet.",19122021,Sueddeutsche,sagen-sie-jetzt-nichts
Bilder des Tages,19122021_11:54,https://www.sueddeutsche.de/kultur/fotografie-bilder-des-tages-dpa.urn-newsml-dpa-com-20090101-211219-99-437352,Fotografie,dpa,,,19122021,Sueddeutsche,kultur
Frohes Fest für Frankfurt: Halbjahr endet fulminant,19122021_11:52,https://www.sueddeutsche.de/sport/fussball-frohes-fest-fuer-frankfurt-halbjahr-endet-fulminant-dpa.urn-newsml-dpa-com-20090101-211219-99-440096,Fußball,dpa,,,19122021,Sueddeutsche,sport
Enttäuschung auf der Gran Risa: Ski-Herren ohne Punkte,19122021_11:51,https://www.sueddeutsche.de/sport/ski-alpin-enttaeuschung-auf-der-gran-risa-ski-herren-ohne-punkte-dpa.urn-newsml-dpa-com-20090101-211219-99-440747,Ski alpin,dpa,,,19122021,Sueddeutsche,sport
Einzelhändler zufrieden mit viertem Adventssamstag ohne 2G,19122021_11:50,https://www.sueddeutsche.de/wirtschaft/einzelhandel-hannover-einzelhaendler-zufrieden-mit-viertem-adventssamstag-ohne-2g-dpa.urn-newsml-dpa-com-20090101-211219-99-440795,Einzelhandel - Hannover,dpa,,,19122021,Sueddeutsche,wirtschaft
Vom Kollegen überfahren: Lasterfahrer stirbt nach Streit,19122021_11:50,https://www.sueddeutsche.de/panorama/kriminalitaet-lehrte-vom-kollegen-ueberfahren-lasterfahrer-stirbt-nach-streit-dpa.urn-newsml-dpa-com-20090101-211219-99-440783,Kriminalität - Lehrte,dpa,,,19122021,Sueddeutsche,panorama
Mehrere Tausend Teilnehmer bei Demos gegen Corona-Maßnahmen,19122021_11:49,https://www.sueddeutsche.de/bayern/corona-bayern-aktuell-demos-massnahmen-1.5481014,Coronavirus-Newsblog für Bayern,,Alle Entwicklungen im Überblick,"Mehr als 15 000 Menschen protestieren laut Polizei am Samstag in verschiedenen Orten im Freistaat - es bleibt überwiegend friedlich, aber nicht alle halten sich an die geltenden Regeln. 
                        
                            Alle Entwicklungen im Überblick",19122021,Sueddeutsche,bayern
Zwei Tote nach Feuer in Dachgeschosswohnung: Kinder vermisst,19122021_11:48,https://www.sueddeutsche.de/panorama/braende-neuenstadt-am-kocher-zwei-tote-nach-feuer-in-dachgeschosswohnung-kinder-vermisst-dpa.urn-newsml-dpa-com-20090101-211219-99-440156,Brände - Neuenstadt am Kocher,dpa,,,19122021,Sueddeutsche,panorama
Sie schaffen das,19122021_11:48,https://www.sueddeutsche.de/leben/corona-resilienz-pandemie-optimismus-akzeptanz-panik-lebenshilfe-1.5489131,Resilienz in der Pandemie,,Essay von Christina Berndt,"Wie kommen wir am besten durch den zweiten Corona-Winter? Man könnte das alles als Attacke auf das persönliche Wohlbefinden betrachten - sollte man aber nicht. Ein Aufruf, realistisch zu bleiben und das Gute zu würdigen.
                        
                            Essay von Christina Berndt",19122021,Sueddeutsche,leben
1860 München will Fans Weihnachtssieg bescheren,19122021_11:48,https://www.sueddeutsche.de/bayern/fussball-muenchen-1860-muenchen-will-fans-weihnachtssieg-bescheren-dpa.urn-newsml-dpa-com-20090101-211219-99-440633,Fußball - München,dpa,,,19122021,Sueddeutsche,bayern
Schatten im Gras,19122021_11:45,https://www.sueddeutsche.de/muenchen/dachau/dachauer-forum-ausstellung-1.5490168,Kultur in Dachau,,"Von Renate Zauscher, Dachau","Für ihre Ausstellung im Dachauer Forum hat Mette Therbild viele Orte besucht und deren Stimmung  auf sich wirken lassen. Ein Teil der Arbeiten könnte die Besucher verstören. Aber das muss so sein.
                        
                            Von Renate Zauscher, Dachau",19122021,Sueddeutsche,muenchen
Premiere ohne Gegentor: Bielefelds Kapino stark,19122021_11:44,https://www.sueddeutsche.de/sport/fussball-premiere-ohne-gegentor-bielefelds-kapino-stark-dpa.urn-newsml-dpa-com-20090101-211219-99-440690,Fußball,dpa,,,19122021,Sueddeutsche,sport
"Schüsse in Wiesbaden: Mann schwer verletzt, Täter flüchtig",19122021_11:43,https://www.sueddeutsche.de/panorama/kriminalitaet-wiesbaden-schuesse-in-wiesbadenmann-schwer-verletzt-taeter-fluechtig-dpa.urn-newsml-dpa-com-20090101-211219-99-440724,Kriminalität - Wiesbaden,dpa,,,19122021,Sueddeutsche,panorama
Spinne in Supermarkt hält Einsatzkräfte auf Trab,19122021_11:42,https://www.sueddeutsche.de/panorama/spinne-in-supermarkt-haelt-einsatzkraefte-auf-trab-1.5491224,,,,"Video
                    
                    
                        Eine Spinne unbekannten Ursprungs hat in einem Supermarkt in Ludwigsburg einen Polizeieinsatz ausgelöst: Polizisten, Feuerwehrleute, ein Spinnenexperte und ein Kammerjäger machten sich zwischen den Regalen auf die Jagd nach dem Achtbeiner.",19122021,Sueddeutsche,panorama
Parteien planen digitalen Wahlkampf: AfD setzt auf Präsenz,19122021_11:39,https://www.sueddeutsche.de/politik/parteien-duesseldorf-parteien-planen-digitalen-wahlkampf-afd-setzt-auf-praesenz-dpa.urn-newsml-dpa-com-20090101-211219-99-439096,Parteien - Düsseldorf,dpa,,,19122021,Sueddeutsche,politik
Uhrwerk unserer Städte,19122021_11:38,https://www.sueddeutsche.de/kultur/richard-rogers-architekt-nachruf-city-of-london-centre-pompidou-1.5491215,"Nachruf auf Richard Rogers, Architekt des Centre Pompidou",,Von Alexander Menden,"Er kehrte das Innere seiner Bauwerke nach außen und stritt für eine menschenfreundliche Urbanität: Der große Demokratisierer unter den Architekten, Richard Rogers, ist tot.
                        
                            Von Alexander Menden",19122021,Sueddeutsche,kultur
