Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page,Kategorie
Singer bringt alten Porsche Turbo auf Touren,09022022_17:02,https://www.sueddeutsche.de/wirtschaft/verkehr-singer-bringt-alten-porsche-turbo-auf-touren-dpa.urn-newsml-dpa-com-20090101-220208-99-32381,Verkehr,dpa,,,10022022,Sueddeutsche,wirtschaft
Regierungschef Hans: Werden beim Impfen nicht nachlassen,09022022_17:02,https://www.sueddeutsche.de/gesundheit/gesundheit-tholey-regierungschef-hans-werden-beim-impfen-nicht-nachlassen-dpa.urn-newsml-dpa-com-20090101-220209-99-51049,Gesundheit - Tholey,dpa,,,10022022,Sueddeutsche,gesundheit
Marokko erwacht wieder,09022022_17:00,https://www.sueddeutsche.de/reise/marokko-hoher-atlas-marrakesch-urlaub-toursimus-1.5523942,Reise,,"Von Astrid Därr, Marrakesch","Das afrikanische Land war vor der Pandemie ein beliebtes Reiseziel, dann machte es zu. Wie erging es da den Menschen, die vom Tourismus leben? Eine Reise nach Marrakesch, zu einer Malerin im Dadès-Tal und einem Chauffeur am Rande der Wüste.
                        
                            Von Astrid Därr, Marrakesch",10022022,Sueddeutsche,reise
Corona-Inzidenz im Südwesten steigt leicht,09022022_16:59,https://www.sueddeutsche.de/gesundheit/gesundheit-stuttgart-corona-inzidenz-im-suedwesten-steigt-leicht-dpa.urn-newsml-dpa-com-20090101-220207-99-18586,Gesundheit - Stuttgart,dpa,,,10022022,Sueddeutsche,gesundheit
Land will Millionen in Wasserstoff-Infrastruktur investieren,09022022_16:56,https://www.sueddeutsche.de/wirtschaft/energie-magdeburg-land-will-millionen-in-wasserstoff-infrastruktur-investieren-dpa.urn-newsml-dpa-com-20090101-220209-99-51013,Energie - Magdeburg,dpa,,,10022022,Sueddeutsche,wirtschaft
Darauf achten bei Immobilienkauf aus Zwangsversteigerung,09022022_16:56,https://www.sueddeutsche.de/wirtschaft/immobilien-darauf-achten-bei-immobilienkauf-aus-zwangsversteigerung-dpa.urn-newsml-dpa-com-20090101-220209-99-50979,Immobilien,dpa,,,10022022,Sueddeutsche,wirtschaft
Wann sollte man das Nudelwasser salzen?,09022022_16:55,https://sz-magazin.sueddeutsche.de/91197,Gruß aus der Küche,,Von Maria Sprenger,"Ein Koch erklärt, ob man das Nudelwasser gleich salzen sollte oder erst wenn es kocht – und wie man die richtige Salzmenge findet.
                        
                            Von Maria Sprenger",10022022,Sueddeutsche,91197
Restlos glücklich,09022022_16:55,https://sz-magazin.sueddeutsche.de/91198,Probier doch mal,,Von Hans Gerlach,"In Vietnam hat sich unser Kochkolumnist in Suppen verliebt, die erst am Tisch gewürzt werden. Bei dieser superschnellen Gemüsesuppe mit Udonnudeln und Koriander-Chili-Garnitur wird das gebrühte Gemüse mitgegessen – und darf nur kochen, bis es den gewünschten Biss hat.
                        
                            Von Hans Gerlach",10022022,Sueddeutsche,91198
"»Wer intuitiv isst, entkommt dem Kreislauf«",09022022_16:55,https://sz-magazin.sueddeutsche.de/91204,Essen und Trinken,,Von Marius Buhl,"In Sachen Ernährung pendeln viele zwischen Schuld und Sühne, »braven« Phasen und »auch schon egal«. Die Ernährungspsychologin Cornelia Fiechtl verrät im Interview, wie man lernt, dauerhaft intuitiv zu essen und mit Hunger-Gelüsten im Alltag umzugehen.
                        
                            Von Marius Buhl",10022022,Sueddeutsche,91204
Zahl der Minijobber wieder gestiegen,09022022_16:53,https://www.sueddeutsche.de/karriere/arbeitsmarkt-zahl-der-minijobber-wieder-gestiegen-dpa.urn-newsml-dpa-com-20090101-220209-99-50824,Arbeitsmarkt,dpa,,,10022022,Sueddeutsche,karriere
Baerbocks neue Frau für das Klima,09022022_16:52,https://www.sueddeutsche.de/politik/baerbocks-neue-frau-fuer-das-klima-1.5525648,,,,"Video
                    
                    
                        Die Berufung von Greenpeace-Chefin Jennifer Morgan zur ""Beauftragten für Internationalen Klimaschutz"" im Auswärtigen Amt stößt auf ein geteiltes Echo.",10022022,Sueddeutsche,politik
Australien erstattet Geld für Working-Holiday-Visum,09022022_16:51,https://www.sueddeutsche.de/leben/tourismus-australien-erstattet-geld-fuer-working-holiday-visum-dpa.urn-newsml-dpa-com-20090101-220209-99-50952,Tourismus,dpa,,,10022022,Sueddeutsche,leben
Ende des gemeinsamen Kampfes,09022022_16:48,https://www.sueddeutsche.de/politik/corona-regeln-bundeslaender-1.5525493,Pandemie,,"Von Boris Herrmann, Kathrin Müller-Lancé, Roland Preuß und Henrike Roßbach","Sowohl bei der Impfpflicht in Gesundheitsberufen als auch bei 2G im Einzelhandel zeigt sich: Die Ampelkoalition kann nicht mehr alle überzeugen. Insbesondere die Union begehrt auf.
                        
                            Von Boris Herrmann, Kathrin Müller-Lancé, Roland Preuß und Henrike Roßbach",10022022,Sueddeutsche,politik
Polizei unterbricht Luftverkehr wegen Vermisstensuche,09022022_16:48,https://www.sueddeutsche.de/panorama/polizei-hamburg-polizei-unterbricht-luftverkehr-wegen-vermisstensuche-dpa.urn-newsml-dpa-com-20090101-220209-99-50929,Polizei - Hamburg,dpa,,,10022022,Sueddeutsche,panorama
CDU hält Umsetzung der Impfpflicht für nicht praktikabel,09022022_16:42,https://www.sueddeutsche.de/politik/landtag-dresden-cdu-haelt-umsetzung-der-impfpflicht-fuer-nicht-praktikabel-dpa.urn-newsml-dpa-com-20090101-220209-99-50554,Landtag - Dresden,dpa,,,10022022,Sueddeutsche,politik
Mehr als 20.000 Infizierte,09022022_16:41,https://www.sueddeutsche.de/muenchen/starnberg/starnberg-corona-tote-1.5167191,Coronavirus-Newsblog im Landkreis Starnberg,,,"Die Zahl der Infizierten steigt um 495 Personen. Die Sieben-Tage-Inzidenz sinkt leicht auf 1853,5.",10022022,Sueddeutsche,muenchen
Autofahrer stirbt bei Zusammenprall mit Sattelzug auf B90,09022022_16:40,https://www.sueddeutsche.de/wirtschaft/verkehr-bad-lobenstein-autofahrer-stirbt-bei-zusammenprall-mit-sattelzug-auf-b90-dpa.urn-newsml-dpa-com-20090101-220209-99-50822,Verkehr - Bad Lobenstein,dpa,,,10022022,Sueddeutsche,wirtschaft
"Thomas Drach nennt Prozess-Vorkehrungen in Köln ""lächerlich""",09022022_16:40,https://www.sueddeutsche.de/panorama/prozesse-koeln-thomas-drach-nennt-prozess-vorkehrungen-in-koeln-laecherlich-dpa.urn-newsml-dpa-com-20090101-220208-99-34246,Prozesse - Köln,dpa,,,10022022,Sueddeutsche,panorama
"14. Staffel von ""Dein Song"" ab Montag im Fernsehen",09022022_16:39,https://www.sueddeutsche.de/kultur/musik-wiesbaden-14-staffel-von-dein-song-ab-montag-im-fernsehen-dpa.urn-newsml-dpa-com-20090101-220209-99-50814,Musik - Wiesbaden,dpa,,,10022022,Sueddeutsche,kultur
Beseitigung von Militäraltlast an Müritz gestartet,09022022_16:38,https://www.sueddeutsche.de/wissen/umwelt-rechlin-beseitigung-von-militaeraltlast-an-mueritz-gestartet-dpa.urn-newsml-dpa-com-20090101-220209-99-50791,Umwelt - Rechlin,dpa,,,10022022,Sueddeutsche,wissen
"Geimpft und getestet zum Karneval: ""Brauchtumszonen""",09022022_16:36,https://www.sueddeutsche.de/gesundheit/gesundheit-koeln-geimpft-und-getestet-zum-karnevalbrauchtumszonen-dpa.urn-newsml-dpa-com-20090101-220209-99-47454,Gesundheit - Köln,dpa,,,10022022,Sueddeutsche,gesundheit
