Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page,Kategorie
Corona-Inzidenz im Hotspot Sachsen steigt weiter,04122021_09:01,https://www.sueddeutsche.de/gesundheit/gesundheit-berlin-corona-inzidenz-im-hotspot-sachsen-steigt-weiter-dpa.urn-newsml-dpa-com-20090101-211204-99-252751,Gesundheit - Berlin,dpa,,,04122021,Sueddeutsche,gesundheit
Bus gerät auf Straßenberme: Rund 20 Fahrgäste eingeschlossen,04122021_09:01,https://www.sueddeutsche.de/panorama/unfaelle-lastrup-bus-geraet-auf-strassenberme-rund-20-fahrgaeste-eingeschlossen-dpa.urn-newsml-dpa-com-20090101-211204-99-252749,Unfälle - Lastrup,dpa,,,04122021,Sueddeutsche,panorama
"Glätte, Frost und Schneeregen in Sachsen erwartet",04122021_09:01,https://www.sueddeutsche.de/panorama/wetter-leipzig-glaette-frost-und-schneeregen-in-sachsen-erwartet-dpa.urn-newsml-dpa-com-20090101-211204-99-252744,Wetter - Leipzig,dpa,,,04122021,Sueddeutsche,panorama
Protest mit Fackeln vor Wohnhaus von Köpping,04122021_09:00,https://www.sueddeutsche.de/panorama/kriminalitaet-grimma-protest-mit-fackeln-vor-wohnhaus-von-koepping-dpa.urn-newsml-dpa-com-20090101-211204-99-252366,Kriminalität - Grimma,dpa,,,04122021,Sueddeutsche,panorama
Corona-Inzidenz in Berlin leicht gesunken,04122021_08:53,https://www.sueddeutsche.de/gesundheit/gesundheit-berlin-corona-inzidenz-in-berlin-leicht-gesunken-dpa.urn-newsml-dpa-com-20090101-211204-99-252704,Gesundheit - Berlin,dpa,,,04122021,Sueddeutsche,gesundheit
Bewohner von Einfamilienhaus bei Brand schwer verletzt,04122021_08:43,https://www.sueddeutsche.de/panorama/braende-emden-bewohner-von-einfamilienhaus-bei-brand-schwer-verletzt-dpa.urn-newsml-dpa-com-20090101-211204-99-252673,Brände - Emden,dpa,,,04122021,Sueddeutsche,panorama
Erste Corona-Kontrollen im Nahverkehr ohne größere Verstöße,04122021_08:41,https://www.sueddeutsche.de/wirtschaft/verkehr-magdeburg-erste-corona-kontrollen-im-nahverkehr-ohne-groessere-verstoesse-dpa.urn-newsml-dpa-com-20090101-211204-99-252668,Verkehr - Magdeburg,dpa,,,04122021,Sueddeutsche,wirtschaft
"""Herausfordernde Zeit"": Wohnungslos in Kälte und Pandemie",04122021_08:37,https://www.sueddeutsche.de/leben/obdachlosigkeit-mannheim-herausfordernde-zeit-wohnungslos-in-kaelte-und-pandemie-dpa.urn-newsml-dpa-com-20090101-211204-99-252136,Obdachlosigkeit - Mannheim,dpa,,,04122021,Sueddeutsche,leben
"Frost, Glätte und Schnee in Sachsen-Anhalt erwartet",04122021_08:34,https://www.sueddeutsche.de/panorama/wetter-magdeburg-frost-glaette-und-schnee-in-sachsen-anhalt-erwartet-dpa.urn-newsml-dpa-com-20090101-211204-99-252630,Wetter - Magdeburg,dpa,,,04122021,Sueddeutsche,panorama
Immer mit der Ruhe,04122021_08:34,https://www.sueddeutsche.de/politik/cdu-parteivorsitz-mitgliederbefragung-1.5479911,CDU,,"Von Robert Roßmann, Berlin","Merz - oder doch lieber Röttgen? Oder gar Braun? Zwei Wochen lang haben 400 000 CDU-Mitglieder nun Zeit, darüber zu befinden, wen sie an der Spitze der Partei sehen wollen.
                        
                            Von Robert Roßmann, Berlin",04122021,Sueddeutsche,politik
Strobl fürchtet Radikalisierung von Protest bei Impfpflicht,04122021_08:34,https://www.sueddeutsche.de/gesundheit/gesundheit-strobl-fuerchtet-radikalisierung-von-protest-bei-impfpflicht-dpa.urn-newsml-dpa-com-20090101-211204-99-251529,Gesundheit,dpa,,,04122021,Sueddeutsche,gesundheit
