Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page,Kategorie
Außenhalle von Restaurant in Flammen: Niemand in Gefahr,22122021_09:09,https://www.sueddeutsche.de/panorama/braende-hamburg-aussenhalle-von-restaurant-in-flammen-niemand-in-gefahr-dpa.urn-newsml-dpa-com-20090101-211222-99-475022,Brände - Hamburg,dpa,,,22122021,Sueddeutsche,panorama
"Geschäftsführer Wehrle: Fan-Ausschluss ""herber Rückschlag""",22122021_09:05,https://www.sueddeutsche.de/sport/fussball-koeln-geschaeftsfuehrer-wehrle-fan-ausschluss-herber-rueckschlag-dpa.urn-newsml-dpa-com-20090101-211222-99-474965,Fußball - Köln,dpa,,,22122021,Sueddeutsche,sport
"Bildungssenatorin: ""Je eher wir verbeamten, desto besser""",22122021_09:03,https://www.sueddeutsche.de/bildung/schulen-berlin-bildungssenatorin-je-eher-wir-verbeamten-desto-besser-dpa.urn-newsml-dpa-com-20090101-211222-99-474913,Schulen - Berlin,dpa,,,22122021,Sueddeutsche,bildung
"""Ich bin dein Mensch"" und Hans Zimmer im Oscar-Rennen",22122021_09:00,https://www.sueddeutsche.de/kultur/film-ich-bin-dein-mensch-und-hans-zimmer-im-oscar-rennen-dpa.urn-newsml-dpa-com-20090101-211222-99-472380,Film,dpa,,,22122021,Sueddeutsche,kultur
Bei Spaniens Weihnachtslotterie geht es um Milliarden,22122021_09:00,https://www.sueddeutsche.de/leben/gluecksspiele-bei-spaniens-weihnachtslotterie-geht-es-um-milliarden-dpa.urn-newsml-dpa-com-20090101-211222-99-472499,Glücksspiele,dpa,,,22122021,Sueddeutsche,leben
Wo über Weihnachten geimpft wird - und wo nicht,22122021_08:59,https://www.sueddeutsche.de/gesundheit/gesundheit-wo-ueber-weihnachten-geimpft-wird-und-wo-nicht-dpa.urn-newsml-dpa-com-20090101-211222-99-472468,Gesundheit,dpa,,,22122021,Sueddeutsche,gesundheit
Wie das Virus mitfeiert,22122021_08:54,https://www.sueddeutsche.de/wissen/coronavirus-weihnachtsfeier-ansteckungsgefahr-1.5493519,Corona,,Video von Laura Terberl und Olivia von Pilgrim,"Video
                    
                    
                        Die strengeren Kontaktbeschränkungen gelten erst nach dem Fest, obwohl sich weiterhin viele Menschen mit dem Coronavirus infizieren. Wie sich das Risiko für die Weihnachtsfeier zumindest grob schätzen lässt.
                        
                            Video von Laura Terberl und Olivia von Pilgrim",22122021,Sueddeutsche,wissen
"Maria Furtwängler erstmals als ""Tatort""-Produzentin",22122021_08:47,https://www.sueddeutsche.de/wirtschaft/medien-maria-furtwaengler-erstmals-als-tatort-produzentin-dpa.urn-newsml-dpa-com-20090101-211222-99-474426,Medien,dpa,,,22122021,Sueddeutsche,wirtschaft
Balkon zum Balkan,22122021_08:44,https://sz-magazin.sueddeutsche.de/hotel-europa/hoteltipp-bulgarien-hotel-dedovite-kashti-91025,Hotel Europa,,Von Nina Vogl,"Stefanovo, findet unsere Autorin, ist das schönste Dorf Bulgariens. Und das Hotel ""Dedovite Kashti"" die perfekte Unterkunft. Egal, was Gäste von der kyrillischen Speisekarte wählen, sie werden es nicht bereuen.
                        
                            Von Nina Vogl",22122021,Sueddeutsche,hotel-europa
"Das neue ""Drei Haselnüsse für Aschenbrödel""",22122021_08:43,https://www.sueddeutsche.de/wirtschaft/medien-das-neue-drei-haselnuesse-fuer-aschenbroedel-dpa.urn-newsml-dpa-com-20090101-211222-99-474434,Medien,dpa,,,22122021,Sueddeutsche,wirtschaft
