Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page
"Mit Haut, Haaren und Hurra",27122021_07:41,https://www.sueddeutsche.de/medien/zwanzigerjahre-ard-serie-julia-von-heinz-kadewe-1.5494668,ARD-Serie,,Von Tanja Rest,"Randvoll mit Jugend, aber der Schrecken der Zwanzigerjahre bleibt dann doch nicht in der Vergangenheit versiegelt: Die neue Serie ""Eldorado KaDeWe - Jetzt ist unsere Zeit"" von der Regisseurin Julia von Heinz unterläuft alle Erwartungen.
                        
                            Von Tanja Rest",27122021,Sueddeutsche
Innenminister schließt höhere Corona-Bußgelder nicht aus,27122021_07:41,https://www.sueddeutsche.de/gesundheit/gesundheit-potsdam-innenminister-schliesst-hoehere-corona-bussgelder-nicht-aus-dpa.urn-newsml-dpa-com-20090101-211227-99-512933,Gesundheit - Potsdam,dpa,,,27122021,Sueddeutsche
"Netzhoppers stehen vor ""zwei Alles-oder-nichts Spielen""",27122021_07:40,https://www.sueddeutsche.de/sport/volleyball-bestensee-netzhoppers-stehen-vor-zwei-alles-oder-nichts-spielen-dpa.urn-newsml-dpa-com-20090101-211227-99-512934,Volleyball - Bestensee,dpa,,,27122021,Sueddeutsche
Glatteis-Unfälle in der Oberpfalz: Autobahn gesperrt,27122021_07:39,https://www.sueddeutsche.de/bayern/unfaelle-weiden-in-der-oberpfalz-glatteis-unfaelle-in-der-oberpfalz-autobahn-gesperrt-dpa.urn-newsml-dpa-com-20090101-211227-99-512903,Unfälle - Weiden in der Oberpfalz,dpa,,,27122021,Sueddeutsche
"""Spider-Man 3"" spielt Milliarde Dollar ein",27122021_07:37,https://www.sueddeutsche.de/kultur/film-spider-man-3-spielt-milliarde-dollar-ein-dpa.urn-newsml-dpa-com-20090101-211227-99-512842,Film,dpa,,,27122021,Sueddeutsche
Einheitsdenkmal zum 3. Oktober 2022 fertig,27122021_07:33,https://www.sueddeutsche.de/kultur/denkmaeler-stemwede-einheitsdenkmal-zum-3-oktober-2022-fertig-dpa.urn-newsml-dpa-com-20090101-211227-99-512854,Denkmäler - Stemwede,dpa,,,27122021,Sueddeutsche
Hermann: Grüne werden nicht in Koalitionsrollen zerrieben,27122021_07:32,https://www.sueddeutsche.de/wirtschaft/verkehr-stuttgart-hermann-gruene-werden-nicht-in-koalitionsrollen-zerrieben-dpa.urn-newsml-dpa-com-20090101-211227-99-512853,Verkehr - Stuttgart,dpa,,,27122021,Sueddeutsche
"Hausbesetzer-Senioren: ""Wir sind immer noch da!""",27122021_07:30,https://www.sueddeutsche.de/politik/demonstrationen-hausbesetzer-senioren-wir-sind-immer-noch-da-dpa.urn-newsml-dpa-com-20090101-211227-99-512844,Demonstrationen,dpa,,,27122021,Sueddeutsche
Auch Andrej Rubljow an Covid-19 erkrankt,27122021_07:26,https://www.sueddeutsche.de/sport/tennis-auch-andrej-rubljow-an-covid-19-erkrankt-dpa.urn-newsml-dpa-com-20090101-211227-99-512824,Tennis,dpa,,,27122021,Sueddeutsche
Geldspenden und Einsatz vor Ort: Hilfen für Flutopfer,27122021_07:22,https://www.sueddeutsche.de/panorama/hochwasser-dresden-geldspenden-und-einsatz-vor-ort-hilfen-fuer-flutopfer-dpa.urn-newsml-dpa-com-20090101-211227-99-512387,Hochwasser - Dresden,dpa,,,27122021,Sueddeutsche
