Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page,Kategorie
Südafrika-Variante in Deutschland angekommen,28112021_09:29,https://www.sueddeutsche.de/panorama/suedafrika-variante-in-deutschland-angekommen-1.5474953,,,,"Video
                    
                    
                        Es handele sich dabei um zwei Personen, die noch vor der Ausweisung Südafrikas als Virusvariantengebiet über den Flughafen München eingereist seien, teilte das Bayerische Staatsministerium für Gesundheit und Pflege mit.",28112021,Sueddeutsche,panorama
Springreiter Nagel verlässt den Stall Moorhof nach 30 Jahren,28112021_09:27,https://www.sueddeutsche.de/sport/pferdesport-holm-springreiter-nagel-verlaesst-den-stall-moorhof-nach-30-jahren-dpa.urn-newsml-dpa-com-20090101-211128-99-173006,Pferdesport - Holm,dpa,,,28112021,Sueddeutsche,sport
BR Volleys feiern gelungene Generalprobe für Königsklasse,28112021_09:24,https://www.sueddeutsche.de/sport/volleyball-lueneburg-br-volleys-feiern-gelungene-generalprobe-fuer-koenigsklasse-dpa.urn-newsml-dpa-com-20090101-211127-99-168091,Volleyball - Lüneburg,dpa,,,28112021,Sueddeutsche,sport
Dresdens Kampf gegen Widerstände: Broll platzt der Kragen,28112021_09:22,https://www.sueddeutsche.de/sport/fussball-regensburg-dresdens-kampf-gegen-widerstaende-broll-platzt-der-kragen-dpa.urn-newsml-dpa-com-20090101-211128-99-172971,Fußball - Regensburg,dpa,,,28112021,Sueddeutsche,sport
26.500 Euro Schaden bei Verkehrsunfall in Fulda,28112021_09:20,https://www.sueddeutsche.de/panorama/unfaelle-fulda-26500-euro-schaden-bei-verkehrsunfall-in-fulda-dpa.urn-newsml-dpa-com-20090101-211128-99-172953,Unfälle - Fulda,dpa,,,28112021,Sueddeutsche,panorama
"""Pandemieadvent"": Bischof macht Hoffnung auf bessere Zeiten",28112021_09:19,https://www.sueddeutsche.de/bayern/religion-nuernberg-pandemieadvent-bischof-macht-hoffnung-auf-bessere-zeiten-dpa.urn-newsml-dpa-com-20090101-211128-99-172936,Religion - Nürnberg,dpa,,,28112021,Sueddeutsche,bayern
"WTA-Chef bekräftigt ""tiefe Sorge"" um Chinesin Peng Shuai",28112021_09:19,https://www.sueddeutsche.de/sport/tennis-wta-chef-bekraeftigt-tiefe-sorge-um-chinesin-peng-shuai-dpa.urn-newsml-dpa-com-20090101-211128-99-172929,Tennis,dpa,,,28112021,Sueddeutsche,sport
Küchenbrand in Schöneberg: 16 Anwohner in BVG-Bus betreut,28112021_09:18,https://www.sueddeutsche.de/panorama/braende-berlin-kuechenbrand-in-schoeneberg-16-anwohner-in-bvg-bus-betreut-dpa.urn-newsml-dpa-com-20090101-211128-99-172932,Brände - Berlin,dpa,,,28112021,Sueddeutsche,panorama
Elternrat kritisiert fehlenden Distanzunterricht,28112021_09:12,https://www.sueddeutsche.de/gesundheit/gesundheit-potsdam-elternrat-kritisiert-fehlenden-distanzunterricht-dpa.urn-newsml-dpa-com-20090101-211127-99-162321,Gesundheit - Potsdam,dpa,,,28112021,Sueddeutsche,gesundheit
Weniger Einbürgerungen in Brandenburg,28112021_09:12,https://www.sueddeutsche.de/politik/kommunen-potsdam-weniger-einbuergerungen-in-brandenburg-dpa.urn-newsml-dpa-com-20090101-211127-99-161959,Kommunen - Potsdam,dpa,,,28112021,Sueddeutsche,politik
