Titel,URL,Date_Info,News_page,Kategorie,author
Konjunktur: US-Notenbank lässt Leitzins unangetastet,https://www.spiegel.de/wirtschaft/konjunktur-us-notenbank-laesst-leitzins-unangetastet-a-03aabbef-ffdc-4928-af5f-4c69c629962e,26012022_20:16 ,Spiegel,wirtschaft,
Rechte Szene in Sachsen-Anhalt: »Zweifel an der Eignung« – Justizangestellte erhält Betretungsverbot in JVA,https://www.spiegel.de/panorama/justiz/sachsen-anhalt-justizangestellte-erhaelt-betretungsverbot-in-jva-a-6d56ceab-4775-471e-87e7-817391f3b7d3,26012022_20:14 ,Spiegel,panorama,
Londons Haltung im Russland-Konflikt: Auf die harte Tour,https://www.spiegel.de/ausland/grossbritannien-im-ukraine-konflikt-auf-die-harte-tour-a-cba8ff0d-dac3-408a-b8b8-199483ec6258,26012022_20:06 ,Spiegel,ausland,"Von Jörg Schindler, London"
Super-Regeneration: Wissenschaftler lassen Frosch amputiertes Bein nachwachsen,https://www.spiegel.de/wissenschaft/natur/froesche-wissenschaftler-lassen-amputiertes-bein-nachwachsen-a-d0bc0199-b36d-4b57-8a5a-54c46a7e1cfe,26012022_20:00 ,Spiegel,wissenschaft,
Halbfinalistin Collins bei den Australian Open: Den größten Feind hat sie besiegt,https://www.spiegel.de/sport/tennis/danielle-collins-bei-den-australian-open-den-groessten-feind-hat-sie-besiegt-a-66141989-bc44-474f-830e-21b0446bd1de,26012022_19:56 ,Spiegel,sport,Von Klaus Bellstedt
Münchner Missbrauchsgutachten: Was Benedikt XVI. vorgeworfen wird – und wie er darauf reagierte,https://www.spiegel.de/panorama/gesellschaft/benedikt-xvi-was-dem-emeritierten-papst-im-muenchner-missbrauchsgutachten-vorgeworfen-wird-a-c5daa5a2-de70-4f30-ad7e-3fbced2feeab,26012022_19:37 ,Spiegel,panorama,Von Florian Pütz
Repräsentative Wahlstatistik: Die letzten Geheimnisse der Bundestagswahl 2021,https://www.spiegel.de/politik/deutschland/repraesentative-wahlstatistik-was-sie-noch-nicht-ueber-die-bundestagswahl-2021-wussten-a-12106d08-d98f-45ca-ac95-94cb58ae41b1,26012022_19:30 ,Spiegel,politik,Von Kevin Frese und Marcel Pauly
Reitsport: Staatsanwaltschaft ermittelt gegen Olympiasieger Beerbaum,https://www.spiegel.de/sport/ludger-beerbaum-staatsanwaltschaft-ermittelt-gegen-springreit-olympiasieger-a-068c577b-cd13-4d9c-a48f-8ae6a63ca9e2,26012022_19:27 ,Spiegel,sport,
Bundesverfassungsgericht: AfD scheitert mit Angriff auf 2G-plus-Regelung im Bundestag,https://www.spiegel.de/politik/deutschland/bundesverfassungsgericht-afd-verliert-klage-gegen-2g-plus-regelung-im-bundestag-a-493fa7f3-2e10-4f1a-8050-6296b7d1af34,26012022_19:23 ,Spiegel,politik,
Kriegsgefahr in Osteuropa: Nato antwortet Russland auf geforderte Sicherheitsgarantien,https://www.spiegel.de/ausland/ukraine-krise-nato-antwortet-russland-auf-geforderte-sicherheitsgarantien-a-d8334eeb-c64d-4b7e-bedd-9fc59332eff9,26012022_19:15 ,Spiegel,ausland,
Coronaeinschränkungen im Bundestag: Diskriminiert die 2G-plus-Regel ungeimpfte Abgeordnete?,https://www.spiegel.de/politik/deutschland/corona-im-bundestag-diskriminiert-die-2g-plus-regel-ungeimpfte-abgeordnete-a-dc97c1cc-2faa-4ca8-8a0e-44f3c248facc,26012022_19:04 ,Spiegel,politik,Ein Interview von Marc Röhlig
US Supreme Court: Liberaler Richter Breyer will offenbar in Ruhestand gehen,https://www.spiegel.de/ausland/supreme-court-liberaler-richter-stephen-breyer-will-offenbar-in-ruhestand-gehen-a-3b6d140c-ed2b-48cb-acb1-67de5ddf2f19,26012022_18:52 ,Spiegel,ausland,
Holocaust-Gedenkrednerin Inge Auerbacher: »Für Hass bin ich nicht am Leben geblieben«,https://www.spiegel.de/geschichte/holocaust-ueberlebende-inge-auerbacher-fuer-hass-bin-ich-nicht-am-leben-geblieben-a-63a95898-d6d6-4f0a-a04c-6f9e07d31bc4,26012022_18:50 ,Spiegel,geschichte,Von René Schlott
Frühere Entlassung von Straftätern: Aktivisten verklagen Bundespräsidialamt auf Auskunft zu Begnadigungen,https://www.spiegel.de/politik/deutschland/begnadigungen-aktivisten-verklagen-bundespraesidialamt-auf-auskunft-a-053a59cb-bd6f-4c43-ac89-c45fee9342fc,26012022_18:44 ,Spiegel,politik,
Urteil am Münchner Landgericht: Mann vergewaltigte Tochter 271 Mal – mehr als zehn Jahre Haft,https://www.spiegel.de/panorama/justiz/landgericht-muenchen-mann-vergewaltigte-tochter-271-mal-mehr-als-zehn-jahre-haft-a-acdf69e5-6238-4df9-8db2-7a938e3228e9,26012022_18:30 ,Spiegel,panorama,
Kölner Rentner löst Sammlung auf: Wohin mit 5000 Deko-Schweinen?,https://www.spiegel.de/panorama/koeln-rudolf-lausberg-loest-sammlung-auf-wohin-mit-5000-deko-schweinen-a-7a3b5227-409a-4528-9b14-bf72fe6902cb,26012022_18:26 ,Spiegel,panorama,"Von Armin Himmelrath, Köln"
DFB-Strategie im Jugendfußball: Lieber leichtere Bälle als ein Kopfballverbot,https://www.spiegel.de/sport/fussball/kopfball-strategie-im-jugendfussball-lieber-leichtere-baelle-als-ein-kopfballverbot-a-ed96fa23-53ed-44eb-b2de-fc8e4a7248f9,26012022_18:26 ,Spiegel,sport,
»Partygate«-Debatte im Unterhaus: Großbritannien braucht Boris Johnson – behauptet Boris Johnson,https://www.spiegel.de/ausland/grossbritannien-braucht-boris-johnson-behauptet-boris-johnson-a-1987c9b9-d3a3-4cdf-9313-c5fdfa2a82c4,26012022_18:18 ,Spiegel,ausland,
Erdgas: Nord Stream 2 gründet deutsches Tochterunternehmen,https://www.spiegel.de/wirtschaft/nord-stream-2-gruendet-deutsches-tochterunternehmen-a-68bf5760-56d4-405b-8d5d-af00f26f8bf3,26012022_18:12 ,Spiegel,wirtschaft,
Tödliche Attacke an der Universität: Was über den Täter von Heidelberg bekannt ist,https://www.spiegel.de/panorama/justiz/heidelberg-toedliche-attacke-an-der-universitaet-was-ueber-den-taeter-bekannt-ist-a-6066ae83-27ff-45c7-bd6d-d150fd4e5aca,26012022_18:03 ,Spiegel,panorama,"Von Wolf Wiedmann-Schmidt, Birte Bredow, Julia Jüttner und Sven Röbel"
Die Lage am Abend: Die Spritze fürs Gefühl,https://www.spiegel.de/politik/deutschland/news-des-tages-corona-impfpflicht-katholische-kirche-autobahnraser-a-74ac2cc9-db4b-479c-96cf-3187f17fc980,26012022_18:02 ,Spiegel,politik,
Bayern-Vorstandschef Kahn: Der Vulkan speit kein Feuer mehr,https://www.spiegel.de/sport/fussball/fc-bayern-vorstand-oliver-kahn-aus-dem-vulkan-ist-ein-politiker-geworden-a-8998c77d-075a-4d94-80c3-ed25d82e7a47,26012022_17:58 ,Spiegel,sport,Von Peter Ahrens
Deutscher Sonderweg beim Genesenenstatus: Lauterbach will Drei-Monats-Regel nicht verlängern – massive Kritik,https://www.spiegel.de/politik/deutschland/coronavirus-karl-lauterbach-will-drei-monats-regel-fuer-genesenenstatus-beibehalten-a-8c921542-bf93-47e1-be69-b4c9f8eb5a15,26012022_17:57 ,Spiegel,politik,
"Klage gegen Anti-Hass-Gesetz: TikTok wehrt sich dagegen, massenhaft Nutzerdaten ans BKA zu melden",https://www.spiegel.de/netzwelt/netzpolitik/netzdg-tiktok-wehrt-sich-dagegen-nutzerdaten-ans-bka-zu-melden-a-41c99419-6e21-4968-af26-0fdf4c438f63,26012022_17:39 ,Spiegel,netzwelt,Von Max Hoppenstedt
"US-Regierung über Wladimir Putin: »Alles deutet darauf hin, dass er militärische Gewalt anwenden wird«",https://www.spiegel.de/ausland/ukraine-us-regierung-rechnet-mit-baldigem-angriff-russlands-a-4c389a8d-3f05-4241-85e1-8aadb8f2cfe1,26012022_17:33 ,Spiegel,ausland,
Doppelte Weltfußballerin Alexia Putellas: Barcelonas Star der Stunde ist eine Frau,https://www.spiegel.de/sport/fussball/alexia-putellas-sie-versoehnt-den-fc-barcelona-mit-sich-selbst-a-48931834-c6be-4382-a3f1-1c31d7dbfe33,26012022_17:31 ,Spiegel,sport,"Von Florian Haupt, Barcelona"
»Orange Is the New Black«-Darstellerin: US-Schauspielerin Kathryn Kates ist tot,https://www.spiegel.de/kultur/tv/kathryn-kates-orange-is-the-new-black-darstellerin-ist-tot-a-10937452-8a96-4408-9124-464345666d6e,26012022_17:24 ,Spiegel,kultur,
Bundestagsdebatte: Union wirft Lauterbach Versteckspiel bei Impfpflicht vor,https://www.spiegel.de/politik/deutschland/impfpflicht-debatte-unionspolitiker-wirft-karl-lauterbach-versteckspiel-vor-a-ca4f148d-965d-4941-b643-4a129105297d,26012022_17:19 ,Spiegel,politik,
