Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page
Skispringerin Kramer siegt zum Auftakt - Althaus Fünfte,2021-11-26 17:20:00,https://www.sueddeutsche.de/sport/skispringen-skispringerin-kramer-siegt-zum-auftakt-althaus-fuenfte-dpa.urn-newsml-dpa-com-20090101-211126-99-157188,Skispringen,dpa,,,26112021,Sueddeutsche
Mann hält 50 Reptilien: Feuerwehr entdeckt Lianen in Wohnung,2021-11-26 17:16:00,https://www.sueddeutsche.de/leben/tiere-hagen-mann-haelt-50-reptilien-feuerwehr-entdeckt-lianen-in-wohnung-dpa.urn-newsml-dpa-com-20090101-211126-99-157195,Tiere - Hagen,dpa,,,26112021,Sueddeutsche
Polizist soll Razzia verraten haben: Wegen Hunden,2021-11-26 17:15:00,https://www.sueddeutsche.de/panorama/kriminalitaet-duesseldorf-polizist-soll-razzia-verraten-habenwegen-hunden-dpa.urn-newsml-dpa-com-20090101-211126-99-153667,Kriminalität - Düsseldorf,dpa,,,26112021,Sueddeutsche
Keine Schulschließungen in NRW: Maskenfreiheit auf Prüfstand,2021-11-26 17:14:00,https://www.sueddeutsche.de/politik/regierung-duesseldorf-keine-schulschliessungen-in-nrw-maskenfreiheit-auf-pruefstand-dpa.urn-newsml-dpa-com-20090101-211126-99-151761,Regierung - Düsseldorf,dpa,,,26112021,Sueddeutsche
Bilder des Tages,2021-11-26 17:14:00,https://www.sueddeutsche.de/kultur/fotografie-bilder-des-tages-dpa.urn-newsml-dpa-com-20090101-211126-99-147408,Fotografie,dpa,,,26112021,Sueddeutsche
Impfungen für Kinder ab 20. Dezember,2021-11-26 17:14:00,https://www.sueddeutsche.de/muenchen/landkreismuenchen/landkreis-muenchen-corona-news-inzidenz-weihnachtsmaerkte-impfstoff-moderna-1.4850845,Newsblog zum Coronavirus im Landkreis München,,Von SZ-Autoren,"Das Gesundheitsamt bereitet Impfungen für Kinder ab fünf Jahren vor. Landratsamt und Hilfsdienste suchen dringend Personal für die Impfstationen und mobilen Impfteams.
                        
                            Von SZ-Autoren",26112021,Sueddeutsche
"RKI-Chef sieht Virusvariante mit ""großer Sorge""",2021-11-26 17:14:00,https://www.sueddeutsche.de/politik/coronavirus-neue-variante-suedafrika-1.5474592,Corona-Pandemie,,Von Christina Berndt und Claudia Henzler,"EU-Länder stellen Flüge aus Südafrika ein. Biontech prüft, ob sein Impfstoff gegen den neuen Erreger wirkt.
                        
                            Von Christina Berndt und Claudia Henzler",26112021,Sueddeutsche
Ministerium: Bund rationiert auch Impfstoff von Moderna,2021-11-26 17:14:00,https://www.sueddeutsche.de/gesundheit/gesundheit-stuttgart-ministerium-bund-rationiert-auch-impfstoff-von-moderna-dpa.urn-newsml-dpa-com-20090101-211126-99-152706,Gesundheit - Stuttgart,dpa,,,26112021,Sueddeutsche
Erste Impfstellen in Schleswig-Holstein gestartet,2021-11-26 17:13:00,https://www.sueddeutsche.de/gesundheit/gesundheit-eutin-erste-impfstellen-in-schleswig-holstein-gestartet-dpa.urn-newsml-dpa-com-20090101-211126-99-157055,Gesundheit - Eutin,dpa,,,26112021,Sueddeutsche
18-Jähriger stirbt bei Autounfall: Frau schwer verletzt,2021-11-26 17:13:00,https://www.sueddeutsche.de/wirtschaft/verkehr-kenn-18-jaehriger-stirbt-bei-autounfall-frau-schwer-verletzt-dpa.urn-newsml-dpa-com-20090101-211126-99-157163,Verkehr - Kenn,dpa,,,26112021,Sueddeutsche
Schluss mit lässig,2021-11-26 17:13:00,https://www.sueddeutsche.de/politik/berlin-schluss-mit-laessig-1.5469867,Berlin,,,SZ-Korrespondent Jan Heidtmann wuchs im Westen der Stadt auf. Vom beliebten Hauptstadt-Bashing hält er gar nichts: Genörgel von Besserwissern! Die Wahlpannen freilich gehen selbst ihm zu weit.,26112021,Sueddeutsche
Lagarde: Inflation wird sich wieder abschwächen,2021-11-26 17:11:00,https://www.sueddeutsche.de/wirtschaft/ezb-lagarde-inflation-wird-sich-wieder-abschwaechen-dpa.urn-newsml-dpa-com-20090101-211126-99-156757,EZB,dpa,,,26112021,Sueddeutsche
Zeit der Zärtlichkeit,2021-11-26 17:11:00,https://www.sueddeutsche.de/kultur/werbung-penny-corona-pandemie-einzelhandel-1.5474504,Werbung,,Von Max Scharnigg,"Was die Bundesregierung nicht schafft in diesen Wochen, kriegt der Discounter Penny hin: Uns da abzuholen, wo wir stehen. Nämlich am Abgrund.
                        
                            Von Max Scharnigg",26112021,Sueddeutsche
Lübecker Museum will Kunstgegenstände aus Afrika zurückgeben,2021-11-26 17:11:00,https://www.sueddeutsche.de/kultur/museen-luebeck-luebecker-museum-will-kunstgegenstaende-aus-afrika-zurueckgeben-dpa.urn-newsml-dpa-com-20090101-211126-99-157056,Museen - Lübeck,dpa,,,26112021,Sueddeutsche
Fliegerbombe im Zentrum von Mayen gefunden,2021-11-26 17:11:00,https://www.sueddeutsche.de/panorama/notfaelle-mayen-fliegerbombe-im-zentrum-von-mayen-gefunden-dpa.urn-newsml-dpa-com-20090101-211126-99-154883,Notfälle - Mayen,dpa,,,26112021,Sueddeutsche
Aiwanger: Bund muss schnellstens Impfstoff liefern,2021-11-26 17:10:00,https://www.sueddeutsche.de/bayern/gesundheit-muenchen-aiwanger-bund-muss-schnellstens-impfstoff-liefern-dpa.urn-newsml-dpa-com-20090101-211126-99-157120,Gesundheit - München,dpa,,,26112021,Sueddeutsche
Polizei unterstützt bei 3G-Kontrollen in Bussen und Bahnen,2021-11-26 17:10:00,https://www.sueddeutsche.de/wirtschaft/verkehr-kiel-polizei-unterstuetzt-bei-3g-kontrollen-in-bussen-und-bahnen-dpa.urn-newsml-dpa-com-20090101-211126-99-157057,Verkehr - Kiel,dpa,,,26112021,Sueddeutsche
