Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page,Kategorie
Europarat: Vertragsverletzungsverfahren gegen Türkei,03122021_08:44,https://www.sueddeutsche.de/politik/europarat-europarat-vertragsverletzungsverfahren-gegen-tuerkei-dpa.urn-newsml-dpa-com-20090101-211203-99-240111,Europarat,dpa,,,03122021,Sueddeutsche,politik
"Fabrik, Gefängnis, Geheimarchiv",03122021_08:43,https://www.sueddeutsche.de/panorama/berlin-gefaengnis-architektur-kunst-zweiter-weltkrieg-1.5477983,Architektur,,Von Lars Klaaßen,"Die Villa Heike in Berlin hat eine bewegte Geschichte. Dann drohte die Immobilie zu verfallen - bis ein Berliner Architekt auf Ebay Unterstützer suchte und Neues schuf.
                        
                            Von Lars Klaaßen",03122021,Sueddeutsche,panorama
Mutmaßliche Einbrecher mit Unterkühlung,03122021_08:42,https://www.sueddeutsche.de/panorama/kriminalitaet-salzmuende-mutmassliche-einbrecher-mit-unterkuehlung-dpa.urn-newsml-dpa-com-20090101-211203-99-240276,Kriminalität - Salzmünde,dpa,,,03122021,Sueddeutsche,panorama
August von Finck ist tot,03122021_08:41,https://www.sueddeutsche.de/muenchen/muenchen-august-von-finck-tod-1.5479320,Münchner Unternehmer,,,Der Milliardär August von Finck ist im Alter von 91 Jahren gestorben. Der Münchner fiel als Unternehmer auf - und als Parteispender.,03122021,Sueddeutsche,muenchen
Ungar gewinnt Eis-Weltmeisterschaft,03122021_08:38,https://www.sueddeutsche.de/leben/essen-trinken-budapest-fazekas-cukraszda-ice-cream-shop-ungar-gewinnt-eis-weltmeisterschaft-dpa.urn-newsml-dpa-com-20090101-211203-99-240226,Essen & Trinken - Budapest fazekas cukraszda ice cream shop,dpa,,,03122021,Sueddeutsche,leben
Woidke: Dramatik der Corona-Lage nicht von allen verstanden,03122021_08:37,https://www.sueddeutsche.de/gesundheit/gesundheit-potsdam-woidke-dramatik-der-corona-lage-nicht-von-allen-verstanden-dpa.urn-newsml-dpa-com-20090101-211203-99-240197,Gesundheit - Potsdam,dpa,,,03122021,Sueddeutsche,gesundheit
Bidens lassen Weihnachtsbaum am Weißen Haus erstrahlen,03122021_08:36,https://www.sueddeutsche.de/kultur/brauchtum-bidens-lassen-weihnachtsbaum-am-weissen-haus-erstrahlen-dpa.urn-newsml-dpa-com-20090101-211203-99-237315,Brauchtum,dpa,,,03122021,Sueddeutsche,kultur
Ministerin Schmitt sieht 2G-Regel im Handel kritisch,03122021_08:35,https://www.sueddeutsche.de/gesundheit/gesundheit-mainz-ministerin-schmitt-sieht-2g-regel-im-handel-kritisch-dpa.urn-newsml-dpa-com-20090101-211203-99-240065,Gesundheit - Mainz,dpa,,,03122021,Sueddeutsche,gesundheit
"Klaus Allofs: ""Impfen wird am Ende die Lösung sein""",03122021_08:33,https://www.sueddeutsche.de/sport/fussball-klaus-allofs-impfen-wird-am-ende-die-loesung-sein-dpa.urn-newsml-dpa-com-20090101-211203-99-240078,Fußball,dpa,,,03122021,Sueddeutsche,sport
Fußgänger auf A4 angefahren und tödlich verletzt,03122021_08:33,https://www.sueddeutsche.de/panorama/unfaelle-bautzen-fussgaenger-auf-a4-angefahren-und-toedlich-verletzt-dpa.urn-newsml-dpa-com-20090101-211203-99-240157,Unfälle - Bautzen,dpa,,,03122021,Sueddeutsche,panorama
