Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page
Mehr als 370 Taifun-Opfer auf den Philippinen,20122021_13:54,https://www.sueddeutsche.de/panorama/wetter-mehr-als-370-taifun-opfer-auf-den-philippinen-dpa.urn-newsml-dpa-com-20090101-211220-99-448414,Wetter,dpa,,,20122021,Sueddeutsche
FCI: Corona-Impfung auch Kriterium bei neuen Spielern,20122021_13:53,https://www.sueddeutsche.de/bayern/fussball-ingolstadt-fci-corona-impfung-auch-kriterium-bei-neuen-spielern-dpa.urn-newsml-dpa-com-20090101-211220-99-453935,Fußball - Ingolstadt,dpa,,,20122021,Sueddeutsche
Kinder bekamen Moderna-Impfstoff: Eltern erstatten Anzeige,20122021_13:52,https://www.sueddeutsche.de/gesundheit/gesundheit-attendorn-kinder-bekamen-moderna-impfstoff-eltern-erstatten-anzeige-dpa.urn-newsml-dpa-com-20090101-211220-99-450507,Gesundheit - Attendorn,dpa,,,20122021,Sueddeutsche
Bilder des Tages,20122021_13:52,https://www.sueddeutsche.de/kultur/fotografie-bilder-des-tages-dpa.urn-newsml-dpa-com-20090101-211219-99-446928,Fotografie,dpa,,,20122021,Sueddeutsche
Bayern im CL-Viertelfinale gegen PSG: Halbfinale gegen Lyon?,20122021_13:52,https://www.sueddeutsche.de/bayern/fussball-wolfsburg-bayern-im-cl-viertelfinale-gegen-psg-halbfinale-gegen-lyon-dpa.urn-newsml-dpa-com-20090101-211220-99-453912,Fußball - Wolfsburg,dpa,,,20122021,Sueddeutsche
Taxifahrerin auf A1 durch Messerstich in Oberarm verletzt,20122021_13:51,https://www.sueddeutsche.de/panorama/kriminalitaet-gremersdorf-taxifahrerin-auf-a1-durch-messerstich-in-oberarm-verletzt-dpa.urn-newsml-dpa-com-20090101-211220-99-453906,Kriminalität - Gremersdorf,dpa,,,20122021,Sueddeutsche
Mehr Geld für Berliner Kitas vereinbart,20122021_13:49,https://www.sueddeutsche.de/bildung/kindergaerten-berlin-mehr-geld-fuer-berliner-kitas-vereinbart-dpa.urn-newsml-dpa-com-20090101-211220-99-453734,Kindergärten - Berlin,dpa,,,20122021,Sueddeutsche
Malaysia: Tote und Vermisste bei Überschwemmungen,20122021_13:48,https://www.sueddeutsche.de/panorama/wetter-malaysia-tote-und-vermisste-bei-ueberschwemmungen-dpa.urn-newsml-dpa-com-20090101-211220-99-449644,Wetter,dpa,,,20122021,Sueddeutsche
Vekehrsunfall: Einjähriges Kind schwer verletzt,20122021_12:47,https://www.sueddeutsche.de/panorama/unfaelle-berlin-vekehrsunfall-einjaehriges-kind-schwer-verletzt-dpa.urn-newsml-dpa-com-20090101-211220-99-453735,Unfälle - Berlin,dpa,,,20122021,Sueddeutsche
Statistiker suchen Familien für Zeittagebuch,20122021_12:47,https://www.sueddeutsche.de/service/statistik-hannover-statistiker-suchen-familien-fuer-zeittagebuch-dpa.urn-newsml-dpa-com-20090101-211220-99-453881,Statistik - Hannover,dpa,,,20122021,Sueddeutsche
