Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page,Kategorie
Moskau verbietet Deutsche Welle: Büro muss schließen,03022022_18:26,https://www.sueddeutsche.de/wirtschaft/medien-moskau-verbietet-deutsche-welle-buero-muss-schliessen-dpa.urn-newsml-dpa-com-20090101-220203-99-962376,Medien,dpa,,,04022022,Sueddeutsche,wirtschaft
Lunte am Pulverfass: Brexit-Streit um Nordirland eskaliert,03022022_18:22,https://www.sueddeutsche.de/politik/eu-lunte-am-pulverfass-brexit-streit-um-nordirland-eskaliert-dpa.urn-newsml-dpa-com-20090101-220203-99-957999,EU,dpa,,,04022022,Sueddeutsche,politik
"Bernal nach Unfall: ""Fast 20 gebrochene Knochen...""",03022022_18:16,https://www.sueddeutsche.de/sport/radsport-bernal-nach-unfall-fast-20-gebrochene-knochen-dpa.urn-newsml-dpa-com-20090101-220203-99-955041,Radsport,dpa,,,04022022,Sueddeutsche,sport
Synodaler Weg: Katholische Kirche sucht Erneuerung,03022022_18:15,https://www.sueddeutsche.de/politik/synodaler-weg-katholische-kirche-sucht-erneuerung-1.5521646,,,,"Video
                    
                    
                        Der Vorsitzende der Deutschen Bischofskonferenz erklärte, er sei dankbar für die neuen Stimmen in Richtung Ehe und Priesteramt. Zuletzt hatte Kardinal Marx den Zölibat für Priester in einem Interview infrage gestellt.",04022022,Sueddeutsche,politik
"""Vorübergehend"" geschlossen",03022022_18:13,https://www.sueddeutsche.de/muenchen/muenchen-clubs-disco-corona-lockdown-1.5520716,Kultur in der Krise,,Von Martin Pfnür,"Abgesehen von der kurzen Öffnungs- und Hoffnungsphase im Herbst verharren die Münchner Clubs seit rund zwei Jahren im Stillstand. Wie lange noch kann das so weitergehen? Ein Stimmungsbild.
                        
                            Von Martin Pfnür",04022022,Sueddeutsche,muenchen
Was der Bruch des Protokolls bedeutet,03022022_18:06,https://www.sueddeutsche.de/politik/brexit-nordirland-ruecktritt-nordirland-protokoll-1.5521401,Nordirland,,"Von Björn Finke, Brüssel, und Michael Neudecker, London","Boris Johnson hat immer eins versprochen: dass er den Brexit durchzieht. Das ist lange nicht geschafft, wie sich jetzt zeigt: Nordirland stoppt die Grenzkontrollen in der Irischen See - und wirft damit eine ungelöste Frage wieder auf.
                        
                            Von Björn Finke, Brüssel, und Michael Neudecker, London",04022022,Sueddeutsche,politik
Nordirischer Regierungschef tritt zurück,03022022_18:05,https://www.sueddeutsche.de/politik/nordirland-paul-givan-ruecktritt-grossbritannien-1.5521041,Großbritannien,,,Aus Protest gegen Brexit-Regeln für Nordirland stellt Paul Givan sein Amt zur Verfügung. Die ohnehin fragile Einheitsregierung steht damit vor dem Aus.,04022022,Sueddeutsche,politik
Frankfurt meldet mehr registrierte Corona-Fälle als 2021,03022022_18:00,https://www.sueddeutsche.de/gesundheit/gesundheit-frankfurt-am-main-frankfurt-meldet-mehr-registrierte-corona-faelle-als-2021-dpa.urn-newsml-dpa-com-20090101-220203-99-966306,Gesundheit - Frankfurt am Main,dpa,,,04022022,Sueddeutsche,gesundheit
Schülerin versprüht Reizgas in der Aula,03022022_17:58,https://www.sueddeutsche.de/bayern/reizgas-schule-kinder-verletzt-1.5521374,Ingolstadt,,,,04022022,Sueddeutsche,bayern
Die Debatte über den Standort wird immer skurriler,03022022_17:58,https://www.sueddeutsche.de/bayern/nuernberg-bund-naturschutz-ice-werkstaetten-bahn-hafen-1.5521406,ICE-Werk in Nürnberg,,"Von Uwe Ritzer, Nürnberg","Exklusiv
                    
                    
                        Statt Wald zu roden, soll der Hafen teils zugeschüttet werden, fordert der Bund Naturschutz. Und lässt dabei die Konsequenzen für Wirtschaft und Umwelt außer acht.
                        
                            Von Uwe Ritzer, Nürnberg",04022022,Sueddeutsche,bayern
