Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page,Kategorie
Dax erholt sich vom schwachen Start in die Weihnachtswoche,21122021_12:15,https://www.sueddeutsche.de/wirtschaft/boersen-dax-erholt-sich-vom-schwachen-start-in-die-weihnachtswoche-dpa.urn-newsml-dpa-com-20090101-211221-99-461946,Börsen,dpa,,,21122021,Sueddeutsche,wirtschaft
Markus Merk tritt in Kaiserslautern zurück,21122021_12:14,https://www.sueddeutsche.de/sport/fussball-markus-merk-tritt-in-kaiserslautern-zurueck-1.5492850,Fußball,,Meldungen im Sportticker,"Der Ex-Schiedsrichter verabschiedet sich beim Drittligisten aus allen Ämtern. Ex-Bayern-Profi Rafinha hat einen neuen Klub. Cacau äußert sich in Rassismus-Debatte. 
                        
                            Meldungen im Sportticker",21122021,Sueddeutsche,sport
Giffey neue Regierende Bürgermeisterin von Berlin,21122021_12:12,https://www.sueddeutsche.de/politik/parteien-giffey-neue-regierende-buergermeisterin-von-berlin-dpa.urn-newsml-dpa-com-20090101-211221-99-459783,Parteien,dpa,,,21122021,Sueddeutsche,politik
New York wappnet sich für Omikron,21122021_12:11,https://www.sueddeutsche.de/panorama/new-york-wappnet-sich-fuer-omikron-1.5492868,,,,"Video
                    
                    
                        Noch plant der ""Big Apple"" mit Touristen zum Jahreswechsel. Ob das klappt, ist jedoch völlig offen.",21122021,Sueddeutsche,panorama
"Wahrscheinlichkeit einer ""Oasis""-Reunion: 80 Prozent",21122021_12:10,https://www.sueddeutsche.de/kultur/popkolumne-oasis-abba-wet-leg-1.5492684,Popkolumne,,Von Max Fellman,"Behauptet zumindest das beste neue Spiel für dunkle Winterabende. Ein bisschen gute Musik gibt es trotz Weihnachten außerdem auch noch.
                        
                            Von Max Fellman",21122021,Sueddeutsche,kultur
Trotz Einreisehürden: Österreich setzt auf gute Wintersaison,21122021_12:10,https://www.sueddeutsche.de/bayern/tourismus-wien-trotz-einreisehuerden-oesterreich-setzt-auf-gute-wintersaison-dpa.urn-newsml-dpa-com-20090101-211221-99-463968,Tourismus - Wien,dpa,,,21122021,Sueddeutsche,bayern
"2200 neue Bahner in Sachsen, Sachsen-Anhalt und Thüringen",21122021_12:07,https://www.sueddeutsche.de/wirtschaft/transport-leipzig-2200-neue-bahner-in-sachsen-sachsen-anhalt-und-thueringen-dpa.urn-newsml-dpa-com-20090101-211221-99-464030,Transport - Leipzig,dpa,,,21122021,Sueddeutsche,wirtschaft
Weihnachten im Heiligen Land ohne Touristen,21122021_12:06,https://www.sueddeutsche.de/kultur/brauchtum-weihnachten-im-heiligen-land-ohne-touristen-dpa.urn-newsml-dpa-com-20090101-211221-99-462746,Brauchtum,dpa,,,21122021,Sueddeutsche,kultur
Türkei stemmt sich gegen Lira-Verfall - Währung wertet auf,21122021_12:05,https://www.sueddeutsche.de/wirtschaft/waehrung-tuerkei-stemmt-sich-gegen-lira-verfall-waehrung-wertet-auf-dpa.urn-newsml-dpa-com-20090101-211221-99-459308,Währung,dpa,,,21122021,Sueddeutsche,wirtschaft
SC Paderborn verlängert mit Torhüter Huth bis 2024,21122021_12:05,https://www.sueddeutsche.de/sport/fussball-sc-paderborn-verlaengert-mit-torhueter-huth-bis-2024-dpa.urn-newsml-dpa-com-20090101-211221-99-463988,Fußball,dpa,,,21122021,Sueddeutsche,sport
