Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page
Zwei Verkehrsunfälle mit fünf Verletzten bei Dreieich,27012022_04:34,https://www.sueddeutsche.de/wirtschaft/verkehr-dreieich-zwei-verkehrsunfaelle-mit-fuenf-verletzten-bei-dreieich-dpa.urn-newsml-dpa-com-20090101-220127-99-866744,Verkehr - Dreieich,dpa,,,27012022,Sueddeutsche
Zwei Jahre Pandemie: eine Bilanz in Zahlen,27012022_04:31,https://www.sueddeutsche.de/wissen/corona-coronavirus-deutschland-pandemie-inzidenz-1.5514960,Coronavirus,,"Von Markus Hametner, Sören Müller-Hansen und David Wünschel","Am 27. Januar 2020 wurde der erste Corona-Fall in Deutschland nachgewiesen. Was hat das Virus seitdem angerichtet? Ein Überblick in Karten und Grafiken.
                        
                            Von Markus Hametner, Sören Müller-Hansen und David Wünschel",27012022,Sueddeutsche
Welche Filme sich lohnen - und welche nicht,27012022_04:30,https://www.sueddeutsche.de/kultur/filmstarts-kino-streaming-1.5515560,Neu in Kino & Streaming,,Von den SZ-Kritikern,"Die tolle Komödie ""Licorice Pizza"" erzählt von einer wilden Liebesgeschichte im L.A. der Siebziger - die Doku ""Monobloc"" vom berühmten Plastikstuhl. Die Starts der Woche in Kürze.
                        
                            Von den SZ-Kritikern",27012022,Sueddeutsche
Verletzter Jugendlicher nach Wohnungsbrand in Oberursel,27012022_04:30,https://www.sueddeutsche.de/panorama/braende-weisskirchen-verletzter-jugendlicher-nach-wohnungsbrand-in-oberursel-dpa.urn-newsml-dpa-com-20090101-220127-99-866699,Brände - Weißkirchen,dpa,,,27012022,Sueddeutsche
Repliken-Ausstellung über Streetart-Künstler Banksy startet,27012022_04:30,https://www.sueddeutsche.de/kultur/ausstellungen-erfurt-repliken-ausstellung-ueber-streetart-kuenstler-banksy-startet-dpa.urn-newsml-dpa-com-20090101-220126-99-862203,Ausstellungen - Erfurt,dpa,,,27012022,Sueddeutsche
Die Kehrtwende des Alexander Lukaschenko,27012022_04:27,https://www.sueddeutsche.de/politik/belarus-ukraine-russland-lukaschenko-krieg-1.5515802,Krise um die Ukraine,,Von Frank Nienhuysen,"Belarus hat lange die Ukraine unterstützt, doch jetzt ist es fest mit Russland verbündet. Das vergrößert die Sorgen in Kiew und Washington.
                        
                            Von Frank Nienhuysen",27012022,Sueddeutsche
Frauen zahlen beim Friseur mehr: Geht auch anders,27012022_04:27,https://www.sueddeutsche.de/wirtschaft/dienstleistungen-berlin-frauen-zahlen-beim-friseur-mehr-geht-auch-anders-dpa.urn-newsml-dpa-com-20090101-220127-99-866680,Dienstleistungen - Berlin,dpa,,,27012022,Sueddeutsche
Darum greift ein Finanzinvestor nach der Schufa,27012022_04:25,https://www.sueddeutsche.de/wirtschaft/schufa-verkauf-datenschutz-eqt-1.5515737,Auskunftei,,"Von Jan Diesteldorf, Meike Schreiber und Nils Wischmeyer","Wem gehört die umstrittene Auskunftei? Der Bieterkampf um die Schufa steht kurz vor der Entscheidung - und die wird Millionen Deutsche betreffen.
                        
                            Von Jan Diesteldorf, Meike Schreiber und Nils Wischmeyer",27012022,Sueddeutsche
Erbschaftsteuer-Nacherhebung: Brandenburg befreit Firmen,27012022_04:25,https://www.sueddeutsche.de/politik/steuern-potsdam-erbschaftsteuer-nacherhebung-brandenburg-befreit-firmen-dpa.urn-newsml-dpa-com-20090101-220127-99-866667,Steuern - Potsdam,dpa,,,27012022,Sueddeutsche
Comeback einer Kämpferin,27012022_04:23,https://www.sueddeutsche.de/politik/nahles-bundesagentur-fuer-arbeit-comeback-1.5515828,Andrea Nahles,,"Von Mike Szymanski, Berlin","Andrea Nahles kehrt zurück auf die große Bühne, als Chefin der Bundesagentur für Arbeit - Deutschlands umfangreichster Behörde. Die SPD hatte ihrer früheren Vorsitzenden 2019 einen harten Abschied beschert. Nun winkt die Chance einer Versöhnung.
                        
                            Von Mike Szymanski, Berlin",27012022,Sueddeutsche
