Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page
13 verletzte Einsatzkräfte bei Corona-Demo in Mannheim,21122021_09:01,https://www.sueddeutsche.de/panorama/13-verletzte-einsatzkraefte-bei-corona-demo-in-mannheim-1.5492697,,,,"Video
                    
                    
                        Bei gewaltsamen Auseinandersetzungen während einer unangemeldeten Demonstration gegen Corona-Maßnahmen sind in Mannheim nach Polizeiangaben 13 Einsatzkräfte verletzt worden.",21122021,Sueddeutsche
"Was, wenn der Trainer nicht geimpft ist?",21122021_09:01,https://www.sueddeutsche.de/leben/familientrio-erziehung-impfung-1.5489275,Erziehung,,,"Viele Eltern würden ihre Kinder gerne wieder zum Sport schicken, machen sich aber Sorgen, dass sie sich dort infizieren, wenn andere Kinder oder der Trainer ungeimpft sind. Das Familientrio gibt Tipps.",21122021,Sueddeutsche
Straßen aus Joghurtbechern,21122021_08:58,https://www.sueddeutsche.de/wirtschaft/nachhaltigkeit-strassenbau-plastikmuell-recycling-1.5487311,Nachhaltigkeit,,Von Gabriela Beck,"Fahrbahnmodule aus recyceltem Plastikmüll könnten den Straßenbau einfacher und nachhaltiger machen - wären da nicht noch ein paar Probleme.
                        
                            Von Gabriela Beck",21122021,Sueddeutsche
Oberbayerin gewinnt knapp eine Million Euro im Lotto,21122021_08:58,https://www.sueddeutsche.de/bayern/buntes-muenchen-oberbayerin-gewinnt-knapp-eine-million-euro-im-lotto-dpa.urn-newsml-dpa-com-20090101-211221-99-462304,Buntes - München,dpa,,,21122021,Sueddeutsche
Leichter Rückgang der Corona-Neuinfektionszahlen in Bayern,21122021_08:57,https://www.sueddeutsche.de/bayern/gesundheit-muenchen-leichter-rueckgang-der-corona-neuinfektionszahlen-in-bayern-dpa.urn-newsml-dpa-com-20090101-211221-99-462289,Gesundheit - München,dpa,,,21122021,Sueddeutsche
"Zehn Leute um den Weihnachtsbaum, alle geboostert. Geht das?",21122021_08:55,https://sz-magazin.sueddeutsche.de/gesundheit/corona-weihnachten-ferien-silvester-alltag-expertinnen-verhalten-91052,Corona und Weihnachten,,Interview von Marius Buhl,"Wie verhält man sich an den Weihnachtstagen und an Silvester korrekt? Wie viele Gäste sind zu viel? Und was ist mit dem Skiurlaub? Die Virologinnen Sandra Ciesek und Ulrike Protzer sowie die Infektiologin Marylyn Addo geben 18 klare Handlungsempfehlungen.
                        
                            Interview von Marius Buhl",21122021,Sueddeutsche
Kräftiges Auftragsplus für Wohnungsbau im Norden,21122021_08:55,https://www.sueddeutsche.de/wirtschaft/bau-kiel-kraeftiges-auftragsplus-fuer-wohnungsbau-im-norden-dpa.urn-newsml-dpa-com-20090101-211221-99-462279,Bau - Kiel,dpa,,,21122021,Sueddeutsche
Sinkende Corona-Inzidenz in Sachsen-Anhalt,21122021_08:53,https://www.sueddeutsche.de/gesundheit/gesundheit-berlin-sinkende-corona-inzidenz-in-sachsen-anhalt-dpa.urn-newsml-dpa-com-20090101-211221-99-462266,Gesundheit - Berlin,dpa,,,21122021,Sueddeutsche
Kältewelle zieht über Nordindien,21122021_08:52,https://www.sueddeutsche.de/panorama/kaeltewelle-zieht-ueber-nordindien-1.5492692,,,,"Video
                    
                    
                        In der Region um die Hauptstadt Neu-Delhi helfen sich die Menschen derzeit mit Tee und Lagerfeuer gegen die Kälte.",21122021,Sueddeutsche
Ex-Herthaner Rekdal neuer Trainer von Rosenborg Trondheim,21122021_08:52,https://www.sueddeutsche.de/sport/fussball-trondheim-ex-herthaner-rekdal-neuer-trainer-von-rosenborg-trondheim-dpa.urn-newsml-dpa-com-20090101-211221-99-462244,Fußball - Trondheim,dpa,,,21122021,Sueddeutsche
