Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page
Berlinale trotz Corona,09022022_20:40,https://www.sueddeutsche.de/kultur/berlinale-trotz-corona-1.5525700,,,,"Video
                    
                    
                        Mit der Berlinale beginnt an diesem Donnerstag eines der größten Filmfestivals der Welt.",09022022,Sueddeutsche
Im Licht der Erinnerung,09022022_20:39,https://www.sueddeutsche.de/muenchen/olympische-spiele-1972-gedenken-anschlag-1.5525696,"""Zwölf Monate - Zwölf Namen""",,Von Joachim Mölter und Anita Naujokat,"Beim Gedenken an die Ermordeten des Olympia-Attentats von 1972 steht im Februar das einzige deutsche Opfer im Mittelpunkt: der bayerische Polizist Anton Fliegerbauer.
                        
                            Von Joachim Mölter und Anita Naujokat",09022022,Sueddeutsche
"Lkw verwüstet Wohnstraße - ""Sieht aus wie nach einem Krieg""",09022022_20:39,https://www.sueddeutsche.de/wirtschaft/verkehr-lkw-verwuestet-wohnstrasse-sieht-aus-wie-nach-einem-krieg-dpa.urn-newsml-dpa-com-20090101-220208-99-37416,Verkehr,dpa,,,09022022,Sueddeutsche
Magdeburgs Handballer weiter auf Titelkurs,09022022_20:30,https://www.sueddeutsche.de/sport/handball-magdeburgs-handballer-weiter-auf-titelkurs-dpa.urn-newsml-dpa-com-20090101-220209-99-52231,Handball,dpa,,,09022022,Sueddeutsche
Streeck: Fokus auf wissenschaftlich begründete Maßnahmen,09022022_20:30,https://www.sueddeutsche.de/gesundheit/gesundheit-bonn-streeck-fokus-auf-wissenschaftlich-begruendete-massnahmen-dpa.urn-newsml-dpa-com-20090101-220209-99-52267,Gesundheit - Bonn,dpa,,,09022022,Sueddeutsche
PCR-Tests nur nach positivem Schnelltest,09022022_20:29,https://www.sueddeutsche.de/panorama/pcr-tests-nur-nach-positivem-schnelltest-1.5525698,,,,"Video
                    
                    
                        Die Omikron-Welle mit täglich Zig-Tausenden Neuansteckungen bringt Labortests an die Grenzen. Daher sollen künftig Schwerpunkte gelten.",09022022,Sueddeutsche
Bilder des Tages,09022022_20:27,https://www.sueddeutsche.de/kultur/fotografie-bilder-des-tages-dpa.urn-newsml-dpa-com-20090101-220208-99-37349,Fotografie,dpa,,,09022022,Sueddeutsche
Leipziger Handballer melden sich mit Sieg in Balingen zurück,09022022_20:20,https://www.sueddeutsche.de/sport/handball-leipzig-leipziger-handballer-melden-sich-mit-sieg-in-balingen-zurueck-dpa.urn-newsml-dpa-com-20090101-220209-99-52235,Handball - Leipzig,dpa,,,09022022,Sueddeutsche
SC Magdeburg schlägt GWD Minden auch in der Liga,09022022_20:18,https://www.sueddeutsche.de/sport/handball-magdeburg-sc-magdeburg-schlaegt-gwd-minden-auch-in-der-liga-dpa.urn-newsml-dpa-com-20090101-220209-99-52179,Handball - Magdeburg,dpa,,,09022022,Sueddeutsche
Baerbock will neuen Schwung für Nahost-Friedensprozess,09022022_20:16,https://www.sueddeutsche.de/politik/bundesregierung-baerbock-will-neuen-schwung-fuer-nahost-friedensprozess-dpa.urn-newsml-dpa-com-20090101-220209-99-44186,Bundesregierung,dpa,,,09022022,Sueddeutsche
Ein grüner Coup,09022022_20:14,https://www.sueddeutsche.de/politik/aussenministerium-greenpeace-jennifer-morgan-1.5525532,Klimapolitik,,"Von Michael Bauchmüller, Berlin","Außenministerin Annalena Baerbock will Greenpeace-Chefin Jennifer Morgan zur Staatssekretärin machen. Die Amerikanerin gilt als eine begehrte Gesprächspartnerin in der globalen Klimadiplomatie. Was bedeutet das für die deutsche Klimapolitik?
                        
                            Von Michael Bauchmüller, Berlin",09022022,Sueddeutsche
Produktion bei Tesla verzögert sich weiter,09022022_20:04,https://www.sueddeutsche.de/wirtschaft/fehlende-genehmigungen-produktion-bei-tesla-verzoegert-sich-weiter-1.5525686,Fehlende Genehmigungen,,,,09022022,Sueddeutsche
