Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page
"""Ich merke, wenn jemand einsam ist""",23122021_08:59,https://www.sueddeutsche.de/panorama/corona-intensivstation-stuttgart-angehoerigenbetreuer-1.5493115,Coronavirus,,"Von Christina Kunkel, Stuttgart","Fast 200 Tote, unzählige für immer Gezeichnete. Und einer, der den Familien viel zu oft schlechte Nachrichten überbringen muss. Unterwegs mit Michael Kloss, Angehörigenbetreuer auf der Corona-Intensivstation des Stuttgarter Klinikums.
                        
                            Von Christina Kunkel, Stuttgart",23122021,Sueddeutsche
Corona-Update: Inzidenz erneut leicht gesunken,23122021_08:58,https://www.sueddeutsche.de/panorama/corona-update-inzidenz-erneut-leicht-gesunken-1.5494541,,,,"Video
                    
                    
                        Die bundesweite Sieben-Tage-Inzidenz ist im Vergleich zum Vortag gesunken. Das Robert Koch-Institut (RKI) gab den Wert der Neuinfektionen pro 100 000 Einwohner und Woche am Donnerstagmorgen mit 280,3 an.",23122021,Sueddeutsche
Wechsel von City-Stürmer Torres zum FC Barcelona perfekt,23122021_08:58,https://www.sueddeutsche.de/sport/fussball-wechsel-von-city-stuermer-torres-zum-fc-barcelona-perfekt-dpa.urn-newsml-dpa-com-20090101-211223-99-486958,Fußball,dpa,,,23122021,Sueddeutsche
Putins Waffen von gestern,23122021_08:57,https://www.sueddeutsche.de/meinung/russland-putin-sowjetunion-unabhaengigkeit-ukraine-1.5494070,Russland,,Kommentar von Frank Nienhuysen,"Meinung
                    
                    
                        Mit Säbelrasseln versucht Russland seine selbstbewusst gewordene Nachbarschaft wieder einzufangen. Doch mit Einschüchterung lässt sich ein zerbrochenes Imperium nicht kitten.
                        
                            Kommentar von Frank Nienhuysen",23122021,Sueddeutsche
Die innere Leere,23122021_08:57,https://www.sueddeutsche.de/leben/ladekabel-smartphone-iphone-stecker-aufladen-1.5493833,Familie,,Von Christian Mayer,"Wo ist das verdammte Ladekabel? Diese Frage kann Familien an den Rand des Wahnsinns treiben. Eine kleine Entladung aus gegebenem Anlass.
                        
                            Von Christian Mayer",23122021,Sueddeutsche
Das Wunder von Mailand,23122021_08:56,https://www.sueddeutsche.de/stil/panettone-food-trends-italienische-kueche-backen-mailand-weihnachtsgebaeck-1.5494222,Tradition,,Von Anne Goebel,"Nationalheiligtum? Mindestens. Um kein Gebäck wird in Italien mehr Aufhebens gemacht und lustvoller gestritten als um den Festtagskuchen Panettone. Zu Besuch bei Vincenzo Santoro, dessen Backwerk verehrt wird wie kein anderes. 
                        
                            Von Anne Goebel",23122021,Sueddeutsche
Das Tier in dir,23122021_08:54,https://www.sueddeutsche.de/leben/fleisch-ernaehrung-vegan-vegetarisch-weihnachten-essen-1.5494303,Ernährung,,Essay von Werner Bartens,"Meinung
                    
                    
                        Immer mehr Deutsche wollen Vegetarier und Veganer sein. Aber bei vielen anderen siegt dann doch die Fleischeslust. Über den neuen Moralismus in Ernährungsfragen. 
                        
                            Essay von Werner Bartens",23122021,Sueddeutsche
Halle in Industriepark Ludwigsfelde brennt,23122021_08:53,https://www.sueddeutsche.de/panorama/braende-ludwigsfelde-halle-in-industriepark-ludwigsfelde-brennt-dpa.urn-newsml-dpa-com-20090101-211223-99-486982,Brände - Ludwigsfelde,dpa,,,23122021,Sueddeutsche
Nun auch in Frankreich: 27. Platzverweis für Ramos,23122021_08:52,https://www.sueddeutsche.de/sport/fussball-nun-auch-in-frankreich-27-platzverweis-fuer-ramos-dpa.urn-newsml-dpa-com-20090101-211223-99-486957,Fußball,dpa,,,23122021,Sueddeutsche
Drei Menschen in Berlin-Spandau attackiert: Schwer verletzt,23122021_08:52,https://www.sueddeutsche.de/panorama/kriminalitaet-berlin-drei-menschen-in-berlin-spandau-attackiertschwer-verletzt-dpa.urn-newsml-dpa-com-20090101-211223-99-486983,Kriminalität - Berlin,dpa,,,23122021,Sueddeutsche
Die Sache mit den Weihnachtspullis,23122021_08:52,https://www.sueddeutsche.de/stil/bescherung-mode-aldi-adidas-1.5494281,Ladies & Gentlemen,,Von Julia Werner und Max Scharnigg,"Viel Polyamid und schön bunt, das genügte in den letzten Jahren als Witz unterm Weihnachtsbaum. Neuerdings muss aber auch noch ein Markenname in den Textilunfall verwickelt sein.
                        
                            Von Julia Werner und Max Scharnigg",23122021,Sueddeutsche
Messerstiche vor Kieler Lokal: Dreieinhalb Jahre Haft,23122021_08:44,https://www.sueddeutsche.de/panorama/prozesse-kiel-messerstiche-vor-kieler-lokal-dreieinhalb-jahre-haft-dpa.urn-newsml-dpa-com-20090101-211222-99-481064,Prozesse - Kiel,dpa,,,23122021,Sueddeutsche
Medizincheck absolviert: Brobbey-Leihe zu Ajax fast perfekt,23122021_08:42,https://www.sueddeutsche.de/sport/fussball-leipzig-medizincheck-absolviert-brobbey-leihe-zu-ajax-fast-perfekt-dpa.urn-newsml-dpa-com-20090101-211223-99-486866,Fußball - Leipzig,dpa,,,23122021,Sueddeutsche
Mützenich kritisiert Kubicki für Äußerungen zur Impfpflicht,23122021_08:38,https://www.sueddeutsche.de/politik/corona-aktuell-muetzenich-kubicki-rki-1.5491952,Coronavirus in Deutschland,,Nachrichten aus Deutschland,"Der SPD-Fraktionschef sagt, Politiker sollten ""nicht zusätzlich Öl ins Feuer gießen"". Die Debatte sei schon aufgeheizt genug. Die Sieben-Tage-Inzidenz sinkt weiter.
                        
                            Nachrichten aus Deutschland",23122021,Sueddeutsche
"Mehr als 35.000 ""Christkinder"" leben in NRW",23122021_08:37,https://www.sueddeutsche.de/leben/bevoelkerung-duesseldorf-mehr-als-35000-christkinder-leben-in-nrw-dpa.urn-newsml-dpa-com-20090101-211223-99-486816,Bevölkerung - Düsseldorf,dpa,,,23122021,Sueddeutsche
Landtag: Abgeordneten-Zwischenrufe aus dem Internet ahnden,23122021_08:35,https://www.sueddeutsche.de/politik/landtag-duesseldorf-landtag-abgeordneten-zwischenrufe-aus-dem-internet-ahnden-dpa.urn-newsml-dpa-com-20090101-211223-99-485098,Landtag - Düsseldorf,dpa,,,23122021,Sueddeutsche
Sommer der Verzweiflung,23122021_08:34,https://www.sueddeutsche.de/kultur/frau-im-dunkeln-the-lost-daughter-maggie-gyllenhaal-rezension-1.5494114,"""Frau im Dunkeln - The Lost Daughter"" im Kino",,Von Annett Scheffel,"Die Bestsellerautorin Elena Ferrante hat der Schauspielerin Maggie Gyllenhaal einen ihrer komplexen Romane anvertraut. Die macht aus ""Frau im Dunkeln"" ein subtiles und genaues Regiedebüt.
                        
                            Von Annett Scheffel",23122021,Sueddeutsche
Wie ein Neunauge am Flussgrund,23122021_08:34,https://www.sueddeutsche.de/kultur/drive-my-car-ryusuke-hamaguchi-rezension-1.5494025,"""Drive my Car"" von Ryūsuke Hamaguchi im Kino",,Von Fritz Göttler,"Ein Film, der uns umarmt: ""Drive my Car"" von Ryūsuke Hamaguchi, der japanische Oscar-Kandidat, erkundet auf langen Autofahrten die Macht des Zuhörens.
                        
                            Von Fritz Göttler",23122021,Sueddeutsche
Zweiter Leipzig-Profi beim Afrika-Cup: Haidara nominiert,23122021_08:34,https://www.sueddeutsche.de/sport/fussball-leipzig-zweiter-leipzig-profi-beim-afrika-cup-haidara-nominiert-dpa.urn-newsml-dpa-com-20090101-211223-99-486788,Fußball - Leipzig,dpa,,,23122021,Sueddeutsche
Industrialisierung in der Bronzezeit,23122021_08:30,https://www.sueddeutsche.de/wissen/archaeologie-bronzezeit-braunkohle-griechenland-tiryns-1.5493942,Archäologie,,Von Hans Holzhaider,"Archäologen haben in Griechenland den frühesten Beleg für die Verwendung von Braunkohle entdeckt. Schon vor mehr als 3000 Jahren ermöglichte der Brennstoff wohl eine Art Massenproduktion.
                        
                            Von Hans Holzhaider",23122021,Sueddeutsche
"""Schwierige Phase"": Netzhoppers fehlt der ""Spaß zur Zeit""",23122021_08:30,https://www.sueddeutsche.de/sport/volleyball-bestensee-schwierige-phase-netzhoppers-fehlt-der-spass-zur-zeit-dpa.urn-newsml-dpa-com-20090101-211223-99-486774,Volleyball - Bestensee,dpa,,,23122021,Sueddeutsche
