Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page,Kategorie
Salarich überrascht sie alle,27022022_14:12,https://www.sueddeutsche.de/sport/weltcup-gudiberg-garmisch-partenkirchen-salarich-kristoffersen-1.5537796,Slalom-Weltcup in Garmisch-Partenkirchen,,"Von Gerald Kleffmann, Garmisch-Partenkirchen","Beim Doppelerfolg des Norwegers Henrik Kristoffersen erkämpft sich der Münchner Linus Straßer die Ränge sechs und drei. Die Überraschung des Wochenendes am Gudiberg ist aber ein Spanier.
                        
                            Von Gerald Kleffmann, Garmisch-Partenkirchen",27022022,Sueddeutsche,sport
In Fürstenfeldbruck läuft weitere Ukraine-Hilfsaktion an,27022022_14:10,https://www.sueddeutsche.de/muenchen/fuerstenfeldbruck/fuerstenfeldbruck-ukraine-ukraine-hilfe-transport-spenden-1.5537793,Die nächste Privatinitiative,,"Von Stefan Salger, Fürstenfeldbruck","Zwei Freunde sammeln dringend benötigte Sachen wie Verbandsmaterial, Medikamente und Hygieneartikel. Der Transport soll am Montag starten.
                        
                            Von Stefan Salger, Fürstenfeldbruck",27022022,Sueddeutsche,muenchen
Wüst nimmt an Friedensdemonstration in Köln teil,27022022_14:10,https://www.sueddeutsche.de/kultur/brauchtum-koeln-wuest-nimmt-an-friedensdemonstration-in-koeln-teil-dpa.urn-newsml-dpa-com-20090101-220227-99-310495,Brauchtum - Köln,dpa,,,27022022,Sueddeutsche,kultur
Eher stiller Protest gegen Krieg in der Ukraine,27022022_14:02,https://www.sueddeutsche.de/politik/demonstrationen-frankfurt-am-main-eher-stiller-protest-gegen-krieg-in-der-ukraine-dpa.urn-newsml-dpa-com-20090101-220227-99-310413,Demonstrationen - Frankfurt am Main,dpa,,,27022022,Sueddeutsche,politik
"""Kinder zeigen viel weniger Nebenwirkungen""",27022022_14:01,https://www.sueddeutsche.de/muenchen/dachau/kinder-impfung-landkreis-dachau-1.5537552,Landkreis Dachau,,"Von Shafia Khawaja, Dachau","Seit Mitte Dezember können auch Kinder ab fünf Jahren geimpft werden. War die Nachfrage anfangs noch groß, muss die Kinderärztin Andrea Nestler mittlerweile immer häufiger Impfstoff wegschmeißen.
                        
                            Von Shafia Khawaja, Dachau",27022022,Sueddeutsche,muenchen
Verstand trifft auf Gefühl,27022022_14:01,https://www.sueddeutsche.de/sport/football-league-cup-england-fc-liverpool-fc-chelsea-juergen-klopp-thomas-tuchel-1.5537165,Tuchel gegen Klopp im Finale,,"Von Sven Haist, London","Thomas Tuchel und Jürgen Klopp messen sich im englischen Cupfinale - mit Klubs, die ihr Naturell abbilden: Chelsea die Ratio, Liverpool die Leidenschaft.
                        
                            Von Sven Haist, London",27022022,Sueddeutsche,sport
Unbekannte Täter rauben Mann aus und verletzen ihn schwer,27022022_14:00,https://www.sueddeutsche.de/panorama/kriminalitaet-hannover-unbekannte-taeter-rauben-mann-aus-und-verletzen-ihn-schwer-dpa.urn-newsml-dpa-com-20090101-220227-99-310389,Kriminalität - Hannover,dpa,,,27022022,Sueddeutsche,panorama
"""Ich möchte, dass dieser Krieg aufhört""",27022022_13:59,https://www.sueddeutsche.de/panorama/anna-netrebko-promis-promi-news-anke-engelke-1.5537763,Leute,,,"Anna Netrebko plädiert für Frieden, Anke Engelke für das Analoge und Kenneth Branagh für eine ""einfache Zufriedenheit"".",27022022,Sueddeutsche,panorama
Behinderungen auf der A1: Verkehrschaos aber ausgeblieben,27022022_13:59,https://www.sueddeutsche.de/wirtschaft/verkehr-hamburg-behinderungen-auf-der-a1-verkehrschaos-aber-ausgeblieben-dpa.urn-newsml-dpa-com-20090101-220226-99-298413,Verkehr - Hamburg,dpa,,,27022022,Sueddeutsche,wirtschaft
"Gib Gummi, Ladendieb",27022022_13:58,https://www.sueddeutsche.de/panorama/kondome-diebstahl-stuttgart-jugendlicher-1.5537020,"SZ-Kolumne ""Bester Dinge""",,Von Violetta Simon,"In Stuttgart klaut ein 16-Jähriger Kondome. Die schützen vor Schwangerschaft und Krankheiten. Manchmal sorgen sie aber auch für peinliche Momente.
                        
                            Von Violetta Simon",27022022,Sueddeutsche,panorama
