Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page
BKA-Chef nennt tödliche Schüsse auf Polizisten unbegreiflich,01022022_05:24,https://www.sueddeutsche.de/panorama/kriminalitaet-berlin-bka-chef-nennt-toedliche-schuesse-auf-polizisten-unbegreiflich-dpa.urn-newsml-dpa-com-20090101-220201-99-924695,Kriminalität - Berlin,dpa,,,01022022,Sueddeutsche
Einbrecher zwei Mal auf frischer Tat ertappt,01022022_05:23,https://www.sueddeutsche.de/panorama/kriminalitaet-sankt-ingbert-einbrecher-zwei-mal-auf-frischer-tat-ertappt-dpa.urn-newsml-dpa-com-20090101-220201-99-924696,Kriminalität - Sankt Ingbert,dpa,,,01022022,Sueddeutsche
Farbenfrohe Primeln nachgefragt: Saison des Frühblühers,01022022_05:22,https://www.sueddeutsche.de/panorama/wetter-heiden-farbenfrohe-primeln-nachgefragt-saison-des-fruehbluehers-dpa.urn-newsml-dpa-com-20090101-220201-99-924688,Wetter - Heiden,dpa,,,01022022,Sueddeutsche
Gefälligst lächeln,01022022_05:22,https://www.sueddeutsche.de/medien/australien-grace-tame-murdoch-medien-1.5518831,Australische Presse,,Von Lisa Oppermann,"Die Debatte um die Mimik einer ""Me Too""-Aktivistin sagt viel über die australische Medienlandschaft aus.
                        
                            Von Lisa Oppermann",01022022,Sueddeutsche
Schlittenfahren ohne Helm ist wie Fahrradfahren ohne Helm,01022022_05:21,https://www.sueddeutsche.de/gesundheit/schlitten-rodeln-helm-verletzungen-1.5518829,Bergsport,,Von Kristina Kobl,"Vielerorts ist Neuschnee angesagt. Schlittenfahrer stürmen die Pisten - und verunglücken schnell. Dabei sind viele Verletzungen vermeidbar.
                        
                            Von Kristina Kobl",01022022,Sueddeutsche
Bericht: Weniger Chancen mit Haupt- und Realschulabschluss,01022022_05:20,https://www.sueddeutsche.de/bildung/schulen-duesseldorf-bericht-weniger-chancen-mit-haupt-und-realschulabschluss-dpa.urn-newsml-dpa-com-20090101-220201-99-924690,Schulen - Düsseldorf,dpa,,,01022022,Sueddeutsche
Pfleger im Maßregelvollzug für Zulage und mehr Anerkennung,01022022_05:18,https://www.sueddeutsche.de/leben/soziales-hannover-pfleger-im-massregelvollzug-fuer-zulage-und-mehr-anerkennung-dpa.urn-newsml-dpa-com-20090101-220201-99-924684,Soziales - Hannover,dpa,,,01022022,Sueddeutsche
Bundesamt warnt vor Sturmflut an der Nordseeküste,01022022_05:17,https://www.sueddeutsche.de/panorama/wetter-hamburg-bundesamt-warnt-vor-sturmflut-an-der-nordseekueste-dpa.urn-newsml-dpa-com-20090101-220201-99-924686,Wetter - Hamburg,dpa,,,01022022,Sueddeutsche
Proteste gegen Corona-Politik und Gegen-Demos,01022022_05:16,https://www.sueddeutsche.de/politik/demonstrationen-hannover-proteste-gegen-corona-politik-und-gegen-demos-dpa.urn-newsml-dpa-com-20090101-220131-99-922149,Demonstrationen - Hannover,dpa,,,01022022,Sueddeutsche
79-Jähriger fährt mit Auto gegen Baum: Schwer verletzt,01022022_05:16,https://www.sueddeutsche.de/panorama/unfaelle-hohne-79-jaehriger-faehrt-mit-auto-gegen-baum-schwer-verletzt-dpa.urn-newsml-dpa-com-20090101-220131-99-922576,Unfälle - Hohne,dpa,,,01022022,Sueddeutsche
