Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page,Kategorie
"""Es braucht Jahre, bis man eine Hauptfigur spielen kann""",06022022_11:58,https://www.sueddeutsche.de/muenchen/wolfratshausen/marionettentheater-bad-toelz-mitspieler-gesucht-puppen-handwerk-kunst-buehne-erwachsene-kinder-1.5519401,Marionettentheater in Bad Tölz,,Von Petra Schneider,"1000 handgefertigte Puppen gehören zum Repertoire des renommierten Tölzer Marionettentheaters, doch nur acht Spieler haben die Fäden in der Hand. Über eine Kunst, die für ihr Überleben nicht nur moderne Technik braucht, sondern auch neue Fans hinter der Bühne.
                        
                            Von Petra Schneider",06022022,Sueddeutsche,muenchen
Kontrolle über Fahrzeug verloren: Kinder und Senior verletzt,06022022_11:56,https://www.sueddeutsche.de/wirtschaft/verkehr-bad-tabarz-kontrolle-ueber-fahrzeug-verloren-kinder-und-senior-verletzt-dpa.urn-newsml-dpa-com-20090101-220206-99-998781,Verkehr - Bad Tabarz,dpa,,,06022022,Sueddeutsche,wirtschaft
Werben um den Pflege-Nachwuchs,06022022_11:56,https://www.sueddeutsche.de/muenchen/muenchen-job-berater-pflege-ausbildung-1.5521763,Pflegekräftemangel,,Von Nicole Graner,"Auch in München fehlen Pflegekräfte, aber was dagegen tun? In der Stadt setzt man auf kreative Lösungsansätze: von der Simualtionspuppe bis zum ""Café Plege"". 
                        
                            Von Nicole Graner",06022022,Sueddeutsche,muenchen
Schalke und Bremen setzen sich oben fest,06022022_11:55,https://www.sueddeutsche.de/sport/fussball-schalke-und-bremen-setzen-sich-oben-fest-dpa.urn-newsml-dpa-com-20090101-220206-99-998736,Fußball,dpa,,,06022022,Sueddeutsche,sport
Feuer in Mehrfamilienhaus: Verdacht der Brandstiftung,06022022_11:54,https://www.sueddeutsche.de/panorama/braende-stralsund-feuer-in-mehrfamilienhaus-verdacht-der-brandstiftung-dpa.urn-newsml-dpa-com-20090101-220206-99-998741,Brände - Stralsund,dpa,,,06022022,Sueddeutsche,panorama
Streit um Parkplatz: Mann reißt Frau ein Büschel Haare aus,06022022_11:53,https://www.sueddeutsche.de/bayern/unfaelle-fuessen-streit-um-parkplatz-mann-reisst-frau-ein-bueschel-haare-aus-dpa.urn-newsml-dpa-com-20090101-220206-99-998752,Unfälle - Füssen,dpa,,,06022022,Sueddeutsche,bayern
Was wir der Erde antun,06022022_11:53,https://www.sueddeutsche.de/muenchen/muenchen-luftbildfotograf-tom-hegen-umweltverschmutzung-1.5519758,Fotografie,,Von Elisabeth Fleschutz,"Früher wollte Tom Hegen unberührte Natur fotografieren. Bis er merkte: Die gibt es eigentlich nicht mehr. Also begann er, den Klimawandel zu dokumentieren. Eine Geschichte über Schönheit und Grausamkeit.
                        
                            Von Elisabeth Fleschutz",06022022,Sueddeutsche,muenchen
Gläubige fordern Reformen,06022022_11:53,https://www.sueddeutsche.de/muenchen/wolfratshausen/nach-missbrauchsskandalen-in-der-katholischen-kirche-glaeubige-fordern-reformen-1.5522720,Nach Missbrauchsskandalen in der katholischen Kirche,,Von Claudia Koestler,"Katholische Pfarrverbands-Mitglieder Gaißach-Reichersbeuern beziehen Stellung.
                        
                            Von Claudia Koestler",06022022,Sueddeutsche,muenchen
Riesige Talbrücke der A45 erfolgreich gesprengt,06022022_11:52,https://www.sueddeutsche.de/wirtschaft/verkehr-wilnsdorf-riesige-talbruecke-der-a45-erfolgreich-gesprengt-dpa.urn-newsml-dpa-com-20090101-220205-99-991142,Verkehr - Wilnsdorf,dpa,,,06022022,Sueddeutsche,wirtschaft
94 Prozent für Losse-Müller als SPD-Spitzenkandidat,06022022_11:51,https://www.sueddeutsche.de/politik/landtag-neumuenster-94-prozent-fuer-losse-mueller-als-spd-spitzenkandidat-dpa.urn-newsml-dpa-com-20090101-220205-99-987041,Landtag - Neumünster,dpa,,,06022022,Sueddeutsche,politik
"Hoffnung bei den Skispringern, Gold-Chance im Rodeln",06022022_11:51,https://www.sueddeutsche.de/olympia-liveticker/peking-2022/konferenz-ticker/,Olympia,,Die Wettkämpfe im Liveticker,"Live
                    
                    
                        Die deutschen Skispringer hadern bisher mit der Schanze - doch nun steht die erste Entscheidung an. Im Rodeln liegt Johannes Ludwig in Führung, auch Felix Loch hat noch Medaillenchancen. 
                        
                            Die Wettkämpfe im Liveticker",06022022,Sueddeutsche,olympia-liveticker
"""Und da hat's mir den Ärmel reingezogen""",06022022_11:51,https://www.sueddeutsche.de/muenchen/bayern-johann-schuler-schauspieler-bogner-1.5520631,Karriere des Johann Schuler,,Von Gerhard Fischer,"Johann Schuler sieht aus wie Robert De Niro, ein bisschen wenigstens. Zum bayerischen Volksschauspiel hat er erst über ein paar Umwege gefunden - etwa in ein Großraumbüro und nach San Francisco. Dann hieß es: ""In meinem nächsten Stück bist du dabei.""
                        
                            Von Gerhard Fischer",06022022,Sueddeutsche,muenchen
Debatte über Corona-Lockerungen: Habeck tritt auf Bremse,06022022_11:50,https://www.sueddeutsche.de/panorama/debatte-ueber-corona-lockerungen-habeck-tritt-auf-bremse-1.5522792,,,,"Video
                    
                    
                        Für den 16. Februar ist die nächste Corona-Runde von Bund und Ländern geplant. Wird es dann Öffnungsperspektiven geben, vielleicht sogar schon konkrete Schritte? Selbst die Ampel-Koalition ist sich da nicht einig.",06022022,Sueddeutsche,panorama
Auf der Spur des Tees durch München,06022022_11:49,https://www.sueddeutsche.de/muenchen/muenchen-tee-bubble-tea-1.5517522,Freizeit,,"Von Bernhard Blöchl, Fiona Rachel Fischer, Christian Jooß-Bernau, Jürgen Moises und Michael Zirnstein","In der Pandemie heißt es oft: Abwarten und Tee trinken. Tatsächlich steigt die Nachfrage merklich. Doch wer glaubt, das Getränk zu kennen, wird überrascht sein, wie viel Platz für Kreativität in einer Kanne ist.
                        
                            Von Bernhard Blöchl, Fiona Rachel Fischer, Christian Jooß-Bernau, Jürgen Moises und Michael Zirnstein",06022022,Sueddeutsche,muenchen
Imogen Kogge ist leidenschaftlich gern Oma,06022022_11:48,https://www.sueddeutsche.de/kultur/fernsehen-berlin-imogen-kogge-ist-leidenschaftlich-gern-oma-dpa.urn-newsml-dpa-com-20090101-220206-99-996821,Fernsehen - Berlin,dpa,,,06022022,Sueddeutsche,kultur
Kletterspaß in der Pandemie,06022022_11:48,https://www.sueddeutsche.de/muenchen/wolfratshausen/freizeit-in-bad-toelz-kletterspass-in-der-pandemie-1.5522716,Freizeit in Bad Tölz,,Von Petra Schneider,"Die 2020 eröffnete  Boulderhalle auf der Tölzer Flinthöhe wird trotz der coronabedingten Einschränkungen inzwischen sehr gut angenommen. Täglich üben  100 Besucher in dem Neubau und im benachbarten Kletterzentrum.
                        
                            Von Petra Schneider",06022022,Sueddeutsche,muenchen
Gemälde von der Intensivstation,06022022_11:47,https://www.sueddeutsche.de/projekte/artikel/kultur/simon-surjasentana-malt-die-lage-auf-den-intensivstationen-in-oel-e655617/,Corona-Krise,,Von Sophie Aschenbrenner,"Simon Surjasentana ist Krankenpfleger und Kunststudent. Sein Motiv ist sein Arbeitsplatz. Über einen, der den Pandemiealltag auf Leinwand bannt.
                        
                            Von Sophie Aschenbrenner",06022022,Sueddeutsche,projekte
