Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page
Triumph in aller Stille,30122021_13:47,https://www.sueddeutsche.de/politik/cdu-triumph-in-aller-stille-1.5496926,CDU,,Von Boris Herrmann und Robert Rossmann,"Endlich ist Friedrich Merz da, wo er sich wohl selbst seit Langem gesehen hat: an der Spitze der Partei. Aber nach dem Votum der Basis tut er etwas, was man von ihm nicht recht kennt.
                        
                            Von Boris Herrmann und Robert Rossmann",01012022,Sueddeutsche
Der Sehnsuchtsmann,30122021_13:47,https://www.sueddeutsche.de/politik/kommentar-der-sehnsuchtsmann-1.5496927,Kommentar,,Von Joachim Käppner,"Mit Friedrich Merz als Parteichef will die CDU zurück zu klaren Worten und konservativen Werten.
                        
                            Von Joachim Käppner",01012022,Sueddeutsche
Schlammlawine im Kleinwalsertal: Ferienwohnung geräumt,30122021_13:45,https://www.sueddeutsche.de/bayern/notfaelle-schlammlawine-im-kleinwalsertal-ferienwohnung-geraeumt-dpa.urn-newsml-dpa-com-20090101-211230-99-544864,Notfälle,dpa,,,01012022,Sueddeutsche
"Ich würde ja gerne, aber...",30122021_13:44,https://www.sueddeutsche.de/leben/silvester-gewohnheiten-corona-klimakrise-vorsaetze-1.5497106,Psychologie,,Essay von Mareen Linnartz,"Neues Jahr, neue Vorsätze - und die sind auch notwendig. Der Mensch kann nicht weitermachen wie bisher. Trotzdem ändern die wenigsten etwas in ihrem Alltag. Wieso? Und was brauchen wir, damit es doch klappt? Über die Kunst, alte Gewohnheiten abzulegen.
                        
                            Essay von Mareen Linnartz",01012022,Sueddeutsche
Pharmabranche erwartet kräftigen Umsatzanstieg,30122021_13:44,https://www.sueddeutsche.de/service/jahreswechsel-pharmabranche-erwartet-kraeftigen-umsatzanstieg-dpa.urn-newsml-dpa-com-20090101-211230-99-540070,Jahreswechsel,dpa,,,01012022,Sueddeutsche
Winterreisen in Corona-Zeiten: Diese Regeln gelten,30122021_13:43,https://www.sueddeutsche.de/gesundheit/gesundheit-winterreisen-in-corona-zeiten-diese-regeln-gelten-dpa.urn-newsml-dpa-com-20090101-211230-99-544763,Gesundheit,dpa,,,01012022,Sueddeutsche
Schule in Berlin mit Präsenzpflicht und täglichen Tests,30122021_13:41,https://www.sueddeutsche.de/bildung/bildung-berlin-schule-in-berlin-mit-praesenzpflicht-und-taeglichen-tests-dpa.urn-newsml-dpa-com-20090101-211230-99-544821,Bildung - Berlin,dpa,,,01012022,Sueddeutsche
Kretschmer in Neujahrsansprache: Solidarität in Pandemie,30122021_13:39,https://www.sueddeutsche.de/politik/regierung-dresden-kretschmer-in-neujahrsansprache-solidaritaet-in-pandemie-dpa.urn-newsml-dpa-com-20090101-211230-99-544823,Regierung - Dresden,dpa,,,01012022,Sueddeutsche
Frühlingshafte Temperaturen: 2021 war zu warm,30122021_13:39,https://www.sueddeutsche.de/panorama/wetter-essen-fruehlingshafte-temperaturen-2021-war-zu-warm-dpa.urn-newsml-dpa-com-20090101-211230-99-544362,Wetter - Essen,dpa,,,01012022,Sueddeutsche
Wie Gloria den Regensburgern fast das Jahr rettete,30122021_13:38,https://www.sueddeutsche.de/bayern/regensburg-2021-gloria-von-thurn-und-taxis-glosse-1.5498576,Bayern,,"Glosse von Deniz Aykanat, Regensburg","2021 ist nicht so wahnsinnig viel Gutes passiert, aber immerhin sind einige schlechte Dinge nicht eingetreten. Das hat auch mit Gloria von Thurn und Taxis zu tun - die es am Ende doch verbockt hat. 
                        
                            Glosse von Deniz Aykanat, Regensburg",01012022,Sueddeutsche
