Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page
Kein Verbot: Bäume mit Mistelzweig hart zurückschneiden,02122021_06:00,https://www.sueddeutsche.de/wirtschaft/immobilien-kein-verbotbaeume-mit-mistelzweig-hart-zurueckschneiden-dpa.urn-newsml-dpa-com-20090101-211201-99-214093,Immobilien,dpa,,,02122021,Sueddeutsche
Corona-Update: Inzidenz sinkt dritten Tag in Folge,02122021_05:58,https://www.sueddeutsche.de/panorama/corona-update-inzidenz-sinkt-dritten-tag-in-folge-1.5478268,,,,"Video
                    
                    
                        Die bundesweite Sieben-Tage-Inzidenz ist zum dritten Mal in Folge leicht gesunken. Das Robert Koch-Institut (RKI) gab den Wert am Donnerstagmorgen mit 439,2 an. Am Montag war ein Höchstwert von 452,4 erreicht worden.",02122021,Sueddeutsche
Nachrichten des Tages - die Übersicht für Eilige,02122021_05:56,https://www.sueddeutsche.de/politik/news-corona-inzidenz-impfpflicht-russland-ukraine-1.5478263,SZ am Morgen,,,Was wichtig ist und wird.,02122021,Sueddeutsche
Über 200 Menschen bei Corona-Demo in Freiberg,02122021_05:41,https://www.sueddeutsche.de/politik/demonstrationen-freiberg-ueber-200-menschen-bei-corona-demo-in-freiberg-dpa.urn-newsml-dpa-com-20090101-211202-99-224178,Demonstrationen - Freiberg,dpa,,,02122021,Sueddeutsche
Kultusminister Tonne ebenfalls für allgemeine Impfpflicht,02122021_05:40,https://www.sueddeutsche.de/bildung/bildung-hannover-kultusminister-tonne-ebenfalls-fuer-allgemeine-impfpflicht-dpa.urn-newsml-dpa-com-20090101-211202-99-224148,Bildung - Hannover,dpa,,,02122021,Sueddeutsche
Quagga-Muschel breitet sich aus: Mit Folgen,02122021_05:38,https://www.sueddeutsche.de/bayern/natur-quagga-muschel-breitet-sich-aus-mit-folgen-dpa.urn-newsml-dpa-com-20090101-211202-99-223907,Natur,dpa,,,02122021,Sueddeutsche
Beamtenbund: Baden-Württemberg-Zuschlag für Staatsdiener,02122021_05:35,https://www.sueddeutsche.de/karriere/tarife-stuttgart-beamtenbund-baden-wuerttemberg-zuschlag-fuer-staatsdiener-dpa.urn-newsml-dpa-com-20090101-211202-99-224049,Tarife - Stuttgart,dpa,,,02122021,Sueddeutsche
Stadt lässt Statue für Fußball-Legende Gerd Müller bauen,02122021_05:34,https://www.sueddeutsche.de/bayern/fussball-noerdlingen-stadt-laesst-statue-fuer-fussball-legende-gerd-mueller-bauen-dpa.urn-newsml-dpa-com-20090101-211202-99-223500,Fußball - Nördlingen,dpa,,,02122021,Sueddeutsche
Landesschülervertretung begrüßt Maskenpflicht,02122021_05:31,https://www.sueddeutsche.de/gesundheit/gesundheit-duesseldorf-landesschuelervertretung-begruesst-maskenpflicht-dpa.urn-newsml-dpa-com-20090101-211202-99-223511,Gesundheit - Düsseldorf,dpa,,,02122021,Sueddeutsche
Reul stellt Frühwarnsystem gegen Amokläufe vor,02122021_05:29,https://www.sueddeutsche.de/panorama/kriminalitaet-duesseldorf-reul-stellt-fruehwarnsystem-gegen-amoklaeufe-vor-dpa.urn-newsml-dpa-com-20090101-211202-99-223512,Kriminalität - Düsseldorf,dpa,,,02122021,Sueddeutsche
Wüst: Bei MPK Konsequenz bezüglich Corona zeigen,02122021_05:27,https://www.sueddeutsche.de/politik/bundeslaender-berlin-wuest-bei-mpk-konsequenz-bezueglich-corona-zeigen-dpa.urn-newsml-dpa-com-20090101-211202-99-223513,Bundesländer - Berlin,dpa,,,02122021,Sueddeutsche
Kriminalität im Internet in Sachsen-Anhalt auf dem Vormarsch,02122021_05:23,https://www.sueddeutsche.de/service/internet-magdeburg-kriminalitaet-im-internet-in-sachsen-anhalt-auf-dem-vormarsch-dpa.urn-newsml-dpa-com-20090101-211202-99-223472,Internet - Magdeburg,dpa,,,02122021,Sueddeutsche
"""Weihnachtsfamilie"" Sawatzke hat kleinen Weihnachtsmarkt",02122021_05:22,https://www.sueddeutsche.de/kultur/brauchtum-schkeuditz-weihnachtsfamilie-sawatzke-hat-kleinen-weihnachtsmarkt-dpa.urn-newsml-dpa-com-20090101-211202-99-223902,Brauchtum - Schkeuditz,dpa,,,02122021,Sueddeutsche
Großer Zapfenstreich: Wieviel Emotion zeigt Merkel?,02122021_05:21,https://www.sueddeutsche.de/politik/bundesregierung-grosser-zapfenstreich-wieviel-emotion-zeigt-merkel-dpa.urn-newsml-dpa-com-20090101-211202-99-223795,Bundesregierung,dpa,,,02122021,Sueddeutsche
"Wirtschaftsvertreter: Impfpflicht als ""einzige Perspektive""",02122021_05:19,https://www.sueddeutsche.de/gesundheit/gesundheit-stuttgart-wirtschaftsvertreter-impfpflicht-als-einzige-perspektive-dpa.urn-newsml-dpa-com-20090101-211202-99-223496,Gesundheit - Stuttgart,dpa,,,02122021,Sueddeutsche
Boston Celtics gewinnen knapp gegen Philadelphia 76ers,02122021_05:17,https://www.sueddeutsche.de/sport/basketball-boston-celtics-gewinnen-knapp-gegen-philadelphia-76ers-dpa.urn-newsml-dpa-com-20090101-211202-99-223982,Basketball,dpa,,,02122021,Sueddeutsche
Solarenergieverband: Viele neue Photovoltaikanlagen nötig,02122021_05:16,https://www.sueddeutsche.de/wissen/umwelt-stuttgart-solarenergieverband-viele-neue-photovoltaikanlagen-noetig-dpa.urn-newsml-dpa-com-20090101-211202-99-223648,Umwelt - Stuttgart,dpa,,,02122021,Sueddeutsche
