Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page
Frau versteckt fast 40.000 Euro zwischen Buchseiten,01022022_08:30,https://www.sueddeutsche.de/panorama/kriminalitaet-rheinmuenster-frau-versteckt-fast-40000-euro-zwischen-buchseiten-dpa.urn-newsml-dpa-com-20090101-220201-99-926946,Kriminalität - Rheinmünster,dpa,,,01022022,Sueddeutsche
Tina Ruland fliegt aus dem Dschungelcamp,01022022_08:28,https://www.sueddeutsche.de/leben/leute-tina-ruland-fliegt-aus-dem-dschungelcamp-dpa.urn-newsml-dpa-com-20090101-220201-99-923330,Leute,dpa,,,01022022,Sueddeutsche
EU-Impfnachweise ohne Booster nur noch neun Monate gültig,01022022_08:26,https://www.sueddeutsche.de/panorama/eu-impfnachweise-ohne-booster-nur-noch-neun-monate-gueltig-1.5519356,,,,"Video
                    
                    
                        Reisen ohne Booster-Impfung in der EU ist für viele Menschen von diesem Dienstag an deutlich schwieriger. Denn die EU-Impfnachweise sind vom 1. Februar an ohne Auffrischungsimpfung nur noch neun Monate (270 Tage) gültig. Nach Ablauf der Frist werden Menschen ohne diesen Schutz bei Grenzübertritten wie Ungeimpfte behandelt. Readable liegt vor",01022022,Sueddeutsche
"Phil Taylor vor Senioren-WM: ""Es ist kein Comeback""",01022022_08:24,https://www.sueddeutsche.de/sport/darts-phil-taylor-vor-senioren-wm-es-ist-kein-comeback-dpa.urn-newsml-dpa-com-20090101-220201-99-926683,Darts,dpa,,,01022022,Sueddeutsche
Royal Mail bietet Briefmarken mit QR-Code an,01022022_08:24,https://www.sueddeutsche.de/wirtschaft/dienstleistungen-royal-mail-bietet-briefmarken-mit-qr-code-an-dpa.urn-newsml-dpa-com-20090101-220201-99-926820,Dienstleistungen,dpa,,,01022022,Sueddeutsche
Vermisste Leiche: Suche in See dauert an,01022022_08:18,https://www.sueddeutsche.de/panorama/kriminalitaet-hungen-vermisste-leiche-suche-in-see-dauert-an-dpa.urn-newsml-dpa-com-20090101-220201-99-926792,Kriminalität - Hungen,dpa,,,01022022,Sueddeutsche
Verfolgungsjagd auf der A8: Polizei muss Autobahn sperren,01022022_08:15,https://www.sueddeutsche.de/wirtschaft/verkehr-stuttgart-verfolgungsjagd-auf-der-a8-polizei-muss-autobahn-sperren-dpa.urn-newsml-dpa-com-20090101-220201-99-926762,Verkehr - Stuttgart,dpa,,,01022022,Sueddeutsche
Meditation mit Alpenpanorama,01022022_08:10,https://sz-magazin.sueddeutsche.de/hotel-europa/hoteltipp-kaiserlodge-tirol-oesterreich-wilder-kaiser-91160,Hotel Europa,,Von Daniela Gaßmann,"Wer in der ""Kaiserlodge"" im österreichischen Scheffau übernachtet, hat länger was davon.
                        
                            Von Daniela Gaßmann",01022022,Sueddeutsche
Sattelschlepper auf Bundesstraße bei Bad Brambach umgekippt,01022022_08:10,https://www.sueddeutsche.de/panorama/unfaelle-bad-brambach-sattelschlepper-auf-bundesstrasse-bei-bad-brambach-umgekippt-dpa.urn-newsml-dpa-com-20090101-220201-99-926687,Unfälle - Bad Brambach,dpa,,,01022022,Sueddeutsche
Deutsche Skirennfahrer vor Pisten-Premiere gelassen,01022022_08:08,https://www.sueddeutsche.de/sport/olympia-deutsche-skirennfahrer-vor-pisten-premiere-gelassen-dpa.urn-newsml-dpa-com-20090101-220201-99-926595,Olympia,dpa,,,01022022,Sueddeutsche
Aubameyang-Wechsel zu Barça offenbar perfekt,01022022_08:07,https://www.sueddeutsche.de/sport/aubameyang-barcelona-transfer-1.5519339,Transfers im Fußball,,,Der Arsenal-Stürmer geht per Leihe nach Barcelona und soll dort deutlich weniger verdienen. Max Meyer zieht es nach Dänemark. Die Bayern binden ein Talent. Last-Minute-Wechsel im Überblick.,01022022,Sueddeutsche
"Drachs Anwälte sehen nur ""ein paar vage Indizien""",01022022_08:06,https://www.sueddeutsche.de/panorama/prozesse-koeln-drachs-anwaelte-sehen-nur-ein-paar-vage-indizien-dpa.urn-newsml-dpa-com-20090101-220201-99-926640,Prozesse - Köln,dpa,,,01022022,Sueddeutsche
Sportökonom zu Transfers: Premier League hat sich abgesetzt,01022022_08:02,https://www.sueddeutsche.de/sport/fussball-sportoekonom-zu-transferspremier-league-hat-sich-abgesetzt-dpa.urn-newsml-dpa-com-20090101-220201-99-926553,Fußball,dpa,,,01022022,Sueddeutsche
Russland antwortet USA in Ukraine-Krise,01022022_07:58,https://www.sueddeutsche.de/panorama/russland-antwortet-usa-in-ukraine-krise-1.5519337,,,,"Video
                    
                    
                        Der Westen und Russland machen sich im Ukraine-Konflikt gegenseitig heftige Vorwürfe. In dem Hin und Her scheint eine Lösung nicht in Sicht. Gleichzeitig laufen Gespräche zwischen allen Beteiligten weiter. Kann der Konflikt noch friedlich beigelegt werden?",01022022,Sueddeutsche
