Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page,Kategorie
Oper soll auf einstiges NS-Gelände in Nürnberg ziehen,09122021_12:46,https://www.sueddeutsche.de/bayern/kommunen-nuernberg-oper-soll-auf-einstiges-ns-gelaende-in-nuernberg-ziehen-dpa.urn-newsml-dpa-com-20090101-211209-99-315244,Kommunen - Nürnberg,dpa,,,09122021,Sueddeutsche,bayern
Weitere Anklage im Drogenskandal bei der Münchner Polizei,09122021_12:46,https://www.sueddeutsche.de/bayern/kriminalitaet-muenchen-weitere-anklage-im-drogenskandal-bei-der-muenchner-polizei-dpa.urn-newsml-dpa-com-20090101-211209-99-317935,Kriminalität - München,dpa,,,09122021,Sueddeutsche,bayern
Mercedes bekommt als erster Hersteller Zulassung für autonomes Fahren,09122021_12:45,https://www.sueddeutsche.de/wirtschaft/mercedes-autonomes-fahren-s-klasse-eqs-zulassung-deutschland-kba-1.5484073,Autoindustrie,,Von Christina Kunkel,"Schon vor Jahren wurden Systeme angekündigt, bei denen der Fahrer die Hände vom Steuer nehmen darf. Jetzt kann man so ein Auto tatsächlich kaufen - und zwar nicht bei Tesla. 
                        
                            Von Christina Kunkel",09122021,Sueddeutsche,wirtschaft
Personalakte darf jederzeit eingesehen werden,09122021_12:45,https://www.sueddeutsche.de/karriere/arbeit-personalakte-darf-jederzeit-eingesehen-werden-dpa.urn-newsml-dpa-com-20090101-211209-99-317863,Arbeit,dpa,,,09122021,Sueddeutsche,karriere
Trotz Schneefall in Deutschland: Weiße Weihnacht immer seltener,09122021_12:44,https://www.sueddeutsche.de/panorama/trotz-schneefall-in-deutschland-weisse-weihnacht-immer-seltener-1.5484080,,,,"Video
                    
                    
                        Aus der Traum von verschneiter Weihnacht? Zumindest stehen die Chancen auf ein Fest in Weiß deutlich schlechter als noch vor Jahren. Schuld ist der Klimawandel.",09122021,Sueddeutsche,panorama
Wandtresor gefüllt mit Tüv-Plaketten aus Autohaus gestohlen,09122021_12:44,https://www.sueddeutsche.de/panorama/kriminalitaet-roggendorf-wandtresor-gefuellt-mit-tuev-plaketten-aus-autohaus-gestohlen-dpa.urn-newsml-dpa-com-20090101-211209-99-317809,Kriminalität - Roggendorf,dpa,,,09122021,Sueddeutsche,panorama
Meppen darf in den letzten Heimspielen 5000 Fans zulassen,09122021_12:44,https://www.sueddeutsche.de/sport/fussball-meppen-meppen-darf-in-den-letzten-heimspielen-5000-fans-zulassen-dpa.urn-newsml-dpa-com-20090101-211209-99-317900,Fußball - Meppen,dpa,,,09122021,Sueddeutsche,sport
Steinmeier spricht bei Gedenken an Terroranschlag,09122021_12:42,https://www.sueddeutsche.de/kultur/gedenkstaetten-berlin-steinmeier-spricht-bei-gedenken-an-terroranschlag-dpa.urn-newsml-dpa-com-20090101-211209-99-317297,Gedenkstätten - Berlin,dpa,,,09122021,Sueddeutsche,kultur
"Provinz ist die ""Beste Band"" der ""1LIVE Krone 2021""",09122021_12:42,https://www.sueddeutsche.de/leben/auszeichnungen-koeln-provinz-ist-die-beste-band-der-1live-krone-2021-dpa.urn-newsml-dpa-com-20090101-211209-99-317878,Auszeichnungen - Köln,dpa,,,09122021,Sueddeutsche,leben
Schnelle Rezepte für einen entspannten Advent,09122021_12:41,https://sz-magazin.sueddeutsche.de/tag/schnelle-rezepte,Mittag- und Abendessen,,,Für diese unkomplizierten Ideen unserer Kochprofis brauchen Sie nur zwischen zehn und maximal 30 Minuten - und können sich hinterher beim Genießen umso mehr Zeit lassen.,09122021,Sueddeutsche,tag
