Titel,URL,Date_Info,News_page
Streit um Testpflicht: Gesundheitsminister der Länder meutern gegen Ampel-Infektionsschutzgesetz,https://www.spiegel.de/politik/deutschland/corona-gesundheitsminister-der-laender-meutern-gegen-infektionsschutzgesetz-a-6b1da0c7-7468-4873-ba88-ddf0c41b06e4,25112021_15:31 ,Spiegel
Premier-League-Klub will nachhaltiger werden: Mit dem alten Trikot in die neue Saison,https://www.spiegel.de/sport/fussball/premier-league-fc-brentford-will-nachhaltiger-werden-mit-dem-alten-trikot-in-die-neue-saison-a-ff66abfb-5b61-4f75-b437-26bec41d4526,25112021_15:25 ,Spiegel
Kostenexplosion: Bahn-Mitarbeiter warnten vor Korruption bei Stuttgart 21,https://www.spiegel.de/wirtschaft/unternehmen/stuttgart-21-bahn-mitarbeiter-warnten-vor-korruption-a-0eb7e7fc-5204-4c2c-b391-a009cff63ecd,25112021_15:23 ,Spiegel
Acht-Wochen-Coaching »Mit Ängsten umgehen«: Bange machen gilt nicht!,https://www.spiegel.de/psychologie/acht-wochen-coaching-mit-aengsten-umgehen-bange-machen-gilt-nicht-a-1444cbd1-d64e-49dd-b122-78552ffdd203,25112021_15:10 ,Spiegel
Weihnachtshäuser in Deutschland: Bunter wird's nicht,https://www.spiegel.de/panorama/weihnachtshaeuser-in-deutschland-von-delmenhorst-bis-balzhausen-bunter-wird-s-nicht-a-93b0ea89-64c8-4204-b2fe-00b158760680,25112021_15:08 ,Spiegel
"Bafög, Wissenschaftszeitvertrag, Digitalisierung: Was die Ampel in der Bildung reformieren will",https://www.spiegel.de/panorama/bildung/koalitionsvertrag-was-die-ampel-in-der-bildung-reformieren-will-a-abdd6491-bd01-46f9-9ffa-3a35ee358af2,25112021_15:07 ,Spiegel
Corona-Grenzwerte in den Bundesländern: Warum die Hospitalisierungsrate irreführend ist,https://www.spiegel.de/panorama/gesellschaft/corona-hospitalisierungsrate-wie-die-zahlen-in-den-bundeslaendern-zu-verstehen-sind-a-09e407bc-d51d-4116-b56e-76214ad5c487,25112021_15:07 ,Spiegel
Finanzpolitik der Ampelkoalition: Lindners Kleinwaffen,https://www.spiegel.de/wirtschaft/soziales/christian-lindner-als-finanzminister-der-fdp-chef-muss-auch-staatliche-milliardensummen-mobilisieren-a-db1174b2-1394-4d1d-b08a-05c13aaa19b3,25112021_15:04 ,Spiegel
»Make Amazon Pay«: Amazon-Mitarbeiter streiken an Black Friday,https://www.spiegel.de/wirtschaft/amazon-mitarbeiter-streiken-an-black-friday-a-27b8e891-b3db-4593-9ea4-aa13c88c7090,25112021_14:46 ,Spiegel
Imagining Life after Erdoğan: Turkish Economic Woes Fuel Speculation of Early Elections,https://www.spiegel.de/international/world/imagining-life-after-erdogan-turkish-economic-woes-fuel-speculation-of-early-elections-a-3df2a622-3491-4c42-8d91-e062eff1f419,25112021_14:45 ,Spiegel
Zum ersten Advent: Es wird winterlich – zumindest ein bisschen,https://www.spiegel.de/panorama/wetter-am-wochenende-zum-ersten-advent-wird-es-winterlich-zumindest-ein-bisschen-a-5c0e52d6-f240-4e59-99d1-7fe7e192b183,25112021_14:42 ,Spiegel
ARD: Tina Hassel leitet Hauptstadtstudio noch bis 2024 – danach übernimmt Markus Preiß,https://www.spiegel.de/kultur/tv/ard-tina-hassel-leitet-hauptstadtstudio-noch-bis-2024-danach-uebernimmt-markus-preiss-a-ca002096-14b7-4ecd-8e79-8ee159f98b5f,25112021_14:28 ,Spiegel
Tödliches Unglück in Franken: Bahnarbeiter wird von Zug erfasst und stirbt,https://www.spiegel.de/panorama/gollhofen-in-bayern-bahnarbeiter-wird-von-zug-erfasst-und-stirbt-a-1cfe950d-7b28-4c79-9971-51f8eff73777,25112021_14:00 ,Spiegel
»Die Gewalt der Hunde« von Jane Campion: Das neue Gesicht des Westerns,https://www.spiegel.de/kultur/kino/benedict-cumberbatch-in-the-power-of-the-dog-das-neue-gesicht-des-westerns-a-be21be4c-716c-4552-8b37-3251a796064a,25112021_13:52 ,Spiegel
Fotowettbewerb zu historischen Stätten: Ausgezeichnete Ruinen,https://www.spiegel.de/reise/europa/historic-photographer-of-the-year-blick-zurueck-a-c3b3df9f-d86e-41e3-9afc-3dad9b364201,25112021_13:50 ,Spiegel
Fußballquiz: Wie gut kennen Sie die Brasilianer in der Bundesliga?,https://www.spiegel.de/sport/fussball/fussballquiz-wie-gut-kennen-sie-die-brasilianer-in-der-bundesliga-a-71049ee5-73bb-403e-a248-961584844330,25112021_13:49 ,Spiegel
Odyssee quer durch Europa: Sieben Jahre Flucht vor den Nazis,https://www.spiegel.de/geschichte/werner-barasch-sieben-jahre-flucht-vor-den-nazis-quer-durch-europa-a-e35f77eb-77a1-4404-a937-91cbceb76bde,25112021_13:49 ,Spiegel
Reiserecht: Was der Lockdown in Österreich für Urlauber bedeutet,https://www.spiegel.de/reise/europa/reiserecht-was-der-corona-lockdown-in-oesterreich-fuer-urlauber-bedeutet-a-85312dce-3fe7-4fd7-937a-f913f30be084,25112021_13:48 ,Spiegel
Stimmenfang-Podcast: Intensivstationen am Limit – wie lange halten Pflegekräfte das noch aus?,https://www.spiegel.de/politik/deutschland/corona-intensivstationen-am-limit-wie-lange-halten-pflegekraefte-das-noch-aus-a-fe0b2c2a-bd17-4910-90d3-363b211335b6,25112021_13:47 ,Spiegel
Empfehlung der Ema: Das müssen Sie zur Covid-19-Kinderimpfung wissen,https://www.spiegel.de/wissenschaft/medizin/corona-empfehlung-der-ema-das-muessen-sie-zur-covid-19-kinderimpfung-wissen-a-4c6d017e-6cdb-453f-b50d-77e5d9f3a517,25112021_13:44 ,Spiegel
Umweltgefahr schnelle Mode: Warum sogar neue Kleidung in der Wüste landet,https://www.spiegel.de/wissenschaft/natur/endlager-der-schnellen-mode-warum-sogar-neue-klamotten-in-der-wueste-landen-a-65de5a4c-b9bc-4186-b048-c67035bcc10c,25112021_13:41 ,Spiegel
Elektrooffensive: Volkswagen wirbt Apples Batteriechef ab,https://www.spiegel.de/wirtschaft/volkswagen-wirbt-apples-batteriechef-ab-a-cb7de927-0284-4469-9502-bb665593d87d,25112021_13:35 ,Spiegel
Ye hofft auf Beziehungs-Comeback mit Kim Kardashian: »Ich muss wieder zu Hause sein«,https://www.spiegel.de/panorama/leute/kanye-west-hofft-auf-beziehungs-comeback-mit-kim-kardashian-ich-muss-wieder-zu-hause-sein-a-3c641d43-ce9a-4238-9cfd-88b4cc017d90,25112021_13:26 ,Spiegel
Mehr Transparenz: EU-Kommission will strengere Regeln für Online-Wahlwerbung,https://www.spiegel.de/netzwelt/netzpolitik/eu-kommission-will-strengere-regeln-fuer-online-wahlwerbung-a-389a015b-dfe7-4563-b583-3dcd1dfec553,25112021_13:24 ,Spiegel
Schwieriges Rundfunkprojekt: ARD siedelt ihre neue Kulturplattform in Weimar an,https://www.spiegel.de/kultur/tv/die-ard-siedelt-ihre-neue-kulturplattform-in-weimar-an-a-eca35347-1600-4253-926f-7b9aac877c34,25112021_13:22 ,Spiegel
Gekentertes Flüchtlingsboot: Am Ärmelkanal gefasster Schleuser kam aus Deutschland,https://www.spiegel.de/ausland/calais-am-aermelkanal-gefasster-schleuser-kam-aus-deutschland-a-9b8398f2-3761-46b8-bb0c-59c7aeaadcf8,25112021_13:19 ,Spiegel
Archäologie: Englischer Bauer entdeckt römisches Mosaik unter seinem Acker,https://www.spiegel.de/wissenschaft/mensch/archaeologie-englischer-landwirt-entdeckt-roemisches-mosaik-auf-seinen-acker-a-18b8d36e-aa8e-4d80-95d1-1098832b2d68,25112021_13:13 ,Spiegel
Ampelkoalition: Grüne streiten übers Personal – wird Hofreiter Minister?,https://www.spiegel.de/politik/deutschland/gruene-streiten-ueber-personalfragen-wird-anton-hofreiter-minister-a-c41191a8-e9d2-48ea-8d65-a6ae17a81a6d,25112021_13:11 ,Spiegel
Coronavirus: Ema empfiehlt Zulassung von Biontech-Impfstoff für Kinder ab fünf Jahren,https://www.spiegel.de/wissenschaft/medizin/coronavirus-ema-empfiehlt-zulassung-fuer-biontech-impfstoff-ab-fuenf-jahren-a-735bdaa2-89b0-4cf6-a964-8045a78eb8b3,25112021_12:49 ,Spiegel
Ampelkoalition: Grüne Jugend enttäuscht vom Klimakapitel im Koalitionsvertrag,https://www.spiegel.de/politik/deutschland/ampelkoalition-gruene-jugend-enttaeuscht-vom-klimakapitel-im-koalitionsvertrag-a-f6c40c2a-f6e6-453d-94d2-7a7b9d2dfe57,25112021_12:47 ,Spiegel
"Impfungen von Fünf- bis Elfjährigen: Finden Sie es als Kinderarzt nicht frustrierend, dass alles so lange dauert?",https://www.spiegel.de/gesundheit/corona-impfung-fuer-fuenf-bis-elfjaehrige-rechnen-damit-dass-die-kinderimpfungen-so-richtig-anfang-2022-losgehen-a-5bf7c468-4516-43e7-b1eb-0adcb8f05c1f,25112021_12:46 ,Spiegel
Dutzende Tote im Ärmelkanal: »Diese Tragödie ist die Folge der Fehler von Boris Johnson«,https://www.spiegel.de/ausland/fluechtlinge-im-aermelkanal-diese-tragoedie-ist-die-folge-der-fehler-von-boris-johnson-a-3abf920a-2c93-447f-abfb-1eff2ffdf8d7,25112021_12:39 ,Spiegel
Parteitag im Januar: Corona gefährdet den Neustart der CDU,https://www.spiegel.de/politik/deutschland/cdu-vor-chef-kuer-corona-und-das-parteitag-problem-a-c0bb1848-3021-4ba8-9bd3-f34ec63ef5fc,25112021_12:33 ,Spiegel
Negatives Körperbild: Großbritannien verbietet Werbung für Schönheits-OPs bei Jugendlichen,https://www.spiegel.de/wirtschaft/soziales/grossbritannien-verbietet-werbung-fuer-schoenheits-ops-bei-jugendlichen-a-5de4e0f9-2993-4dcb-88cd-f7f39ce4b89f,25112021_12:28 ,Spiegel
Steigende Zinsen als Gefahr: Bundesbank warnt vor überhitztem Immobilienmarkt,https://www.spiegel.de/wirtschaft/bundesbank-warnt-vor-ueberhitztem-immobilienmarkt-a-7bcc66a4-0141-47be-bca3-17b0243ebb07,25112021_12:19 ,Spiegel
Klimapolitik der Ampel: »Es fehlt an Konsequenz«,https://www.spiegel.de/wirtschaft/ampel-koalition-klimaoekonom-ottmar-edenhofer-kritisiert-fehlendes-konzept-fuer-co2-preise-a-92f28677-c818-4e90-af53-5038daebc04a,25112021_12:15 ,Spiegel
Bulgarien: 45 Tote bei Verkehrsunfall – Bus hätte offenbar nicht ins Ausland fahren dürfen,https://www.spiegel.de/panorama/justiz/bulgarien-45-tote-bei-verkehrsunfall-bus-haette-offenbar-nicht-ins-ausland-fahren-duerfen-a-e240c75e-a9a7-4ff5-833b-3055dc56bd2d,25112021_12:14 ,Spiegel
Gewalt in russischen Gefängnissen: Putin feuert nach Foltervideos Russlands Strafvollzugschef,https://www.spiegel.de/ausland/russland-wladimir-putin-feuert-nach-foltervideos-russlands-strafvollzugschef-a-4b3741e5-1598-45ab-b573-37ad92bb4922,25112021_12:08 ,Spiegel
Klimageschichte: Nordpolarmeer erwärmt sich seit Beginn des 20. Jahrhunderts,https://www.spiegel.de/wissenschaft/natur/klima-nordpolarmeer-erwaermt-sich-seit-beginn-des-20-jahrhunderts-a-6b16f41a-2ced-4992-94de-869ef6465834,25112021_11:53 ,Spiegel
Gesundheitssystem vor dem Kollaps: Vielleicht hätten die Pfleger einfach zocken sollen,https://www.spiegel.de/gesundheit/100-000-corona-tote-vielleicht-haetten-die-pfleger-einfach-zocken-sollen-kommentar-a-0ee42457-5423-41e5-9dd4-a946899c3195,25112021_11:45 ,Spiegel
Boris Johnsons Pannenserie: Schwein gehabt,https://www.spiegel.de/ausland/boris-johnsons-pannenserie-verlaesst-den-regierungschef-das-glueck-a-a131ce72-a456-4740-b8e5-c728367aab96,25112021_11:42 ,Spiegel
Umstrittener Generalmajor: Interpol wählt Raisi trotz Foltervorwürfen zu neuem Chef,https://www.spiegel.de/ausland/interpol-waehlt-naser-al-raisi-trotz-foltervorwuerfen-zu-neuem-chef-a-5556eda5-2cfe-4769-b120-8a55e303a724,25112021_11:41 ,Spiegel
"Klimaschutzpläne der Ampelkoalition: Reicht das für 1,5 Grad?",https://www.spiegel.de/wissenschaft/mensch/klimaschutz-auf-welche-punkte-sich-die-ampel-parteien-im-koalitionsvertrag-geeinigt-haben-a-18b33905-c8dd-48d3-8e54-2701c772de0f,25112021_11:16 ,Spiegel
Konflikt mit Belarus: Polen stoppt weitere Migranten an Grenze,https://www.spiegel.de/ausland/belarus-polen-stoppt-weitere-migranten-an-grenze-a-c00d947a-86b2-4699-9e98-63b625b586cc,25112021_11:01 ,Spiegel
Geändertes Infektionsschutzgesetz: Warum Schließungen immer noch möglich sind,https://www.spiegel.de/wirtschaft/corona-warum-betriebsschliessungen-immer-noch-moeglich-sind-a-105e4a68-97b7-4913-a805-5d85bc9f01e7,25112021_10:57 ,Spiegel
Bushido zeigt seine Drillingstöchter: »Wir danken den tollen Ärzten«,https://www.spiegel.de/panorama/leute/bushido-veroeffentlicht-foto-mit-anna-maria-ferchichi-und-ihren-drilligen-a-ba138552-5473-497f-9755-830b49ca78fc,25112021_10:46 ,Spiegel
Neue Digitalgesetze: So will die EU das Netz umkrempeln,https://www.spiegel.de/netzwelt/digitalgesetze-digital-services-act-und-digital-markets-act-wie-die-eu-das-netz-umkrempeln-will-a-de0a3306-fb08-4b8f-86d9-0dae5b732bc5,25112021_10:39 ,Spiegel
"Risiken durch Cyberangriffe: »Schäden, die ein privater Versicherer nicht tragen kann«",https://www.spiegel.de/netzwelt/netzpolitik/risiko-durch-cyberangriffe-schaeden-die-ein-privater-versicherer-nicht-tragen-kann-a-9a80bbf8-a76f-46df-ac3e-dc68b5463dea,25112021_10:32 ,Spiegel
Verlangsamtes Wachstum: »Wie schön war doch der Sommer!«,https://www.spiegel.de/wirtschaft/unternehmen/konjunktur-wirtschaftswachstum-verlangsamt-sich-und-koennte-zum-jahresende-stagnieren-a-da33842e-0bcd-4331-a0fb-7a92b0552499,25112021_10:27 ,Spiegel
Somalia: Mehrere Menschen sterben bei Anschlag in Mogadischu,https://www.spiegel.de/ausland/somalia-mehrere-menschen-sterben-bei-anschlag-in-mogadischu-a-16e78d18-628f-4906-9fc5-1e06e8e138b0,25112021_10:14 ,Spiegel
Minister in der Ampelkoalition: Familie sollte Männersache sein,https://www.spiegel.de/politik/minister-in-der-ampel-koalition-familie-sollte-maennersache-sein-a-ce629ff2-d273-43a5-b6ea-606afbb84889,25112021_10:08 ,Spiegel
