Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page
Ausweis für Zugriff auf elektronische Patientenakte,19012022_11:33,https://www.sueddeutsche.de/gesundheit/gesundheit-duesseldorf-ausweis-fuer-zugriff-auf-elektronische-patientenakte-dpa.urn-newsml-dpa-com-20090101-220119-99-767735,Gesundheit - Düsseldorf,dpa,,,20012022,Sueddeutsche
Radfahrer wird von Auto angefahren und stirbt,19012022_11:31,https://www.sueddeutsche.de/panorama/unfaelle-bochum-radfahrer-wird-von-auto-angefahren-und-stirbt-dpa.urn-newsml-dpa-com-20090101-220119-99-767736,Unfälle - Bochum,dpa,,,20012022,Sueddeutsche
Misslungener Kiosk-Überfall: Verdächtigter eingeschlossen,19012022_11:30,https://www.sueddeutsche.de/panorama/kriminalitaet-aachen-misslungener-kiosk-ueberfall-verdaechtigter-eingeschlossen-dpa.urn-newsml-dpa-com-20090101-220119-99-767738,Kriminalität - Aachen,dpa,,,20012022,Sueddeutsche
"NRW: aggressive Wölfe ""vergrämen"" oder ""entnehmen""",19012022_11:29,https://www.sueddeutsche.de/politik/landtag-duesseldorf-nrw-aggressive-woelfe-vergraemen-oder-entnehmen-dpa.urn-newsml-dpa-com-20090101-220119-99-767737,Landtag - Düsseldorf,dpa,,,20012022,Sueddeutsche
Erlebnistag Deutsche Weinstraße findet nicht statt,19012022_11:29,https://www.sueddeutsche.de/kultur/feste-neustadt-an-der-weinstrasse-erlebnistag-deutsche-weinstrasse-findet-nicht-statt-dpa.urn-newsml-dpa-com-20090101-220119-99-767885,Feste - Neustadt an der Weinstraße,dpa,,,20012022,Sueddeutsche
Allmählicher Rückgang der täglichen Impfquoten,19012022_11:26,https://www.sueddeutsche.de/gesundheit/gesundheit-allmaehlicher-rueckgang-der-taeglichen-impfquoten-dpa.urn-newsml-dpa-com-20090101-220119-99-767699,Gesundheit,dpa,,,20012022,Sueddeutsche
Dirigent und Mozartpreisträger Niksa Bareza gestorben,19012022_11:26,https://www.sueddeutsche.de/kultur/theater-chemnitz-dirigent-und-mozartpreistraeger-niksa-bareza-gestorben-dpa.urn-newsml-dpa-com-20090101-220119-99-767626,Theater - Chemnitz,dpa,,,20012022,Sueddeutsche
Feuerwehr zieht Unfallopfer aus brennendem Auto - tot,19012022_11:25,https://www.sueddeutsche.de/panorama/unfaelle-schwelm-feuerwehr-zieht-unfallopfer-aus-brennendem-auto-tot-dpa.urn-newsml-dpa-com-20090101-220119-99-767739,Unfälle - Schwelm,dpa,,,20012022,Sueddeutsche
Wie Anleger mit Preissteigerungen umgehen,19012022_11:23,https://www.sueddeutsche.de/wirtschaft/finanzen-wie-anleger-mit-preissteigerungen-umgehen-dpa.urn-newsml-dpa-com-20090101-220118-99-758042,Finanzen,dpa,,,20012022,Sueddeutsche
Vater sucht Vater,19012022_11:23,https://www.sueddeutsche.de/muenchen/muenchen-alleinerziehend-wohnungsmarkt-1.5510029,Wohnen in München,,Interview von Elisabeth Fleschutz,"Als der alleinerziehende Roman Zitlau auf dem Münchner Wohnungsmarkt an seine Grenzen stieß, entschied er sich, eine Väter-WG zu gründen. Aus finanziellen Gründen - und wegen des Austauschs. Er stellte fest: gar nicht so einfach.
                        
                            Interview von Elisabeth Fleschutz",20012022,Sueddeutsche
Erstimpfung im 15. Monat? Frau zeigt Impfnachweis vor,19012022_11:23,https://www.sueddeutsche.de/bayern/kriminalitaet-muenchen-erstimpfung-im-15-monat-frau-zeigt-impfnachweis-vor-dpa.urn-newsml-dpa-com-20090101-220119-99-767776,Kriminalität - München,dpa,,,20012022,Sueddeutsche
Eine offene Wunde,19012022_11:21,https://www.sueddeutsche.de/muenchen/landkreismuenchen/unterfoehring-massaker-von-cervarolo-division-hermann-goering-gedenktag-1.5507810,Kriegsverbrechen,,"Von Lukas Koperek, Gräfelfing","Vergewaltigung, Plünderung und Mord: Vor 75 Jahren richtete eine Nazi-Eliteeinheit in dem Apeninen-Dorf Cervarolo ein grausames Massaker an. Wie kommt es, dass so viele der Kriegsverbrecher in Deutschland nie angeklagt wurden?
                        
                            Von Lukas Koperek, Gräfelfing",20012022,Sueddeutsche
