Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page
Kekulé vorläufig aus dem Dienst enthoben,22122021_07:14,https://www.sueddeutsche.de/wissen/kekule-universitaet-halle-1.5493508,Universität Halle-Wittenberg,,,"Er dürfe vorerst nicht mehr an der Martin-Luther-Universität forschen und lehren, sagt der Virologe. Der Vorgang habe eine lange Vorgeschichte.",22122021,Sueddeutsche
Mobilfunk-Datenvolumen steigt stark an,22122021_07:13,https://www.sueddeutsche.de/wirtschaft/telekommunikation-mobilfunk-datenvolumen-steigt-stark-an-dpa.urn-newsml-dpa-com-20090101-211222-99-473261,Telekommunikation,dpa,,,22122021,Sueddeutsche
"Mavericks gewinnen in NBA ohne Doncic, Porzingis und Kleber",22122021_07:07,https://www.sueddeutsche.de/sport/basketball-mavericks-gewinnen-in-nba-ohne-doncic-porzingis-und-kleber-dpa.urn-newsml-dpa-com-20090101-211222-99-473602,Basketball,dpa,,,22122021,Sueddeutsche
Geldautomaten in Arnsberg und Leverkusen gesprengt,22122021_07:02,https://www.sueddeutsche.de/panorama/kriminalitaet-leverkusen-geldautomaten-in-arnsberg-und-leverkusen-gesprengt-dpa.urn-newsml-dpa-com-20090101-211222-99-473581,Kriminalität - Leverkusen,dpa,,,22122021,Sueddeutsche
Neun Spiele abgesagt: Lightning gewinnen einzige NHL-Partie,22122021_07:01,https://www.sueddeutsche.de/sport/eishockey-neun-spiele-abgesagt-lightning-gewinnen-einzige-nhl-partie-dpa.urn-newsml-dpa-com-20090101-211222-99-473543,Eishockey,dpa,,,22122021,Sueddeutsche
Auto fängt während der Fahrt Feuer: 18.000 Euro Schaden,22122021_07:01,https://www.sueddeutsche.de/panorama/braende-wildenfels-auto-faengt-waehrend-der-fahrt-feuer-18000-euro-schaden-dpa.urn-newsml-dpa-com-20090101-211222-99-473557,Brände - Wildenfels,dpa,,,22122021,Sueddeutsche
Das sind die Regeln für Urlaub in Europa,22122021_07:00,https://www.sueddeutsche.de/reise/urlaub-reise-europa-corona-auswaertiges-amt-einreise-1.5303333,Reisen und Corona,,"Von Daniela Gorgs (Daten), Benedict Witzenberger (Daten), Eva Dignös, Irene Helmes und Birgit Kruse","Welche Tests muss man an der Grenze vorlegen, wen erwartet nach der Einreise die Quarantäne? Der Überblick über die Regeln in den Urlaubsländern in einer Karte.
                        
                            Von Daniela Gorgs (Daten), Benedict Witzenberger (Daten), Eva Dignös, Irene Helmes und Birgit Kruse",22122021,Sueddeutsche
17-Jähriger klettert auf Zug und gerät an Starkstromleitung,22122021_06:59,https://www.sueddeutsche.de/panorama/unfaelle-sproetau-17-jaehriger-klettert-auf-zug-und-geraet-an-starkstromleitung-dpa.urn-newsml-dpa-com-20090101-211222-99-473544,Unfälle - Sprötau,dpa,,,22122021,Sueddeutsche
Baumarktkonzern Hornbach trotz Gewinnrückgang zuversichtlich,22122021_06:58,https://www.sueddeutsche.de/wirtschaft/bau-bornheim-baumarktkonzern-hornbach-trotz-gewinnrueckgang-zuversichtlich-dpa.urn-newsml-dpa-com-20090101-211222-99-473529,Bau - Bornheim,dpa,,,22122021,Sueddeutsche
Ethikrat befürwortet Ausweitung der Corona-Impfpflicht,22122021_06:58,https://www.sueddeutsche.de/gesundheit/gesundheit-ethikrat-befuerwortet-ausweitung-der-corona-impfpflicht-dpa.urn-newsml-dpa-com-20090101-211222-99-473266,Gesundheit,dpa,,,22122021,Sueddeutsche
