Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page,Kategorie
Flüssiges Kokain in Spielzeugbällen: Haftstrafe,09022022_15:29,https://www.sueddeutsche.de/panorama/prozesse-frankfurt-am-main-fluessiges-kokain-in-spielzeugbaellen-haftstrafe-dpa.urn-newsml-dpa-com-20090101-220209-99-49873,Prozesse - Frankfurt am Main,dpa,,,09022022,Sueddeutsche,panorama
"""Das sind Bilder, die gehören nicht ins Netz""",09022022_15:28,https://www.sueddeutsche.de/projekte/artikel/bayern/jagd-erste-berufsjaegerin-in-bayern-e182338/,Auf der Jagd,,Von Korbinian Eisenberger (Text und digitale Umsetzung) und Christian Endt (Fotos),"Theresa Hörmann wird zur ersten staatlichen Berufsjägerin in der Geschichte Bayerns ausgebildet. Was macht die 28-Jährige anders als manche männlichen Kollegen mit Gewehren und Fotohandys? Ein Jagdabend auf dem Hochsitz.
                        
                            Von Korbinian Eisenberger (Text und digitale Umsetzung) und Christian Endt (Fotos)",09022022,Sueddeutsche,projekte
Shell will Lkw mit Gülle betanken,09022022_15:26,https://www.sueddeutsche.de/wirtschaft/shell-dhl-koeln-1.5525444,Öl-Konzern,,"Von Benedikt Müller-Arnold, Köln","Der Konzern hat so viele Treibhausgase verursacht wie sonst kaum jemand auf der Welt. Doch ausgerechnet Shell braucht künftig viel Ökostrom - damit die Raffinerie in Köln auch ohne Erdöl laufen kann.
                        
                            Von Benedikt Müller-Arnold, Köln",09022022,Sueddeutsche,wirtschaft
Einfachere Genehmigung: Vorstoß findet Zuspruch,09022022_15:25,https://www.sueddeutsche.de/wirtschaft/auto-berlin-einfachere-genehmigung-vorstoss-findet-zuspruch-dpa.urn-newsml-dpa-com-20090101-220209-99-49871,Auto - Berlin,dpa,,,09022022,Sueddeutsche,wirtschaft
Demonstrationsgeschehen gegen Corona-Maßnahmen rückläufig,09022022_15:24,https://www.sueddeutsche.de/politik/demonstrationen-potsdam-demonstrationsgeschehen-gegen-corona-massnahmen-ruecklaeufig-dpa.urn-newsml-dpa-com-20090101-220209-99-49855,Demonstrationen - Potsdam,dpa,,,09022022,Sueddeutsche,politik
Wacker Neuson überrascht mit gutem Schlussquartal,09022022_15:24,https://www.sueddeutsche.de/bayern/bau-muenchen-wacker-neuson-ueberrascht-mit-gutem-schlussquartal-dpa.urn-newsml-dpa-com-20090101-220209-99-49810,Bau - München,dpa,,,09022022,Sueddeutsche,bayern
Münchner stehen tagelang im Stau,09022022_15:24,https://www.sueddeutsche.de/muenchen/muenchen-verkehr-stau-1.5525218,Jahresbilanz,,Von Andreas Schubert,"Der Navigationsgeräte-Hersteller Tomtom hat die Verkehrsdaten für München ausgewertet: Auf den Straßen müssen die Pendler zu den Stoßzeiten wieder viel Geduld haben - noch immer aber ist das Stau-Niveau niedriger als vor der Pandemie.
                        
                            Von Andreas Schubert",09022022,Sueddeutsche,muenchen
Greenpeace-Chefin wird Klima-Beauftragte im Außenamt,09022022_15:23,https://www.sueddeutsche.de/politik/bundesregierung-greenpeace-chefin-wird-klima-beauftragte-im-aussenamt-dpa.urn-newsml-dpa-com-20090101-220209-99-47026,Bundesregierung,dpa,,,09022022,Sueddeutsche,politik
Impfen in der Leipziger Oper: Künstler helfen selbst mit,09022022_15:20,https://www.sueddeutsche.de/gesundheit/gesundheit-leipzig-impfen-in-der-leipziger-oper-kuenstler-helfen-selbst-mit-dpa.urn-newsml-dpa-com-20090101-220209-99-49803,Gesundheit - Leipzig,dpa,,,09022022,Sueddeutsche,gesundheit
"Land stellt ""Corona-Fahrplan für den Frühling"" vor",09022022_15:20,https://www.sueddeutsche.de/politik/regierung-mainz-land-stellt-corona-fahrplan-fuer-den-fruehling-vor-dpa.urn-newsml-dpa-com-20090101-220208-99-34594,Regierung - Mainz,dpa,,,09022022,Sueddeutsche,politik
Inzidenz auf bis zu 1900 korrigiert,09022022_15:19,https://www.sueddeutsche.de/muenchen/landkreismuenchen/landkreis-muenchen-corona-news-inzidenz-spaziergaenge-demonstration-1.4850845,Newsblog zum Coronavirus im Landkreis München,,Von SZ-Autoren,"Am Mittwoch liegt die Inzidenz laut Robert-Koch-Institut bei 1616,6. Rückwirkend korrigiert das RKI die Werte für mehrere Tage nach oben. Am Dienstag wird ein weiterer Todesfall bekannt. 
                        
                            Von SZ-Autoren",09022022,Sueddeutsche,muenchen
Hülsenfrüchte bei amtlichen Tests unauffällig,09022022_15:19,https://www.sueddeutsche.de/wirtschaft/ernaehrung-rostock-huelsenfruechte-bei-amtlichen-tests-unauffaellig-dpa.urn-newsml-dpa-com-20090101-220209-99-49793,Ernährung - Rostock,dpa,,,09022022,Sueddeutsche,wirtschaft
Nächstes Drama um Shiffrin: US-Skistar weint nach Slalom-Aus,09022022_15:17,https://www.sueddeutsche.de/sport/olympia-naechstes-drama-um-shiffrin-us-skistar-weint-nach-slalom-aus-dpa.urn-newsml-dpa-com-20090101-220209-99-39454,Olympia,dpa,,,09022022,Sueddeutsche,sport
Herumstreunender Hund beißt Mann: Krankenhaus,09022022_15:17,https://www.sueddeutsche.de/leben/tiere-aldenhoven-herumstreunender-hund-beisst-mannkrankenhaus-dpa.urn-newsml-dpa-com-20090101-220209-99-49741,Tiere - Aldenhoven,dpa,,,09022022,Sueddeutsche,leben
Arm in Arm: Rodel-Doppelsitzer Wendl/Arlt feiern Gold-Triple,09022022_15:16,https://www.sueddeutsche.de/sport/olympia-arm-in-arm-rodel-doppelsitzer-wendlarlt-feiern-gold-triple-dpa.urn-newsml-dpa-com-20090101-220209-99-47135,Olympia,dpa,,,09022022,Sueddeutsche,sport
Die Welt so eng,09022022_15:16,https://www.sueddeutsche.de/kultur/juliane-rebentisch-hannah-arendt-philosophie-1.5525143,Interview mit der Philosophin Juliane Rebentisch über Hannah Arendt,,Interview von Miryam Schellbach,"Warum hat die Liebe in der Politik nichts zu suchen? Ein Gespräch mit der Philosophin Juliane Rebentisch über die blinden Flecken Hannah Arendts - und ihre bleibende Bedeutung.
                        
                            Interview von Miryam Schellbach",09022022,Sueddeutsche,kultur
