Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page,Kategorie
NHL sagt wegen Corona Montagsspiele ab,25122021_10:18,https://www.sueddeutsche.de/sport/eishockey-nhl-sagt-wegen-corona-montagsspiele-ab-dpa.urn-newsml-dpa-com-20090101-211225-99-501968,Eishockey,dpa,,,25122021,Sueddeutsche,sport
Familienstreit endet für jungen Mann in der Zelle,25122021_10:18,https://www.sueddeutsche.de/bayern/notfaelle-marktbreit-familienstreit-endet-fuer-jungen-mann-in-der-zelle-dpa.urn-newsml-dpa-com-20090101-211225-99-501647,Notfälle - Marktbreit,dpa,,,25122021,Sueddeutsche,bayern
Scheune komplett ausgebrannt: Hoher Schaden,25122021_10:15,https://www.sueddeutsche.de/bayern/braende-arzberg-scheune-komplett-ausgebrannt-hoher-schaden-dpa.urn-newsml-dpa-com-20090101-211225-99-501747,Brände - Arzberg,dpa,,,25122021,Sueddeutsche,bayern
Bezahlen per Smartphone weiterhin die Ausnahme,25122021_10:15,https://www.sueddeutsche.de/wirtschaft/banken-bezahlen-per-smartphone-weiterhin-die-ausnahme-dpa.urn-newsml-dpa-com-20090101-211225-99-500972,Banken,dpa,,,25122021,Sueddeutsche,wirtschaft
Weltweit Flugausfälle über Weihnachten,25122021_10:15,https://www.sueddeutsche.de/panorama/weltweit-flugausfaelle-ueber-weihnachten-1.5495442,,,,"Video
                    
                    
                        Die Omikronvariante des Coronavirus macht auch vor den Mitarbeitern an Bord und am Boden nicht Halt, zum Unmut der Reisenden. Auch das Wetter soll mancherorts für die Absagen verantwortlich sein.",25122021,Sueddeutsche,panorama
Mieses Weihnachtswetter mit viel Regen: Schnee im Nordosten,25122021_10:13,https://www.sueddeutsche.de/bayern/wetter-muenchen-mieses-weihnachtswetter-mit-viel-regen-schnee-im-nordosten-dpa.urn-newsml-dpa-com-20090101-211225-99-501748,Wetter - München,dpa,,,25122021,Sueddeutsche,bayern
Inzidenz im Saarland sinkt: Ein weiterer Todesfall,25122021_10:03,https://www.sueddeutsche.de/gesundheit/gesundheit-berlin-inzidenz-im-saarland-sinkt-ein-weiterer-todesfall-dpa.urn-newsml-dpa-com-20090101-211225-99-501745,Gesundheit - Berlin,dpa,,,25122021,Sueddeutsche,gesundheit
Bischof Neymeyr: Polarisierung von Gesellschaft und Kirche,25122021_09:53,https://www.sueddeutsche.de/panorama/kirche-erfurt-bischof-neymeyr-polarisierung-von-gesellschaft-und-kirche-dpa.urn-newsml-dpa-com-20090101-211225-99-501221,Kirche - Erfurt,dpa,,,25122021,Sueddeutsche,panorama
Thüringen erbt große Vermögen: Aber auch Schulden,25122021_09:51,https://www.sueddeutsche.de/wirtschaft/finanzen-erfurt-thueringen-erbt-grosse-vermoegen-aber-auch-schulden-dpa.urn-newsml-dpa-com-20090101-211225-99-501222,Finanzen - Erfurt,dpa,,,25122021,Sueddeutsche,wirtschaft
"Ramelow: Glaube, dass wir den Haushalt 2022 hinbekommen",25122021_09:49,https://www.sueddeutsche.de/politik/regierung-erfurt-ramelow-glaube-dass-wir-den-haushalt-2022-hinbekommen-dpa.urn-newsml-dpa-com-20090101-211225-99-501225,Regierung - Erfurt,dpa,,,25122021,Sueddeutsche,politik
