Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page
4. Dezember: Wein-Abo,03122021_12:01,https://sz-magazin.sueddeutsche.de/90959,SZ-Magazin,,Von ,"Immer den passenden Wein parat haben? Gar keine so leichte Aufgabe. Abhilfe schafft das Wein-Abo vom Hamburger Start-Up »Wein am Limit«
                        
                            Von",03122021,Sueddeutsche
Söder äußert sich zu strengeren Corona-Regeln,03122021_12:00,https://www.sueddeutsche.de/bayern/corona-bayern-aktuell-kabinett-soeder-regeln-1.5475581,Coronavirus-Newsblog für Bayern,,Alle Entwicklungen im Überblick,"Live
                    
                    
                        Das bayerische Kabinett beschließt härtere Maßnahmen. Für Ungeimpfte werden die Kontaktbeschränkungen verschärft. Verfolgen Sie die Pressekonferenz mit Ministerpräsident Söder im Livestream.
                        
                            Alle Entwicklungen im Überblick",03122021,Sueddeutsche
Gastgewerbe kritisiert verschärfte Corona-Auflagen,03122021_11:57,https://www.sueddeutsche.de/gesundheit/gesundheit-stuttgart-gastgewerbe-kritisiert-verschaerfte-corona-auflagen-dpa.urn-newsml-dpa-com-20090101-211203-99-242355,Gesundheit - Stuttgart,dpa,,,03122021,Sueddeutsche
"Verband: Für ""Lernen mit Rückenwind"" fehlt die Zeit",03122021_11:56,https://www.sueddeutsche.de/bildung/bildung-stuttgart-verband-fuer-lernen-mit-rueckenwind-fehlt-die-zeit-dpa.urn-newsml-dpa-com-20090101-211202-99-233551,Bildung - Stuttgart,dpa,,,03122021,Sueddeutsche
Besonders scharfe Corona-Regeln in Baden-Württemberg geplant,03122021_11:56,https://www.sueddeutsche.de/gesundheit/gesundheit-stuttgart-besonders-scharfe-corona-regeln-in-baden-wuerttemberg-geplant-dpa.urn-newsml-dpa-com-20090101-211203-99-240415,Gesundheit - Stuttgart,dpa,,,03122021,Sueddeutsche
"Zahlreiche Räumungsklagen gegen Bewohner von ""Rigaer 94""",03122021_11:56,https://www.sueddeutsche.de/politik/extremismus-berlin-zahlreiche-raeumungsklagen-gegen-bewohner-von-rigaer-94-dpa.urn-newsml-dpa-com-20090101-211202-99-228995,Extremismus - Berlin,dpa,,,03122021,Sueddeutsche
Baden-Württemberg erweitert KI-Forschung,03122021_11:55,https://www.sueddeutsche.de/wissen/forschung-reutlingen-baden-wuerttemberg-erweitert-ki-forschung-dpa.urn-newsml-dpa-com-20090101-211203-99-242225,Forschung - Reutlingen,dpa,,,03122021,Sueddeutsche
Weihnachtsbesuch bei den Alpakas und Pavianen im Tierpark,03122021_11:54,https://www.sueddeutsche.de/leben/buntes-hamburg-weihnachtsbesuch-bei-den-alpakas-und-pavianen-im-tierpark-dpa.urn-newsml-dpa-com-20090101-211203-99-242282,Buntes - Hamburg,dpa,,,03122021,Sueddeutsche
Auffällig viele Omikron-Infektionen bei Kindern in Südafrika,03122021_11:54,https://www.sueddeutsche.de/politik/corona-weltweit-omikron-suedafrika-1.5475577,Coronavirus weltweit,,Nachrichten aus aller Welt,"Etwa 100 mit der neuen Virusvariante infizierte Kinder wurden in den vergangenen zwei Wochen allein um die Hauptstadt Pretoria in Krankenhäuser eingeliefert. Google lässt seine Mitarbeiter auf unbestimmte Zeit von Zuhause arbeiten.
                        
                            Nachrichten aus aller Welt",03122021,Sueddeutsche
Minister Bayaz hört gern Rap - auch im Dienstfahrzeug,03122021_11:54,https://www.sueddeutsche.de/politik/regierung-stuttgart-minister-bayaz-hoert-gern-rap-auch-im-dienstfahrzeug-dpa.urn-newsml-dpa-com-20090101-211203-99-242227,Regierung - Stuttgart,dpa,,,03122021,Sueddeutsche
Testpflicht für Norwegen-Reisende unabhängig vom Impfstatus,03122021_11:54,https://www.sueddeutsche.de/gesundheit/gesundheit-testpflicht-fuer-norwegen-reisende-unabhaengig-vom-impfstatus-dpa.urn-newsml-dpa-com-20090101-211203-99-242066,Gesundheit,dpa,,,03122021,Sueddeutsche
Handelsverband kritisiert 2G-Regel in Geschäften,03122021_11:53,https://www.sueddeutsche.de/wirtschaft/einzelhandel-mainz-handelsverband-kritisiert-2g-regel-in-geschaeften-dpa.urn-newsml-dpa-com-20090101-211203-99-241916,Einzelhandel - Mainz,dpa,,,03122021,Sueddeutsche
Österreich: Nehammer soll neuer Regierungschef werden,03122021_11:51,https://www.sueddeutsche.de/politik/parteien-oesterreich-nehammer-soll-neuer-regierungschef-werden-dpa.urn-newsml-dpa-com-20090101-211203-99-242264,Parteien,dpa,,,03122021,Sueddeutsche
Bombenfund in Würzburg: Evakuierung und Bahnstreckensperrung,03122021_11:48,https://www.sueddeutsche.de/bayern/notfaelle-wuerzburg-bombenfund-in-wuerzburg-evakuierung-und-bahnstreckensperrung-dpa.urn-newsml-dpa-com-20090101-211203-99-241914,Notfälle - Würzburg,dpa,,,03122021,Sueddeutsche
Berlin will Kinder an Schulen impfen: Vorbereitungen laufen,03122021_11:48,https://www.sueddeutsche.de/gesundheit/gesundheit-berlin-berlin-will-kinder-an-schulen-impfen-vorbereitungen-laufen-dpa.urn-newsml-dpa-com-20090101-211203-99-238346,Gesundheit - Berlin,dpa,,,03122021,Sueddeutsche
Wintersportort Ischgl startet in die Wintersaison,03122021_11:47,https://www.sueddeutsche.de/leben/tourismus-wintersportort-ischgl-startet-in-die-wintersaison-dpa.urn-newsml-dpa-com-20090101-211203-99-241024,Tourismus,dpa,,,03122021,Sueddeutsche
Abba veröffentlichen ihr erstes Weihnachtslied,03122021_11:47,https://www.sueddeutsche.de/kultur/musik-abba-veroeffentlichen-ihr-erstes-weihnachtslied-dpa.urn-newsml-dpa-com-20090101-211203-99-241752,Musik,dpa,,,03122021,Sueddeutsche
Land förderte Heimat-Projekte mit gut 82 Millionen Euro,03122021_11:46,https://www.sueddeutsche.de/politik/regierung-duesseldorf-land-foerderte-heimat-projekte-mit-gut-82-millionen-euro-dpa.urn-newsml-dpa-com-20090101-211203-99-242126,Regierung - Düsseldorf,dpa,,,03122021,Sueddeutsche
Karl Nehammer soll neuer Kanzler und ÖVP-Chef werden,03122021_11:46,https://www.sueddeutsche.de/politik/nehammer-oesterreich-kurz-schallenberg-1.5479357,Österreich,,,Nach den Rücktritten von Schallenberg und Kurz stellt sich die konservative Partei neu auf - auch in der österreichischen Regierung.,03122021,Sueddeutsche
Weniger Geld fürs Alter: Zinsflaute erschwert Vorsorge,03122021_11:44,https://www.sueddeutsche.de/service/jahreswechsel-weniger-geld-fuers-alter-zinsflaute-erschwert-vorsorge-dpa.urn-newsml-dpa-com-20090101-211203-99-241091,Jahreswechsel,dpa,,,03122021,Sueddeutsche
Bombendrohung an Dualer Hochschule in Mannheim,03122021_11:43,https://www.sueddeutsche.de/panorama/kriminalitaet-mannheim-bombendrohung-an-dualer-hochschule-in-mannheim-dpa.urn-newsml-dpa-com-20090101-211203-99-241907,Kriminalität - Mannheim,dpa,,,03122021,Sueddeutsche
Sieben-Tage-Inzidenz steigt in Brandenburg wieder leicht,03122021_11:42,https://www.sueddeutsche.de/gesundheit/gesundheit-berlin-sieben-tage-inzidenz-steigt-in-brandenburg-wieder-leicht-dpa.urn-newsml-dpa-com-20090101-211202-99-225049,Gesundheit - Berlin,dpa,,,03122021,Sueddeutsche
Lotto-Toto fördert gemeinnützige Vorhaben mit 821.000 Euro,03122021_11:41,https://www.sueddeutsche.de/leben/gluecksspiele-magdeburg-lotto-toto-foerdert-gemeinnuetzige-vorhaben-mit-821000-euro-dpa.urn-newsml-dpa-com-20090101-211203-99-242010,Glücksspiele - Magdeburg,dpa,,,03122021,Sueddeutsche
"""Wellenbrecher"" ist das ""Wort des Jahres"" 2021",03122021_11:40,https://www.sueddeutsche.de/leben/gesellschaft-wiesbaden-wellenbrecher-ist-das-wort-des-jahres-2021-dpa.urn-newsml-dpa-com-20090101-211203-99-241711,Gesellschaft - Wiesbaden,dpa,,,03122021,Sueddeutsche
Säugling zu Tode geschüttelt? Angeklagter will aussagen,03122021_11:38,https://www.sueddeutsche.de/panorama/prozesse-hamburg-saeugling-zu-tode-geschuettelt-angeklagter-will-aussagen-dpa.urn-newsml-dpa-com-20090101-211202-99-233478,Prozesse - Hamburg,dpa,,,03122021,Sueddeutsche
China quält sich: Fußball-Nationaltrainer ersetzt,03122021_11:38,https://www.sueddeutsche.de/sport/fussball-china-quaelt-sich-fussball-nationaltrainer-ersetzt-dpa.urn-newsml-dpa-com-20090101-211203-99-241986,Fußball,dpa,,,03122021,Sueddeutsche
Impfaktionswoche: Hausärzte klagen über zu wenig Impfstoff,03122021_11:36,https://www.sueddeutsche.de/gesundheit/gesundheit-schwerin-impfaktionswoche-hausaerzte-klagen-ueber-zu-wenig-impfstoff-dpa.urn-newsml-dpa-com-20090101-211203-99-241983,Gesundheit - Schwerin,dpa,,,03122021,Sueddeutsche
Mahnwache vor Hanau-Untersuchungsausschuss,03122021_11:36,https://www.sueddeutsche.de/politik/demonstrationen-wiesbaden-mahnwache-vor-hanau-untersuchungsausschuss-dpa.urn-newsml-dpa-com-20090101-211203-99-241444,Demonstrationen - Wiesbaden,dpa,,,03122021,Sueddeutsche
US-Regierung klagt gegen Chipdesigner-Kauf durch Nvidia,03122021_11:36,https://www.sueddeutsche.de/wirtschaft/computer-us-regierung-klagt-gegen-chipdesigner-kauf-durch-nvidia-dpa.urn-newsml-dpa-com-20090101-211202-99-236621,Computer,dpa,,,03122021,Sueddeutsche
Bündnis um Fridays for Future fordert Klimaplan-Novelle,03122021_11:34,https://www.sueddeutsche.de/wissen/klima-hamburg-buendnis-um-fridays-for-future-fordert-klimaplan-novelle-dpa.urn-newsml-dpa-com-20090101-211203-99-241942,Klima - Hamburg,dpa,,,03122021,Sueddeutsche
"Pauli-Präsident Göttlich: Begrenzung ""vollkommen richtig""",03122021_11:33,https://www.sueddeutsche.de/sport/fussball-pauli-praesident-goettlich-begrenzung-vollkommen-richtig-dpa.urn-newsml-dpa-com-20090101-211203-99-241884,Fußball,dpa,,,03122021,Sueddeutsche
