Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page
Solidarische Menschenkette,27012022_20:43,https://www.sueddeutsche.de/muenchen/starnberg/kundgebung-solidarische-menschenkette-1.5516478,Kundgebung,,,Gilching setzt ein Zeichen für Zusammenhalt und Demokratie,28012022,Sueddeutsche
Schanigärten statt Parkplätze,27012022_20:43,https://www.sueddeutsche.de/muenchen/starnberg/stadtentwicklung-schanigaerten-statt-parkplaetze-1.5516461,Stadtentwicklung,,"Von Linus Freymark, Starnberg","Mit dem Projekt ""See and the City"" will Starnberg den relativ unattraktiven Bereich rund um den Bahnhof See von Mitte Mai bis Oktober  aufhübschen. Auch die Bürger dürfen mitmachen - und haben nun erste  Ideen eingebracht
                        
                            Von Linus Freymark, Starnberg",28012022,Sueddeutsche
Stimme der Vernunft,27012022_20:43,https://www.sueddeutsche.de/muenchen/starnberg/kommentar-stimme-der-vernunft-1.5516480,Kommentar,,Von Christian Deussing,"Im Landkreis Starnberg finden immer mehr Aktionen statt, die zu Solidarität und Wahrung der Demokratie aufrufen - und das ist auch gut so
                        
                            Von Christian Deussing",28012022,Sueddeutsche
Inzidenz steigt auf mehr als 1700,27012022_20:43,https://www.sueddeutsche.de/muenchen/starnberg/corona-pandemie-inzidenz-steigt-auf-mehr-als-1700-1.5516484,Corona-Pandemie,,,,28012022,Sueddeutsche
Falscher Polizeianruf endet glimpflich,27012022_20:43,https://www.sueddeutsche.de/muenchen/starnberg/gauting-falscher-polizeianruf-endet-glimpflich-1.5516482,Gauting,,,,28012022,Sueddeutsche
Beratung über neue Gewerbeflächen,27012022_20:43,https://www.sueddeutsche.de/muenchen/freising/allershausen-beratung-ueber-neue-gewerbeflaechen-1.5516699,Allershausen,,,,28012022,Sueddeutsche
Jugendamt stellt Haushaltsplan vor,27012022_20:43,https://www.sueddeutsche.de/muenchen/freising/jugendhilfeausschuss-des-freisinger-kreistags-jugendamt-stellt-haushaltsplan-vor-1.5516697,Jugendhilfeausschuss des Freisinger Kreistags,,,,28012022,Sueddeutsche
Die Gewänder von Bischof Konrad III.,27012022_20:43,https://www.sueddeutsche.de/muenchen/freising/vortrag-im-historischen-verein-freising-die-gewaender-von-bischof-konrad-iii-1.5516688,Vortrag im Historischen Verein Freising,,,,28012022,Sueddeutsche
3992 Personen in häuslicher Isolation,27012022_20:43,https://www.sueddeutsche.de/muenchen/freising/corona-im-landkreis-freising-3992-personen-in-haeuslicher-isolation-1.5516682,Corona im Landkreis Freising,,,,28012022,Sueddeutsche
Mann spricht  Kinder an,27012022_20:43,https://www.sueddeutsche.de/muenchen/freising/pulling-mann-spricht-kinder-an-1.5516676,Pulling,,,,28012022,Sueddeutsche
Jugendtreff zeigt in den Ferien Filme,27012022_20:43,https://www.sueddeutsche.de/muenchen/freising/allershausen-jugendtreff-zeigt-in-den-ferien-filme-1.5516900,Allershausen,,,,28012022,Sueddeutsche
Faszinierendes Zusammenspiel,27012022_20:43,https://www.sueddeutsche.de/muenchen/freising/caroline-gutjahr-stellt-forschungsarbeit-vor-faszinierendes-zusammenspiel-1.5516705,Caroline Gutjahr stellt Forschungsarbeit vor,,,TUM-Online-Vortrag zum Thema Einfluss von Bakterien und Pilzen auf Pflanzen,28012022,Sueddeutsche
Gemeinderat kann hybrid tagen,27012022_20:43,https://www.sueddeutsche.de/muenchen/freising/eching-gemeinderat-kann-hybrid-tagen-1.5516686,Eching,,,Sitzungssaal im neuen Rathaus bietet die technische Möglichkeit,28012022,Sueddeutsche
Segen der modernen Technik,27012022_20:43,https://www.sueddeutsche.de/muenchen/freising/moosburg-segen-der-modernen-technik-1.5516671,Moosburg,,"Von Birgit Goormann-Prugger, Moosburg","Geortetes Handy führt Bestohlene zu mutmaßlichem Taschendieb
                        
                            Von Birgit Goormann-Prugger, Moosburg",28012022,Sueddeutsche
