Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page,Kategorie
Innenminister kündigt Investitionen für Innere Sicherheit an,09122021_14:21,https://www.sueddeutsche.de/politik/landtag-wiesbaden-innenminister-kuendigt-investitionen-fuer-innere-sicherheit-an-dpa.urn-newsml-dpa-com-20090101-211209-99-319518,Landtag - Wiesbaden,dpa,,,09122021,Sueddeutsche,politik
Weil für Impfstoff-Bestellungen durch die Länder,09122021_14:21,https://www.sueddeutsche.de/politik/regierung-hannover-weil-fuer-impfstoff-bestellungen-durch-die-laender-dpa.urn-newsml-dpa-com-20090101-211209-99-319250,Regierung - Hannover,dpa,,,09122021,Sueddeutsche,politik
Messerattacke im Streit um Lärm? Beschuldigter schweigt,09122021_14:21,https://www.sueddeutsche.de/panorama/prozesse-berlin-messerattacke-im-streit-um-laerm-beschuldigter-schweigt-dpa.urn-newsml-dpa-com-20090101-211209-99-318900,Prozesse - Berlin,dpa,,,09122021,Sueddeutsche,panorama
Blindenfußball: Der Sport hilft auch im Alltag,09122021_14:21,https://www.sueddeutsche.de/sport/blindenfussball-der-sport-hilft-auch-im-alltag-1.5484265,,,,"Video
                    
                    
                        Am Rande eines Blindenfußball-Turniers in Mexiko beschreibt ein Spieler, wie die Kickerei ihm auch außerhalb des Sports hilft.",09122021,Sueddeutsche,sport
Entwurf für Impfpflicht in Österreich: Strafen ab 600 Euro aufwärts,09122021_14:21,https://www.sueddeutsche.de/politik/corona-weltweit-oesterreich-impfpflicht-booster-impfungen-ema-1.5481011,Corona weltweit,,Aktuelle Meldungen weltweit,"Betroffene könnten sich aber aus der Strafe herausimpfen. Die Europäische Arzneimittelagentur hält Booster-Impfungen bereits drei Monaten nach der Zweitimpfung für sinnvoll.
                        
                            Aktuelle Meldungen weltweit",09122021,Sueddeutsche,politik
Städel Museum Frankfurt zeigt 2022 große Renoir-Ausstellung,09122021_14:20,https://www.sueddeutsche.de/kultur/kunst-frankfurt-am-main-staedel-museum-frankfurt-zeigt-2022-grosse-renoir-ausstellung-dpa.urn-newsml-dpa-com-20090101-211209-99-319519,Kunst - Frankfurt am Main,dpa,,,09122021,Sueddeutsche,kultur
S-Bahn muss wegen Handy notbremsen,09122021_14:19,https://www.sueddeutsche.de/muenchen/muenchen-s-bahn-riem-handy-gleis-1.5484110,Riem,,,"Weil ein 41-Jähriger in den Gleisen sein Smartphone sucht, stockt der ganze Verkehr auf der S2.",09122021,Sueddeutsche,muenchen
Zeuge zur Prepper-Szene im Prozess gegen Bundeswehroffizier,09122021_14:18,https://www.sueddeutsche.de/panorama/prozesse-frankfurt-am-main-zeuge-zur-prepper-szene-im-prozess-gegen-bundeswehroffizier-dpa.urn-newsml-dpa-com-20090101-211209-99-319522,Prozesse - Frankfurt am Main,dpa,,,09122021,Sueddeutsche,panorama
"Großaktion gegen Drogenbande in NRW, Hessen und Luxemburg",09122021_14:18,https://www.sueddeutsche.de/panorama/kriminalitaet-oberhausen-grossaktion-gegen-drogenbande-in-nrw-hessen-und-luxemburg-dpa.urn-newsml-dpa-com-20090101-211209-99-312622,Kriminalität - Oberhausen,dpa,,,09122021,Sueddeutsche,panorama
Alte Führerscheine werden länger anerkannt: Frist bis Juli,09122021_14:18,https://www.sueddeutsche.de/wirtschaft/verkehr-magdeburg-alte-fuehrerscheine-werden-laenger-anerkannt-frist-bis-juli-dpa.urn-newsml-dpa-com-20090101-211209-99-318297,Verkehr - Magdeburg,dpa,,,09122021,Sueddeutsche,wirtschaft
Rote Liste: 16 Prozent der Libellenarten gefährdet,09122021_14:18,https://www.sueddeutsche.de/politik/international-rote-liste-16-prozent-der-libellenarten-gefaehrdet-dpa.urn-newsml-dpa-com-20090101-211209-99-319019,International,dpa,,,09122021,Sueddeutsche,politik
Nach Corona-Infektion: Kein Kimmich-Comeback vor Weihnachten,09122021_14:17,https://www.sueddeutsche.de/panorama/nach-corona-infektion-kein-kimmich-comeback-vor-weihnachten-1.5484240,,,,"Video
                    
                    
                        Der FC Bayern München muss auch die englische Woche zum Jahresausklang in der Fußball-Bundesliga ohne Nationalspieler Joshua Kimmich bestreiten. Das teilte der Tabellenführer am Donnerstag mit.",09122021,Sueddeutsche,panorama
Aigner mahnt zur Debattenkultur im Landtag,09122021_14:17,https://www.sueddeutsche.de/bayern/landtag-muenchen-aigner-mahnt-zur-debattenkultur-im-landtag-dpa.urn-newsml-dpa-com-20090101-211209-99-319377,Landtag - München,dpa,,,09122021,Sueddeutsche,bayern
EU legt Kriterien für nachhaltige Investitionen fest,09122021_14:14,https://www.sueddeutsche.de/wirtschaft/energie-eu-legt-kriterien-fuer-nachhaltige-investitionen-fest-dpa.urn-newsml-dpa-com-20090101-211209-99-310726,Energie,dpa,,,09122021,Sueddeutsche,wirtschaft
Verkehrsminister: Ticketproblem für Bahnpendler,09122021_14:13,https://www.sueddeutsche.de/wirtschaft/verkehr-schwerin-verkehrsminister-ticketproblem-fuer-bahnpendler-dpa.urn-newsml-dpa-com-20090101-211209-99-319263,Verkehr - Schwerin,dpa,,,09122021,Sueddeutsche,wirtschaft
Tour: Frau mit Schild muss nach Sturz-Drama 1200 Euro zahlen,09122021_14:13,https://www.sueddeutsche.de/sport/radsport-tour-frau-mit-schild-muss-nach-sturz-drama-1200-euro-zahlen-dpa.urn-newsml-dpa-com-20090101-211209-99-319346,Radsport,dpa,,,09122021,Sueddeutsche,sport
Ehefrau und Bekannten erschossen: Lebenslage Haft,09122021_14:12,https://www.sueddeutsche.de/bayern/kriminalitaet-nuernberg-ehefrau-und-bekannten-erschossen-lebenslage-haft-dpa.urn-newsml-dpa-com-20090101-211209-99-319379,Kriminalität - Nürnberg,dpa,,,09122021,Sueddeutsche,bayern
Stiko: Kinder-Impfung bei Vorerkrankung empfohlen - möglich auch ohne,09122021_14:12,https://www.sueddeutsche.de/gesundheit/krankheiten-stiko-kinder-impfung-bei-vorerkrankung-empfohlen-moeglich-auch-ohne-dpa.urn-newsml-dpa-com-20090101-211209-99-319408,Krankheiten,dpa,,,09122021,Sueddeutsche,gesundheit
Schuldenberg des Landes auf Rekordniveau,09122021_14:11,https://www.sueddeutsche.de/wirtschaft/finanzen-schwerin-schuldenberg-des-landes-auf-rekordniveau-dpa.urn-newsml-dpa-com-20090101-211209-99-319262,Finanzen - Schwerin,dpa,,,09122021,Sueddeutsche,wirtschaft
VfL Bochum geht selbstbewusst im Derby gegen Dortmund,09122021_14:11,https://www.sueddeutsche.de/sport/fussball-bochum-vfl-bochum-geht-selbstbewusst-im-derby-gegen-dortmund-dpa.urn-newsml-dpa-com-20090101-211209-99-319276,Fußball - Bochum,dpa,,,09122021,Sueddeutsche,sport
Facebook-Nutzer unter Pseudonym haben vor BGH gute Chancen,09122021_14:11,https://www.sueddeutsche.de/bayern/prozesse-karlsruhe-facebook-nutzer-unter-pseudonym-haben-vor-bgh-gute-chancen-dpa.urn-newsml-dpa-com-20090101-211209-99-315998,Prozesse - Karlsruhe,dpa,,,09122021,Sueddeutsche,bayern
Facebook-Nutzer unter Pseudonym haben vor BGH gute Chancen,09122021_14:10,https://www.sueddeutsche.de/panorama/prozesse-facebook-nutzer-unter-pseudonym-haben-vor-bgh-gute-chancen-dpa.urn-newsml-dpa-com-20090101-211209-99-313100,Prozesse,dpa,,,09122021,Sueddeutsche,panorama
Werder Bremen ohne Nicolai Rapp nach Regensburg,09122021_14:10,https://www.sueddeutsche.de/sport/fussball-bremen-werder-bremen-ohne-nicolai-rapp-nach-regensburg-dpa.urn-newsml-dpa-com-20090101-211209-99-319251,Fußball - Bremen,dpa,,,09122021,Sueddeutsche,sport
Sebastian Baden leitet künftig die Frankfurter Schirn,09122021_14:09,https://www.sueddeutsche.de/kultur/museen-frankfurt-am-main-sebastian-baden-leitet-kuenftig-die-frankfurter-schirn-dpa.urn-newsml-dpa-com-20090101-211209-99-318894,Museen - Frankfurt am Main,dpa,,,09122021,Sueddeutsche,kultur
Finanzämter in NRW verlängern Corona-Erleichterungen,09122021_14:07,https://www.sueddeutsche.de/politik/steuern-duesseldorf-finanzaemter-in-nrw-verlaengern-corona-erleichterungen-dpa.urn-newsml-dpa-com-20090101-211209-99-319277,Steuern - Düsseldorf,dpa,,,09122021,Sueddeutsche,politik
Bundesgerichtshof setzt Werbung für Telemedizin enge Grenzen,09122021_14:04,https://www.sueddeutsche.de/gesundheit/gesundheit-bundesgerichtshof-setzt-werbung-fuer-telemedizin-enge-grenzen-dpa.urn-newsml-dpa-com-20090101-211209-99-319000,Gesundheit,dpa,,,09122021,Sueddeutsche,gesundheit
"Polizeiaktion gegen Drogenbande in NRW, Hessen und Luxemburg",09122021_14:04,https://www.sueddeutsche.de/panorama/kriminalitaet-polizeiaktion-gegen-drogenbande-in-nrw-hessen-und-luxemburg-dpa.urn-newsml-dpa-com-20090101-211209-99-312902,Kriminalität,dpa,,,09122021,Sueddeutsche,panorama
Mercedes-Benz ermöglicht hochautomatisiertes Fahren,09122021_14:03,https://www.sueddeutsche.de/wirtschaft/auto-mercedes-benz-ermoeglicht-hochautomatisiertes-fahren-dpa.urn-newsml-dpa-com-20090101-211209-99-317142,Auto,dpa,,,09122021,Sueddeutsche,wirtschaft
