Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page,Kategorie
Experten: Omikron könnte in HIV-Patienten entstanden sein,29112021_14:06,https://www.sueddeutsche.de/panorama/experten-omikron-koennte-in-hiv-patienten-entstanden-sein-1.5475875,,,,"Video
                    
                    
                        Die überraschend viele Mutationen tragende Corona-Variante Omikron könnte Experten zufolge in einem Patienten mit HIV oder einer anderen Form der Immunschwäche entstanden sein. SPD-Gesundheitsexperte Karl Lauterbach äußerte diesen Verdacht bereits am Freitag.",29112021,Sueddeutsche,panorama
Mehr Bundeswehrsoldaten im Corona-Einsatz in Niedersachsen,29112021_14:06,https://www.sueddeutsche.de/politik/verteidigung-celle-mehr-bundeswehrsoldaten-im-corona-einsatz-in-niedersachsen-dpa.urn-newsml-dpa-com-20090101-211129-99-187129,Verteidigung - Celle,dpa,,,29112021,Sueddeutsche,politik
Ministerium: Derzeit sechs Omikron-Verdachtsfälle in NRW,29112021_14:05,https://www.sueddeutsche.de/gesundheit/gesundheit-duesseldorf-ministerium-derzeit-sechs-omikron-verdachtsfaelle-in-nrw-dpa.urn-newsml-dpa-com-20090101-211129-99-187087,Gesundheit - Düsseldorf,dpa,,,29112021,Sueddeutsche,gesundheit
"Dresdner TU-Professorin spricht künftig ""Wort zum Sonntag""",29112021_14:04,https://www.sueddeutsche.de/panorama/kirche-dresden-dresdner-tu-professorin-spricht-kuenftig-wort-zum-sonntag-dpa.urn-newsml-dpa-com-20090101-211129-99-187069,Kirche - Dresden,dpa,,,29112021,Sueddeutsche,panorama
Inflation so hoch wie seit 1992 nicht mehr,29112021_14:03,https://www.sueddeutsche.de/politik/inflation-ezb-1.5475819,Inflation,,"Von Markus Zydra, Frankfurt","+++ Eilmeldung +++
                    
                    
                        Die Preise in Deutschland klettern im November um 5,2 Prozent. Dennoch setzt die EZB ihre lockere Geldpolitik fort.
                        
                            Von Markus Zydra, Frankfurt",29112021,Sueddeutsche,politik
Schalke 04 bis zum Jahresende ohne Torjäger Terodde,29112021_14:03,https://www.sueddeutsche.de/sport/fussball-schalke-04-bis-zum-jahresende-ohne-torjaeger-terodde-dpa.urn-newsml-dpa-com-20090101-211129-99-186966,Fußball,dpa,,,29112021,Sueddeutsche,sport
Rot-grün-rot setzt auf mehr Neubau und mehr Klimaschutz,29112021_14:02,https://www.sueddeutsche.de/politik/parteien-berlin-rot-gruen-rot-setzt-auf-mehr-neubau-und-mehr-klimaschutz-dpa.urn-newsml-dpa-com-20090101-211129-99-185648,Parteien - Berlin,dpa,,,29112021,Sueddeutsche,politik
Inflation überspringt im November Fünf-Prozent-Marke,29112021_14:02,https://www.sueddeutsche.de/wirtschaft/preise-inflation-ueberspringt-im-november-fuenf-prozent-marke-dpa.urn-newsml-dpa-com-20090101-211129-99-187046,Preise,dpa,,,29112021,Sueddeutsche,wirtschaft
Und täglich grüßen die Eingemummelten,29112021_14:00,https://www.sueddeutsche.de/panorama/pub-england-eingeschneit-schnee-oasis-1.5475864,"SZ-Kolumne ""Bester Dinge""",,Von Titus Arnu,"Bier ab 15 Uhr, Fish & Chips und Oasis-Musik: In Nordengland sind 60 Konzertbesucher in einem Pub eingeschneit - drei unterhaltsame Tage lang. 
                        
                            Von Titus Arnu",29112021,Sueddeutsche,panorama
Angriff aufs Internet,29112021_13:59,https://www.sueddeutsche.de/wirtschaft/internet-regulierung-eu-russland-1.5475842,Netzpolitik,,Von Monika Ermert,"Wie das Netz im Innersten funktioniert, das regeln private Organisationen und Vereine. Ist das noch zeitgemäß? Die Politik strebt nach mehr Einfluss, auch in der EU. Experten sind alarmiert.
                        
                            Von Monika Ermert",29112021,Sueddeutsche,wirtschaft
Andersson erneut zu Schwedens Ministerpräsidentin gewählt,29112021_13:59,https://www.sueddeutsche.de/politik/regierung-andersson-erneut-zu-schwedens-ministerpraesidentin-gewaehlt-dpa.urn-newsml-dpa-com-20090101-211129-99-181034,Regierung,dpa,,,29112021,Sueddeutsche,politik
Schalke 04 bis zum Jahresende ohne Torjäger Terodde,29112021_13:57,https://www.sueddeutsche.de/sport/fussball-gelsenkirchen-schalke-04-bis-zum-jahresende-ohne-torjaeger-terodde-dpa.urn-newsml-dpa-com-20090101-211129-99-186954,Fußball - Gelsenkirchen,dpa,,,29112021,Sueddeutsche,sport
Alarmsignal: Hoher Blutdruck während der Schwangerschaft,29112021_13:56,https://www.sueddeutsche.de/gesundheit/gesundheit-alarmsignal-hoher-blutdruck-waehrend-der-schwangerschaft-dpa.urn-newsml-dpa-com-20090101-211129-99-186929,Gesundheit,dpa,,,29112021,Sueddeutsche,gesundheit
Lockdown - jetzt sofort!,29112021_13:55,https://www.sueddeutsche.de/meinung/corona-lockdown-omikron-vierte-welle-1.5475809,Covid-19,,Kommentar von Christina Berndt,"Meinung
                    
                    
                        Das Versprechen, das Land werde nicht noch einmal heruntergefahren, ist nicht mehr zu halten. Wir haben die vierte Welle zu groß werden lassen und das Einzige, das zügig hilft: Kontakte einschränken.
                        
                            Kommentar von Christina Berndt",29112021,Sueddeutsche,meinung
Ralf Rangnick wird Interimstrainer bei Manchester United,29112021_13:55,https://www.sueddeutsche.de/panorama/ralf-rangnick-wird-interimstrainer-bei-manchester-united-1.5475856,,,,"Video
                    
                    
                        Ralf Rangnick wird neuer Trainer beim englischen Fußball-Rekordmeister Manchester United. Das gab der Verein aus der Premier League am Montag bekannt.",29112021,Sueddeutsche,panorama
Südafrika: Keine Stornogebühren für die Nationalparks,29112021_13:54,https://www.sueddeutsche.de/leben/tourismus-suedafrika-keine-stornogebuehren-fuer-die-nationalparks-dpa.urn-newsml-dpa-com-20090101-211129-99-186901,Tourismus,dpa,,,29112021,Sueddeutsche,leben
Spaziergänger finden Leiche auf Acker an Grenze zu Hessen,29112021_13:53,https://www.sueddeutsche.de/panorama/kriminalitaet-warburg-spaziergaenger-finden-leiche-auf-acker-an-grenze-zu-hessen-dpa.urn-newsml-dpa-com-20090101-211129-99-186884,Kriminalität - Warburg,dpa,,,29112021,Sueddeutsche,panorama
Magdalena Andersson erneut zu Schwedens Ministerpräsidentin gewählt,29112021_13:53,https://www.sueddeutsche.de/politik/regierung-magdalena-andersson-erneut-zu-schwedens-ministerpraesidentin-gewaehlt-dpa.urn-newsml-dpa-com-20090101-211129-99-186890,Regierung,dpa,,,29112021,Sueddeutsche,politik
Koalitionspartner wollen Personalien später klären,29112021_13:51,https://www.sueddeutsche.de/politik/parteien-berlin-koalitionspartner-wollen-personalien-spaeter-klaeren-dpa.urn-newsml-dpa-com-20090101-211129-99-186860,Parteien - Berlin,dpa,,,29112021,Sueddeutsche,politik
