Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page
Feuer in Umspannanlage: Zehntausende lange ohne Strom,12122021_07:55,https://www.sueddeutsche.de/panorama/braende-neunkirchen-seelscheid-feuer-in-umspannanlage-zehntausende-lange-ohne-strom-dpa.urn-newsml-dpa-com-20090101-211211-99-342570,Brände - Neunkirchen-Seelscheid,dpa,,,12122021,Sueddeutsche
Stromausfall nach gut 24 Stunden weitgehend behoben,12122021_07:54,https://www.sueddeutsche.de/panorama/braende-stromausfall-nach-gut-24-stunden-weitgehend-behoben-dpa.urn-newsml-dpa-com-20090101-211212-99-351375,Brände,dpa,,,12122021,Sueddeutsche
Weihnachtsamnestie: Häftlinge früher auf freiem Fuß,12122021_07:52,https://www.sueddeutsche.de/panorama/justiz-weihnachtsamnestie-haeftlinge-frueher-auf-freiem-fuss-dpa.urn-newsml-dpa-com-20090101-211212-99-351237,Justiz,dpa,,,12122021,Sueddeutsche
Herrenlose Tasche sorgt für Polizeieinsatz in Darmstadt,12122021_07:51,https://www.sueddeutsche.de/panorama/notfaelle-darmstadt-herrenlose-tasche-sorgt-fuer-polizeieinsatz-in-darmstadt-dpa.urn-newsml-dpa-com-20090101-211212-99-351373,Notfälle - Darmstadt,dpa,,,12122021,Sueddeutsche
"Appell: ""Tiere sollen nicht unter dem Weihnachtsbaum landen""",12122021_07:51,https://www.sueddeutsche.de/leben/tiere-kassel-appell-tiere-sollen-nicht-unter-dem-weihnachtsbaum-landen-dpa.urn-newsml-dpa-com-20090101-211212-99-351367,Tiere - Kassel,dpa,,,12122021,Sueddeutsche
Eine Mannschaft im Hamsterrad,12122021_07:49,https://www.sueddeutsche.de/sport/greuther-fuerth-bundesliga-1.5484895,SpVgg Greuther Fürth,,Von Sebastian Leisgang,"Sie arbeiten, sie kämpfen, sie hoffen, sie verlieren: Die SpVgg Greuther Fürth stößt Woche für Woche an Grenzen. Eines aber verliert die Mannschaft nie: Haltung und Würde.
                        
                            Von Sebastian Leisgang",12122021,Sueddeutsche
Fahrplanwechsel in Hessen: Mehr Züge und Busse unterwegs,12122021_07:48,https://www.sueddeutsche.de/wirtschaft/verkehr-frankfurt-am-main-fahrplanwechsel-in-hessen-mehr-zuege-und-busse-unterwegs-dpa.urn-newsml-dpa-com-20090101-211212-99-351344,Verkehr - Frankfurt am Main,dpa,,,12122021,Sueddeutsche
"Dehoga: ""An gutes Weihnachtsgeschäft glaubt keiner mehr"" ",12122021_07:46,https://www.sueddeutsche.de/wirtschaft/gastgewerbe-wiesbaden-dehoga-an-gutes-weihnachtsgeschaeft-glaubt-keiner-mehr-dpa.urn-newsml-dpa-com-20090101-211212-99-351334,Gastgewerbe - Wiesbaden,dpa,,,12122021,Sueddeutsche
Noch zwei Titel bis zu Katarina Witt,12122021_07:45,https://www.sueddeutsche.de/sport/eiskunstlauf-meisterschaft-nicole-schott-katarina-witt-1.5485799,Eiskunstlauf,,"Von Barbara Klimke, Neuss","""Das haben in den letzten hundert Jahren nicht so viele geschafft"": Nicole Schott ist zum sechsten Mal deutsche Meisterin. Sie setzt den Maßstab im deutschen Eiskunstlauf - und hat in der Weltspitze trotzdem keine Chance.
                        
                            Von Barbara Klimke, Neuss",12122021,Sueddeutsche
Ein finsteres Kapitel des Wintersports,12122021_07:45,https://www.sueddeutsche.de/sport/wintersport-shorttrack-sexueller-missbrauch-suedkorea-1.5485478,Verurteilung wegen sexueller Attacken,,"Von Thomas Hahn, Tokio","Südkoreas ehemaliger Shorttrack-Nationaltrainer Cho Jae-beom muss wegen sexuellen Missbrauchs der Olympiasiegerin Shim Suk-hee 13 Jahre ins Gefängnis. Das Urteil ruft das Martyrium der Sportlerin in Erinnerung.
                        
                            Von Thomas Hahn, Tokio",12122021,Sueddeutsche
