Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page
Klimaaktivisten kleben sich auf der Straße fest,04022022_17:58,https://www.sueddeutsche.de/muenchen/letzte-generation-blockade-muenchen-innenstadt-1.5522424,Isartor,,Von Anita Naujokat,"Mit der Aktion will die Gruppe ""Letzte Generation"" gegen die Verschwendung von Lebensmitteln protestieren. Es dauert Stunden, bis der Verkehr wieder fließt - manch ein Autofahrer reagiert verärgert. 
                        
                            Von Anita Naujokat",05022022,Sueddeutsche
Stammstrecke am Wochenende teilweise gesperrt,04022022_17:58,https://www.sueddeutsche.de/muenchen/muenchen-s-bahn-stammstrecke-bauarbeiten-1.5522212,S-Bahn,,,,05022022,Sueddeutsche
Werben um den Pflege-Nachwuchs,04022022_17:58,https://www.sueddeutsche.de/muenchen/muenchen-job-berater-pflege-ausbildung-1.5521763,Pflegekräftemangel,,Von Nicole Graner,"Auch in München fehlen Pflegekräfte, aber was dagegen tun? In der Stadt setzt man auf kreative Lösungsansätze: von der Simualtionspuppe bis zum ""Café Plege"". 
                        
                            Von Nicole Graner",05022022,Sueddeutsche
Schweigeminute für getötete Polizisten,04022022_17:58,https://www.sueddeutsche.de/muenchen/theresienwiese-schweigeminute-fuer-getoetete-polizisten-1.5521890,Theresienwiese,,,,05022022,Sueddeutsche
München liegt erstmals über 2000,04022022_17:58,https://www.sueddeutsche.de/muenchen/corona-muenchen-inzidenz-1.5522172,Sieben-Tage-Inzidenz,,,Innerhalb nur eines Tages steigt die Sieben-Tage-Inzidenz in der Stadt um mehr als 400 Punkte. Ein Grund dafür sind - mal wieder - Probleme bei den Nachmeldungen.,05022022,Sueddeutsche
"""Die hätten gar nicht die Zeit für so viele Beichten""",04022022_17:58,https://www.sueddeutsche.de/muenchen/muenchen-queere-kirche-1.5522121,Erfahrungsberichte,,"Von Sabine Buchwald, Linus Freymark und Julia Schriever","Kürzlich hat es in einer Fernseh-Doku das größte Coming-out in der Geschichte der katholischen Kirche gegeben. Welche Erfahrungen machen queere Menschen mit der Glaubensgemeinschaft? Vier von ihnen erzählen.
                        
                            Von Sabine Buchwald, Linus Freymark und Julia Schriever",05022022,Sueddeutsche
Rängtängtäng,04022022_17:58,https://www.sueddeutsche.de/auto/simson-schwalbe-s51-geschichte-1.5517004,Kult-Motorroller Schwalbe,,Von Marco Völklein,"Ob Schwalbe-Motorroller oder das Kleinkraftrad S51 - die Produkte der Firma Simson aus Suhl machten jahrzehntelang die Menschen in der DDR mobil. Und sie faszinieren bis heute. Warum eigentlich? 
                        
                            Von Marco Völklein",05022022,Sueddeutsche
Tierische Kurve,04022022_17:58,https://www.sueddeutsche.de/leben/bild-der-woche-tierische-kurve-1.5521660,Bild der Woche,,Von Georg Cadeggianini,"Wo laufen die hin? Was sehen die sechs Rinder? Klingt ja nach Adleraugen?
                        
                            Von Georg Cadeggianini",05022022,Sueddeutsche
Roboterspiele,04022022_17:58,https://www.sueddeutsche.de/leben/aktuell-roboterspiele-1.5521656,Aktuell,,Von Katrin Freiburghaus,"Ein Roboter kocht Nudeln, ein anderer mixt Cocktails und der nächste hält die olympische Fackel. Was ist da los? Zu viel ""Star Trek""  geschaut?
                        
                            Von Katrin Freiburghaus",05022022,Sueddeutsche
Gut gerüstet,04022022_17:58,https://www.sueddeutsche.de/stil/geschenke-geschenketipps-stilnews-dua-lipa-lisa-larson-arket-brioni-camelbak-batman-1.5521085,Haben und Sein,,"Von Anne Goebel, Jan Kedves, Julia Rothhaas, Max Scharnigg und Silke Wichert","Ob durchdachter Radrucksack für Pendler, Lifestyle-Tipps von Sängerin Dua Lipa oder Tigerfigur für den guten Zweck: die Stilnews der Woche
                        
                            Von Anne Goebel, Jan Kedves, Julia Rothhaas, Max Scharnigg und Silke Wichert",05022022,Sueddeutsche
