Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page,Kategorie
Autofahrerin fällt aus Wagen und wird von ihm überrollt,21122021_10:23,https://www.sueddeutsche.de/panorama/unfaelle-ludwigslust-autofahrerin-faellt-aus-wagen-und-wird-von-ihm-ueberrollt-dpa.urn-newsml-dpa-com-20090101-211221-99-463429,Unfälle - Ludwigslust,dpa,,,21122021,Sueddeutsche,panorama
Prozess gegen Mutter von Leonie: Bewährungsstrafe gefordert,21122021_10:20,https://www.sueddeutsche.de/panorama/prozesse-torgelow-prozess-gegen-mutter-von-leonie-bewaehrungsstrafe-gefordert-dpa.urn-newsml-dpa-com-20090101-211220-99-457362,Prozesse - Torgelow,dpa,,,21122021,Sueddeutsche,panorama
"""Mir kamen die Tränen. Ich bin einfach am Limit""",21122021_10:20,https://www.sueddeutsche.de/projekte/artikel/multimedia/tagebuch-aus-der-intensivstation-e279104/,Pandemie in deutschen Kliniken,,"Von Thomas Balbierer, Johanna Feckl, Sophie Kobel und Lisa Sonnabend","Mediziner und Pflegekräfte kämpfen in den Kliniken um das Leben der Corona-Patienten. Mit einigen von ihnen sprechen wir regelmäßig über ihren Alltag. Tagebuch der Überlastung, Folge 13.
                        
                            Von Thomas Balbierer, Johanna Feckl, Sophie Kobel und Lisa Sonnabend",21122021,Sueddeutsche,projekte
Diakonie Sachsen fordert allgemeine Impfpflicht,21122021_10:19,https://www.sueddeutsche.de/leben/soziales-radebeul-diakonie-sachsen-fordert-allgemeine-impfpflicht-dpa.urn-newsml-dpa-com-20090101-211221-99-463242,Soziales - Radebeul,dpa,,,21122021,Sueddeutsche,leben
"""Sex-and-the-City""-Stars distanzieren sich von Chris Noth",21122021_10:18,https://www.sueddeutsche.de/leben/leute-sex-and-the-city-stars-distanzieren-sich-von-chris-noth-dpa.urn-newsml-dpa-com-20090101-211221-99-461816,Leute,dpa,,,21122021,Sueddeutsche,leben
Verdi ruft zum erneuten Abfertigungsstreik auf,21122021_10:17,https://www.sueddeutsche.de/karriere/tarife-frankfurt-am-main-verdi-ruft-zum-erneuten-abfertigungsstreik-auf-dpa.urn-newsml-dpa-com-20090101-211221-99-463233,Tarife - Frankfurt am Main,dpa,,,21122021,Sueddeutsche,karriere
Merk tritt in Kaiserslautern von allen Ämtern zurück,21122021_10:15,https://www.sueddeutsche.de/sport/fussball-merk-tritt-in-kaiserslautern-von-allen-aemtern-zurueck-dpa.urn-newsml-dpa-com-20090101-211221-99-463215,Fußball,dpa,,,21122021,Sueddeutsche,sport
"Erdgas-Bohrungen im Ebersberger Forst ""nicht auszuschließen""",21122021_10:15,https://www.sueddeutsche.de/muenchen/ebersberg/bayern-erdgas-bohrung-ebersberger-forst-zukunft-1.5490281,Energie,,"Von Korbinian Eisenberger, Anzing","Nahe Anzing wurde das Material einst aus 2500 Metern Tiefe nach oben befördert. Nun ist das Rohr verschlossen und hinterlässt eine Betonsäule im Waldboden. Was bringt die Zukunft?
                        
                            Von Korbinian Eisenberger, Anzing",21122021,Sueddeutsche,muenchen
Mehr Bier aus Thüringen ins Ausland exportiert,21122021_10:14,https://www.sueddeutsche.de/wirtschaft/getraenke-erfurt-mehr-bier-aus-thueringen-ins-ausland-exportiert-dpa.urn-newsml-dpa-com-20090101-211221-99-463237,Getränke - Erfurt,dpa,,,21122021,Sueddeutsche,wirtschaft
Giffey neue Regierende Bürgermeisterin in Berlin,21122021_10:11,https://www.sueddeutsche.de/politik/parteien-giffey-neue-regierende-buergermeisterin-in-berlin-dpa.urn-newsml-dpa-com-20090101-211221-99-463282,Parteien,dpa,,,21122021,Sueddeutsche,politik
