Titel,URL,Date_Info,News_page,Kategorie,author
ARD-Sonntagskrimi: Der Dortmund- »Tatort« im Schnellcheck,https://www.spiegel.de/kultur/tv/tatort-heute-aus-dortmund-masken-im-schnellcheck-a-9d1456d8-0c39-4637-8b71-b4ce913acaae,28112021_17:34 ,Spiegel,kultur,Von Christian Buß
Fußball-Bundesliga: Frankfurt krönt ungeschlagenen November mit Last-Minute-Sieg gegen Union Berlin,https://www.spiegel.de/sport/fussball/fussball-bundesliga-eintracht-frankfurt-mit-last-minute-sieg-gegen-union-berlin-a-7eeebea2-1948-4de4-bb1f-5a0a85794b88,28112021_17:32 ,Spiegel,sport,
"Drei Spiele, drei Remisen bei der Schach-WM: Carlsen beißt sich an seinem Herausforderer die Zähne aus",https://www.spiegel.de/sport/schach-wm-magnus-carlsen-verpasst-auch-im-dritten-duell-den-sieg-a-8922d5bb-aaa9-43c4-a0a3-35688d8906d1,28112021_17:29 ,Spiegel,sport,
Die Bilder der Woche: Verschlumpft und zugenäht,https://www.spiegel.de/panorama/die-bilder-der-woche-verschlumpft-und-zugenaeht-a-c21dc2e2-a6a2-4c73-bdc5-fb3c65df885a,28112021_17:27 ,Spiegel,panorama,
Forscher über die neue Virusvariante: Trickst Omikron die Immunabwehr aus?,https://www.spiegel.de/wissenschaft/forscher-ueber-neue-corona-variante-trickst-omikron-die-immunabwehr-aus-a-3dae4e11-5432-4fcf-8739-f024c083c851,28112021_16:58 ,Spiegel,wissenschaft,
Steigende Preise: Die Inflation ist zurück – was heißt das für mein Geld?,https://www.spiegel.de/wirtschaft/unternehmen/inflation-steigende-preise-sind-zurueck-schwindet-jetzt-ihr-geld-a-6ede55df-bc3d-4d11-ab48-f70eb209a569,28112021_16:50 ,Spiegel,wirtschaft,
"Nordische Kombination: »Die Überzeugung wächst, dass wir Großes leisten können«",https://www.spiegel.de/sport/wintersport/nordische-kombination-saisonstart-nach-mass-fuer-terence-weber-und-das-dsv-team-a-f38d7741-bd5e-4e3d-8419-a6f8152198fc,28112021_16:35 ,Spiegel,sport,
Dramatische Aktion: Italiens Küstenwache rettet Neugeborenes aus Seenot,https://www.spiegel.de/ausland/mittelmeer-italiens-kuestenwache-rettet-neugeborenes-mit-240-menschen-aus-seenot-a-293864ec-1e1b-4fa8-b45a-d1833a5b3422,28112021_16:30 ,Spiegel,ausland,
Coronavariante Omikron: Söder will »das ganze Land noch stärker herunterfahren«,https://www.spiegel.de/politik/deutschland/coronavirus-und-omikron-markus-soeder-will-das-ganze-land-leider-noch-staerker-herunterfahren-a-1a68f26a-7ae0-44f4-885c-3569ac1ef281,28112021_16:20 ,Spiegel,politik,
2. Fußball-Bundesliga: St. Pauli bleibt Spitzenreiter – HSV auf dem Vormarsch,https://www.spiegel.de/sport/fussball/2-fussball-bundesliga-st-pauli-bleibt-spitzenreiter-hamburger-sv-auf-dem-vormarsch-a-8ac33891-759d-414a-8436-a791ce48e1e2,28112021_16:09 ,Spiegel,sport,
Formel-1-Legende Frank Williams ist tot: »Er war ein wahrer Gigant unseres Sports«,https://www.spiegel.de/sport/formel1/legendaerer-formel-1-teamchef-frank-williams-ist-tot-a-cd9e11c1-b1c5-406c-8425-f144db00bb66,28112021_15:50 ,Spiegel,sport,
Paris Saint-Germain: Ramos feiert sein Debüt für PSG – Neymar muss verletzt vom Feld,https://www.spiegel.de/sport/fussball/paris-saint-germain-sergio-ramos-debuetiert-bei-3-1-gegen-st-etienne-neymar-verletzt-a-f822046c-4504-47e4-ae39-5946b7b37cfd,28112021_15:38 ,Spiegel,sport,
Zweite Bundesliga: Ex-Kieler Ole Werner wird neuer Trainer bei Werder Bremen,https://www.spiegel.de/sport/fussball/ole-werner-werder-bremen-verpflichtet-ex-trainer-von-holstein-kiel-a-7d0a48b2-9ece-469d-8029-3a36a0ebbe3f,28112021_15:09 ,Spiegel,sport,
Eskalation im Territorialstreit: Chinesische Flugzeuge dringen in Taiwans Luftverteidigungszone ein,https://www.spiegel.de/ausland/territorialstreit-chinesische-flugzeuge-dringen-in-taiwans-luftverteidigungszone-ein-a-ce309239-6436-408f-b909-b15dc8c361f4,28112021_15:01 ,Spiegel,ausland,
Blockbuster als Verkaufsturbo: Lady Gaga sorgt für Ansturm auf Gucci-Taschen,https://www.spiegel.de/wirtschaft/film-house-of-gucci-lady-gaga-sorgt-fuer-ansturm-auf-gucci-taschen-a-726244da-627c-4843-97be-17c49f7101df,28112021_14:44 ,Spiegel,wirtschaft,
Abenteuerliche Premiere: Erste Airbus-A340-Landung in der Antarktis,https://www.spiegel.de/auto/erste-airbus-a340-landung-in-der-antarktis-a-e445b389-2ca8-45b0-aef3-7d3779f9a6a1,28112021_14:29 ,Spiegel,auto,
