Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page,Kategorie
CDU NRW nominiert Linnemann als Vize-Bundesparteichef,20012022_11:19,https://www.sueddeutsche.de/politik/parteien-duesseldorf-cdu-nrw-nominiert-linnemann-als-vize-bundesparteichef-dpa.urn-newsml-dpa-com-20090101-220120-99-782563,Parteien - Düsseldorf,dpa,,,21012022,Sueddeutsche,politik
Studie: Mütter mit Covid-19 können bedenkenlos stillen,20012022_11:18,https://www.sueddeutsche.de/wissen/wissenschaft-studie-muetter-mit-covid-19-koennen-bedenkenlos-stillen-dpa.urn-newsml-dpa-com-20090101-220120-99-780269,Wissenschaft,dpa,,,21012022,Sueddeutsche,wissen
Verunglückter Pilot ignorierte Wetter-Warnungen,20012022_11:17,https://www.sueddeutsche.de/panorama/unfaelle-sinsheim-verunglueckter-pilot-ignorierte-wetter-warnungen-dpa.urn-newsml-dpa-com-20090101-220120-99-781988,Unfälle - Sinsheim,dpa,,,21012022,Sueddeutsche,panorama
Ärztekammer: Von Kritikern der Corona-Politik mehr Respekt,20012022_11:14,https://www.sueddeutsche.de/gesundheit/gesundheit-magdeburg-aerztekammer-von-kritikern-der-corona-politik-mehr-respekt-dpa.urn-newsml-dpa-com-20090101-220120-99-782208,Gesundheit - Magdeburg,dpa,,,21012022,Sueddeutsche,gesundheit
Linke-Urgestein Peter Ritter will Parteivorsitzender werden,20012022_11:13,https://www.sueddeutsche.de/politik/parteien-schwerin-linke-urgestein-peter-ritter-will-parteivorsitzender-werden-dpa.urn-newsml-dpa-com-20090101-220120-99-782245,Parteien - Schwerin,dpa,,,21012022,Sueddeutsche,politik
Missbrauchsgutachten sieht Fehlverhalten Benedikts als Erzbischof,20012022_11:09,https://www.sueddeutsche.de/panorama/kirche-missbrauchsgutachten-sieht-fehlverhalten-benedikts-als-erzbischof-dpa.urn-newsml-dpa-com-20090101-220120-99-782495,Kirche,dpa,,,21012022,Sueddeutsche,panorama
"Je 7,5 Millionen Euro für Tipper aus Raum Bruchsal und Ulm",20012022_11:09,https://www.sueddeutsche.de/leben/gluecksspiele-stuttgart-je-75-millionen-euro-fuer-tipper-aus-raum-bruchsal-und-ulm-dpa.urn-newsml-dpa-com-20090101-220120-99-781990,Glücksspiele - Stuttgart,dpa,,,21012022,Sueddeutsche,leben
Verteidiger Becker wechselt von Schalke 04 zu Hansa Rostock,20012022_11:09,https://www.sueddeutsche.de/sport/fussball-gelsenkirchen-verteidiger-becker-wechselt-von-schalke-04-zu-hansa-rostock-dpa.urn-newsml-dpa-com-20090101-220120-99-782377,Fußball - Gelsenkirchen,dpa,,,21012022,Sueddeutsche,sport
Neues Testzentrum für Lufttaxis in Baden-Württemberg,20012022_11:07,https://www.sueddeutsche.de/wirtschaft/luftverkehr-stuttgart-neues-testzentrum-fuer-lufttaxis-in-baden-wuerttemberg-dpa.urn-newsml-dpa-com-20090101-220120-99-781541,Luftverkehr - Stuttgart,dpa,,,21012022,Sueddeutsche,wirtschaft
Rangnick zeigt sich nach Ronaldo-Auswechslung gelassen,20012022_11:06,https://www.sueddeutsche.de/sport/fussball-rangnick-zeigt-sich-nach-ronaldo-auswechslung-gelassen-dpa.urn-newsml-dpa-com-20090101-220120-99-782397,Fußball,dpa,,,21012022,Sueddeutsche,sport
Nationalstürmerin Bremer fällt mit Muskelverletzung aus,20012022_11:06,https://www.sueddeutsche.de/sport/fussball-nationalstuermerin-bremer-faellt-mit-muskelverletzung-aus-dpa.urn-newsml-dpa-com-20090101-220120-99-782372,Fußball,dpa,,,21012022,Sueddeutsche,sport
"Jackpot für Hesse: Jeweils 7,5 Millionen Euro Lottogewinn",20012022_11:06,https://www.sueddeutsche.de/leben/gluecksspiele-wiesbaden-jackpot-fuer-hesse-jeweils-75-millionen-euro-lottogewinn-dpa.urn-newsml-dpa-com-20090101-220120-99-782233,Glücksspiele - Wiesbaden,dpa,,,21012022,Sueddeutsche,leben
