Titel,URL,Date_Info,News_page,Kategorie,author
Urlaubserlebnisse der Redaktion: »So war das. Echt schön«,https://www.spiegel.de/reise/fernweh/urlaubserlebnisse-der-redaktion-2021-so-war-das-echt-schoen-a-1b8f7421-bb8a-406c-a8a3-f8a1094340eb,29122021_11:46 ,Spiegel,reise,
"Steuerdumping in der EU: Der Skandal, für den sich kaum jemand interessierte",https://www.spiegel.de/panorama/steuerdumping-in-der-eu-der-skandal-fuer-den-sich-kaum-jemand-interessierte-a-9771b1fe-5bb6-456d-b115-13ba1cb1cf27,29122021_11:44 ,Spiegel,panorama,
Telefónica schaltet letzte Standorte ab: Der Mobilfunkstandard 3G ist in Deutschland Geschichte,https://www.spiegel.de/netzwelt/gadgets/telefonica-schaltet-letzte-3g-standorte-ab-umts-ist-in-deutschland-geschichte-a-84138f06-193a-4132-8030-b053b989bd6c,29122021_11:27 ,Spiegel,netzwelt,
Tennis: Djokovic sagt ATP Cup in Sydney ab – Zweifel an Start bei Australian Open,https://www.spiegel.de/sport/tennis/tennis-novak-djokovic-sagt-atp-cup-in-sydney-ab-zweifel-an-start-bei-australian-open-a-0dd3149e-7c08-4292-9a4d-0d5eae84543a,29122021_11:21 ,Spiegel,sport,
"Modellrechnungen für Deutschland: Drei Szenarien, wie sich Omikron ausbreiten könnte",https://www.spiegel.de/wissenschaft/coronavirus-modellrechnungen-zeigen-moegliche-verlaeufe-der-omikron-welle-a-a133d574-6e16-4069-9867-19441342bf6c,29122021_11:16 ,Spiegel,wissenschaft,Von Julia Merlot
Gemeinsame Währung und Schulden: EU-Kommissar Gentiloni will flexibleren Stabilitätspakt,https://www.spiegel.de/wirtschaft/schulden-eu-kommissar-paolo-gentiloni-will-einen-flexibleren-stabilitaetspakt-a-7ff4f8b7-61e5-4d3c-8e79-af97ffd7fac8,29122021_11:09 ,Spiegel,wirtschaft,
Claus Kleber über seinen Abschied vom »heute journal«: »Ich bin weder der Schiedsrichter noch der Obervirologe«,https://www.spiegel.de/wirtschaft/claus-kleber-ueber-heute-journal-abschied-bin-weder-der-schiedsrichter-noch-der-obervirologe-a-21553fc0-85b0-433d-bc98-996291b8965b,29122021_11:00 ,Spiegel,wirtschaft,Ein Interview von Anton Rainer und Marc Hujer
Politisch motivierte Straftäter in Deutschland: Fast 600 Rechtsextremisten werden per Haftbefehl gesucht,https://www.spiegel.de/panorama/justiz/deutschland-fast-600-rechtsextremisten-werden-per-haftbefehl-gesucht-a-1bdc5c1a-d8bb-4a35-9860-e324bb8d2cd5,29122021_10:59 ,Spiegel,panorama,
NBA-Neuling: Franz Wagner pulverisiert Nowitzki-Bestmarke,https://www.spiegel.de/sport/basketball/nba-franz-wagner-pulverisiert-bestmarke-von-dirk-nowitzki-a-c1cd1387-b246-4ea3-ba10-17b0ac23c2c6,29122021_10:57 ,Spiegel,sport,
Weiteres Urteil: Russisches Gericht löst Menschenrechtszentrum von Memorial auf,https://www.spiegel.de/ausland/russland-gericht-verbietet-auch-menschenrechtszentrum-memorial-a-5271cf3a-3c9f-4329-a5f9-3b0def4a4c21,29122021_10:54 ,Spiegel,ausland,
Offizielle Ermahnung für NFL-Star: Tom Bradys Vorsatz für 2022: Keine Tablets mehr zerstören,https://www.spiegel.de/netzwelt/gadgets/tom-brady-nfl-ermahnte-star-quarterback-wegen-tablet-wurf-a-b2732d8c-4275-42b5-a91c-9180d2dfd314,29122021_10:49 ,Spiegel,netzwelt,
Nach Razzien und Festnahmen: Hongkonger Nachrichtenportal »Stand News« stellt Arbeit ein,https://www.spiegel.de/ausland/hongkong-nachrichtenmedium-stand-news-stellt-erscheinen-nach-razzien-ein-a-7d7202f8-bbdd-4648-9b27-6cb46ab819b3,29122021_10:41 ,Spiegel,ausland,
Mängel bei internen Kontrollen: Bafin brummt Deutscher Bank Geldbuße in Millionenhöhe auf,https://www.spiegel.de/wirtschaft/finanzaufsicht-bafin-deutsche-bank-muss-geldbusse-in-millionenhoehe-zahlen-a-82ae7d26-3b41-4b71-9558-fe77061c8512,29122021_10:24 ,Spiegel,wirtschaft,
