Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page
"""Ich sah im Spiegel meine zerstörte Schönheit""",14112021_10:01,https://www.sueddeutsche.de/kultur/pakistan-koranschule-transgender-1.5462773,Islam und queeres Leben,,Von Sonja Zekri,"Nayyab Ali wurde in Pakistan Ziel eines Säureangriffs - und leitet heute eine Koranschule für Transmenschen. Das muslimische Land schützt nun auch jene, die ihr biologisches Geschlecht ablegen. Ändert sich allmählich etwas?
                        
                            Von Sonja Zekri",14112021,Sueddeutsche
"""Es ist auch eine Grenzerfahrung, zu sehen, wie viel Gewalt ertrage ich""",14112021_10:01,https://www.sueddeutsche.de/muenchen/landkreismuenchen/muenchen-schule-squid-game-gewaltpraevention-1.5462910,Gewaltprävention,,Von Daniela Bode,"Die Netflix-Serie ""Squid Game"" findet auch auf Pausenhöfen im Landkreis München Nachahmer, sogar an Grundschulen. Rektoren und Pädagogen wollen das nicht dramatisieren, sie sehen aber Gefahren - und reagieren auf unterschiedliche Weise.
                        
                            Von Daniela Bode",14112021,Sueddeutsche
"Alba vertreibt mit Pokalerfolg in Bayreuth ""schlechte Laune""",14112021_10:00,https://www.sueddeutsche.de/sport/basketball-berlin-alba-vertreibt-mit-pokalerfolg-in-bayreuth-schlechte-laune-dpa.urn-newsml-dpa-com-20090101-211114-99-990948,Basketball - Berlin,dpa,,,14112021,Sueddeutsche
Homeoffice-Pflicht soll wieder eingeführt werden,14112021_09:59,https://www.sueddeutsche.de/karriere/arbeit-homeoffice-pflicht-soll-wieder-eingefuehrt-werden-dpa.urn-newsml-dpa-com-20090101-211114-99-992146,Arbeit,dpa,,,14112021,Sueddeutsche
SSC-Coach: Wichtiger Sieg nach emotional schwieriger Woche,14112021_09:57,https://www.sueddeutsche.de/sport/volleyball-schwerin-ssc-coach-wichtiger-sieg-nach-emotional-schwieriger-woche-dpa.urn-newsml-dpa-com-20090101-211114-99-992218,Volleyball - Schwerin,dpa,,,14112021,Sueddeutsche
Sachsen bekommt erstmals eine Kinder- und Jugendbeauftragte,14112021_09:56,https://www.sueddeutsche.de/leben/soziales-dresden-sachsen-bekommt-erstmals-eine-kinder-und-jugendbeauftragte-dpa.urn-newsml-dpa-com-20090101-211114-99-992217,Soziales - Dresden,dpa,,,14112021,Sueddeutsche
Nach Unfall in Erfurt Fahrer verschwunden,14112021_09:55,https://www.sueddeutsche.de/panorama/unfaelle-erfurt-nach-unfall-in-erfurt-fahrer-verschwunden-dpa.urn-newsml-dpa-com-20090101-211114-99-992202,Unfälle - Erfurt,dpa,,,14112021,Sueddeutsche
Corona-Inzidenzwert in Thüringen klettert auf rund 527,14112021_09:53,https://www.sueddeutsche.de/gesundheit/gesundheit-erfurt-corona-inzidenzwert-in-thueringen-klettert-auf-rund-527-dpa.urn-newsml-dpa-com-20090101-211114-99-992192,Gesundheit - Erfurt,dpa,,,14112021,Sueddeutsche
Fünfjähriger von Auto erfasst und schwer verletzt,14112021_09:43,https://www.sueddeutsche.de/panorama/unfaelle-schwetzingen-fuenfjaehriger-von-auto-erfasst-und-schwer-verletzt-dpa.urn-newsml-dpa-com-20090101-211114-99-992113,Unfälle - Schwetzingen,dpa,,,14112021,Sueddeutsche
Sachsens Kulturministerin Klepsch mit Coronavirus infiziert,14112021_09:41,https://www.sueddeutsche.de/gesundheit/gesundheit-dresden-sachsens-kulturministerin-klepsch-mit-coronavirus-infiziert-dpa.urn-newsml-dpa-com-20090101-211114-99-992096,Gesundheit - Dresden,dpa,,,14112021,Sueddeutsche
CDU-Fraktion für Impfpflicht in Gesundheitsberufen,14112021_09:39,https://www.sueddeutsche.de/gesundheit/gesundheit-mainz-cdu-fraktion-fuer-impfpflicht-in-gesundheitsberufen-dpa.urn-newsml-dpa-com-20090101-211114-99-992081,Gesundheit - Mainz,dpa,,,14112021,Sueddeutsche
Rot-Rot vor Aufnahme der Regierungsarbeit in Schwerin,14112021_09:37,https://www.sueddeutsche.de/politik/parteien-schwerin-rot-rot-vor-aufnahme-der-regierungsarbeit-in-schwerin-dpa.urn-newsml-dpa-com-20090101-211113-99-986003,Parteien - Schwerin,dpa,,,14112021,Sueddeutsche
Dänemarks Königin Margrethe II. beendet Deutschland-Reise,14112021_09:36,https://www.sueddeutsche.de/bayern/adel-muenchen-daenemarks-koenigin-margrethe-ii-beendet-deutschland-reise-dpa.urn-newsml-dpa-com-20090101-211112-99-976280,Adel - München,dpa,,,14112021,Sueddeutsche
21-Jähriger stürzt neun Meter tief von Mahnmal,14112021_09:35,https://www.sueddeutsche.de/panorama/unfaelle-berlin-21-jaehriger-stuerzt-neun-meter-tief-von-mahnmal-dpa.urn-newsml-dpa-com-20090101-211114-99-992067,Unfälle - Berlin,dpa,,,14112021,Sueddeutsche
Fahrgast greift Busfahrer mit Schere an,14112021_09:34,https://www.sueddeutsche.de/panorama/notfaelle-bochum-fahrgast-greift-busfahrer-mit-schere-an-dpa.urn-newsml-dpa-com-20090101-211114-99-992054,Notfälle - Bochum,dpa,,,14112021,Sueddeutsche
Corona-Neuinfektionen in Brandenburg leicht gesunken,14112021_09:32,https://www.sueddeutsche.de/gesundheit/gesundheit-potsdam-corona-neuinfektionen-inbrandenburg-leicht-gesunken-dpa.urn-newsml-dpa-com-20090101-211113-99-982898,Gesundheit - Potsdam,dpa,,,14112021,Sueddeutsche
Berlin Volleys siegen in Düren: Knackpunkt war erster Satz,14112021_09:27,https://www.sueddeutsche.de/sport/volleyball-dueren-berlin-volleys-siegen-in-dueren-knackpunkt-war-erster-satz-dpa.urn-newsml-dpa-com-20090101-211113-99-987794,Volleyball - Düren,dpa,,,14112021,Sueddeutsche
Sächsische AfD reicht Klage gegen 2G-Regeln ein,14112021_09:23,https://www.sueddeutsche.de/politik/parteien-saechsische-afd-reicht-klage-gegen-2g-regeln-ein-dpa.urn-newsml-dpa-com-20090101-211114-99-991910,Parteien,dpa,,,14112021,Sueddeutsche
Queen sagt ersten öffentlichen Auftritt seit Krankenhausaufenthalt ab,14112021_09:23,https://www.sueddeutsche.de/leben/leute-queen-sagt-ersten-oeffentlichen-auftritt-seit-krankenhausaufenthalt-ab-dpa.urn-newsml-dpa-com-20090101-211114-99-991969,Leute,dpa,,,14112021,Sueddeutsche
Eine Ammenkuh zum Aufwachsen,14112021_09:21,https://www.sueddeutsche.de/muenchen/wolfratshausen/muensing-landwirtschaft-ammenkuh-1.5462989,Landwirtschaft,,Von Benjamin Engel,"Dass Kälber schon bald aus einem Eimer trinken, ist auch auf einem Bio-Betrieb durchaus üblich. In Münsing sollen sie künftig direkt am Euter saugen können - der Bauernhof zählt damit zu den Vorreitern für diese Haltungsform in Bayern. 
                        
                            Von Benjamin Engel",14112021,Sueddeutsche
Wie zwei Münchner Bundestagsabgeordnete den Start in Berlin erleben,14112021_09:19,https://www.sueddeutsche.de/muenchen/muenchen-bundestagsabgeordnete-berlin-1.5463264,SZ-Serie: Bericht aus Berlin,,Von Heiner Effern und Anna Hoben,"Die ersten Schritte sind für Neulinge wie Jamila Schäfer und Sebastian Roloff nicht immer leicht: Die neuen Möbel kommen nicht an, ein eigenes Büro gibt es noch nicht - und dann gefährdet ein Corona-Alarm auch noch die Verhandlungen.
                        
                            Von Heiner Effern und Anna Hoben",14112021,Sueddeutsche
