Titel,URL,Date_Info,News_page,Kategorie,author
Die besten Landschaftsfotos des Jahres: Launen der Natur,https://www.spiegel.de/reise/fernweh/international-landscape-photographer-of-the-year-die-besten-landschaftsfotos-a-c1aca2d1-ade0-4d43-9cbc-cf112351fbe2,07022022_13:59 ,Spiegel,reise,Von Julia Stanek
Rechtsextreme Kleinpartei: AfD will »Freie Sachsen« nicht aufnehmen,https://www.spiegel.de/politik/deutschland/afd-will-freie-sachsen-nicht-aufnehmen-a-22c72e0d-4483-4b4b-b26b-6624b41bd280,07022022_13:58 ,Spiegel,politik,
+++ Corona-News +++: Bundesregierung stärkt RKI-Chef Wieler,https://www.spiegel.de/wissenschaft/medizin/corona-news-am-montag-die-wichtigsten-entwicklungen-zu-sars-cov-2-und-covid-19-a-9c3d042a-73b4-45b0-8edb-6ae81bf2bfa2,07022022_13:40 ,Spiegel,wissenschaft,
Nach Polizistendoppelmord in Rheinland-Pfalz: Ermittler stellen fast 400 Hasskommentare fest,https://www.spiegel.de/panorama/justiz/kusel-erschossene-polizisten-in-rheinland-pfalz-ermittler-stellen-fast-400-hasskommentare-fest-a-565f5908-cf2c-4993-8baf-37ba6d821d83,07022022_13:38 ,Spiegel,panorama,
Ausgezeichnet mit dem Deutschen Theaterpreis für sein Lebenswerk: Hans Neuenfels ist tot,https://www.spiegel.de/kultur/hans-neuenfels-grosser-theater-und-opernregisseur-ist-tot-a-e1272937-0e5a-4c2b-b358-faf870596766,07022022_13:35 ,Spiegel,kultur,
Kampf gegen Corona: Bayern will Impfpflicht für Pflegekräfte vorerst aussetzen,https://www.spiegel.de/politik/deutschland/corona-bayern-will-impfpflicht-fuer-pflegekraefte-vorerst-aussetzen-a-971bfb7e-f3c4-4cb9-a541-edeaa8c216da,07022022_13:18 ,Spiegel,politik,
NSO-Spionagesoftware Pegasus: Israels Polizei soll unerlaubt Handys überwacht haben,https://www.spiegel.de/netzwelt/netzpolitik/nso-spionagesoftware-pegasus-polizei-in-israel-soll-unerlaubt-handys-ueberwacht-haben-a-bf1bfb60-9023-4613-8a70-3d3906abf811,07022022_13:17 ,Spiegel,netzwelt,
Nach mutmaßlicher Entführung durch Vater: Junge in Panama entdeckt – zurück bei der Mutter,https://www.spiegel.de/panorama/justiz/panama-mutmasslich-von-vater-entfuehrter-junge-zurueck-bei-seiner-mutter-a-34f9d8eb-33f9-41da-b5bb-4e4660b9e857,07022022_13:17 ,Spiegel,panorama,
Großeinsatz in Coburg: Polizei löst illegales Treffen von »Reichsbürgern« in Rudolf-Steiner-Schule auf,https://www.spiegel.de/panorama/justiz/coburg-polizei-loest-illegales-treffen-von-reichsbuergern-in-rudolf-steiner-schule-auf-a-8d68a4ad-8ef8-4326-8a86-e96784c3e886,07022022_13:01 ,Spiegel,panorama,
Besitzer und Hund schwer verletzt: Wohnungsbrand in Gelsenkirchen – Bewohner springt aus dem Fenster,https://www.spiegel.de/panorama/gelsenkirchen-wohnungsbrand-in-gelsenkirchen-bewohner-springt-aus-dem-fenster-a-63d2a0ab-deb0-41f2-bd67-1cd135716dc2,07022022_12:59 ,Spiegel,panorama,
