Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page
Hessen meldet Omikron-Verdachtsfall,2021-11-27 11:52:00,https://www.sueddeutsche.de/politik/corona-aktuell-omikron-verdachtsfall-hessen-1.5469776,Coronavirus in Deutschland,,Nachrichten aus Deutschland,"Bei einem Reiserückkehrer aus Südafrika seien mehrere für die Variante typische Mutationen gefunden worden, wie Sozialminister Klose mitteilt. Die bundesweite Inzidenz steigt auf 444,3.
                        
                            Nachrichten aus Deutschland",27112021,Sueddeutsche
Bilder des Tages,2021-11-27 11:50:00,https://www.sueddeutsche.de/kultur/fotografie-bilder-des-tages-dpa.urn-newsml-dpa-com-20090101-211127-99-160748,Fotografie,dpa,,,27112021,Sueddeutsche
Glatte Nächte in NRW erwartet: Tagsüber wechselhaft,2021-11-27 11:45:00,https://www.sueddeutsche.de/panorama/wetter-essen-glatte-naechte-in-nrw-erwartet-tagsueber-wechselhaft-dpa.urn-newsml-dpa-com-20090101-211127-99-163613,Wetter - Essen,dpa,,,27112021,Sueddeutsche
Corona-Fälle nehmen weiter zu in Berlin,2021-11-27 11:41:00,https://www.sueddeutsche.de/gesundheit/gesundheit-berlin-corona-faelle-nehmen-weiter-zu-in-berlin-dpa.urn-newsml-dpa-com-20090101-211127-99-163601,Gesundheit - Berlin,dpa,,,27112021,Sueddeutsche
Es gibt quasi keinen medizinischen Grund gegen eine Impfung,2021-11-27 11:40:00,https://www.sueddeutsche.de/gesundheit/corona-impfung-coronavirus-medizin-1.5474654,Coronavirus,,Videokolumne von Christina Berndt,"Video
                    
                    
                        Immer noch haben viele Menschen Angst vor der Impfung. Aber medizinisch gesehen, gibt es nur einen Fall, bei dem Vorsicht angesagt ist. Ein Überblick.
                        
                            Videokolumne von Christina Berndt",27112021,Sueddeutsche
Mindestens 19 Tote bei Busunglück in Mexiko,2021-11-27 11:39:00,https://www.sueddeutsche.de/panorama/unfaelle-mindestens-19-tote-bei-busunglueck-in-mexiko-dpa.urn-newsml-dpa-com-20090101-211127-99-162180,Unfälle,dpa,,,27112021,Sueddeutsche
Schwesig: Aufträge an Tariflöhne koppeln,2021-11-27 11:39:00,https://www.sueddeutsche.de/karriere/gewerkschaften-timmendorfer-strand-schwesig-auftraege-an-tarifloehne-koppeln-dpa.urn-newsml-dpa-com-20090101-211127-99-163508,Gewerkschaften - Timmendorfer Strand,dpa,,,27112021,Sueddeutsche
Sieg mit Signalwirkung? Silas lindert Stuttgarts Sorgen,2021-11-27 11:36:00,https://www.sueddeutsche.de/sport/fussball-sieg-mit-signalwirkung-silas-lindert-stuttgarts-sorgen-dpa.urn-newsml-dpa-com-20090101-211127-99-161934,Fußball,dpa,,,27112021,Sueddeutsche
Malala Yousafzai feiert Uni-Abschluss,2021-11-27 11:32:00,https://www.sueddeutsche.de/leben/leute-malala-yousafzai-feiert-uni-abschluss-dpa.urn-newsml-dpa-com-20090101-211127-99-163460,Leute,dpa,,,27112021,Sueddeutsche
Politiker würdigen frühere Kultusministerin Schultz-Hector,2021-11-27 11:31:00,https://www.sueddeutsche.de/politik/politik-stuttgart-politiker-wuerdigen-fruehere-kultusministerin-schultz-hector-dpa.urn-newsml-dpa-com-20090101-211127-99-163509,Politik - Stuttgart,dpa,,,27112021,Sueddeutsche
Tor in Berlin! Tor in Köln!,2021-11-27 11:31:00,https://www.sueddeutsche.de/sport/fussballcomic-schroeter-koeln-1.5474386,Der Fußballcomic,,Von Guido Schröter,"Bilder
                    
                    
                        Irgendwie hat sich der Torjubel im Laufe der letzten Jahre bei Fans und Spielern verändert...
                        
                            Von Guido Schröter",27112021,Sueddeutsche
Vater vor Volkshochschule beleidigt: Staatsschutz,2021-11-27 11:30:00,https://www.sueddeutsche.de/panorama/kriminalitaet-berlin-vater-vor-volkshochschule-beleidigt-staatsschutz-dpa.urn-newsml-dpa-com-20090101-211127-99-163414,Kriminalität - Berlin,dpa,,,27112021,Sueddeutsche
Mehrere Haftbefehle nach Grubenunglück in Sibirien,2021-11-27 11:25:00,https://www.sueddeutsche.de/wirtschaft/bergbau-mehrere-haftbefehle-nach-grubenunglueck-in-sibirien-dpa.urn-newsml-dpa-com-20090101-211127-99-163343,Bergbau,dpa,,,27112021,Sueddeutsche
"Veranstaltungswirtschaft: ""Verheerende Folgen""",2021-11-27 11:22:00,https://www.sueddeutsche.de/gesundheit/gesundheit-hamburg-veranstaltungswirtschaft-verheerende-folgen-dpa.urn-newsml-dpa-com-20090101-211127-99-163386,Gesundheit - Hamburg,dpa,,,27112021,Sueddeutsche
Dutzende von Coronavirus-Fällen auf Flügen aus Südafrika,2021-11-27 11:21:00,https://www.sueddeutsche.de/panorama/dutzende-von-coronavirus-faellen-auf-fluegen-aus-suedafrika-1.5474731,,,,"Video
                    
                    
                        Das Mutationsprofil der neuen Variante B.1.1.529  deute darauf hin, dass eine herabgesetzte Impfstoffwirkung ernsthaft in Betracht gezogen werden müsse, so das Bundesinnenministerium.",27112021,Sueddeutsche
Kampf für die Corona-Helden,2021-11-27 11:15:00,https://www.sueddeutsche.de/wirtschaft/pflege-corona-arbeitskampf-1.5474290,Lohnverhandlungen,,Von Alexander Hagelüken,"Pfleger und andere Beschäftigte der Bundesländer wollen deutlich mehr verdienen. Doch vor den entscheidenden Verhandlungen haben die Verantwortlichen noch nicht einmal ein Angebot gemacht.
                        
                            Von Alexander Hagelüken",27112021,Sueddeutsche
Dritter Platz für Doppelsitzer Wendl/Arlt,2021-11-27 11:06:00,https://www.sueddeutsche.de/sport/rodeln-dritter-platz-fuer-doppelsitzer-wendlarlt-dpa.urn-newsml-dpa-com-20090101-211127-99-163235,Rodeln,dpa,,,27112021,Sueddeutsche
Schneefall in Teilen Deutschlands erwartet,2021-11-27 11:00:00,https://www.sueddeutsche.de/panorama/wetter-schneefall-in-teilen-deutschlands-erwartet-dpa.urn-newsml-dpa-com-20090101-211127-99-162157,Wetter,dpa,,,27112021,Sueddeutsche
Polizeiwagen kracht mit Auto zusammen: Drei Verletzte,27112021_09:57,https://www.sueddeutsche.de/panorama/unfaelle-detmold-polizeiwagen-kracht-mit-auto-zusammen-drei-verletzte-dpa.urn-newsml-dpa-com-20090101-211127-99-163195,Unfälle - Detmold,dpa,,,27112021,Sueddeutsche
22-Jähriger in Wohnung angegriffen und ausgeraubt,27112021_09:56,https://www.sueddeutsche.de/panorama/kriminalitaet-unterwachingen-22-jaehriger-in-wohnung-angegriffen-und-ausgeraubt-dpa.urn-newsml-dpa-com-20090101-211127-99-163194,Kriminalität - Unterwachingen,dpa,,,27112021,Sueddeutsche
Wildtierstiftung kürt Schweinswal zum Tier des Jahres 2022,27112021_09:55,https://www.sueddeutsche.de/leben/tiere-hamburg-wildtierstiftung-kuert-schweinswal-zum-tier-des-jahres-2022-dpa.urn-newsml-dpa-com-20090101-211126-99-157533,Tiere - Hamburg,dpa,,,27112021,Sueddeutsche
Landkreise wollen flächendeckende Schließungen vermeiden,27112021_09:55,https://www.sueddeutsche.de/bildung/bildung-stuttgart-landkreise-wollen-flaechendeckende-schliessungen-vermeiden-dpa.urn-newsml-dpa-com-20090101-211127-99-163192,Bildung - Stuttgart,dpa,,,27112021,Sueddeutsche
Minister: Verdacht auf Omikron-Variante bei Reiserückkehrer,27112021_09:54,https://www.sueddeutsche.de/gesundheit/gesundheit-wiesbaden-minister-verdacht-auf-omikron-variante-bei-reiserueckkehrer-dpa.urn-newsml-dpa-com-20090101-211127-99-163187,Gesundheit - Wiesbaden,dpa,,,27112021,Sueddeutsche
Immer mehr coronapositive Schüler und Lehrer,27112021_09:54,https://www.sueddeutsche.de/bildung/schulen-magdeburg-immer-mehr-coronapositive-schueler-und-lehrer-dpa.urn-newsml-dpa-com-20090101-211127-99-163172,Schulen - Magdeburg,dpa,,,27112021,Sueddeutsche
Sieben-Tage-Inzidenz im Freistaat wieder leicht gesunken,27112021_09:54,https://www.sueddeutsche.de/bayern/gesundheit-muenchen-sieben-tage-inzidenz-im-freistaat-wieder-leicht-gesunken-dpa.urn-newsml-dpa-com-20090101-211127-99-163175,Gesundheit - München,dpa,,,27112021,Sueddeutsche
Ministerin: Impfstoff knapp für junge Leute und Schwangere,27112021_09:51,https://www.sueddeutsche.de/wissen/wissenschaft-potsdam-ministerin-impfstoff-knapp-fuer-junge-leute-und-schwangere-dpa.urn-newsml-dpa-com-20090101-211127-99-163122,Wissenschaft - Potsdam,dpa,,,27112021,Sueddeutsche
Broadway-Legende Stephen Sondheim gestorben,27112021_09:45,https://www.sueddeutsche.de/kultur/theater-broadway-legende-stephen-sondheim-gestorben-dpa.urn-newsml-dpa-com-20090101-211127-99-163026,Theater,dpa,,,27112021,Sueddeutsche
NRW-Minister Stamp: Arbeitsmigration besser steuern,27112021_09:41,https://www.sueddeutsche.de/politik/koalition-duesseldorf-nrw-minister-stamp-arbeitsmigration-besser-steuern-dpa.urn-newsml-dpa-com-20090101-211127-99-163041,Koalition - Düsseldorf,dpa,,,27112021,Sueddeutsche
Seiferts Corona-Kritik an der Politik,27112021_09:36,https://www.sueddeutsche.de/sport/fussball-seiferts-corona-kritik-an-der-politik-dpa.urn-newsml-dpa-com-20090101-211127-99-162880,Fußball,dpa,,,27112021,Sueddeutsche
"Sieben-Tage-Inzidenz sinkt auf 634,5",27112021_09:29,https://www.sueddeutsche.de/bayern/corona-bayern-aktuell-inzidenz-mutation-suedaftrika-1.5469766,Coronavirus-Newsblog für Bayern,,Alle Entwicklungen im Überblick,"Am Freitag hatte der Wert bei 652,3 gelegen. Sechs Corona-Intensivpatienten wurden in Krankenhäuser in Nordrhein-Westfalen verlegt. Reisende aus Südafrika müssen in Quarantäne.

                        
                            Alle Entwicklungen im Überblick",27112021,Sueddeutsche
Wieder Debatte um Weiterbau der Autobahn 20,27112021_09:28,https://www.sueddeutsche.de/wirtschaft/verkehr-weede-wieder-debatte-um-weiterbau-der-autobahn-20-dpa.urn-newsml-dpa-com-20090101-211127-99-162936,Verkehr - Weede,dpa,,,27112021,Sueddeutsche
Operation Kleeblatt,27112021_09:28,https://projekte.sueddeutsche.de/artikel/politik/bundeswehr-evakuiert-corona-patienten-aus-bayern-e559956/,Coronakrise,,,"Bayerns Ministerpräsident Söder beherrscht die sorgfältige Inszenierung. Doch nun entstehen Bilder, wie die Bürger des Freistaats sie aus Krisengebieten fern der Heimat kennen: Eine Bundeswehr-Maschine fliegt Corona-Intensivpatienten aus.",27112021,Sueddeutsche
Projektleiter: Etwa 3000 Impfungen mehr nach Messe-Absage,27112021_09:23,https://www.sueddeutsche.de/gesundheit/gesundheit-berlin-projektleiter-etwa-3000-impfungen-mehr-nach-messe-absage-dpa.urn-newsml-dpa-com-20090101-211127-99-162885,Gesundheit - Berlin,dpa,,,27112021,Sueddeutsche
"""Die Quarantäne ist eine totale Belastung für unsere Familie""",27112021_09:19,https://www.sueddeutsche.de/muenchen/muenchen-familien-quarantaene-coronavirus-1.5474174,Kinder und Corona,,Von Kathrin Aldenhoff und Lea Kramer,"Immer mehr Schüler und Kita-Kinder müssen in Quarantäne. Wie meistern die Betroffenen den Alltag? Von kranken Eltern, die ihren Nachwuchs betreuen, Familien, die sich zum dritten Mal isolieren - und der Frage, wie sich eine Achtjährige von ihrer Mutter abschirmen soll.
                        
                            Von Kathrin Aldenhoff und Lea Kramer",27112021,Sueddeutsche
Corona-Infektionszahlen nehmen weiter rasant zu,27112021_09:18,https://www.sueddeutsche.de/gesundheit/gesundheit-erfurt-corona-infektionszahlen-nehmen-weiter-rasant-zu-dpa.urn-newsml-dpa-com-20090101-211127-99-162887,Gesundheit - Erfurt,dpa,,,27112021,Sueddeutsche
Versammlung gegen Corona-Maßnahmen in Rudolstadt,27112021_09:17,https://www.sueddeutsche.de/gesundheit/gesundheit-rudolstadt-versammlung-gegen-corona-massnahmen-in-rudolstadt-dpa.urn-newsml-dpa-com-20090101-211127-99-162878,Gesundheit - Rudolstadt,dpa,,,27112021,Sueddeutsche
