Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page
Afrikanische Schweinepest: Zäune weiter das Mittel der Wahl,15122021_18:21,https://www.sueddeutsche.de/wirtschaft/agrar-schwerin-afrikanische-schweinepest-zaeune-weiter-das-mittel-der-wahl-dpa.urn-newsml-dpa-com-20090101-211215-99-397961,Agrar - Schwerin,dpa,,,15122021,Sueddeutsche
Aus für Sitzungen: Karnevalisten fühlen sich übergangen,15122021_18:19,https://www.sueddeutsche.de/kultur/brauchtum-duesseldorf-aus-fuer-sitzungen-karnevalisten-fuehlen-sich-uebergangen-dpa.urn-newsml-dpa-com-20090101-211215-99-397938,Brauchtum - Düsseldorf,dpa,,,15122021,Sueddeutsche
"""Nichts anderes als Staatsterrorismus""",15122021_18:16,https://www.sueddeutsche.de/politik/russland-tiergarten-mord-urteil-kammergericht-berlin-1.5489014,Tiergartenmord,,"Von Jan Heidtmann und Paul-Anton Krüger, Berlin","Das Berliner Kammergericht hält es für bewiesen, dass ein 56-jähriger Russe in der Hauptstadt einen tschetschenischstämmigen Georgier umgebracht hat - im Auftrag der russischen Regierung. Das Auswärtige Amt erklärt zwei Mitarbeiter der russischen Botschaft zu unerwünschten Personen.
                        
                            Von Jan Heidtmann und Paul-Anton Krüger, Berlin",15122021,Sueddeutsche
VW ruft Golf 8 in die Werkstätten zum Software-Update,15122021_18:15,https://www.sueddeutsche.de/wirtschaft/auto-wolfsburg-vw-ruft-golf-8-in-die-werkstaetten-zum-software-update-dpa.urn-newsml-dpa-com-20090101-211215-99-397873,Auto - Wolfsburg,dpa,,,15122021,Sueddeutsche
Azubi-Ticket in Niedersachsen kommt am 1. Januar 2022,15122021_18:13,https://www.sueddeutsche.de/wirtschaft/verkehr-hannover-azubi-ticket-in-niedersachsen-kommt-am-1-januar-2022-dpa.urn-newsml-dpa-com-20090101-211215-99-397875,Verkehr - Hannover,dpa,,,15122021,Sueddeutsche
"Bund: 2,2 Milliarden Euro für zusätzliche Impfdosen",15122021_18:12,https://www.sueddeutsche.de/panorama/bund-2-2-milliarden-euro-fuer-zusaetzliche-impfdosen-1.5489035,,,,"Video
                    
                    
                        Gibt es einen Engpass bei Impfstoffen? Die Bundesregierung will für rund 2,2 Milliarden Euro zusätzliche Corona-Impfdosen kaufen.",15122021,Sueddeutsche
Eine Hütte über die Feiertage? Nahezu aussichtslos / Falscher Kontrolleur fotografiert Impfnachweise,15122021_18:05,https://www.sueddeutsche.de/muenchen/muenchen-nachrichten-stadtrat-corona-hybrid-impfnachweis-falscher-kontrolleur-1.5489026,München heute,,Von Thomas Balbierer,"Nachrichten und Lesenswertes aus der Stadt.
                        
                            Von Thomas Balbierer",15122021,Sueddeutsche
Omikron dürfte Anfang 2022 in Europa dominieren,15122021_18:02,https://www.sueddeutsche.de/politik/corona-weltweit-omikron-europa-2022-1.5486498,Corona weltweit,,Aktuelle Meldungen weltweit,"Man müsse damit rechnen, dass die Mutante bald Delta als dominante Variante ablösen werde, warnt die EU-Gesundheitsbehörde ECDC. Die USA zählen mehr als 800 000 Corona-Tote.
                        
                            Aktuelle Meldungen weltweit",15122021,Sueddeutsche
Wintermarkt endet am 30. Dezember: Resonanz bisher gut,15122021_18:00,https://www.sueddeutsche.de/gesundheit/gesundheit-halle-saale-wintermarkt-endet-am-30-dezember-resonanz-bisher-gut-dpa.urn-newsml-dpa-com-20090101-211215-99-397783,Gesundheit - Halle (Saale),dpa,,,15122021,Sueddeutsche
"""80 Jahre - 80 Gesichter"": Lichtinstallation zu Deportation",15122021_17:59,https://www.sueddeutsche.de/wissen/geschichte-hannover-80-jahre-80-gesichter-lichtinstallation-zu-deportation-dpa.urn-newsml-dpa-com-20090101-211215-99-397706,Geschichte - Hannover,dpa,,,15122021,Sueddeutsche
Spanische Topclubs ziehen gegen Profiliga vor Gericht,15122021_17:58,https://www.sueddeutsche.de/sport/fussball-spanische-topclubs-ziehen-gegen-profiliga-vor-gericht-dpa.urn-newsml-dpa-com-20090101-211215-99-397726,Fußball,dpa,,,15122021,Sueddeutsche
Verkäufer unechter Goldbarren erneut zu Haft verurteilt,15122021_17:56,https://www.sueddeutsche.de/panorama/prozesse-oldenburg-verkaeufer-unechter-goldbarren-erneut-zu-haft-verurteilt-dpa.urn-newsml-dpa-com-20090101-211215-99-397707,Prozesse - Oldenburg,dpa,,,15122021,Sueddeutsche
Nach oben weiter offen,15122021_17:56,https://www.sueddeutsche.de/muenchen/landkreismuenchen/immobilienpreise-muenchner-umland-preissteigerung-1.5488700,Immobilienpreise,,Von Iris Hilberth,"Der aktuelle IVD-Bericht bestätigt, dass trotz Pandemie vor allem Kaufobjekte im Münchner Umland immer teurer werden. Die Steigerung am Mietmarkt ist etwas verhaltener.
                        
                            Von Iris Hilberth",15122021,Sueddeutsche
Torhüter Sommer neuer ausländischer Rekordspieler im Verein,15122021_17:55,https://www.sueddeutsche.de/sport/fussball-torhueter-sommer-neuer-auslaendischer-rekordspieler-im-verein-dpa.urn-newsml-dpa-com-20090101-211215-99-397682,Fußball,dpa,,,15122021,Sueddeutsche
Sommer neuer ausländischer Rekordspieler bei Mönchengladbach,15122021_17:53,https://www.sueddeutsche.de/sport/fussball-moenchengladbach-sommer-neuer-auslaendischer-rekordspieler-bei-moenchengladbach-dpa.urn-newsml-dpa-com-20090101-211215-99-397679,Fußball - Mönchengladbach,dpa,,,15122021,Sueddeutsche
Nächstes Spiel in England wegen Corona-Ausbruch abgesagt,15122021_17:51,https://www.sueddeutsche.de/sport/fussball-naechstes-spiel-in-england-wegen-corona-ausbruch-abgesagt-dpa.urn-newsml-dpa-com-20090101-211215-99-397638,Fußball,dpa,,,15122021,Sueddeutsche
Gladbach ohne Elvedi: Neuhaus in Frankfurt in der Startelf,15122021_17:50,https://www.sueddeutsche.de/sport/fussball-moenchengladbach-gladbach-ohne-elvedi-neuhaus-in-frankfurt-in-der-startelf-dpa.urn-newsml-dpa-com-20090101-211215-99-397075,Fußball - Mönchengladbach,dpa,,,15122021,Sueddeutsche
Kramp-Karrenbauer mit Großem Zapfenstreich verabschiedet,15122021_17:49,https://www.sueddeutsche.de/politik/verteidigung-kramp-karrenbauer-mit-grossem-zapfenstreich-verabschiedet-dpa.urn-newsml-dpa-com-20090101-211215-99-397317,Verteidigung,dpa,,,15122021,Sueddeutsche
Metro erwartet 2021/2022 Rückkehr auf Vorkrisen-Niveau,15122021_17:49,https://www.sueddeutsche.de/wirtschaft/handel-duesseldorf-metro-erwartet-20212022-rueckkehr-auf-vorkrisen-niveau-dpa.urn-newsml-dpa-com-20090101-211215-99-397635,Handel - Düsseldorf,dpa,,,15122021,Sueddeutsche
"""99 Probleme"" für Johnson: Premier unter Druck wie nie",15122021_17:48,https://www.sueddeutsche.de/politik/regierung-99-probleme-fuer-johnson-premier-unter-druck-wie-nie-dpa.urn-newsml-dpa-com-20090101-211215-99-385936,Regierung,dpa,,,15122021,Sueddeutsche
Axel Springer rechnet mit zweistelligem Umsatzwachstum,15122021_17:46,https://www.sueddeutsche.de/wirtschaft/medien-berlin-axel-springer-rechnet-mit-zweistelligem-umsatzwachstum-dpa.urn-newsml-dpa-com-20090101-211215-99-397611,Medien - Berlin,dpa,,,15122021,Sueddeutsche
Der Reisegutschein läuft ab - und jetzt?,15122021_17:46,https://www.sueddeutsche.de/reise/reisegutschein-corona-gueltigkeit-1.5487877,Stichtag 31. Dezember,,Von Eva Dignös,"Viele Urlaube wurden wegen Corona abgesagt, stattdessen gab es einen Gutschein. Was man vor dem Jahreswechsel beachten muss, um kein Geld zu verlieren.
                        
                            Von Eva Dignös",15122021,Sueddeutsche
"Zahlen, bitte!",15122021_17:46,https://www.sueddeutsche.de/reise/skitouren-bayern-skigebiete-1.5487577,Skitouren auf Pisten,,Von Hans Gasser,"In die wieder geöffneten Skigebiete strömen auch immer mehr Tourengeher, die über die Pisten aufsteigen. Das führt mancherorts zu Konflikten, anderswo zu innovativen Angeboten.
                        
                            Von Hans Gasser",15122021,Sueddeutsche
Sehnsuchtsort: Chaletdorf,15122021_17:46,https://www.sueddeutsche.de/reise/chaletdorf-urlaub-1.5487590,Urlaub,,Von Max Scharnigg,"Genug Abstand zum Nachbarn, Versorgung wie durch Geisterhand, dazu gut getarnter Luxus für die gebeutelte Großstadtseele. Das versprechen sogenannte Chaletdörfer. Aber wie authentisch ist das?
                        
                            Von Max Scharnigg",15122021,Sueddeutsche
 Test trotz Impfung,15122021_17:46,https://www.sueddeutsche.de/reise/italien-test-trotz-impfung-1.5488714,Italien,,,,15122021,Sueddeutsche
Urlaub auf der ISS,15122021_17:46,https://www.sueddeutsche.de/reise/weltraumtourismus-iss-corona-1.5487864,"Kolumne ""Ende der Reise""",,Glosse von Stefan Fischer,"Wir haben nur diese eine Welt - und eine Raumstation. Sie ist der beste Ort für coronafreie Ferien.
                        
                            Glosse von Stefan Fischer",15122021,Sueddeutsche
Öffnung für Touristen  geplant,15122021_17:46,https://www.sueddeutsche.de/reise/westaustralien-oeffnung-fuer-touristen-geplant-1.5488716,Westaustralien,,,,15122021,Sueddeutsche
Bergbanden,15122021_17:46,https://www.sueddeutsche.de/reise/reisebuch-mountain-girls-prestel-1.5487304,"Reisebuch ""Mountain Girls""",,Rezension von Stefan Fischer,"Die Munich Mountain Girls haben nichts gegen Männer, sind beim Skifahren, Klettern, Mountainbiken oder auf Wanderungen aber gerne unter sich. In ihrem Buch wird deutlich, wofür sie sich dabei engagieren.
                        
                            Rezension von Stefan Fischer",15122021,Sueddeutsche
Politik mit Fahrradhelm,15122021_17:46,https://www.sueddeutsche.de/bayern/radfahren-berlin-soeder-helm-1.5488890,Mitten in Bayern,,"Von Johann Osel, München","Radfahren gehört ja mehr denn je zum guten Ton beim Regieren - was vor allem gut in Berlin zu sehen ist. Doch in Bayern will man da in nichts nachstehen. 
                        
                            Von Johann Osel, München",15122021,Sueddeutsche
Geflüchteter tötet offenbar Mitbewohner in Gemeinschaftsunterkunft,15122021_17:46,https://www.sueddeutsche.de/bayern/asyl-bayern-unterfranken-fluechtlinge-1.5488900,Kitzingen,,,Nach der Tat stellt sich der 37-Jährige der Polizei - in Schleswig-Holstein.,15122021,Sueddeutsche
