Titel,URL,Date_Info,News_page,Kategorie,author
Klimaneutrales Fliegen: Airbus plant Riesenjet mit Wasserstoffantrieb,https://www.spiegel.de/auto/airbus-triebwerkspartner-fuer-a-380-mit-wasserstoff-gefunden-a-2caca105-2e67-467d-8382-9b5b7a8cba3c,22022022_17:18 ,Spiegel,auto,
Coronainfektion: Die Queen sagt nun doch Termine ab,https://www.spiegel.de/panorama/leute/queen-elizabeth-ii-sagt-wegen-corona-nun-doch-termine-ab-a-d36facf0-6010-477b-8380-32700dde4908,22022022_17:14 ,Spiegel,panorama,
Umstrittene Glaubensgemeinschaft: Offenbar eigene Tochter entführt – »Zwölf Stämme«-Eltern erhalten kein Sorgerecht,https://www.spiegel.de/panorama/justiz/bayern-zwoelf-staemme-eltern-erhalten-kein-sorgerecht-offenbar-eigene-tochter-entfuehrt-a-4f1f3364-3dc4-437b-bd37-d436e87cbd36,22022022_17:14 ,Spiegel,panorama,
Sicherheitskrise in Europa: Weißes Haus nennt Russlands Vorgehen den »Anfang einer Invasion«,https://www.spiegel.de/ausland/usa-weisses-haus-nennt-russlands-vorgehen-den-anfang-einer-invasion-a-ea97fa05-88a6-4be8-92ea-75b0bc813ddb,22022022_17:12 ,Spiegel,ausland,
Verfahren wegen Missbrauchsvorwürfen: Erzdiözese Wien verhängt Betätigungsverbot gegen deutschen Pfarrer,https://www.spiegel.de/panorama/gesellschaft/missbrauch-in-der-katholischen-kirche-erzdioezese-wien-verhaengt-betaetigungsverbot-gegen-deutschen-pfarrer-a-26d8da8e-7f97-44c7-8faf-d08bf6f01bb5,22022022_17:11 ,Spiegel,panorama,
Nach Streit mit Medienbehörde: Deutsche Welle will sich gegen türkische Online-Sperre wehren,https://www.spiegel.de/kultur/deutsche-welle-will-sich-gegen-tuerkische-online-sperre-wehren-a-b9ed2400-dead-4307-932c-f88204697ab0,22022022_17:03 ,Spiegel,kultur,
Berlin Responds to Russian Aggression: German Government Halts Certification of Nord Stream 2 Gas Pipeline,https://www.spiegel.de/international/europe/german-government-halts-certification-of-nord-stream-2-gas-pipeline-a-c2b987d1-2bb1-4ee5-b6e2-ad98b812a4a6,22022022_17:03 ,Spiegel,international,By Gerald Traufetter
Aggressionen in der Ostukraine: Russische Regierung beantragt grünes Licht des Parlaments für Truppeneinsatz,https://www.spiegel.de/ausland/ukraine-krise-russische-regierung-beantragt-gruenes-licht-des-parlaments-fuer-truppeneinsatz-a-d266c74c-4e42-4b8e-933d-079470ab64a1,22022022_17:03 ,Spiegel,ausland,
+++ Livestream +++: So reagiert der Nato-Generalsekretär auf die Krise an der Ostflanke,https://www.spiegel.de/ausland/ukraine-das-sagt-der-nato-generalsekretaer-zum-russland-ukraine-konflikt-livestream-a-fb067be4-2bae-47e9-83f5-c7de39b77f56,22022022_16:56 ,Spiegel,ausland,
Eskalation in der Ostukraine: Donezk und Luhansk – zwei Pseudoländer in Europa,https://www.spiegel.de/ausland/donezk-und-luhansk-zwei-pseudolaender-in-europa-a-6871961f-191a-45dd-8cb0-166c62597e44,22022022_16:49 ,Spiegel,ausland,Von Francesco Collini
»Maulkorb-Artikel im Bankgesetz«: Schweizer Medien hoffen nach »Suisse Secrets«-Enthüllungen auf Gesetzesänderung,https://www.spiegel.de/ausland/pressefreiheit-in-der-schweiz-was-sich-nach-aufdeckung-der-suisse-secrets-fuer-journalisten-aendern-koennte-a-42be4d1e-bbce-4349-9693-718efee085c4,22022022_16:43 ,Spiegel,ausland,"Von Ann-Dorit Boy, Genf"
Landgericht Berlin: Preisanpassungsklausel von Netflix ist ungültig,https://www.spiegel.de/netzwelt/web/netflix-landgericht-berlin-erklaert-preisanpassungsklausel-fuer-ungueltig-a-90e3fa0c-1608-40a4-bb6a-760257a612a6,22022022_16:40 ,Spiegel,netzwelt,
Kiew nach der Putin-Rede: »Seit gestern ist alles anders«,https://www.spiegel.de/ausland/ukraine-russland-konflikt-stimmen-aus-der-hauptstadt-kiew-a-bed8bbcb-05f9-4261-93a1-1db72f95e859,22022022_16:39 ,Spiegel,ausland,Aus Kiew berichtet Alexandra Rojkov
"Entscheidung der Bundesregierung: USA begrüßen Nord-Stream-2-Stopp, Russland lästert",https://www.spiegel.de/wirtschaft/nord-stream-2-usa-begruessen-zertifizierungsstopp-russland-gibt-sich-unbeeindruckt-a-d9896878-c907-46d1-a0da-0cfb4e74c20b,22022022_16:38 ,Spiegel,wirtschaft,
"Holocaustüberlebende in Prozess gegen frühere KZ-Sekretärin: »Die Angst ist geblieben, bis zum heutigen Tag«",https://www.spiegel.de/panorama/justiz/itzehoe-holocaustueberlebende-schildert-in-prozess-gegen-fruehere-kz-sekretaerin-schreckliche-erlebnisse-a-b65625ee-8eda-48a0-8416-bae9b8a91643,22022022_16:33 ,Spiegel,panorama,Aus Itzehoe berichtet Julia Jüttner
Raumsonde: Solar Orbiter liefert Bilder von riesiger Sonneneruption,https://www.spiegel.de/wissenschaft/weltall/sonneneruption-solar-orbiter-liefert-bilder-mit-kompletter-scheibe-der-sonne-a-237038e3-5417-425b-8b77-033bc121b102,22022022_16:27 ,Spiegel,wissenschaft,
Russlands Einmarsch in die Ostukraine: Gegen diese Personen und Banken verhängt Großbritannien Sanktionen,https://www.spiegel.de/ausland/ukraine-invasion-grossbritannien-verhaengt-sanktionen-gegen-privatpersonen-und-banken-a-2e4d3c91-6afa-455d-946d-785703516fb4,22022022_16:07 ,Spiegel,ausland,
Einigung mit dem Verband: US-Fußballerinnen sollen so hohe Prämien erhalten wie die Männer,https://www.spiegel.de/sport/fussball/fussball-equal-pay-us-fussballerinnen-sollen-so-hohe-praemien-erhalten-wie-die-maenner-a-bc412adc-7281-4eb1-829b-ea6417fc948d,22022022_15:49 ,Spiegel,sport,
Russland-Ukraine-Konflikt: Der Desinformationskrieg ist in vollem Gang,https://www.spiegel.de/ausland/russland-ukraine-konflikt-der-desinformationskrieg-ist-bereits-in-vollem-gange-a-26dc429c-eea6-421a-a609-6ede054e2196,22022022_15:34 ,Spiegel,ausland,Von Alexander Epp und Klaas Neumann
Prozess in München: Polizist in Drogenskandal zu Geldstrafe verurteilt,https://www.spiegel.de/panorama/justiz/muenchen-polizist-in-drogenskandal-zu-geldstrafe-verurteilt-a-e980dc8c-e9b0-425a-b57c-e191b5fd1bfd,22022022_15:33 ,Spiegel,panorama,
US-Reaktion auf russische Aggression: »Er spricht von Friedenstruppen. Das ist Quatsch«,https://www.spiegel.de/ausland/ukraine-und-russland-putin-und-die-friedenstruppen-usa-sprechen-von-quatsch-a-db775cfe-11f9-49e2-9a5d-0b0fe6ef57eb,22022022_15:20 ,Spiegel,ausland,
Russischer Einmarsch in der Ostukraine: Schalke 04 prüft Partnerschaft mit Sponsor Gazprom,https://www.spiegel.de/sport/fussball/ukraine-invasion-schalke-04-prueft-partnerschaft-mit-russischem-gaskonzern-gazprom-a-44e78097-5e15-446c-b9d4-da14a5a2bed4,22022022_14:53 ,Spiegel,sport,
Russland und Europa: Der Epochenbruch,https://www.spiegel.de/ausland/russland-und-der-westen-der-epochenbruch-a-de1b9bbc-a669-4c9d-bd86-d9a2ce161ca3,22022022_14:46 ,Spiegel,ausland,
Europäische Reaktion auf Russlands Aggression: »Wir müssen wieder von vorne anfangen«,https://www.spiegel.de/ausland/russland-ukraine-krise-wir-muessen-wieder-von-vorne-anfangen-reaktionen-a-aa8e6a16-cfec-4da7-9844-31c162197dd7,22022022_14:32 ,Spiegel,ausland,
Munkhbayar Chuluundorj: Bekannter Kritiker Chinas in der Mongolei festgenommen,https://www.spiegel.de/ausland/mongolei-munkhbayar-chuluundorj-bekannter-kritiker-chinas-festgenommen-a-5f1f3a7a-38ab-4133-8399-8dd78fe199e0,22022022_14:25 ,Spiegel,ausland,
Verheerendes Feuer: Wohnanlage in Essen muss nach Großbrand abgerissen werden,https://www.spiegel.de/panorama/essen-wohnanlage-muss-nach-grossbrand-abgerissen-werden-a-f0a36f64-15a0-431a-81ac-308e6b5f18c0,22022022_14:19 ,Spiegel,panorama,
Neues VR-Headset von Sony: Das sollen Playstation-Spieler bald auf dem Kopf tragen,https://www.spiegel.de/netzwelt/games/playstation-vr-2-designer-yujin-morisawa-ueber-sonys-neues-headset-a-9f223264-da74-4ea8-a526-b6b29a8b1312,22022022_14:14 ,Spiegel,netzwelt,Von Markus Böhm
Immobilienmarkt: Wohnkonzern Vonovia wird größter Anteilseigner bei Adler,https://www.spiegel.de/wirtschaft/unternehmen/vonovia-wohnkonzern-wird-groesster-anteilseigner-bei-adler-a-2edab758-4c65-4a51-a019-16aaa11b5fb0,22022022_14:09 ,Spiegel,wirtschaft,
