Titel,URL,Date_Info,News_page
"Deutschlands halbherzige Sanktionspolitik: Schämen Sie sich, Herr Scholz!",https://www.spiegel.de/ausland/deutschlands-halbherzige-sanktionspolitik-schaemen-sie-sich-herr-scholz-kommentar-a-00804e03-cade-4745-8f19-c7a8713cefbd,26022022_16:21 ,Spiegel
Gaslobbyist unter Druck: SPD-Ministerpräsident Weil fordert Schröder zum Rückzug aus russischen Staatsunternehmen auf,https://www.spiegel.de/politik/deutschland/stephan-weil-spd-ministerpraesident-fordert-gerhard-schroeder-zum-rueckzug-aus-russischen-staatsunternehmen-auf-a-36a1286a-f264-4e5f-9fda-b3f61e060060,26022022_16:17 ,Spiegel
Sanktionen gegen Russland: Polen fordert Stopp von Nord Stream 1,https://www.spiegel.de/politik/sanktionen-gegen-russland-polen-fordert-stopp-auch-von-nord-stream-1-a-863c51f9-f842-48ea-a283-74607a7e31f7,26022022_16:03 ,Spiegel
Wirtschaftssanktionen: Weitere EU-Länder wollen Russland von Swift ausschließen,https://www.spiegel.de/wirtschaft/weitere-eu-laender-wollen-russland-von-swift-ausschliessen-a-a6c58b5e-d1d2-441e-960d-773a9ee72905,26022022_15:56 ,Spiegel
Nach westlichen Sanktionen: Menschen in Russland berichten über erste Probleme beim Geldabheben,https://www.spiegel.de/ausland/ukraine-krieg-menschen-in-russland-berichten-ueber-erste-probleme-beim-geldabheben-a-ed347e48-7c49-4450-a077-b2460c7cbc0c,26022022_15:54 ,Spiegel
"2. Fußball-Bundesliga: Auswärtspunkt mit »Schalke« auf der Brust, St. Pauli steht wieder oben",https://www.spiegel.de/sport/fussball/2-fussball-bundesliga-schalke-04-punktet-beim-karlsruher-sc-fc-st-pauli-steht-wieder-oben-a-92d08350-6a6d-42bb-983b-8e5f2a75e576,26022022_15:42 ,Spiegel
Nach neuen EU-Sanktionen: Frankreich stoppt russisches Handelsschiff im Ärmelkanal,https://www.spiegel.de/ausland/nach-neuen-eu-sanktionen-frankreich-stoppt-russisches-handelsschiff-im-aermelkanalrankreich-stoppt-russisches-handelsschiff-im-aermelkanal-a-1fa7a57a-e9b4-49a2-879b-58e4a032303d,26022022_15:31 ,Spiegel
Raketeneinschlag in Kiew: »Es war ein Volltreffer ins Wohnzimmer«,https://www.spiegel.de/ausland/ukraine-krieg-video-zeigt-raketeneinschlag-in-hochhaus-in-kiew-a-88a27888-aec7-42fb-b104-cdbdbb440626,26022022_14:58 ,Spiegel
Eingriff in die Pressefreiheit: Russland verbietet Medien Begriffe wie »Angriff«,https://www.spiegel.de/ausland/eingriff-in-die-pressefreiheit-russland-verbietet-medien-begriffe-wie-invasion-a-21e8cc87-18c7-4caa-9b67-4efdc199da43,26022022_14:43 ,Spiegel
Nach tagelanger Wartezeit und Sturm: Rettungsschiff »Sea Watch« läuft mit 129 Migranten in italienischen Hafen ein,https://www.spiegel.de/ausland/porto-empedocle-rettungsschiff-sea-watch-laeuft-mit-129-migranten-in-italienischen-hafen-ein-a-d36322d4-f528-4057-afb4-6e6e5c01104a,26022022_14:36 ,Spiegel
»Stop Putin«: Die Welt solidarisiert sich mit der Ukraine,https://www.spiegel.de/ausland/ukraine-krieg-die-welt-solidarisiert-sich-mit-der-ukraine-a-e3a072ea-d34d-4eb0-ae25-d32630d21eb2,26022022_14:30 ,Spiegel
Filme der Woche: Splatter gegen Schreibblockade,https://www.spiegel.de/kultur/filmtipps-belfast-king-richard-der-mann-der-seine-haut-verkaufte-studio-666-per-lucio-cat-burglar-a-f96f28e5-aa42-4855-872e-ddae2c961f3f,26022022_14:04 ,Spiegel
Auf dem Weg in den Skiurlaub: Reisebus kippt Böschung hinunter – Dutzende Verletzte,https://www.spiegel.de/panorama/traunstein-in-oberbayern-dutzende-verletzte-nach-unfall-mit-reisebus-a-7cec7270-c81c-4216-9b27-6bbd9cd0afeb,26022022_13:58 ,Spiegel
Nukleare Energie: Auf Kuschelkurs mit Atomkraftwerkchen,https://www.spiegel.de/kultur/nukleare-energie-auf-kuschelkurs-mit-atomkraftwerkchen-kolumne-a-70d27897-f8a3-432d-90cb-603451cd4e22,26022022_13:47 ,Spiegel
