Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page,Kategorie
Völlig verdreht,14012022_17:58,https://www.sueddeutsche.de/muenchen/urauffuehrung-lena-gorelik-kindertheater-pathos-theater-muenchen-1.5507510,Uraufführung,,"Von Barbara Hordych, München","""Als die Welt rückwärts gehen lernte"" ist das erste Theaterstück der Schriftstellerin Lena Gorelik für junges Publikum. Im Pathos gerät es arg lehrbuchhaft.
                        
                            Von Barbara Hordych, München",15012022,Sueddeutsche,muenchen
Liebesleid,14012022_17:57,https://www.sueddeutsche.de/muenchen/bayerischer-rundfunk-beethoven-kritik-herkulessaal-1.5507566,Kritik,,"Von Klaus Kalchschmid, München","Ein Beethoven-Abend mit dem Symphonieorchester des Bayerischen Rundfunks. 
                        
                            Von Klaus Kalchschmid, München",15012022,Sueddeutsche,muenchen
Jetzt kommt die Jugend,14012022_17:57,https://www.sueddeutsche.de/muenchen/gasteig-musikhochschule-umzug-hp8-muenchen-1.5507544,Gasteig HP8,,"Von Susanne Hermanski, München","Der Umzug der Münchner Musikhochschule in den Sendlinger Gasteig verzögert sich bis Oktober. Gefeiert wird der neue Standort trotzdem schon einmal mit einem Festwochenende in der Isarphilharmonie und im Saal X.
                        
                            Von Susanne Hermanski, München",15012022,Sueddeutsche,muenchen
Deutsches Theater sagt Ballsaison ab,14012022_17:57,https://www.sueddeutsche.de/muenchen/deutsches-theater-ballsaison-corona-1.5506850,Fasching,,,,15012022,Sueddeutsche,muenchen
Brechtfestival startet Vorverkauf,14012022_17:57,https://www.sueddeutsche.de/muenchen/augsburg-brechtfestival-programm-2022-vorverkauf-1.5507576,Augsburg,,,"Für die Ausgabe 2022 plant die Festivalleitung ein internationales Programm, das analog und digital gezeigt werden soll. Ob die Live-Veranstaltungen stattfinden können, ist derzeit aber noch vage.",15012022,Sueddeutsche,muenchen
Die Schöpfung in Holz,14012022_17:57,https://www.sueddeutsche.de/muenchen/kunst-kirche-rudolf-wachter-st-paul-1.5507593,Kirche und Kunst,,,Reflexionen über das Werk des Bildhauers Rudolf Wachter in St. Paul.,15012022,Sueddeutsche,muenchen
Der Montag unter den Monaten,14012022_17:57,https://www.sueddeutsche.de/muenchen/muenchen-kolumne-januar-1.5507815,Null Acht Neun,,Kolumne von Christiane Lutz,"Der Januar wird jedes Jahr aufs Neue verklärt. Zeit, damit endlich aufzuhören.
                        
                            Kolumne von Christiane Lutz",15012022,Sueddeutsche,muenchen
Fitness statt Tristesse,14012022_17:57,https://www.sueddeutsche.de/muenchen/freizeit-sport-muenchen-tipps-1.5507533,Freizeit,,"Von  Jutta Czeguhn, Korbinian Eisenberger, Susanne Hermanski, Evelyn Vogel, Antje Weber und Ariane Witzig","In trüben Januartagen kann man sich auf die Couch verziehen und einmummeln. Oder man gönnt dem Körper mal wieder Bewegung. Pandemiebedingt nicht in Sporthallen, sondern an der frischen Luft. Acht Möglichkeiten in München, die fit halten und Spaß machen.
                        
                            Von  Jutta Czeguhn, Korbinian Eisenberger, Susanne Hermanski, Evelyn Vogel, Antje Weber und Ariane Witzig",15012022,Sueddeutsche,muenchen
Einkaufszentrum wird umgestaltet,14012022_17:57,https://www.sueddeutsche.de/muenchen/muenchen-einkaufszentrum-forstenried-1.5507485,Forstenried,,,,15012022,Sueddeutsche,muenchen
Bayern ohne ihn ist wie Bier ohne Hefe,14012022_17:57,https://www.sueddeutsche.de/bayern/muenchen-herbert-achternbusch-albert-ostermaier-nachruf-1.5507718,Zum Tod von Herbert Achternbusch,,Von Albert Ostermaier,"Herbert Achternbusch, der Bayern in das Amerika unserer Kindheit verwandelt hat, ist tot. Erinnerungen des Schriftstellers Albert Ostermeier.
                        
                            Von Albert Ostermaier",15012022,Sueddeutsche,bayern
"""Vermutlich schwer umsetzbar""",14012022_17:57,https://www.sueddeutsche.de/muenchen/muenchen-landesgartenschau-neuperlach-1.5507600,Umstrittene Bewerbung,,Von  Patrick Stäbler,"Die Stadt reagiert mit Skepsis auf die Idee einer Landesgartenschau im Grünzug Neuperlach-Waldperlach. Doch die Politiker vor Ort wollen nicht aufgeben.
                        
                            Von  Patrick Stäbler",15012022,Sueddeutsche,muenchen
Isarcard-Abos auf dem Handy,14012022_17:57,https://www.sueddeutsche.de/muenchen/muenchen-mvv-handyticket-1.5507548,Nahverkehr,,,,15012022,Sueddeutsche,muenchen
OVG in NRW bestätigt Maskenpflicht und 3G bei Versammlungen,14012022_17:57,https://www.sueddeutsche.de/panorama/urteile-muenster-ovg-in-nrw-bestaetigt-maskenpflicht-und-3g-bei-versammlungen-dpa.urn-newsml-dpa-com-20090101-220114-99-714264,Urteile - Münster,dpa,,,15012022,Sueddeutsche,panorama
Dachstuhl in Flammen,14012022_17:57,https://www.sueddeutsche.de/muenchen/obergiesing-brand-1.5507641,Feuerwehreinsatz in Obergiesing,,,,15012022,Sueddeutsche,muenchen
Entspannung erst 2023,14012022_17:57,https://www.sueddeutsche.de/auto/nahverkehr-entspannung-erst-2023-1.5503510,Nahverkehr,,,,15012022,Sueddeutsche,auto
Mehr Güter auf der Straße,14012022_17:57,https://www.sueddeutsche.de/auto/warenverkehr-mehr-gueter-auf-der-strasse-1.5503512,Warenverkehr,,,Der Anteil der Schiene am Warentransport ist im vergangenen Jahr gesunken. Für den Klimaschutz ist das keine gute Nachricht.,15012022,Sueddeutsche,auto
