Titel,URL,Date_Info,News_page,Kategorie,author
Leipzig: Auch Rechtsextreme bei Sturm auf Gelände von Uniklinik dabei,https://www.spiegel.de/politik/leipzig-corona-spaziergaenger-stuermen-klinikgelaende-a-11a290a5-87bf-465e-ab08-28ed721798a1,30012022_13:37 ,Spiegel,politik,
Ein Teenager über seinen unheilbar kranken Vater: »Ich hätte gern mehr von ihm erlebt«,https://www.spiegel.de/familie/alzheimer-ein-teenager-ueber-die-unheilbare-krankheit-seines-vaters-a-a213d3f5-52d2-43d5-aa83-0d2f00929ee3,30012022_13:21 ,Spiegel,familie,
Oberbürgermeisterwahl Tübingen: Palmer tritt als unabhängiger Kandidat an,https://www.spiegel.de/politik/deutschland/boris-palmer-tritt-bei-oberbuergermeisterwahl-in-tuebingen-als-unabhaengiger-kandidat-an-a-2be4af90-5ad1-44d8-9b81-ed2fbdebb11a,30012022_12:55 ,Spiegel,politik,
Urteil nach Berufung: »Tiger King« bleibt in Haft,https://www.spiegel.de/panorama/leute/joe-exotic-tiger-king-bleibt-wegen-versuchten-mordes-in-haft-a-588cb36e-3004-4c6b-bdbe-aa8007b2cd5f,30012022_12:45 ,Spiegel,panorama,
"Attacke auf Pop-Superstar der Türkei: Sezen Aksu singt, und Erdoğan hat ein Problem",https://www.spiegel.de/ausland/tuerkei-recep-tayyip-erdogan-nimmt-pop-ikone-sezen-aksu-ins-visier-a-c65d5a5b-aa00-4478-94f3-66829cfd86cb,30012022_12:42 ,Spiegel,ausland,Von Anna-Sophie Schneider
Generalsekretär Stoltenberg: Nato wird auch im Fall einer russischen Invasion keine Soldaten in die Ukraine schicken,https://www.spiegel.de/ausland/jens-stoltenberg-keine-plaene-nato-kampftruppen-in-die-ukraine-zu-entsenden-a-231f5151-082e-493b-9f5e-55259c7ebe6d,30012022_12:22 ,Spiegel,ausland,
Australiens Umgang mit Flüchtlingen: »Es ist kein Leben. Es ist bloßes Existieren«,https://www.spiegel.de/ausland/australien-und-die-strikte-asylpolitik-es-ist-kein-leben-es-ist-blosses-existieren-a-28706890-fae1-4eb6-96b7-94dd58056c90,30012022_11:58 ,Spiegel,ausland,"Von Anna-Lena Abbott, Sydney"
Verwirrung um angebliches Karriereende von NFL-Superstar: Das Tom-Brady-Rätsel,https://www.spiegel.de/sport/tom-brady-irritationen-um-moegliches-karriereende-von-nfl-superstar-a-050f9d87-51e6-43c5-8050-2eb2a67c3ddf,30012022_11:57 ,Spiegel,sport,
Orkanböen: Sturmtief »Nadia« richtet schwere Schäden in Norddeutschland an,https://www.spiegel.de/panorama/nadia-sturmflut-in-hamburg-ausnahmezustand-in-berlin-a-4ee3e9a7-e4c6-47b4-b0bc-12677fe548d9,30012022_11:29 ,Spiegel,panorama,
Ausnahmezustand: Blizzard treibt Schneemassen und eisige Kälte an US-Ostküste,https://www.spiegel.de/ausland/us-ostkueste-new-york-und-boston-wegen-blizzard-im-ausnahmezustand-a-a6903040-6de8-43c6-b072-31ba099bd1e3,30012022_10:27 ,Spiegel,ausland,
Ohio: Mehrere Hotelgäste nach Vergiftung in kritischem Zustand,https://www.spiegel.de/panorama/ohio-mehrere-hotelgaeste-nach-vermeintlicher-kohlenmonoxidvergiftung-im-kritischen-zustand-a-b29b18fe-08a5-48cd-910f-7f82473cef04,30012022_10:06 ,Spiegel,panorama,
Diffuse Haltung in Russlandkrise: Ischinger sieht Vertrauensverlust bei Bündnispartnern gegenüber Deutschland,https://www.spiegel.de/politik/deutschland/wolfgang-ischinger-viele-buendnispartner-haben-im-ukraine-konflikt-vertrauen-in-deutschland-verloren-a-d7ab210d-9502-44e1-a5d3-4573e2cc8a51,30012022_10:02 ,Spiegel,politik,
Der neunte Tag im Dschungelcamp: Annalena und Putin? No way!,https://www.spiegel.de/kultur/tv/dschungelcamp-auf-rtl-tag-neun-annalena-und-putin-no-way-a-67e4e8e1-f84b-432a-8e12-623b8ea37684,30012022_09:31 ,Spiegel,kultur,Von Anja Rützel
"Die Grünen nach dem Parteitag: Image poliert, Stimmung durchwachsen",https://www.spiegel.de/politik/deutschland/die-gruenen-nach-dem-parteitag-image-poliert-stimmung-durchwachsen-a-b9beb5da-7ecb-4a2a-b126-92e483d619df,30012022_09:16 ,Spiegel,politik,Von Valerie Höhne
Protest aus Südkorea und Japan: Nordkorea führt offenbar größten Raketentest seit 2017 durch,https://www.spiegel.de/ausland/nordkorea-offenbar-mit-groesstem-raketentest-seit-2017-suedkorea-und-japan-protestieren-a-ba950d77-7c72-4cfb-8aad-30737fbf42c1,30012022_08:31 ,Spiegel,ausland,
Interview mit Finanzminister Lindner: »Die lassen wir nicht im Stich«,https://www.spiegel.de/politik/deutschland/finanzminister-christian-lindner-pocht-auf-diplomatische-loesung-in-der-krise-um-ukraine-a-4a4e1514-7824-46f0-83b2-746d89a8d48e,30012022_08:07 ,Spiegel,politik,Ein Interview von Christoph Schult und Severin Weiland
Angriff auf Zentrum der US-Demokratie: Trump stellt Kapitolstürmern Begnadigungen in Aussicht,https://www.spiegel.de/ausland/donald-trump-stellt-erstuermern-des-us-kapitols-begnadigungen-in-aussicht-a-4b397e81-3c1a-4e9d-876f-e57d2f5029d8,30012022_07:59 ,Spiegel,ausland,
Schönes Ding: Citroën GS Camargue: Bonjour Raffinesse,https://www.spiegel.de/auto/fahrkultur/citroen-gs-camargue-bonjour-raffinesse-a-8ae74f0f-23d2-494a-9096-69d1759e0a51,30012022_07:42 ,Spiegel,auto,Von Jürgen Pander
+++ Corona-News +++: Giffey will Infizierte in Ausnahmefällen arbeiten lassen,https://www.spiegel.de/wissenschaft/medizin/corona-news-am-sonntag-sieben-tage-inzidenz-steigt-auf-1156-8-a-66274fc9-ecea-4174-8f8b-ef5c8fc81bd8,30012022_07:36 ,Spiegel,wissenschaft,
Stiftung Warentest: Powerbanks – welche taugen wirklich was?,https://www.spiegel.de/netzwelt/gadgets/powerbanks-im-test-welche-energieriegel-fuer-handy-tablet-und-notebook-sind-die-besten-a-bd6e9b48-318c-4d47-ad73-5f20fa4ea172,30012022_07:24 ,Spiegel,netzwelt,
Folgen von Tief »Nadia«: Sturmnacht in Norddeutschland – Hunderte Einsätze von Feuerwehr und Polizei,https://www.spiegel.de/panorama/sturm-deutsche-bahn-unwetter-in-norddeutschland-hunderte-einsaetze-bahn-verbindungen-im-norden-beeintraechtigt-a-03ef7fbf-1e6f-4323-a36f-d16ee263989c,30012022_06:51 ,Spiegel,panorama,
»Deutliche Botschaft an den Kreml«: Johnson will Zahl der britischen Soldaten in Osteuropa verdoppeln,https://www.spiegel.de/ausland/ukraine-konflikt-boris-johnson-will-zahl-der-britischen-soldaten-in-osteuropa-verdoppeln-deutliche-botschaft-an-den-kreml-a-c1dfcf82-662f-4eab-af4b-d22370c24cdd,30012022_00:28 ,Spiegel,ausland,
Gemeinsames Manöver: Russland verlegt Militärtechnik nach Belarus,https://www.spiegel.de/ausland/russland-verlegt-militaertechnik-fuer-gemeinsames-manoever-nach-belarus-a-5fa5ce7e-a9c5-4ecf-ae7e-7c6aeddfa4e6,29012022_23:03,Spiegel,ausland,
Unwetter in Norddeutschland: Sturm bringt Bahnverkehr durcheinander,https://www.spiegel.de/panorama/sturm-in-norddeutschland-unwetter-bringt-bahnverkehr-durcheinander-a-bafe72e1-8e1d-4a57-9b4e-0811d11cce42,29012022_22:22,Spiegel,panorama,
Chaostage in Rom: Wie Italiens Präsidentenwahl zum absurden Theater wurde,https://www.spiegel.de/ausland/italien-wie-die-praesidentenwahl-zum-absurden-theater-wurde-a-b6ab67a7-2bf6-4a91-b75b-7dd0efd4869f,29012022_21:56,Spiegel,ausland,"Von Frank Hornig, Rom"
Football-Superstar: Tom Brady beendet offenbar seine Karriere,https://www.spiegel.de/sport/nfl-tom-brady-beendet-offenbar-seine-karriere-a-a2769865-a42d-4406-a4d6-eb5f888707d2,29012022_21:45,Spiegel,sport,
»Wir haben total Land unter wegen des Sturms«: Deutsche Bahn stellt Fernverkehr in Norddeutschland ein,https://www.spiegel.de/panorama/sturm-deutsche-bahn-stellt-fernverkehr-in-norddeutschland-ein-a-64ff2b7b-afcc-466c-a3fe-5748929b0bd5,29012022_21:10,Spiegel,panorama,
"Thailands bekannteste Protestlerin: »Was der Knast kaputt macht, merkt man erst draußen«",https://www.spiegel.de/ausland/proteste-in-thailand-die-rebellin-die-keine-mehr-sein-will-a-92a007fc-041e-460d-99e9-0f9d69b1cefc,29012022_20:59,Spiegel,ausland,"Von Maria Stöhr, Bangkok"
"Ian Anderson von Jethro Tull: »Nach dem Brexit dachte ich, man würde mich mit Flaschen bewerfen«",https://www.spiegel.de/kultur/musik/ian-anderson-von-jethro-tull-nach-dem-brexit-dachte-ich-man-wuerde-mich-mit-flaschen-bewerfen-a-43c3bf0f-c449-4851-8ab6-5d0614666762,29012022_20:49,Spiegel,kultur,Ein Interview von Arno Frank
