Titel,Date_Info,URL,Overline,Breadcrumb,author,detailed_informations,Zugriff_Datum,News_page,Kategorie
Sexuelle Belästigung schadet auch der Wirtschaft,23122021_10:01,https://www.sueddeutsche.de/wirtschaft/sexuelle-belaestigung-arbeitsplatz-kommentar-1.5494031,"""Me Too"" am Arbeitsplatz",,Kommentar von Kathrin Werner,"Meinung
                    
                    
                        Wenn Arbeitgeber sich schon nicht menschlich verpflichtet fühlen, etwas gegen sexuelle Übergriffe zu tun, sollten sie zumindest ihre Profite beschützen.
                        
                            Kommentar von Kathrin Werner",23122021,Sueddeutsche,wirtschaft
Vom großen Glück des Zugfahrens,23122021_10:01,https://www.sueddeutsche.de/reise/zugfahren-reisen-pendeln-1.5493236,Bahnreisen,,Von Cornelius Pollmer,"Eine Reise mit der Bahn - das heißt, sich für ein paar Stunden aus der Welt zu nehmen. Genau das also, was man gerade braucht. Eine Liebeserklärung.
                        
                            Von Cornelius Pollmer",23122021,Sueddeutsche,reise
Studie: Mehr problematische Handy-Nutzung in der Pandemie,23122021_09:59,https://www.sueddeutsche.de/wissen/wissenschaft-studie-mehr-problematische-handy-nutzung-in-der-pandemie-dpa.urn-newsml-dpa-com-20090101-211223-99-487786,Wissenschaft,dpa,,,23122021,Sueddeutsche,wissen
Carolin Kebekus hat lange ans Christkind geglaubt,23122021_09:58,https://www.sueddeutsche.de/leben/leute-carolin-kebekus-hat-lange-ans-christkind-geglaubt-dpa.urn-newsml-dpa-com-20090101-211223-99-486607,Leute,dpa,,,23122021,Sueddeutsche,leben
"50-Punkte-Ziel: Lautern ""heilfroh"" über vermiedenen Abstieg",23122021_09:58,https://www.sueddeutsche.de/sport/fussball-kaiserslautern-50-punkte-ziel-lautern-heilfroh-ueber-vermiedenenabstieg-dpa.urn-newsml-dpa-com-20090101-211223-99-487603,Fußball - Kaiserslautern,dpa,,,23122021,Sueddeutsche,sport
Abstellbahnhof für Stuttgart 21 genehmigt: Bau ab Sommer,23122021_09:57,https://www.sueddeutsche.de/wirtschaft/verkehr-stuttgart-abstellbahnhof-fuer-stuttgart-21-genehmigt-bau-ab-sommer-dpa.urn-newsml-dpa-com-20090101-211223-99-486568,Verkehr - Stuttgart,dpa,,,23122021,Sueddeutsche,wirtschaft
Epidemiologe: Impfung ist der beste Schutz an den Feiertagen,23122021_09:57,https://www.sueddeutsche.de/gesundheit/krankheiten-stuttgart-epidemiologe-impfung-ist-der-beste-schutz-an-den-feiertagen-dpa.urn-newsml-dpa-com-20090101-211223-99-485772,Krankheiten - Stuttgart,dpa,,,23122021,Sueddeutsche,gesundheit
Wiederholungstat in S-Bahn: Mann zieht 48 Mal Notrufhebel,23122021_09:55,https://www.sueddeutsche.de/bayern/bahn-neufahrn-bei-freising-wiederholungstat-in-s-bahn-mann-zieht-48-mal-notrufhebel-dpa.urn-newsml-dpa-com-20090101-211223-99-487792,Bahn - Neufahrn bei Freising,dpa,,,23122021,Sueddeutsche,bayern
Ministerin: Nein zu Impfung ist unsolidarisch mit Kindern,23122021_09:52,https://www.sueddeutsche.de/bildung/bildung-stuttgart-ministerin-nein-zu-impfung-ist-unsolidarisch-mit-kindern-dpa.urn-newsml-dpa-com-20090101-211223-99-485240,Bildung - Stuttgart,dpa,,,23122021,Sueddeutsche,bildung
"Lauterbach macht Jecken wenig Hoffnung: ""Sommer-Karneval""",23122021_09:52,https://www.sueddeutsche.de/gesundheit/gesundheit-koeln-lauterbach-macht-jecken-wenig-hoffnung-sommer-karneval-dpa.urn-newsml-dpa-com-20090101-211223-99-487766,Gesundheit - Köln,dpa,,,23122021,Sueddeutsche,gesundheit
Mehr Richter: Gerichte erhalten Hilfe wegen Dieselskandal,23122021_09:51,https://www.sueddeutsche.de/panorama/justiz-stuttgart-mehr-richter-gerichte-erhalten-hilfe-wegen-dieselskandal-dpa.urn-newsml-dpa-com-20090101-211223-99-485241,Justiz - Stuttgart,dpa,,,23122021,Sueddeutsche,panorama
Ausbau der Radinfrastruktur im Südwesten stockt noch,23122021_09:50,https://www.sueddeutsche.de/wirtschaft/verkehr-stuttgart-ausbau-der-radinfrastruktur-im-suedwesten-stockt-noch-dpa.urn-newsml-dpa-com-20090101-211223-99-485247,Verkehr - Stuttgart,dpa,,,23122021,Sueddeutsche,wirtschaft
AOK: Zahl der Videosprechstunden nimmt stark zu,23122021_09:50,https://www.sueddeutsche.de/gesundheit/gesundheit-kiel-aok-zahl-der-videosprechstunden-nimmt-stark-zu-dpa.urn-newsml-dpa-com-20090101-211223-99-487738,Gesundheit - Kiel,dpa,,,23122021,Sueddeutsche,gesundheit
Verurteilter Mörder legt Fußfessel ab und flüchtet,23122021_09:48,https://www.sueddeutsche.de/panorama/kriminalitaet-verurteilter-moerder-legt-fussfessel-ab-und-fluechtet-dpa.urn-newsml-dpa-com-20090101-211223-99-486702,Kriminalität,dpa,,,23122021,Sueddeutsche,panorama
"ERC Ingolstadt: ""Lage kann für Liga bedrohlich werden""",23122021_09:48,https://www.sueddeutsche.de/sport/eishockey-erc-ingolstadt-lage-kann-fuer-liga-bedrohlich-werden-dpa.urn-newsml-dpa-com-20090101-211223-99-487703,Eishockey,dpa,,,23122021,Sueddeutsche,sport
Zehn Tipps für ein sportliches neues Jahr,23122021_09:47,https://www.sueddeutsche.de/sport/fitness-laufen-tipps-vorsaetze-1.5143729,Fitness durch Laufen,,Von Dirk von Gehlen,"Was kann man tun, um gute Vorsätze wahr werden zu lassen? Zehn Tipps für alle, die sportlicher werden und mit dem Laufen beginnen wollen.
                        
                            Von Dirk von Gehlen",23122021,Sueddeutsche,sport
Ein Fall für die Steuerpolizei,23122021_09:47,https://www.sueddeutsche.de/sport/serie-a-inter-mailand-juventus-justiz-steuerpolizei-ein-fa-1.5494111,Inter Mailand in der Serie A,,"Von Oliver Meiler, Rom","Wie Juventus soll Inter jahrelang mit überhöhten Transfersummen Bilanzen gefälscht haben - sogar unbekannte Nachwuchsprofis erhielten über Nacht erstaunliche Marktwerte. Der Clou: Echtes Geld floss dabei keines. 
                        
                            Von Oliver Meiler, Rom",23122021,Sueddeutsche,sport
"ERC Ingolstadt: ""Lage kann für Liga bedrohlich werden""",23122021_09:47,https://www.sueddeutsche.de/bayern/eishockey-ingolstadt-ercingolstadt-lage-kann-fuer-liga-bedrohlich-werden-dpa.urn-newsml-dpa-com-20090101-211223-99-487601,Eishockey - Ingolstadt,dpa,,,23122021,Sueddeutsche,bayern
Wenn's schneibt gibt's bachane Guatl,23122021_09:47,https://www.sueddeutsche.de/bayern/dialekt-bairisch-begriffe-bedeutung-1.5431636,Kratzers Wortschatz,,Von Hans Kratzer,"Bilder
                    
                    
                        Ein Kollege erinnert sich voller Wehmut an das schöne alte Wort Guatl, das früher gerade zur Weihnachtszeit die süßesten Hoffnungen weckte.

                        
                            Von Hans Kratzer",23122021,Sueddeutsche,bayern
Fahrraddiebe richten 150.000 Euro Schaden an,23122021_09:46,https://www.sueddeutsche.de/panorama/kriminalitaet-lueneburg-fahrraddiebe-richten-150000-euro-schaden-an-dpa.urn-newsml-dpa-com-20090101-211223-99-487710,Kriminalität - Lüneburg,dpa,,,23122021,Sueddeutsche,panorama
Nachts allein auf der Zugspitze,23122021_09:46,https://www.sueddeutsche.de/projekte/artikel/bayern/bayern-allein-auf-der-zugspitze-e857108/,Oberbayern,,"Von Matthias Köpf (Text), Sebastian Beck (Fotos) und Lisa Sonnabend (digitale Umsetzung)","Die Zugspitze ist Sehnsuchtsort für Alpinisten und Instagramer aus aller Welt. Doch in der Nacht gehört der Berg nur zwei einsamen Männern. Ein Besuch auf fast 3000 Metern Höhe.
                        
                            Von Matthias Köpf (Text), Sebastian Beck (Fotos) und Lisa Sonnabend (digitale Umsetzung)",23122021,Sueddeutsche,projekte
"""Ich beneide die Frauen, die einfach so schwanger werden""",23122021_09:46,https://www.sueddeutsche.de/projekte/artikel/muenchen/kinderwunschbehandlung-muenchen-verzweifeln-und-hoffen-e636321/,Behandlung in Kinderwunschpraxis,,Von Kathrin Aldenhoff (Text) und Lisa Sonnabend (digitale Umsetzung),"Der Wunsch nach einem Kind kann so groß werden, dass er alles bestimmt. So wie bei Katharina und Stefan Marquart. Eine Geschichte über das Verzweifeln und das Hoffen.
                        
                            Von Kathrin Aldenhoff (Text) und Lisa Sonnabend (digitale Umsetzung)",23122021,Sueddeutsche,projekte
Mann stirbt bei Wohnungsbrand in Esslingen,23122021_09:43,https://www.sueddeutsche.de/panorama/braende-esslingen-am-neckar-mann-stirbt-bei-wohnungsbrand-in-esslingen-dpa.urn-newsml-dpa-com-20090101-211223-99-487599,Brände - Esslingen am Neckar,dpa,,,23122021,Sueddeutsche,panorama
"38 Thüringer ""Christkinder"" geboren im vergangenen Jahr",23122021_09:42,https://www.sueddeutsche.de/service/statistik-erfurt-38-thueringer-christkinder-geboren-im-vergangenen-jahr-dpa.urn-newsml-dpa-com-20090101-211223-99-487618,Statistik - Erfurt,dpa,,,23122021,Sueddeutsche,service
DFB-Team im FIFA-Ranking Zwölfter,23122021_09:40,https://www.sueddeutsche.de/sport/fussball-dfb-team-im-fifa-ranking-zwoelfter-dpa.urn-newsml-dpa-com-20090101-211223-99-487561,Fußball,dpa,,,23122021,Sueddeutsche,sport
Polizei stoppt 15-Jährigen mit selbstgebautem Motorrad,23122021_09:40,https://www.sueddeutsche.de/wirtschaft/verkehr-lippstadt-polizei-stoppt-15-jaehrigen-mit-selbstgebautem-motorrad-dpa.urn-newsml-dpa-com-20090101-211223-99-487631,Verkehr - Lippstadt,dpa,,,23122021,Sueddeutsche,wirtschaft
"Ein Jahr nach EU-Austritt: Brexit als ""Elephant in the Room""",23122021_09:34,https://www.sueddeutsche.de/service/jahreswechsel-ein-jahr-nach-eu-austritt-brexit-als-elephant-in-the-room-dpa.urn-newsml-dpa-com-20090101-211223-99-487474,Jahreswechsel,dpa,,,23122021,Sueddeutsche,service
Altenburg wird neuer Hockey-Bundestrainer der Damen,23122021_09:32,https://www.sueddeutsche.de/sport/hockey-altenburg-wird-neuer-hockey-bundestrainer-der-damen-dpa.urn-newsml-dpa-com-20090101-211223-99-487501,Hockey,dpa,,,23122021,Sueddeutsche,sport
Staatsanwalt suspendiert: Vermutete Beihilfe zur Untreue,23122021_09:30,https://www.sueddeutsche.de/panorama/justiz-frankfurt-am-main-staatsanwalt-suspendiert-vermutete-beihilfe-zur-untreue-dpa.urn-newsml-dpa-com-20090101-211223-99-487438,Justiz - Frankfurt am Main,dpa,,,23122021,Sueddeutsche,panorama
Corona-Lage in Niedersachsen verbessert sich,23122021_09:30,https://www.sueddeutsche.de/gesundheit/gesundheit-hannover-corona-lage-in-niedersachsen-verbessert-sich-dpa.urn-newsml-dpa-com-20090101-211223-99-487507,Gesundheit - Hannover,dpa,,,23122021,Sueddeutsche,gesundheit
Bayerns Cuisance unglücklich über Reservistenrolle,23122021_09:28,https://www.sueddeutsche.de/sport/fussball-bayerns-cuisance-ungluecklich-ueber-reservistenrolle-dpa.urn-newsml-dpa-com-20090101-211223-99-487408,Fußball,dpa,,,23122021,Sueddeutsche,sport
Piazolo: Schulen bei hartem Lockdown nicht zwangsläufig dicht,23122021_09:26,https://www.sueddeutsche.de/bayern/corona-bayern-aktuell-inzidenz-piazolo-schulen-omikron-1.5492637,Coronavirus-Newsblog für Bayern,,Alle Entwicklungen im Überblick,"Präsenzunterricht bleibe ""die oberste Maxime"", sagt der Kultusminister. Seit Ende November sind mehr als 2200 Menschen in Bayern an oder mit Covid-19 gestorben.
                        
                            Alle Entwicklungen im Überblick",23122021,Sueddeutsche,bayern
"Baldi in Sorge wegen Geisterspielen: ""Viel größere Wirkung""",23122021_09:26,https://www.sueddeutsche.de/sport/basketball-berlin-baldi-in-sorge-wegen-geisterspielen-viel-groessere-wirkung-dpa.urn-newsml-dpa-com-20090101-211223-99-487418,Basketball - Berlin,dpa,,,23122021,Sueddeutsche,sport
Im Dezemeber weniger Flüchtlinge an der polnischen Grenze,23122021_09:22,https://www.sueddeutsche.de/politik/migration-pirna-im-dezemeber-weniger-fluechtlinge-an-der-polnischen-grenze-dpa.urn-newsml-dpa-com-20090101-211223-99-487297,Migration - Pirna,dpa,,,23122021,Sueddeutsche,politik
Kirchen bereiten sich auf zweites Corona-Weihnachten vor,23122021_09:21,https://www.sueddeutsche.de/panorama/kirche-duesseldorf-kirchen-bereiten-sich-auf-zweites-corona-weihnachten-vor-dpa.urn-newsml-dpa-com-20090101-211223-99-487373,Kirche - Düsseldorf,dpa,,,23122021,Sueddeutsche,panorama
Leipzigs Brobbey kehrt wohl zu Ajax zurück,23122021_09:21,https://www.sueddeutsche.de/sport/fussball-leipzigs-brobbey-kehrt-wohl-zu-ajax-zurueck-dpa.urn-newsml-dpa-com-20090101-211223-99-487368,Fußball,dpa,,,23122021,Sueddeutsche,sport
"Cuisance über Reservistenrolle: ""Werden uns zusammensetzen""",23122021_09:18,https://www.sueddeutsche.de/bayern/fussball-muenchen-cuisance-ueber-reservistenrolle-werden-uns-zusammensetzen-dpa.urn-newsml-dpa-com-20090101-211223-99-487292,Fußball - München,dpa,,,23122021,Sueddeutsche,bayern
